,erst,erstquote,zweit,zweitquote,dritt,drittquote,nurerst,nurerstquote,nurerstzweit,nurerstzweitquote,ungeimpft,ungeimpftquote,unimpfbar,unimpfbarquote,impfbar,impfbarquote,gerpop
1,64490067,77.6,49290457,75.8,3919356,59.3,1496948,1.8,15218967,18.3,18628680,22.4,3961376,4.8,14636820,17.6,83163751.5765711
