"NA","Province/State","country","Lat","Long","1/22/20","1/23/20","1/24/20","1/25/20","1/26/20","1/27/20","1/28/20","1/29/20","1/30/20","1/31/20","2/1/20","2/2/20","2/3/20","2/4/20","2/5/20","2/6/20","2/7/20","2/8/20","2/9/20","2/10/20","2/11/20","2/12/20","2/13/20","2/14/20","2/15/20","2/16/20","2/17/20","2/18/20","2/19/20","2/20/20","2/21/20","2/22/20","2/23/20","2/24/20","2/25/20","2/26/20","2/27/20","2/28/20","2/29/20","3/1/20","3/2/20","3/3/20","3/4/20","3/5/20","3/6/20","3/7/20","3/8/20","3/9/20","3/10/20","3/11/20","3/12/20","3/13/20","3/14/20","3/15/20","3/16/20","3/17/20","3/18/20","3/19/20","3/20/20","3/21/20","3/22/20","3/23/20","3/24/20","3/25/20","3/26/20","3/27/20","3/28/20","3/29/20","3/30/20","3/31/20","4/1/20","4/2/20","4/3/20","4/4/20","4/5/20","4/6/20","4/7/20","4/8/20","4/9/20","4/10/20","4/11/20","4/12/20","4/13/20","4/14/20","4/15/20","4/16/20","4/17/20","4/18/20","4/19/20","4/20/20","4/21/20","4/22/20","4/23/20","4/24/20","4/25/20","4/26/20","4/27/20","4/28/20","4/29/20","4/30/20","5/1/20","5/2/20","5/3/20","5/4/20","5/5/20","5/6/20","5/7/20","5/8/20","5/9/20","5/10/20","5/11/20","5/12/20","5/13/20","5/14/20","5/15/20","5/16/20","5/17/20","5/18/20","5/19/20","5/20/20","5/21/20","5/22/20","5/23/20","5/24/20","5/25/20","5/26/20","5/27/20","5/28/20","5/29/20","5/30/20","5/31/20","6/1/20","6/2/20","6/3/20","6/4/20","6/5/20","6/6/20","6/7/20","6/8/20","6/9/20","6/10/20","6/11/20","6/12/20","6/13/20","6/14/20","6/15/20","6/16/20","6/17/20","6/18/20","6/19/20","6/20/20","6/21/20","6/22/20","6/23/20","6/24/20","6/25/20","6/26/20","6/27/20","6/28/20","6/29/20","6/30/20","7/1/20","7/2/20","7/3/20","7/4/20","7/5/20","7/6/20","7/7/20","7/8/20","7/9/20","7/10/20","7/11/20","7/12/20","7/13/20","7/14/20","7/15/20","7/16/20","7/17/20","7/18/20","7/19/20","7/20/20","7/21/20","7/22/20","7/23/20","7/24/20","7/25/20","7/26/20","7/27/20","7/28/20","7/29/20","7/30/20","7/31/20","8/1/20","8/2/20","8/3/20","8/4/20","8/5/20","8/6/20","8/7/20","8/8/20","8/9/20","8/10/20","8/11/20","8/12/20","8/13/20","8/14/20","8/15/20","8/16/20","8/17/20","8/18/20","8/19/20","8/20/20","8/21/20","8/22/20","8/23/20","8/24/20","8/25/20","8/26/20","8/27/20","8/28/20","8/29/20","8/30/20","8/31/20","9/1/20","9/2/20","9/3/20","9/4/20","9/5/20","9/6/20","9/7/20","9/8/20","9/9/20","9/10/20","9/11/20","9/12/20","9/13/20","9/14/20","9/15/20","9/16/20","9/17/20","9/18/20","9/19/20","9/20/20","9/21/20","9/22/20","9/23/20","9/24/20","9/25/20","9/26/20","9/27/20","9/28/20","9/29/20","9/30/20","10/1/20","10/2/20","10/3/20","10/4/20","10/5/20"
NA,"","Monaco","43.7333","7.4167","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","2","7","7","7","7","11","11","23","23","23","31","33","42","42","46","49","52","55","60","64","66","73","77","79","81","84","90","92","93","93","93","93","93","94","94","94","94","94","94","94","94","94","94","95","95","95","95","95","95","95","95","95","95","95","95","96","96","96","96","96","96","96","96","96","97","97","97","97","97","98","98","98","98","98","98","98","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","99","100","101","101","102","102","102","103","103","103","103","103","106","106","106","108","108","108","108","108","108","109","109","109","109","109","109","109","109","109","109","111","112","114","116","116","116","116","117","120","120","120","120","120","121","123","125","125","128","131","133","133","138","141","144","146","146","146","148","148","148","150","154","154","154","154","154","154","154","154","154","154","154","154","142","143","147","147","147","153","156","161","165","168","169","171","177","178","181","186","191","192","193","195","197","199","205","208","210","210","212","214","218","219","221","222","222","223"
NA,"","Mongolia","46.8625","103.8467","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","5","6","6","6","10","10","10","10","10","11","11","12","12","12","12","14","14","14","14","14","15","15","16","16","16","16","16","17","30","30","31","31","31","32","33","34","35","36","37","37","38","38","38","38","38","38","39","39","40","41","41","41","42","42","42","42","42","42","98","98","135","136","140","140","140","140","141","141","141","141","141","148","161","179","179","179","185","185","185","186","191","193","193","194","194","194","197","197","197","197","197","197","201","204","204","206","213","215","215","216","219","219","219","220","220","220","220","220","220","220","220","225","227","227","227","227","230","230","243","261","261","262","287","287","287","287","287","287","288","288","288","288","289","291","291","291","291","293","293","293","293","293","293","293","293","293","293","293","297","297","298","298","298","298","298","298","298","298","298","298","298","300","301","301","301","301","301","304","306","306","310","310","310","310","310","310","310","311","311","311","311","311","311","311","311","311","312","312","313","313","313","313","313","313","313","313","313","313","313","313","313","314","315"
NA,"","Montenegro","42.708678000000006","19.37439","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","3","14","14","21","27","47","52","69","82","84","85","91","109","123","144","174","201","214","233","241","248","252","255","263","272","274","283","288","303","303","307","308","312","313","315","316","319","320","321","321","321","322","322","322","322","322","323","324","324","324","324","324","324","324","324","324","324","324","324","324","324","324","324","324","324","324","324","324","324","324","324","324","324","324","324","324","324","324","324","324","324","324","324","324","324","324","324","325","326","326","333","337","355","359","362","367","378","389","414","439","469","481","501","548","576","616","663","720","781","841","907","960","1019","1019","1164","1221","1287","1287","1287","1287","1965","2072","2188","2188","2381","2472","2569","2665","2747","2799","2893","2949","3016","3016","3073","3198","3258","3301","3361","3411","3480","3549","3588","3618","3696","3748","3813","3857","3930","3960","4035","4085","4132","4174","4229","4277","4313","4343","4378","4444","4499","4558","4663","4727","4790","4835","4917","5019","5165","5275","5422","5553","5659","5875","6094","6222","6385","6530","6712","6900","7061","7291","7503","7711","7898","8612","8842","9138","9428","9717","9962","10197","10313","10441","10575","10772","10987","11690","11934","12127","12359"
NA,"","Morocco","31.7917","-7.0926","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","2","2","2","2","2","3","5","6","7","17","28","29","38","49","63","77","96","115","143","170","225","275","345","402","479","556","617","654","708","791","919","1021","1120","1184","1275","1374","1448","1545","1661","1763","1888","2024","2283","2564","2685","2855","3046","3209","3446","3568","3758","3897","4065","4120","4252","4321","4423","4569","4729","4903","5053","5219","5408","5548","5711","5910","6063","6281","6418","6512","6607","6652","6741","6870","6952","7023","7133","7211","7332","7406","7433","7532","7577","7601","7643","7714","7780","7807","7833","7866","7922","8003","8071","8151","8224","8302","8437","8508","8537","8610","8692","8793","8885","8931","8997","9074","9613","9839","9977","10172","10344","10907","11338","11633","11877","12052","12290","12533","12636","12969","13288","13822","14215","14379","14607","14771","15079","15328","15542","15745","15936","16097","16262","16545","16726","17015","17236","17562","17742","17962","18264","18834","19645","20278","20887","21387","22213","23259","24322","25015","25537","26196","27217","28500","29644","30662","32007","33237","34063","35195","36694","37935","39241","41017","42489","43558","44803","46313","47638","49247","50812","52349","53252","54528","55864","57085","58489","60056","61399","62590","63781","65453","66855","68605","70160","72394","73780","75721","77878","79767","82197","84435","86686","88203","90324","92016","94504","97264","99816","101743","103119","105346","107743","110099","112522","115241","117685","119107","121183","123653","126044","128565","131228","133272","134695"
NA,"","Mozambique","-18.665695","35.529562","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","3","5","7","7","8","8","8","8","10","10","10","10","10","10","10","17","17","20","20","21","21","28","29","31","34","35","39","39","39","41","46","65","70","76","76","76","76","76","79","79","80","80","81","81","81","82","87","91","103","104","104","115","119","129","137","145","146","156","162","164","168","194","209","213","227","233","234","244","254","254","307","316","352","354","409","424","433","453","472","489","509","553","583","609","638","651","662","668","688","733","737","757","762","788","816","839","859","883","889","903","918","939","969","987","1012","1040","1071","1092","1111","1135","1157","1219","1268","1330","1383","1402","1435","1491","1507","1536","1557","1582","1590","1616","1669","1701","1720","1748","1808","1864","1907","1946","1973","2029","2079","2120","2213","2241","2269","2411","2481","2559","2638","2708","2791","2855","2914","2991","3045","3115","3195","3304","3395","3440","3508","3590","3651","3697","3760","3821","3916","4039","4117","4207","4265","4341","4444","4557","4647","4764","4832","4918","5040","5269","5482","5713","5994","6161","6264","6537","6771","6912","7114","7262","7399","7589","7757","7983","8288","8556","8728","8888","8979","9049","9196","9296"
NA,"","Namibia","-22.9576","18.4904","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","2","2","2","3","3","3","3","4","7","7","8","8","8","11","11","11","14","14","14","14","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","18","19","20","21","21","21","22","22","23","23","24","25","25","25","25","25","29","29","31","31","31","31","31","32","32","32","34","36","39","45","46","55","63","72","76","102","121","136","183","196","205","285","293","350","375","412","485","539","593","615","668","668","785","861","864","960","1032","1078","1203","1247","1344","1366","1402","1522","1618","1687","1775","1843","1917","1986","2052","2129","2224","2294","2406","2470","2540","2652","2802","2802","2949","3101","3229","3406","3544","3726","3907","4154","4344","4464","4665","4912","5227","5538","5854","6030","6160","6431","6712","6906","7116","7365","7550","7692","7844","8082","8323","8514","8685","8810","8928","9108","9256","9437","9604","9719","9818","9901","9964","10078","10207","10292","10377","10526","10607","10663","10740","10835","10918","11033","11121","11140","11265","11373","11480","11572","11626","11654"
NA,"","Nepal","28.1667","84.25","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","3","3","4","5","5","5","5","5","6","6","9","9","9","9","9","9","9","9","12","14","16","16","16","30","31","31","31","43","45","48","49","49","52","52","54","57","57","59","59","75","75","82","99","101","102","110","110","134","217","250","249","267","291","295","375","402","427","457","516","584","603","682","772","886","1042","1212","1401","1572","1811","2099","2300","2634","2912","3235","3448","3762","4086","4364","4614","5062","5335","5760","6211","6591","7177","7848","8274","8605","9026","9561","10099","10728","11162","11755","12309","12772","13248","13564","14046","14519","15259","15491","15784","15964","16168","16423","16531","16649","16719","16801","16945","17061","17177","17344","17445","17502","17658","17844","17994","18094","18241","18374","18483","18613","18752","19063","19273","19547","19771","20086","20332","20750","21009","21390","21750","22214","22592","22972","23310","23948","24432","24957","25551","26019","26660","27241","28257","28938","29645","30483","31117","31935","32678","33533","34418","35529","36456","37340","38561","39460","40529","41649","42877","44236","45277","46257","47236","48138","49219","50465","51919","53120","54159","55329","56788","58327","59573","61593","62797","64122","65276","66632","67804","69301","70614","71821","73394","74745","76258","77817","79728","82450","84570","86823","89263"
NA,"Aruba","Netherlands","12.5211","-69.9683","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","2","2","3","4","4","5","5","9","9","12","17","28","33","46","50","50","55","55","60","62","64","64","71","74","77","82","86","92","92","92","92","93","95","96","96","97","97","97","100","100","100","100","100","100","100","100","100","100","100","100","100","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","101","103","103","103","104","104","105","105","105","105","105","105","105","105","105","105","106","106","108","111","111","113","115","117","117","117","118","119","119","119","119","119","120","121","121","122","124","132","171","263","396","509","563","630","717","798","894","973","1048","1102","1121","1205","1296","1387","1464","1534","1568","1628","1670","1760","1848","1906","1975","1997","2006","2104","2211","2292","2358","2428","2449","2482","2589","2730","2819","2898","2994","3046","3060","3152","3328","3382","3460","3460","3551","3587","3665","3721","3756","3799","3832","3844","3872","3934","3963","3998","4038","4074","4079","4094"
NA,"Bonaire, Sint Eustatius and Saba","Netherlands","12.1784","-68.2385","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","2","2","2","2","2","2","2","2","3","3","3","3","3","3","3","5","5","5","5","5","5","5","5","5","5","5","5","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","9","9","10","10","10","10","10","10","10","11","11","11","11","11","11","11","11","11","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","14","15","15","15","16","16","18","18","18","18","18","21","21","25","25","25","25","25","25","28","32","36","36","36","36","54","69","69","85","85","85","88","106","121","121","121","124","124","124"
NA,"Curacao","Netherlands","12.1696","-68.99","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","3","3","3","3","3","3","4","6","6","6","8","8","8","11","11","11","11","11","11","11","13","13","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","16","17","17","18","18","18","18","18","19","19","19","20","21","21","21","21","21","21","21","22","22","22","22","22","22","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","25","25","25","25","25","25","26","26","28","28","28","28","28","28","28","29","29","29","29","29","29","29","29","29","29","29","29","29","31","31","31","31","32","32","32","32","32","33","34","36","36","36","36","37","39","39","47","49","53","55","62","62","67","68","71","75","78","78","88","92","102","107","116","131","135","145","157","161","169","192","210","228","247","268","282","291","301","315","329","337","360","364","370","392","399","411","429","452","462"
NA,"Sint Maarten","Netherlands","18.0425","-63.0548","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","2","2","3","3","3","3","6","6","6","16","18","23","23","25","37","40","40","43","50","50","50","50","52","53","57","57","64","67","67","67","71","73","73","73","74","74","75","75","75","76","76","76","76","76","76","76","76","76","76","76","76","76","76","76","77","77","77","77","77","77","77","77","77","77","77","77","77","77","77","77","77","77","77","77","77","77","77","77","77","77","77","77","77","77","77","77","77","77","77","77","77","77","77","77","77","77","77","77","77","77","77","77","77","78","78","78","78","78","78","78","78","78","78","78","78","78","79","79","79","79","79","79","81","84","93","114","114","114","115","126","128","128","146","150","150","156","176","176","177","189","189","205","248","263","269","300","317","326","333","348","353","353","368","396","408","408","442","444","444","444","460","476","482","495","504","511","511","511","516","527","530","530","531","533","549","549","549","557","565","574","584","584","591","594","616","618","627","633","644","645","659","667","668","674","678","679","686"
NA,"","Netherlands","52.1326","5.2913","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","6","10","18","24","38","82","128","188","265","321","382","503","503","804","959","1135","1413","1705","2051","2460","2994","3631","4204","4749","5560","6412","7431","8603","9762","10866","11750","12595","13614","14697","15723","16627","17851","18803","19580","20549","21762","23097","24413","25587","26551","27419","28153","29214","30449","31589","32655","33405","34134","34842","35729","36535","37190","37845","38245","38416","38802","39316","39791","40236","40571","40770","41087","41319","41774","42093","42382","42627","42788","42984","43211","43481","43681","43870","43995","44141","44249","44447","44700","44888","45064","45236","45445","45578","45768","45950","46126","46257","46442","46545","46647","46733","46942","47152","47335","47574","47739","47903","48087","48251","48461","48640","48783","48948","49087","49204","49319","49426","49502","49593","49658","49722","49804","49914","50005","50074","50147","50223","50273","50335","50412","50487","50548","50621","50657","50694","50746","50798","50840","50921","51022","51093","51146","51252","51351","51454","51581","51725","51910","52073","52241","52404","52595","52732","53005","53151","53374","53621","53963","54301","54732","55098","55470","55955","56381","56982","57501","57987","58564","59194","59424","60627","61204","61840","62495","63002","63484","63973","64525","65054","65589","66097","66554","67128","67543","68114","68624","69131","69632","70140","70667","71129","71863","72464","73208","73862","74787","75584","76548","77688","78511","79781","81012","82099","83399","84778","86320","88073","90047","91934","93778","95995","98240","100597","103141","105918","108631","111626","114540","117551","120845","124097","127922","131889","135892","135892"
NA,"","New Zealand","-40.9006","174.886","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","3","3","4","5","5","5","5","5","5","5","6","8","8","12","20","28","39","52","102","102","155","205","283","368","451","514","589","647","708","797","868","950","1039","1106","1160","1210","1239","1283","1312","1330","1349","1366","1386","1401","1409","1422","1431","1440","1445","1451","1456","1461","1470","1469","1472","1474","1476","1479","1485","1487","1487","1486","1488","1489","1490","1492","1494","1497","1497","1497","1497","1498","1498","1499","1499","1499","1503","1503","1504","1504","1504","1504","1504","1504","1504","1504","1504","1504","1504","1504","1504","1504","1504","1504","1504","1504","1504","1504","1504","1504","1504","1504","1504","1506","1506","1507","1507","1509","1511","1513","1515","1516","1519","1520","1522","1526","1528","1528","1528","1530","1530","1530","1533","1534","1536","1537","1540","1542","1543","1544","1544","1545","1547","1548","1549","1550","1553","1554","1555","1555","1555","1556","1556","1556","1556","1557","1559","1560","1560","1562","1565","1567","1567","1569","1569","1569","1569","1569","1569","1570","1570","1589","1602","1609","1622","1631","1643","1649","1654","1665","1671","1674","1683","1690","1695","1702","1714","1727","1729","1738","1752","1757","1759","1764","1767","1772","1776","1782","1788","1792","1793","1795","1797","1798","1801","1802","1809","1809","1811","1815","1815","1815","1824","1827","1829","1831","1833","1833","1835","1836","1848","1848","1849","1854","1855","1858"
NA,"","Nicaragua","12.865416","-85.207229","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","2","2","2","2","2","2","4","4","4","5","5","5","5","5","6","6","6","6","7","7","8","9","9","9","9","9","9","9","10","10","10","10","11","11","12","13","13","13","13","14","14","14","15","15","16","16","16","16","16","16","16","25","25","25","25","25","25","25","254","254","279","279","279","279","279","759","759","759","759","759","759","759","1118","1118","1118","1118","1118","1118","1118","1464","1464","1464","1464","1464","1464","1464","1823","1823","1823","1823","1823","1823","1823","2170","2170","2170","2170","2170","2170","2170","2519","2519","2519","2519","2519","2519","2519","2846","2846","2846","2846","2846","2846","2846","3147","3147","3147","3147","3147","3147","3147","3439","3439","3439","3439","3439","3439","3439","3672","3672","3672","3672","3672","3672","3672","3902","3902","3902","3902","3902","3902","3902","4115","4115","4115","4115","4115","4115","4115","4311","4311","4311","4311","4311","4311","4311","4494","4494","4494","4494","4494","4494","4494","4668","4668","4668","4668","4668","4668","4668","4818","4818","4818","4818","4818","4818","4818","4961","4961","4961","4961","4961","4961","4961","5073","5073","5073","5073","5073","5073","5073","5170","5170","5170","5170","5170","5170","5170"
NA,"","Niger","17.607789","8.081666","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","2","3","3","7","10","10","10","18","27","27","74","98","120","144","184","253","278","342","410","438","491","529","529","570","584","584","627","639","648","648","657","662","671","681","684","696","701","709","713","719","728","736","750","755","763","770","781","795","815","821","832","854","860","876","885","889","904","909","914","920","924","937","943","945","951","952","952","955","955","956","958","958","960","961","963","966","970","973","973","974","974","974","978","980","980","980","1016","1020","1020","1020","1035","1036","1046","1051","1051","1056","1059","1062","1074","1075","1075","1075","1081","1082","1082","1088","1093","1094","1097","1097","1099","1099","1099","1099","1099","1100","1102","1102","1104","1104","1105","1113","1122","1124","1124","1124","1136","1132","1132","1132","1134","1134","1136","1147","1152","1152","1152","1153","1153","1157","1158","1158","1158","1161","1161","1161","1165","1167","1167","1167","1167","1169","1172","1172","1172","1172","1173","1173","1173","1175","1175","1175","1176","1176","1176","1177","1177","1177","1177","1177","1178","1178","1178","1178","1178","1180","1180","1182","1182","1183","1183","1183","1188","1189","1193","1193","1194","1194","1194","1196","1196","1196","1197","1197","1198","1200","1200","1200"
NA,"","Nigeria","9.082","8.6753","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","2","2","2","2","2","2","2","2","3","8","8","12","22","30","40","44","51","65","70","89","111","131","135","174","184","210","214","232","238","254","276","288","305","318","323","343","373","407","442","493","542","627","665","665","873","981","1095","1182","1273","1337","1532","1728","1932","2170","2388","2558","2802","2950","3145","3526","3912","4151","4399","4641","4787","4971","5162","5450","5621","5959","6175","6401","6677","7016","7261","7526","7839","8068","8344","8733","8915","9302","9855","10162","10578","10819","11166","11516","11844","12233","12486","12801","13464","13873","14554","15181","15682","16085","16658","17148","17735","18480","19147","19808","20244","20919","21371","22020","22614","23298","24077","24567","25133","25694","26484","27110","27564","28167","28711","29286","29789","30249","30748","31323","31987","32558","33153","33616","34259","34854","35454","36107","36663","37225","37801","38344","38948","39539","39977","40532","41180","41804","42208","42689","43151","43537","43841","44129","44433","44890","45244","45687","46140","46577","46867","47290","47743","48116","48445","48770","49068","49485","49895","50488","50964","51304","51905","52227","52548","52800","53021","53317","53477","53727","53865","54008","54247","54463","54588","54743","54905","55005","55160","55456","55632","55829","56017","56177","56256","56388","56478","56604","56735","56956","57145","57242","57437","57613","57724","57849","58062","58198","58324","58460","58647","58848","59001","59127","59287","59345","59465"
NA,"","North Macedonia","41.6086","21.7453","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","3","3","3","3","7","7","7","14","14","14","18","26","35","48","67","85","115","136","148","177","201","219","241","259","285","329","354","384","430","483","555","570","599","617","663","711","760","828","854","908","974","1081","1117","1170","1207","1225","1231","1259","1300","1326","1367","1386","1399","1421","1442","1465","1494","1506","1511","1518","1526","1539","1572","1586","1622","1642","1664","1674","1694","1723","1740","1762","1792","1817","1839","1858","1898","1921","1941","1978","1999","2014","2039","2077","2129","2164","2226","2315","2391","2492","2611","2790","2915","3025","3152","3239","3364","3538","3701","3895","4057","4157","4299","4482","4664","4820","5005","5106","5196","5311","5445","5595","5758","5906","6080","6209","6334","6454","6625","6787","6932","7046","7124","7244","7406","7572","7777","7975","8111","8197","8332","8530","8623","8786","9026","9153","9249","9412","9547","9669","9797","9934","10086","10213","10315","10503","10617","10754","10891","11054","11128","11202","11289","11399","11554","11754","11839","11942","12083","12217","12357","12515","12653","12739","12840","12970","13076","13194","13308","13458","13595","13673","13799","13914","14004","14163","14293","14330","14341","14455","14600","14762","14871","14998","15090","15127","15226","15293","15414","15555","15694","15791","15827","15925","16088","16274","16417","16557","16735","16780","16867","17049","17200","17343","17483","17629","17674","17786","17977","18138","18363","18602","18790","18873"
NA,"","Norway","60.472","8.4689","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","6","15","19","25","32","56","87","108","147","176","205","400","598","702","996","1090","1221","1333","1463","1550","1746","1914","2118","2385","2621","2863","3084","3369","3755","4015","4284","4445","4641","4863","5147","5370","5550","5687","5865","6086","6086","6211","6314","6409","6525","6603","6623","6740","6896","6937","7036","7078","7156","7191","7338","7401","7463","7499","7527","7599","7660","7710","7738","7783","7809","7847","7904","7955","7996","8034","8070","8099","8105","8132","8157","8175","8196","8219","8237","8249","8257","8267","8281","8309","8332","8346","8352","8364","8383","8401","8411","8422","8437","8440","8446","8455","8477","8504","8522","8531","8547","8561","8576","8594","8608","8620","8628","8631","8647","8660","8692","8708","8726","8742","8745","8751","8772","8788","8788","8832","8846","8855","8862","8879","8896","8902","8921","8926","8930","8936","8947","8950","8965","8974","8977","8981","8984","9001","9011","9015","9025","9028","9028","9034","9053","9059","9085","9092","9111","9117","9132","9150","9172","9208","9240","9253","9268","9334","9362","9409","9468","9551","9599","9638","9684","9751","9783","9851","9908","9965","10005","10060","10111","10162","10197","10275","10299","10323","10395","10454","10504","10542","10582","10611","10643","10782","10871","11034","11120","11231","11296","11388","11521","11623","11746","11867","12003","12079","12154","12276","12393","12498","12644","12769","12858","12897","13005","13153","13277","13406","13545","13627","13698","13788","13915","14027","14149","14284","14362","14457","14605"
NA,"","Oman","21.512583","55.92325500000001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","4","4","4","6","6","6","12","15","16","16","16","16","16","18","18","18","19","19","22","22","24","39","48","48","52","55","66","84","99","109","131","152","167","179","192","210","231","252","277","298","331","371","419","457","484","546","599","727","813","910","1019","1069","1180","1266","1410","1508","1614","1716","1790","1905","1998","2049","2131","2274","2348","2447","2483","2568","2637","2735","2903","2958","3112","3224","3399","3573","3721","4019","4341","4625","5029","5186","5379","5671","6043","6370","6794","7257","7770","7770","8118","8373","9009","9820","10423","11437","12223","12799","13537","14316","15086","16016","16882","17486","18198","18887","19954","21071","22077","23481","24524","25269","26079","26818","27670","28566","29471","31076","32394","33536","34902","36034","36953","38150","39060","40070","41194","42555","43929","45106","46178","47735","48997","50207","51725","53614","54697","56015","58179","59568","61247","62574","64193","65504","66661","68400","69887","71547","72646","73791","74858","76005","77058","77904","78569","79159","79159","79159","79159","79159","79159","80286","80713","81067","81357","81580","81787","82050","82299","82531","82743","82924","83086","83226","83418","83606","83769","83769","83769","83769","84509","84652","84818","85005","85005","85005","85544","85722","85928","85928","86380","86380","86380","87072","87328","87590","87939","88337","88337","88337","89746","90222","90660","91196","91753","91753","91753","93475","94051","94711","95339","95907","95907","95907","97450","98057","98585","98585","98585","98585","98585","101270","101814"
