"date","northamerica","southamerica","europe","asia","africa","northamericaper","southamericaper","europeper","asiaper","africaper"
2021-10-13,2384.27,460.71,2597.99,1271.86,254.43,34.21,6.61,37.28,18.25,3.65
2021-10-14,2221.12,449.85,2644,1282.01,234.57,32.51,6.58,38.7,18.77,3.43
2021-10-15,2211.72,460.73,2651.85,1234.42,222.15,32.62,6.79,39.11,18.2,3.28
2021-10-16,2275.28,463.71,2679.31,1198.28,229.58,33.23,6.77,39.14,17.5,3.35
2021-10-17,2215.58,461.43,2716.01,1170.26,224.74,32.64,6.8,40.01,17.24,3.31
2021-10-18,2292.02,465.42,2749.7,1158.14,218.43,33.3,6.76,39.95,16.82,3.17
2021-10-19,2246.26,501.7,2817.47,1126.41,215.3,32.52,7.26,40.79,16.31,3.12
2021-10-20,2229.44,517.73,2847.73,1065.84,212.43,32.44,7.53,41.43,15.51,3.09
2021-10-21,2187.01,490.72,2887.86,1044.39,221.29,32.01,7.18,42.27,15.29,3.24
2021-10-22,2183.57,486.28,2980.28,1107.87,214.71,31.32,6.97,42.74,15.89,3.08
2021-10-23,2177.14,471.16,3057,1132.87,209.84,30.89,6.69,43.37,16.07,2.98
2021-10-24,2128.57,465.58,3112.11,1172.56,203.83,30.05,6.57,43.94,16.56,2.88
2021-10-25,2096.87,462.56,3167.99,1188.82,207.55,29.43,6.49,44.47,16.69,2.91
2021-10-26,1944.73,453.98,3232.38,1224.7,204.3,27.55,6.43,45.78,17.35,2.89
2021-10-27,1776.98,462.14,3332.42,1345.69,209.58,24.93,6.48,46.76,18.88,2.94
2021-10-28,1822.87,457.72,3405.55,1414.28,202.45,24.96,6.27,46.63,19.37,2.77
2021-10-29,1794.72,445.27,3459.84,1348.46,199.73,24.76,6.14,47.73,18.6,2.76
2021-10-30,1772.58,428.72,3499.31,1383.86,189.26,24.37,5.89,48.11,19.03,2.6
2021-10-31,1784.17,428.99,3528.71,1342.69,186.86,24.54,5.9,48.53,18.47,2.57
2021-11-01,1719.43,417.15,3550.15,1336.26,181.86,23.86,5.79,49.27,18.55,2.52
2021-11-02,1690.7,378.29,3573.86,1294.69,177.13,23.76,5.32,50.23,18.2,2.49
2021-11-03,1656.97,345,3619.98,1227.38,164.1,23.63,4.92,51.61,17.5,2.34
2021-11-04,1474.56,349.28,3709.71,1132.55,163.55,21.59,5.11,54.32,16.58,2.39
2021-11-05,1524.3,351.57,3762.69,1136.27,173.43,21.94,5.06,54.15,16.35,2.5
2021-11-06,1564.85,364.58,3836.96,1100.41,179.3,22.21,5.17,54.46,15.62,2.54
2021-11-07,1556.14,360.29,3848.71,1098.58,180.28,22.09,5.11,54.64,15.6,2.56
2021-11-08,1552.87,364.57,3917.13,1079.73,179.44,21.89,5.14,55.22,15.22,2.53
2021-11-09,1610.29,372.29,3987.98,1080.84,177.43,22.28,5.15,55.17,14.95,2.45
2021-11-10,1532.3,388.85,4058.55,1044.26,182,21.26,5.4,56.32,14.49,2.53
2021-11-11,1535.02,365.99,4061.71,1072.71,181.16,21.27,5.07,56.28,14.86,2.51
2021-11-12,1544.73,404.28,4074.13,1078.57,171.7,21.24,5.56,56.01,14.83,2.36
2021-11-13,1513.17,405,4092.01,1054.12,167.11,20.92,5.6,56.59,14.58,2.31
2021-11-14,1530.75,405.56,4104.28,1051.86,158.55,21.11,5.59,56.6,14.51,2.19
2021-11-15,1537.02,401.45,4126.41,1037,167.57,21.14,5.52,56.76,14.27,2.31
2021-11-16,1472.02,399.16,4152.13,1016.86,170.72,20.41,5.54,57.58,14.1,2.37
2021-11-17,1512.42,412.72,4187.83,1068.58,161.29,20.6,5.62,57.03,14.55,2.2
2021-11-18,1550.58,419.59,4230.13,1083.84,159.14,20.83,5.64,56.83,14.56,2.14
2021-11-19,1450.57,362.58,4272.28,1058.41,153.45,19.88,4.97,58.55,14.5,2.1
2021-11-20,1430.01,347.14,4273.68,1062.99,152.75,19.68,4.78,58.81,14.63,2.1
2021-11-21,1431.59,351.44,4259.44,1055.41,159.45,19.73,4.84,58.69,14.54,2.2
2021-11-22,1433.86,355.01,4280.57,1086.28,149.31,19.63,4.86,58.6,14.87,2.04
2021-11-23,1430.13,380.7,4265.88,1129.28,148.84,19.44,5.18,58,15.35,2.02
2021-11-24,1431.58,365.85,4220.04,1104.57,150.28,19.69,5.03,58.03,15.19,2.07
2021-11-25,1340.28,375.58,4222.7,1091.86,162.86,18.63,5.22,58.7,15.18,2.26
2021-11-26,1154.57,389.13,4224.44,1102.96,161.59,16.42,5.53,60.07,15.68,2.3
2021-11-27,1105.43,402.01,4209.96,1142.12,160.9,15.75,5.73,59.97,16.27,2.29
2021-11-28,1114.27,406.85,4232.97,1151.86,152.75,15.79,5.76,59.97,16.32,2.16
2021-11-29,1201.28,420.56,4202.84,1125.86,165.15,16.88,5.91,59.06,15.82,2.32
2021-11-30,1238.71,429.7,4212,1077.17,158.57,17.41,6.04,59.19,15.14,2.23
2021-12-01,1311.88,429.43,4221.56,1090.87,162.89,18.18,5.95,58.5,15.12,2.26
2021-12-02,1715.42,423.14,4207.29,1056.72,147.16,22.72,5.6,55.73,14,1.95
2021-12-03,1933.45,420.28,4221.86,1061.3,151.14,24.83,5.4,54.21,13.63,1.94
2021-12-04,1979.01,406.15,4221.25,984.4,147.86,25.57,5.25,54.55,12.72,1.91
2021-12-05,2006.86,397.4,4166.71,1384.29,149.29,24.76,4.9,51.41,17.08,1.84
2021-12-06,1935.13,383.29,4169.6,1385.99,146,24.13,4.78,51.99,17.28,1.82
2021-12-07,1922.28,374.3,4159.29,1391.56,143.87,24.05,4.68,52.05,17.41,1.8
2021-12-08,1855.99,349.43,4154.44,1348.28,138.58,23.65,4.45,52.94,17.18,1.77
2021-12-09,1605.7,353.86,4153.03,1369.44,136.39,21.08,4.64,54.51,17.98,1.79
2021-12-10,1568.56,354.58,4142.12,1351.29,132.11,20.78,4.7,54.87,17.9,1.75
2021-12-11,1588.57,349.01,4136.09,1413.42,140.14,20.83,4.58,54.23,18.53,1.84
2021-12-12,1572.71,356.72,4135.44,1014.87,144.15,21.77,4.94,57.25,14.05,2
2021-12-13,1556.83,341.01,4093.44,1015.15,130.96,21.81,4.78,57.35,14.22,1.83
2021-12-14,1565.85,321.01,4098.13,1005.44,141.14,21.96,4.5,57.46,14.1,1.98
2021-12-15,1653.84,352.29,4072.25,1022.14,141.02,22.84,4.86,56.23,14.11,1.95
2021-12-16,1552.15,331.42,4044.01,1006.15,142.14,21.94,4.68,57.15,14.22,2.01
2021-12-17,1559.42,323.86,3991.85,944.15,144.58,22.39,4.65,57.32,13.56,2.08
2021-12-18,1567.41,335.28,3968.12,906.85,142.42,22.65,4.85,57.34,13.1,2.06
2021-12-19,1563.53,334.57,3949.14,909.71,140.01,22.67,4.85,57.26,13.19,2.03
2021-12-20,1595.56,345.28,3915.56,927.32,166.54,22.96,4.97,56.34,13.34,2.4
2021-12-21,1642.3,348.28,3838.42,939.46,162.68,23.69,5.02,55.38,13.55,2.35
2021-12-22,1886.71,318.42,3788.16,949.56,172.82,26.51,4.47,53.24,13.34,2.43
2021-12-23,1906.57,317.01,3739.62,950.84,179.58,26.88,4.47,52.72,13.4,2.53
2021-12-24,1786.42,304.84,3635.85,1011.27,187.29,25.79,4.4,52.5,14.6,2.7
2021-12-25,1709.72,275.57,3510.16,993.99,191.58,25.59,4.12,52.54,14.88,2.87
2021-12-26,1681.28,265.28,3468.55,974.86,199.3,25.52,4.03,52.64,14.79,3.02
2021-12-27,1702.99,260.3,3453.44,938.14,192.72,26.01,3.98,52.74,14.33,2.94
2021-12-28,1762.13,256.85,3402.99,916.59,196.18,26.97,3.93,52.08,14.03,3
2021-12-29,1486.31,253.73,3360.28,880.17,197.01,24.06,4.11,54.4,14.25,3.19
2021-12-30,1502.85,258.58,3381.74,869.87,212.59,24.14,4.15,54.32,13.97,3.41
2021-12-31,1504.28,244.85,3475.69,871.28,219.86,23.82,3.88,55.03,13.79,3.48
2022-01-01,1531.71,247.43,3463.7,864.86,221.85,24.2,3.91,54.72,13.66,3.5
2022-01-02,1543.86,252.71,3406.81,833.31,222.31,24.67,4.04,54.43,13.31,3.55
2022-01-03,1559.73,260.71,3327.1,804.26,222.89,25.26,4.22,53.88,13.03,3.61
2022-01-04,1577.43,264.57,3292.4,844.15,251.7,25.32,4.25,52.85,13.55,4.04
2022-01-05,1565.86,257.87,3310.15,844.84,258.99,25.1,4.13,53.07,13.54,4.15
2022-01-06,1643.15,234.02,3224.14,815.27,327.44,26.32,3.75,51.64,13.06,5.24
2022-01-07,1868.56,254.27,3061.73,791.14,341.98,29.58,4.02,48.46,12.52,5.41
2022-01-08,1952.7,276.15,3055.17,831.88,360.73,30.15,4.26,47.17,12.84,5.57
2022-01-09,1992.99,318.56,3061.58,830.59,376.32,30.29,4.84,46.53,12.62,5.72
2022-01-10,2022.7,324.7,3069.58,877.56,383.3,30.29,4.86,45.97,13.14,5.74
2022-01-11,2073.31,391,3128.26,896.6,373.14,30.21,5.7,45.59,13.07,5.44
2022-01-12,2176.59,421.57,3136.4,915.15,394.73,30.9,5.98,44.52,12.99,5.6
2022-01-13,2258.73,472.42,3139.26,941.57,332.46,31.62,6.61,43.94,13.18,4.65
2022-01-14,2304.59,499.99,3186.55,930.71,328.56,31.79,6.9,43.95,12.84,4.53
2022-01-15,2374.31,527.14,3247.41,885.57,338.28,32.2,7.15,44.05,12.01,4.59
2022-01-16,2398.14,528.57,3248.7,912.27,337.41,32.3,7.12,43.75,12.29,4.54
2022-01-17,2270.84,596.13,3285.02,874.24,352.13,30.78,8.08,44.52,11.85,4.77
2022-01-18,2274.28,600.28,3292.14,865.57,350.7,30.8,8.13,44.59,11.72,4.75
2022-01-19,2435.54,675.98,3205.13,867.27,321,32.45,9.01,42.71,11.56,4.28
2022-01-20,2475.68,748.85,3216.71,912.59,345,32.16,9.73,41.78,11.85,4.48
2022-01-21,2649.13,808.58,3216.02,955.74,349.85,33.2,10.13,40.3,11.98,4.38
2022-01-22,2578.99,861.13,3162.99,1004.73,348.97,32.41,10.82,39.75,12.63,4.39
2022-01-23,2629.29,885.42,3164.41,1017.26,353.01,32.66,11,39.31,12.64,4.39
2022-01-24,2798.43,937,3162.71,1101.16,394.56,33.34,11.16,37.68,13.12,4.7
2022-01-25,2952.42,1012.3,3166.29,1114.13,353.84,34.33,11.77,36.82,12.96,4.11
2022-01-26,2902.84,1078.13,3186.01,1141.73,367.89,33.46,12.43,36.72,13.16,4.24
2022-01-27,2947.14,1189.15,3171.46,1139.44,350.27,33.5,13.52,36.05,12.95,3.98
2022-01-28,3099.43,1258.57,3208.97,1209.18,347.14,33.97,13.8,35.17,13.25,3.8
2022-01-29,3200.27,1344.29,3220.13,1265.7,349.43,34.12,14.33,34.33,13.49,3.73
2022-01-30,3116.57,1415.71,3230.57,1363.27,345.43,32.9,14.95,34.11,14.39,3.65
2022-01-31,3194.28,1418.01,3275.69,1465.59,292.28,33.12,14.7,33.96,15.19,3.03
2022-02-01,3264,1482.15,3391,1626.42,349.86,32.27,14.66,33.53,16.08,3.46
2022-02-02,3234.85,1577.29,3486.32,1679.16,361.28,31.29,15.26,33.72,16.24,3.49
2022-02-03,3203,1601.86,3535.3,1798.42,368.14,30.49,15.25,33.65,17.12,3.5
2022-02-04,3250.85,1653.01,3556,1831.87,344.42,30.56,15.54,33.43,17.22,3.24
2022-02-05,3212.71,1684.41,3589.98,1835.88,361.12,30.07,15.77,33.6,17.18,3.38
2022-02-06,3212.02,1656.01,3615.43,1874.29,356.56,29.98,15.46,33.74,17.49,3.33
2022-02-07,3275.69,1649.72,3684.41,1888.69,376.87,30.12,15.17,33.88,17.37,3.47
2022-02-08,3108.27,1692.15,3662.55,1880.98,397.16,28.94,15.75,34.1,17.51,3.7
2022-02-09,3189.59,1696.44,3632.17,1964.13,418.42,29.26,15.56,33.32,18.02,3.84
2022-02-10,3218.71,1653.57,3714.86,1905.13,415.99,29.51,15.16,34.06,17.47,3.81
2022-02-11,2963.29,1686.28,3778.84,1900.12,442.27,27.51,15.66,35.08,17.64,4.11
2022-02-12,3038.87,1655.72,3804.42,1908.14,427.43,28.05,15.28,35.11,17.61,3.95
2022-02-13,3031.3,1663.87,3811.55,1820.28,411.99,28.23,15.49,35.49,16.95,3.84
2022-02-14,3032.15,1710.72,3832.72,1755.3,410.44,28.23,15.93,35.68,16.34,3.82
2022-02-15,2968.57,1638.42,3769.28,1656.97,373.58,28.53,15.74,36.22,15.92,3.59
2022-02-16,3004.42,1549.84,3874.15,1594.85,339.56,28.99,14.96,37.39,15.39,3.28
2022-02-17,3020.43,1596.01,3848.11,1618.14,369.17,28.9,15.27,36.82,15.48,3.53
2022-02-18,2850.44,1559.87,3846.46,1580.73,394.84,27.86,15.24,37.59,15.45,3.86
2022-02-19,2784.86,1561.29,3822.19,1620.44,398.28,27.34,15.33,37.52,15.91,3.91
2022-02-20,2788.15,1546.71,3816.17,1649.29,413.98,27.3,15.14,37.36,16.15,4.05
2022-02-21,2440.14,1492.43,3721.01,1629.01,403.82,25.19,15.41,38.41,16.82,4.17
2022-02-22,2380.14,1455.01,3742.44,1641.31,387.12,24.78,15.15,38.96,17.09,4.03
2022-02-23,2355.15,1447,3638.55,1647.85,379.42,24.87,15.28,38.43,17.4,4.01
2022-02-24,2344.13,1391.86,3542.55,1644.59,315.17,25.37,15.07,38.35,17.8,3.41
2022-02-25,2343.02,1306.15,3406.57,1655.3,271.28,26.08,14.54,37.93,18.43,3.02
2022-02-26,2265.44,1267.57,3314.82,1617.59,232.58,26.05,14.57,38.11,18.6,2.67
2022-02-27,2219.43,1239.87,3274.26,1608.13,227.45,25.9,14.47,38.21,18.77,2.65
2022-02-28,2400.55,1182.58,3175.74,1661.56,212.87,27.81,13.7,36.78,19.25,2.47
2022-03-01,2377.71,1071.01,3066.3,1641.28,194.86,28.47,12.82,36.72,19.65,2.33
2022-03-02,2058.73,974.29,2923.67,1644.27,174.7,26.48,12.53,37.6,21.15,2.25
2022-03-03,1864.15,899.86,2848.47,1624.71,167.57,25.18,12.15,38.47,21.94,2.26
2022-03-04,1825.99,879.72,2824.58,1688.86,146.84,24.79,11.94,38.35,22.93,1.99
2022-03-05,1765.15,851.87,2797.56,1693.27,138.54,24.36,11.76,38.61,23.37,1.91
2022-03-06,1788.3,825.16,2741.87,1713.15,118.44,24.88,11.48,38.15,23.84,1.65
2022-03-07,1724.73,812.72,2721.15,1681.56,234.69,24.04,11.33,37.93,23.44,3.27
2022-03-08,1654.71,839.15,2610.41,1706,234.28,23.49,11.91,37.06,24.22,3.33
2022-03-09,1676.72,843.44,2558.29,1707.86,230.43,23.9,12.02,36.46,24.34,3.28
2022-03-10,1664.86,834.28,2469.74,1725.28,228.57,24.05,12.05,35.68,24.92,3.3
2022-03-11,1567.85,786.14,2370.29,1671.12,226.57,23.68,11.87,35.79,25.24,3.42
2022-03-12,1577.69,737.14,2297.27,1655.03,216.43,24.33,11.37,35.43,25.53,3.34
2022-03-13,1543.41,711.01,2264.56,1644.42,216.69,24.19,11.14,35.49,25.77,3.4
2022-03-14,1478.44,700.17,2164.7,1647.72,65.86,24.41,11.56,35.74,27.2,1.09
2022-03-15,1337.87,661.89,2109.58,1610.88,58.14,23.15,11.45,36.51,27.88,1.01
2022-03-16,1310.72,615.29,2054.58,1601.16,52.29,23.26,10.92,36.47,28.42,0.93
2022-03-17,1305.3,573.7,2052.45,1589.85,48.86,23.43,10.3,36.85,28.54,0.88
2022-03-18,1197.43,565.59,2043.6,1565.32,47.41,22.1,10.44,37.71,28.88,0.87
2022-03-19,1154.87,543.02,2002.32,1547.14,47,21.81,10.26,37.82,29.22,0.89
2022-03-20,1154.44,537.73,1970.86,1549.01,41.87,21.97,10.23,37.51,29.48,0.8
2022-03-21,1182.43,2145.58,1953.73,1498.3,52.01,17.31,31.4,28.6,21.93,0.76
2022-03-22,1158.43,2155.87,1933.7,1460.42,65.15,17.1,31.83,28.55,21.56,0.96
2022-03-23,1092.45,2147.58,1898.44,1437.16,64.01,16.45,32.34,28.59,21.65,0.96
2022-03-24,964.02,2123.01,1832.16,1403.74,58.15,15.11,33.27,28.71,22,0.91
2022-03-25,980.27,2096.55,1828.87,1928.29,54.01,14.23,30.44,26.55,27.99,0.78
2022-03-26,940.41,2076.7,1810.47,1875.59,55.01,13.92,30.73,26.79,27.75,0.81
2022-03-27,930.83,2063.13,1770.31,1838.55,55,13.98,30.99,26.59,27.61,0.83
2022-03-28,873.28,415.15,1755.15,1816.13,49.29,17.79,8.46,35.75,37,1
2022-03-29,924.14,444.41,1656.73,1805.85,58.57,18.9,9.09,33.88,36.93,1.2
2022-03-30,864.29,436.57,1653.84,1744.42,68.12,18.13,9.16,34.69,36.59,1.43
2022-03-31,820.73,409.14,1669.39,1692.41,64.84,17.63,8.79,35.85,36.35,1.39
2022-04-01,818.29,404.15,1637,1146.71,62.97,20.11,9.93,40.23,28.18,1.55
2022-04-02,832.29,380.13,1628.58,1130.41,59.82,20.65,9.43,40.4,28.04,1.48
2022-04-03,815.57,366.42,1625.84,1059.71,60.82,20.76,9.33,41.39,26.98,1.55
2022-04-04,730.85,378.28,1605.01,1011.3,60.27,19.31,9.99,42.4,26.71,1.59
2022-04-05,679.85,311.28,1669.69,995.28,54.84,18.32,8.39,44.99,26.82,1.48
2022-04-06,678.99,302.85,2019.55,978.89,39.27,16.89,7.53,50.24,24.35,0.98
2022-04-07,685.73,300.58,1989.82,953.57,36.84,17.29,7.58,50.17,24.04,0.93
2022-04-08,645.71,271.01,1998.87,910.29,37.42,16.71,7.01,51.74,23.56,0.97
2022-04-09,651.14,265.41,1977.27,899.16,38.56,16.99,6.93,51.61,23.47,1.01
2022-04-10,649.85,259.29,1963.15,902.57,36.71,17.05,6.8,51.51,23.68,0.96
2022-04-11,611.99,247.29,1981.27,877.3,37.71,16.3,6.58,52.76,23.36,1
2022-04-12,626.01,242.29,1908.13,807.58,33.57,17.3,6.7,52.75,22.32,0.93
2022-04-13,625.44,230.42,1558.01,802.85,35.71,19.23,7.08,47.9,24.68,1.1
2022-04-14,618.01,212.29,1560.42,772.27,36.71,19.31,6.63,48.77,24.14,1.15
2022-04-15,578.56,200.14,1419.84,724.3,36.13,19.55,6.76,47.98,24.48,1.22
2022-04-16,557.99,192.71,1358.87,685.31,34.41,19.72,6.81,48.03,24.22,1.22
2022-04-17,553.59,187.86,1342.1,682.84,34.42,19.77,6.71,47.92,24.38,1.23
2022-04-18,545.73,173.58,1209.3,663.71,29.41,20.82,6.62,46.13,25.32,1.12
2022-04-19,510.44,169.15,1207.13,670.54,32.68,19.71,6.53,46.61,25.89,1.26
2022-04-20,479.43,183.58,1279.58,604.16,32.69,18.59,7.12,49.61,23.42,1.27
2022-04-21,443.14,168,1376.29,602.44,40.54,16.85,6.39,52.32,22.9,1.54
2022-04-22,476.71,157.43,1582.86,585.14,41.41,16.76,5.54,55.66,20.58,1.46
2022-04-23,483.99,155.41,1603.14,574.39,42.56,16.93,5.43,56.06,20.09,1.49
2022-04-24,487.42,153.98,1584.68,545.28,43,17.32,5.47,56.31,19.37,1.53
2022-04-25,489.27,179.71,1666.85,533.98,42.14,16.8,6.17,57.24,18.34,1.45
2022-04-26,478.27,173.57,1707.54,750.85,28.44,15.24,5.53,54.4,23.92,0.91
2022-04-27,469.27,178.29,1554.27,737.85,26.15,15.82,6.01,52.41,24.88,0.88
2022-04-28,476.7,179.31,1417.72,713.72,17.15,17,6.39,50.55,25.45,0.61
