"date","northamerica","southamerica","europe","asia","africa","northamericaper","southamericaper","europeper","asiaper","africaper"
2021-01-07,3808.14,1475.57,4686.86,854.83,725.97,32.97,12.77,40.57,7.4,6.28
2021-01-08,4154.84,1597.29,5010.43,824.57,761.99,33.64,12.93,40.57,6.68,6.17
2021-01-09,4380.7,1738.28,5294.7,855.29,782.29,33.57,13.32,40.57,6.55,5.99
2021-01-10,4498.99,1786.72,5329.12,841.84,780.7,33.99,13.5,40.26,6.36,5.9
2021-01-11,4483.71,1814.71,5343.55,838.27,780.26,33.81,13.69,40.3,6.32,5.88
2021-01-12,4639.84,1829.87,5329.89,865.43,816.58,34.42,13.57,39.53,6.42,6.06
2021-01-13,4666.72,1839.02,5483.14,906.56,832.44,33.99,13.4,39.94,6.6,6.06
2021-01-14,4625.58,1810.88,5567.45,915.68,884.43,33.51,13.12,40.33,6.63,6.41
2021-01-15,4572.87,1829.43,5567.14,964.32,883.73,33.09,13.24,40.29,6.98,6.4
2021-01-16,4625.7,1844.44,5607.14,939.58,884.43,33.28,13.27,40.34,6.76,6.36
2021-01-17,4603.83,1883.15,5600.73,949.73,885,33.07,13.53,40.23,6.82,6.36
2021-01-18,4551.58,1933,5593.53,961.59,891.44,32.67,13.88,40.15,6.9,6.4
2021-01-19,4301.88,1982.29,5639.28,941.73,909.59,31.23,14.39,40.94,6.84,6.6
2021-01-20,4404.88,2039.26,5741.45,925.57,866.87,31.51,14.59,41.07,6.62,6.2
2021-01-21,4569.16,2096.85,5748.14,943,863.03,32.13,14.75,40.42,6.63,6.07
2021-01-22,4613.14,2137.3,5736.44,924.58,872.75,32.3,14.96,40.16,6.47,6.11
2021-01-23,4646.3,2190.15,5734.87,922.57,889.87,32.3,15.23,39.87,6.41,6.19
2021-01-24,4630.87,2228.16,5709.02,921.43,896.86,32.19,15.49,39.68,6.4,6.23
2021-01-25,4667.59,2253.29,5740.75,933.73,903.29,32.19,15.54,39.6,6.44,6.23
2021-01-26,4907.71,2304.29,5756.88,937.44,872.01,33.21,15.59,38.95,6.34,5.9
2021-01-27,4862.41,2312.98,5658.14,954.14,890.45,33.13,15.76,38.55,6.5,6.07
2021-01-28,4784.15,2317,5615.71,972.12,886.15,32.82,15.9,38.53,6.67,6.08
2021-01-29,4753.14,2353.44,5595.3,965.41,868.02,32.7,16.19,38.49,6.64,5.97
2021-01-30,4656.85,2340.3,5526.73,1000.55,844.01,32.41,16.29,38.46,6.96,5.87
2021-01-31,4659.73,2354.56,5516.72,1009.56,826.57,32.43,16.39,38.4,7.03,5.75
2021-02-01,4641.71,2345.57,5485.42,993.55,789.14,32.56,16.45,38.48,6.97,5.54
2021-02-02,4384.72,2317.56,5441.57,982.73,775.01,31.54,16.67,39.14,7.07,5.57
2021-02-03,4368.86,2308,5372.86,947.42,726.31,31.83,16.82,39.15,6.9,5.29
2021-02-04,4150.97,2274.01,5215.12,901.71,665.02,31.43,17.22,39.49,6.83,5.04
2021-02-05,4390.82,2304.85,5205.72,897.28,622.3,32.72,17.17,38.79,6.69,4.64
2021-02-06,4369.55,2267.72,5100.4,843.01,612.72,33.12,17.19,38.66,6.39,4.64
2021-02-07,4293.42,2229,5011.87,822.16,588.72,33.17,17.22,38.72,6.35,4.55
2021-02-08,4238.84,2261.85,4973.86,812,579.43,32.95,17.58,38.66,6.31,4.5
2021-02-09,4354.72,2292.87,4836.53,790.71,552.98,33.95,17.87,37.7,6.16,4.31
2021-02-10,4223.28,2274.13,4722.46,790.4,528.11,33.68,18.14,37.66,6.3,4.21
2021-02-11,4327.99,2346.71,4708.45,768.99,517.86,34.16,18.52,37.16,6.07,4.09
2021-02-12,3957.15,2299.85,4510.44,766.98,520.43,32.83,19.08,37.42,6.36,4.32
2021-02-13,3847.7,2355.16,4429.26,768.41,492.4,32.35,19.8,37.24,6.46,4.14
2021-02-14,3801.15,2381.28,4376.03,760.74,483.38,32.21,20.18,37.08,6.45,4.1
2021-02-15,3711.59,2332.99,4297,735.86,487.13,32.09,20.17,37.16,6.36,4.21
2021-02-16,3447.12,2253.99,4141.44,734,453.7,31.25,20.43,37.55,6.65,4.11
2021-02-17,3263.28,2253.85,3991.69,719.27,434.56,30.6,21.14,37.44,6.75,4.08
2021-02-18,3109.56,2255.42,3856.26,725.31,437.13,29.95,21.72,37.14,6.99,4.21
2021-02-19,2995.01,2287.01,3770.43,733.86,411.28,29.37,22.43,36.97,7.2,4.03
2021-02-20,2882.55,2238.59,3696.41,741.72,402.58,28.94,22.47,37.11,7.45,4.04
2021-02-21,2870.12,2253.85,3667.16,740.44,408.69,28.87,22.67,36.89,7.45,4.11
2021-02-22,2906.99,2239.42,3598.87,749.86,389.41,29.41,22.66,36.41,7.59,3.94
2021-02-23,2984.71,2281.86,3521,755.74,390.3,30.05,22.97,35.45,7.61,3.93
2021-02-24,3093.29,2305.74,3438.84,850.59,379.39,30.72,22.9,34.16,8.45,3.77
2021-02-25,3041.69,2291.43,3362.72,864.15,357.12,30.67,23.11,33.91,8.71,3.6
2021-02-26,2968.87,2278.44,3291.13,871.58,347.55,30.43,23.35,33.73,8.93,3.56
2021-02-27,2905.02,2320.57,3268.89,854.42,354.57,29.94,23.91,33.69,8.81,3.65
2021-02-28,2903.42,2302.28,3264.12,861,338.58,30.03,23.81,33.76,8.9,3.5
2021-03-01,2911.85,2360.57,3254.29,860.45,335.69,29.95,24.28,33.47,8.85,3.45
2021-03-02,2826.99,2349.14,3186.86,851.9,320.23,29.65,24.64,33.42,8.93,3.36
2021-03-03,2705.84,2424.14,3228.6,754.58,313.12,28.71,25.72,34.25,8.01,3.32
2021-03-04,2625.29,2464.44,3236.96,734.49,309.41,28.02,26.3,34.54,7.84,3.3
2021-03-05,2553.15,2524.26,3248.7,733.13,296.29,27.29,26.98,34.72,7.84,3.17
2021-03-06,2545.27,2518.71,3221.87,723.26,285.71,27.38,27.1,34.66,7.78,3.07
2021-03-07,2459.13,2575.99,3201.16,714.72,286.56,26.62,27.89,34.65,7.74,3.1
2021-03-08,2354.98,2569.85,3230.18,735.16,295.69,25.64,27.98,35.16,8,3.22
2021-03-09,2312.42,2689.72,3198.57,729.57,285.15,25.09,29.19,34.71,7.92,3.09
2021-03-10,2141.56,2693,3139.15,724.83,288.71,23.83,29.96,34.93,8.07,3.21
2021-03-11,2065,2726.87,3146.29,728.28,287.57,23.06,30.45,35.14,8.13,3.21
2021-03-12,2022.56,2747.43,3095.72,717.57,287.96,22.8,30.97,34.9,8.09,3.25
2021-03-13,1926.57,2839.86,3126.28,732.42,292.17,21.6,31.85,35.06,8.21,3.28
2021-03-14,1893.12,2817.71,3152.58,740.97,295.05,21.27,31.66,35.42,8.33,3.32
2021-03-15,1880.7,2898.14,3161.57,736.97,285.02,20.98,32.34,35.28,8.22,3.18
2021-03-16,1706.29,3027.57,3195.7,754.29,287.74,19.02,33.75,35.62,8.41,3.21
2021-03-17,1670.84,3110.7,3201.42,764.14,284.28,18.5,34.44,35.45,8.46,3.15
2021-03-18,1686.28,3178.87,3180.9,779.42,275.43,18.53,34.93,34.95,8.56,3.03
2021-03-19,1619.99,3324.87,3185.7,783.11,320.71,17.54,36.01,34.5,8.48,3.47
2021-03-20,1588.13,3389.85,3189.14,787.71,306.91,17.15,36.6,34.43,8.5,3.31
2021-03-21,1618.7,3381.15,3535.41,799.14,303.75,16.79,35.08,36.68,8.29,3.15
2021-03-22,1595.43,3381.88,3604.32,817.84,296.74,16.45,34.88,37.17,8.43,3.06
2021-03-23,1642.71,3398.27,3660.59,819.27,298.71,16.73,34.61,37.28,8.34,3.04
2021-03-24,1646.84,3362.41,3675.84,841.85,304.86,16.75,34.2,37.39,8.56,3.1
2021-03-25,1588.56,3381,3807.86,850.7,323.05,15.96,33.98,38.27,8.55,3.25
2021-03-26,1613.14,3474.86,3983.43,863.15,294.03,15.77,33.97,38.94,8.44,2.87
2021-03-27,1613.43,3619.44,4011.29,894.84,293.45,15.47,34.69,38.45,8.58,2.81
2021-03-28,1568.72,3782.28,3712.58,911.01,286.89,15.29,36.86,36.18,8.88,2.8
2021-03-29,1575.71,3898.28,3678.56,918,294.6,15.2,37.61,35.49,8.86,2.84
2021-03-30,1566.86,3958.15,3670.56,942.15,288.12,15.03,37.96,35.21,9.04,2.76
2021-03-31,1512.72,4236.14,3725.97,989.73,278.58,14.08,39.43,34.68,9.21,2.59
2021-04-01,1459.57,4389.44,3686.43,1030.26,281.69,13.46,40.47,33.98,9.5,2.6
2021-04-02,1348.28,4249.55,3579.02,1097.29,268,12.79,40.31,33.95,10.41,2.54
2021-04-03,1278.72,4107.27,3627.03,1136.55,264.4,12.28,39.44,34.83,10.91,2.54
2021-04-04,1256.14,4018.13,3663.41,1217.98,277.11,12.04,38.51,35.11,11.67,2.66
2021-04-05,1241.41,3977.57,3639.72,1258.99,265.16,11.96,38.31,35.06,12.13,2.55
2021-04-06,1206.27,4092.72,3529.84,1369.57,259.31,11.53,39.14,33.75,13.1,2.48
2021-04-07,1435.42,4059.27,3631.27,1424.7,261.33,13.28,37.54,33.59,13.18,2.42
2021-04-08,1440.99,4181.85,3734.43,1494.43,252.88,12.98,37.66,33.63,13.46,2.28
2021-04-09,1556.86,4395.13,3859.28,1572.43,255.26,13.38,37.76,33.16,13.51,2.19
2021-04-10,1854.85,4507.44,3891.57,1653.29,263.16,15.24,37.04,31.98,13.58,2.16
2021-04-11,1853.7,4672.7,3907.84,1714.13,265.59,14.93,37.64,31.48,13.81,2.14
2021-04-12,1874.56,4710,3968.13,1825.44,269.84,14.82,37.24,31.37,14.43,2.13
2021-04-13,1883.42,4690.84,4113.26,1863.45,294.32,14.66,36.52,32.02,14.51,2.29
2021-04-14,1638,4712.58,4073.27,1929.31,308.72,12.94,37.22,32.17,15.24,2.44
2021-04-15,1607.58,4634.72,3996.45,2022.99,303.42,12.79,36.89,31.81,16.1,2.41
2021-04-16,1541.41,4578.85,3896.99,2097.56,309.72,12.41,36.85,31.37,16.88,2.49
2021-04-17,1300.29,4679.15,3861.07,2205.31,317.89,10.52,37.85,31.23,17.84,2.57
2021-04-18,1304.29,4557.41,3853.58,2339.02,312.6,10.55,36.85,31.16,18.91,2.53
2021-04-19,1273.71,4621.28,3855.02,2472.15,318.17,10.16,36.85,30.74,19.71,2.54
2021-04-20,1265.69,4556.71,3828.61,2642.16,318.75,10.04,36.13,30.36,20.95,2.53
2021-04-21,1256.14,4524.85,3789.87,2821.15,310.59,9.89,35.62,29.84,22.21,2.45
2021-04-22,1278.12,4393.28,3762.28,2990.57,309.43,10.04,34.5,29.55,23.49,2.43
2021-04-23,1254.86,4489.43,3742.89,3195.43,319.57,9.65,34.53,28.79,24.58,2.46
2021-04-24,1229.87,4405.98,3733.43,3393.28,313.44,9.41,33.7,28.55,25.95,2.4
2021-04-25,1225.88,4485,3715.71,3564.56,319,9.21,33.7,27.92,26.78,2.4
2021-04-26,1230,4440.45,3667.28,3723.85,318.59,9.19,33.19,27.41,27.83,2.38
2021-04-27,1187.55,4431.57,3638.03,3909.98,312.1,8.81,32.88,26.99,29.01,2.32
2021-04-28,1181.26,4457.55,3567.14,4134.7,316.29,8.65,32.64,26.12,30.28,2.32
2021-04-29,1171.56,4592.56,3511.6,4317.41,329.15,8.42,32.99,25.22,31.01,2.36
2021-04-30,1183.13,4434.26,3433.76,4437.71,311.28,8.57,32.13,24.88,32.16,2.26
2021-05-01,1172.7,4369.85,3374.7,4551.7,317.97,8.51,31.7,24.48,33.01,2.31
2021-05-02,1165.71,4313.15,3307.26,4627.58,309.4,8.49,31.43,24.1,33.72,2.25
2021-05-03,1168.99,4330.72,3217.01,4710.58,303.83,8.51,31.54,23.43,34.31,2.21
2021-05-04,1195.83,4299.99,3063.73,4743.86,299.4,8.79,31.61,22.52,34.87,2.2
2021-05-05,1156.28,4232.14,2967.58,4789.57,300.01,8.6,31.48,22.07,35.62,2.23
2021-05-06,1098.99,4124.99,2908.28,4854.41,298.12,8.27,31.05,21.89,36.54,2.24
2021-05-07,1109.86,4079.99,2856.87,4950.41,303.27,8.34,30.68,21.48,37.22,2.28
2021-05-08,1095.41,4112.15,2813.87,5022.41,295.83,8.21,30.83,21.09,37.65,2.22
2021-05-09,1084.7,4068.29,2806.41,5097.27,299.55,8.12,30.46,21.01,38.16,2.24
2021-05-10,1069.84,3939.56,2777.87,5172.71,313,8.06,29.68,20.93,38.97,2.36
2021-05-11,1033.86,3894.29,2767.4,5278.01,309.99,7.78,29.32,20.83,39.73,2.33
2021-05-12,1039.26,3838.29,2703.71,5294.01,304.59,7.89,29.12,20.51,40.17,2.31
2021-05-13,1050.84,3793.15,2607.71,5281.99,282.73,8.07,29.14,20.03,40.58,2.17
2021-05-14,986,3804.58,2513.14,5218.12,277.29,7.7,29.73,19.64,40.77,2.17
2021-05-15,968.11,3775.56,2433.1,5195.97,278.43,7.65,29.84,19.23,41.07,2.2
2021-05-16,970.55,3791.28,2365.56,5228.71,273.58,7.68,30.02,18.73,41.4,2.17
2021-05-17,962.42,3840.29,2304.55,5297.99,260.33,7.6,30.32,18.2,41.83,2.06
2021-05-18,968.01,3825.01,2241.75,5353.58,261.46,7.65,30.24,17.72,42.32,2.07
2021-05-19,920.29,3860.13,2174.28,5330.43,268.42,7.33,30.75,17.32,42.46,2.14
2021-05-20,899.41,3848.13,2106.87,5369.72,288.42,7.19,30.75,16.84,42.91,2.31
2021-05-21,888.57,3836.71,2043.55,5433.72,305.72,7.1,30.67,16.34,43.44,2.44
2021-05-22,893.71,3811.42,1991.41,5391,301.29,7.21,30.76,16.07,43.52,2.43
2021-05-23,879.72,3803.14,1935.7,5408.84,298.17,7.14,30.86,15.7,43.88,2.42
2021-05-24,890.84,3680.13,1869.86,5270.01,301.3,7.42,30.64,15.57,43.87,2.51
2021-05-25,863.28,3720.29,1807.71,5165.87,295.14,7.28,31.39,15.25,43.59,2.49
2021-05-26,932.73,3647.13,1760.58,5127.86,287.87,7.93,31.02,14.98,43.62,2.45
2021-05-27,1049.99,3641.87,1722.15,5031.02,276.43,8.96,31.07,14.69,42.92,2.36
2021-05-28,1068.71,3631.86,1671.42,4944.86,266.15,9.23,31.36,14.43,42.69,2.3
2021-05-29,1054.58,3639.28,1620.72,4905.97,272.38,9.18,31.67,14.1,42.69,2.37
2021-05-30,1047.13,3626.44,1610.14,4730.68,272.42,9.28,32.13,14.27,41.91,2.41
2021-05-31,1011.14,3724.57,1593.43,4613.59,279.68,9.01,33.19,14.2,41.11,2.49
2021-06-01,1580.85,3678.42,1528.98,4469.83,285.56,13.69,31.87,13.25,38.72,2.47
2021-06-02,1521.3,3791.85,1456.97,4357.44,286.56,13.33,33.22,12.76,38.18,2.51
2021-06-03,1387.88,3711.29,1399.27,4238.98,280.98,12.6,33.68,12.7,38.47,2.55
2021-06-04,1356.87,3621.99,1361.01,4206.72,277.84,12.54,33.46,12.57,38.86,2.57
2021-06-05,1359.27,3564.3,1325.45,4095.73,278.56,12.8,33.55,12.48,38.55,2.62
2021-06-06,1362.57,3508.29,1309.71,3999.72,285.26,13.02,33.52,12.51,38.22,2.73
2021-06-07,1369.28,3549.56,1282.58,3899.29,277.77,13.19,34.2,12.36,37.57,2.68
2021-06-08,754.72,3598.27,1302.42,3780.29,291.14,7.76,36.99,13.39,38.86,2.99
2021-06-09,740.44,3498.86,1281.13,3658.45,298.73,7.81,36.92,13.52,38.6,3.15
2021-06-10,708.87,3722.85,1270.85,4295.99,308.3,6.88,36.12,12.33,41.68,2.99
2021-06-11,714.56,3800.99,1242.3,4382.54,322.88,6.83,36.33,11.87,41.88,3.09
2021-06-12,683.85,3821.98,1225.74,4456.4,333.59,6.5,36.33,11.65,42.35,3.17
2021-06-13,678.14,3938.42,1185.15,4667,336.99,6.28,36.45,10.97,43.19,3.12
2021-06-14,660.99,3862.72,1162.41,4762.7,345.3,6.12,35.79,10.77,44.12,3.2
2021-06-15,655.14,3910.57,1097.71,4790.87,354.02,6.06,36.18,10.16,44.33,3.28
2021-06-16,626.58,3932.27,1073.43,4800.87,361.57,5.8,36.43,9.94,44.47,3.35
2021-06-17,600.58,3837.29,1033.16,4003.16,370.85,6.1,38.98,10.49,40.66,3.77
2021-06-18,602,3836.15,1014.87,3657,372.43,6.35,40.46,10.7,38.57,3.93
2021-06-19,560.71,3880.57,1001.59,3420.72,384.43,6.06,41.96,10.83,36.99,4.16
2021-06-20,582.56,3815,1000.85,3087.84,399.85,6.56,42.93,11.26,34.75,4.5
2021-06-21,594.16,3847.57,1007.13,2873.29,421.69,6.8,44,11.52,32.86,4.82
2021-06-22,605.7,3717.42,995.7,2719.55,444.56,7.14,43.82,11.74,32.06,5.24
2021-06-23,635,3698.7,988.84,2606.12,457.3,7.57,44.11,11.79,31.08,5.45
2021-06-24,655.3,3590.58,998.74,2565.13,480.69,7.9,43.31,12.05,30.94,5.8
2021-06-25,661.98,3600.15,1014.03,2518.43,500.27,7.98,43.4,12.22,30.36,6.03
2021-06-26,674.85,3485.42,1047.32,2484.74,510.96,8.23,42.49,12.77,30.29,6.23
2021-06-27,647.86,3432.42,1074.17,2434.28,520.71,7.99,42.33,13.25,30.02,6.42
2021-06-28,628.73,3394.85,1090.76,2406.32,526.56,7.81,42.19,13.55,29.9,6.54
2021-06-29,621.01,3319.13,1126.01,2358.96,510.29,7.83,41.83,14.19,29.73,6.43
2021-06-30,593.59,3299.7,1135.89,2330.97,549.58,7.5,41.72,14.36,29.47,6.95
2021-07-01,585.3,3296.58,1125.58,2302.56,584.74,7.41,41.76,14.26,29.17,7.41
2021-07-02,559.42,3209,1115.45,2277.14,606.88,7.2,41.31,14.36,29.31,7.81
2021-07-03,550.7,3183.86,1080.86,2259.86,606.28,7.17,41.45,14.07,29.42,7.89
2021-07-04,546.96,3234.72,1085.28,2260.13,631.73,7.05,41.69,13.99,29.13,8.14
2021-07-05,554.27,3216.84,1091.71,2240.12,772.15,7.04,40.85,13.86,28.45,9.8
2021-07-06,552.85,3192,1052.31,2311.01,816.87,6.98,40.28,13.28,29.16,10.31
2021-07-07,547.57,3038.15,1039.02,2384.42,821.59,6.99,38.8,13.27,30.45,10.49
2021-07-08,543.57,2990.72,1046.42,2463.25,838.31,6.9,37.94,13.28,31.25,10.64
2021-07-09,548.12,2852.41,1037.6,2582.53,865.58,6.95,36.17,13.16,32.75,10.98
2021-07-10,560.43,2693.15,1041.86,2651.13,894.45,7.15,34.35,13.29,33.81,11.41
2021-07-11,576.72,2724.01,1061.03,2729.47,892,7.22,34.12,13.29,34.19,11.17
2021-07-12,582.41,2667.29,1053.44,3015.04,765.57,7.2,33,13.03,37.3,9.47
2021-07-13,590.42,2614,1062.14,3000.43,801.44,7.32,32.4,13.16,37.19,9.93
2021-07-14,598.15,2600.42,1053.57,2989.57,836.44,7.4,32.19,13.04,37.01,10.35
2021-07-15,617.72,2551.58,1048.99,2984.27,835.16,7.69,31.75,13.05,37.13,10.39
2021-07-16,635.58,2564.27,1051.12,2986.13,853.72,7.86,31.69,12.99,36.91,10.55
2021-07-17,628.87,2665.71,1054.56,3006.96,865.58,7.65,32.42,12.83,36.57,10.53
2021-07-18,625.14,2474.28,1073.14,3020.86,874.84,7.75,30.67,13.3,37.44,10.84
2021-07-19,640.57,2423.15,1081.87,2902.18,888.44,8.07,30.53,13.63,36.57,11.19
2021-07-20,637.58,3612.56,1087.27,3478.85,883.14,6.57,37.25,11.21,35.87,9.11
2021-07-21,656.28,3554.29,1094.13,3538.15,864.14,6.76,36.62,11.27,36.45,8.9
2021-07-22,681.72,3480.01,1101.41,3587.61,877.28,7.01,35.77,11.32,36.88,9.02
2021-07-23,653.99,3426.29,1114.84,3624.31,848,6.76,35.44,11.53,37.49,8.77
2021-07-24,728.69,3358.29,1129.99,3727.53,891.02,7.41,34.14,11.49,37.9,9.06
2021-07-25,736.4,3331.15,1166.11,3793.98,921.14,7.4,33.48,11.72,38.14,9.26
2021-07-26,746.27,3397.42,1171.29,3869.7,946.1,7.37,33.54,11.56,38.2,9.34
2021-07-27,813.86,2103.57,1182.58,3556.71,919.41,9.49,24.53,13.79,41.47,10.72
2021-07-28,851.4,2096.29,1206.86,3703.31,931.56,9.69,23.85,13.73,42.13,10.6
2021-07-29,840.53,2075.01,1211.71,3901.14,974,9.34,23.05,13.46,43.33,10.82
2021-07-30,954.41,2014.99,1221.56,4013.26,974.14,10.4,21.95,13.31,43.73,10.61
2021-07-31,930.55,1987,1228.01,4108.14,944.57,10.12,21.6,13.35,44.66,10.27
2021-08-01,962.7,1958.01,1167.55,4165.41,949.58,10.46,21.28,12.69,45.26,10.32
2021-08-02,990.13,1828.85,1198.13,4187.85,945.69,10.82,19.99,13.09,45.77,10.33
2021-08-03,1021.71,1799.28,1227.75,4215.88,966.28,11.07,19.49,13.3,45.67,10.47
2021-08-04,1066.99,1743.72,1243.87,4241.73,984.11,11.5,18.79,13.4,45.71,10.6
2021-08-05,1139.56,1689.29,1387.67,4233,928.98,12.15,18.01,14.8,45.14,9.91
2021-08-06,1195.28,1644.43,1404.99,4301.27,960.55,12.57,17.3,14.78,45.25,10.1
2021-08-07,1224.57,1606.43,1415.16,4288.4,948.27,12.91,16.94,14.92,45.22,10
2021-08-08,1214.13,1593.71,1405.01,4361.3,919,12.79,16.79,14.8,45.94,9.68
2021-08-09,1242.3,1610.41,1434.3,4397.15,910.57,12.95,16.78,14.95,45.83,9.49
2021-08-10,1304.29,1597.56,1568.13,4437.59,856.69,13.36,16.36,16.06,45.45,8.77
2021-08-11,1355,1540.85,1578.7,4437.88,854.11,13.87,15.78,16.16,45.44,8.75
2021-08-12,1419.57,1488.86,1473.29,4432.69,888.4,14.63,15.34,15.18,45.68,9.16
2021-08-13,1412.85,1485.29,1499.43,4406.71,899.97,14.56,15.31,15.45,45.41,9.27
2021-08-14,1446.58,1463.7,1517.87,4394.43,889.83,14.89,15.07,15.63,45.25,9.16
2021-08-15,1436.72,1444.72,1555.56,4381.28,890.31,14.8,14.88,16.02,45.13,9.17
2021-08-16,1547.43,1340.85,1697.85,4380.6,885.24,15.71,13.61,17.23,44.46,8.99
2021-08-17,1580.45,1333.86,1607.57,4265.72,946.99,16.24,13.7,16.51,43.82,9.73
2021-08-18,1666.13,1317.87,1645.84,4213.97,933.11,17.04,13.48,16.83,43.1,9.54
2021-08-19,1806.3,1308.86,1691.9,4226,877.7,18.23,13.21,17.07,42.64,8.86
2021-08-20,1890.73,1290.44,1714.85,4198.44,820.42,19.07,13.02,17.3,42.34,8.27
2021-08-21,1945.86,1252.14,1750.73,4183.33,809.01,19.57,12.6,17.61,42.08,8.14
2021-08-22,1968.73,1240.3,1772.28,4200.14,799.01,19.73,12.43,17.76,42.08,8.01
2021-08-23,2003.14,1266.44,1821.88,4126.03,789.71,20.02,12.66,18.21,41.23,7.89
2021-08-24,2072.01,1199.57,1861.29,4157.59,755.43,20.63,11.94,18.53,41.39,7.52
2021-08-25,2122.31,1166.56,1894.69,4186.58,752.16,20.97,11.52,18.72,41.36,7.43
2021-08-26,2204.16,1135.99,1927.56,4111.31,765.84,21.73,11.2,19,40.53,7.55
2021-08-27,2252.86,1109.29,1959.42,4028.13,774.88,22.25,10.96,19.35,39.79,7.65
2021-08-28,2254.28,1087.7,1976.13,3947.14,793.71,22.41,10.81,19.65,39.24,7.89
2021-08-29,2275.99,1060,2000.68,3788.85,797.72,22.94,10.68,20.16,38.18,8.04
2021-08-30,2314.44,1058.99,1912.83,3775.83,791.57,23.49,10.75,19.41,38.32,8.03
2021-08-31,2293.3,1052.42,1879.44,3581.29,785.68,23.91,10.97,19.59,37.34,8.19
2021-09-01,2412.85,1020.13,2052.98,3534.58,734.42,24.73,10.46,21.05,36.23,7.53
2021-09-02,2544.44,1015.58,2073.88,3332.28,733.55,26.23,10.47,21.38,34.35,7.56
2021-09-03,2551.86,1024.43,2097.76,3364.15,712.41,26.17,10.51,21.51,34.5,7.31
2021-09-04,2533.72,1024.01,2104.01,3310.55,677.02,26.26,10.61,21.8,34.31,7.02
2021-09-05,2555.86,1019.86,2110.73,3291.85,634,26.59,10.61,21.96,34.25,6.6
2021-09-06,2415.14,969.14,2177.56,3227.87,615.3,25.68,10.3,23.15,34.32,6.54
2021-09-07,2572.58,888.71,2242.14,3292.57,591.72,26.83,9.27,23.39,34.34,6.17
2021-09-08,2557.72,802.72,2095.67,3217.54,573.01,27.66,8.68,22.66,34.8,6.2
2021-09-09,2540.57,786.14,2077.3,3238.89,532.75,27.69,8.57,22.64,35.3,5.81
2021-09-10,2531.72,747.44,2080.56,3067.6,532.85,28.26,8.34,23.22,34.24,5.95
2021-09-11,2660.01,761.13,2080.26,3037.3,514.71,29.38,8.41,22.98,33.55,5.69
2021-09-12,2645.3,764.99,2059.67,2939.15,515.87,29.64,8.57,23.08,32.93,5.78
2021-09-13,2837.43,784.69,2053.56,2894.42,501.46,31.28,8.65,22.64,31.91,5.53
2021-09-14,2789.71,832.29,2080.29,2784.57,500.56,31.04,9.26,23.15,30.98,5.57
2021-09-15,2855.72,923,2083.28,2687.3,490.44,31.59,10.21,23.05,29.73,5.43
2021-09-16,2846.42,893.98,2101.88,2670.42,492.87,31.61,9.93,23.34,29.65,5.47
2021-09-17,2867.29,896.13,2103.72,2648.99,468.15,31.91,9.97,23.42,29.48,5.21
2021-09-18,2692.59,873.44,2115.72,2570.42,467.99,30.88,10.02,24.26,29.48,5.37
2021-09-19,2796.15,871.85,2125.59,2541.71,448.84,31.83,9.93,24.2,28.94,5.11
2021-09-20,2831.57,838.73,2116.45,2437.6,431.72,32.71,9.69,24.45,28.16,4.99
2021-09-21,2878.28,815.29,2111.14,2380.43,402.88,33.52,9.49,24.58,27.72,4.69
2021-09-22,2859.43,787.58,2119.6,2308.7,408.85,33.7,9.28,24.98,27.21,4.82
2021-09-23,2886.85,773,2141.7,2201.42,392.24,34.39,9.21,25.51,26.22,4.67
2021-09-24,2936.41,753.56,2158.43,2092.84,407.68,35.17,9.03,25.85,25.07,4.88
2021-09-25,2910,732.57,2157.31,2008.59,393.69,35.48,8.93,26.3,24.49,4.8
2021-09-26,2908.44,726.44,2172.43,1923.57,391.42,35.81,8.94,26.75,23.68,4.82
2021-09-27,2891.41,723.7,2153.31,1869.86,410.31,35.92,8.99,26.75,23.23,5.1
2021-09-28,2892.13,750.71,2162.82,1831.32,407.72,35.95,9.33,26.89,22.76,5.07
2021-09-29,2843.82,745.28,2192.72,1809,386.9,35.65,9.34,27.49,22.68,4.85
2021-09-30,2736.83,732.28,2190.84,1783.87,388.42,34.94,9.35,27.97,22.78,4.96
2021-10-01,2685.14,702.98,2197.59,1753.17,479.83,34.34,8.99,28.11,22.42,6.14
2021-10-02,2778.56,686.99,2229.45,1719.16,468.72,35.25,8.71,28.28,21.81,5.95
2021-10-03,2662.29,672.56,2250.11,1659.14,469.29,34.52,8.72,29.17,21.51,6.08
2021-10-04,2657.28,657.44,2263.86,1618.54,434.18,34.82,8.62,29.67,21.21,5.69
2021-10-05,2456.28,630.98,2312.86,1521.89,425.29,33.43,8.59,31.48,20.71,5.79
2021-10-06,2491.86,609.14,2364.71,1444.58,422.14,33.98,8.31,32.25,19.7,5.76
2021-10-07,2539.59,617.14,2405.88,1381.28,400.73,34.58,8.4,32.76,18.81,5.46
2021-10-08,2472.85,602.3,2463.17,1376.87,276.02,34.39,8.38,34.25,19.15,3.84
2021-10-09,2321.13,594.58,2503.89,1348.57,271.3,32.97,8.45,35.57,19.16,3.85
2021-10-10,2379.7,583,2526.46,1339.16,270.02,33.52,8.21,35.59,18.87,3.8
2021-10-11,2220.1,588.28,2524.03,1308.29,270.15,32.12,8.51,36.52,18.93,3.91
2021-10-12,2360.43,511.13,2557.72,1314.83,261,33.7,7.3,36.51,18.77,3.73
