"NA","Province/State","country","Lat","Long","1/22/20","1/23/20","1/24/20","1/25/20","1/26/20","1/27/20","1/28/20","1/29/20","1/30/20","1/31/20","2/1/20","2/2/20","2/3/20","2/4/20","2/5/20","2/6/20","2/7/20","2/8/20","2/9/20","2/10/20","2/11/20","2/12/20","2/13/20","2/14/20","2/15/20","2/16/20","2/17/20","2/18/20","2/19/20","2/20/20","2/21/20","2/22/20","2/23/20","2/24/20","2/25/20","2/26/20","2/27/20","2/28/20","2/29/20","3/1/20","3/2/20","3/3/20","3/4/20","3/5/20","3/6/20","3/7/20","3/8/20","3/9/20","3/10/20","3/11/20","3/12/20","3/13/20","3/14/20","3/15/20","3/16/20","3/17/20","3/18/20","3/19/20","3/20/20","3/21/20","3/22/20","3/23/20","3/24/20","3/25/20","3/26/20","3/27/20","3/28/20","3/29/20","3/30/20","3/31/20","4/1/20","4/2/20","4/3/20","4/4/20","4/5/20","4/6/20","4/7/20","4/8/20","4/9/20","4/10/20","4/11/20","4/12/20","4/13/20","4/14/20","4/15/20","4/16/20","4/17/20","4/18/20","4/19/20","4/20/20","4/21/20","4/22/20","4/23/20","4/24/20","4/25/20","4/26/20","4/27/20","4/28/20","4/29/20","4/30/20","5/1/20","5/2/20","5/3/20","5/4/20","5/5/20","5/6/20","5/7/20","5/8/20","5/9/20","5/10/20","5/11/20","5/12/20","5/13/20","5/14/20","5/15/20","5/16/20","5/17/20","5/18/20","5/19/20","5/20/20","5/21/20","5/22/20","5/23/20","5/24/20","5/25/20","5/26/20","5/27/20","5/28/20","5/29/20","5/30/20","5/31/20","6/1/20","6/2/20","6/3/20","6/4/20","6/5/20","6/6/20","6/7/20","6/8/20","6/9/20","6/10/20","6/11/20","6/12/20","6/13/20","6/14/20","6/15/20","6/16/20","6/17/20","6/18/20","6/19/20","6/20/20","6/21/20","6/22/20","6/23/20","6/24/20","6/25/20","6/26/20","6/27/20","6/28/20","6/29/20","6/30/20","7/1/20","7/2/20","7/3/20","7/4/20","7/5/20","7/6/20","7/7/20","7/8/20","7/9/20","7/10/20","7/11/20","7/12/20","7/13/20","7/14/20","7/15/20","7/16/20","7/17/20","7/18/20","7/19/20","7/20/20","7/21/20","7/22/20","7/23/20","7/24/20","7/25/20","7/26/20","7/27/20","7/28/20","7/29/20","7/30/20","7/31/20","8/1/20","8/2/20","8/3/20","8/4/20","8/5/20","8/6/20","8/7/20","8/8/20","8/9/20","8/10/20","8/11/20","8/12/20","8/13/20","8/14/20","8/15/20","8/16/20","8/17/20","8/18/20","8/19/20","8/20/20","8/21/20","8/22/20","8/23/20","8/24/20","8/25/20","8/26/20","8/27/20","8/28/20","8/29/20","8/30/20","8/31/20","9/1/20","9/2/20","9/3/20","9/4/20","9/5/20","9/6/20","9/7/20","9/8/20","9/9/20","9/10/20","9/11/20","9/12/20","9/13/20","9/14/20","9/15/20","9/16/20","9/17/20","9/18/20","9/19/20","9/20/20","9/21/20","9/22/20","9/23/20","9/24/20","9/25/20","9/26/20","9/27/20","9/28/20","9/29/20","9/30/20","10/1/20","10/2/20","10/3/20","10/4/20","10/5/20"
NA,"","Grenada","12.1165","-61.678999999999995","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","6","7","7","7","7","10","13","13","13","13","13","13","13","13","13","13","13","13","13","13","13","14","14","14","14","14","14","17","17","17","17","17","18","18","18","18","18","18","18","18","18","18","18","22","22","22","22","22","22","22","22","22","22","22","22","22","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","23","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24"
NA,"","Guatemala","15.7835","-90.2308","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","4","10","10","10","12","12","12","12","15","15","15","17","17","17","17","19","19","19","19","19","19","21","21","21","21","24","24","30","30","45","49","49","49","62","66","72","72","72","79","79","86","90","101","104","110","111","120","121","129","135","138","138","138","155","159","222","222","244","258","274","289","493","565","648","706","735","795","824","929","979","1053","1133","1261","1323","1413","1504","1567","1702","1804","1886","1966","2096","2200","2290","2419","2558","2711","2818","2897","2930","2949","3028","3123","3152","3170","3194","3231","3279","3315","3330","3382","3429","3575","3718","3797","4024","4073","4214","4321","4453","4624","4807","4989","23365","23365","25539","26685","27756","28856","30150","31045","31612","32455","33494","34488","35629","36816","37873","38416","39346","40285","41199","42070","43135","44072","44598","45589","46442","47394","48305","49355","50183","50692","51530","52370","53362","54351","55314","56277","56778","57735","57891","58783","59641","60534","61163","61681","62068","62935","63688","64399","65029","65595","66131","66584","67462","68308","68927","69703","70403","70927","71352","71983","72562","73260","73748","74497","74859","75172","75869","76459","77125","77750","78284","78698","79067","79654","80256","80800","81466","82040","82454","82828"
NA,"","Guinea","9.9456","-9.6966","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","5","5","5","5","5","11","15","17","17","17","31","31","49","59","65","87","122","127","164","170","191","208","208","246","269","313","329","342","405","405","450","498","597","629","663","698","714","714","816","856","895","895","1133","1133","1263","1525","1525","1575","1575","1631","1673","1673","1673","1673","1950","2000","2030","2030","2135","2267","2332","2512","2667","2857","2877","2918","2942","2942","3033","3106","3213","3234","3259","3327","3364","3467","3522","3630","3669","3669","3685","3861","3861","4155","4215","4282","4296","4326","4346","4392","4446","4496","4522","4522","4542","4577","4672","4732","4802","4862","4862","4951","4981","5012","5233","5257","5511","5591","5771","5891","5999","6063","6098","6152","6257","6312","6404","6438","6458","6458","6480","6505","6591","6632","6757","6800","6828","6898","6898","7020","7060","7120","7177","7210","7364","7472","7532","7574","7628","7648","7648","7708","7928","8040","8150","8180","8282","8282","8387","8447","8527","8527","8726","8832","8832","8928","8956","9009","9068","9100","9189","9251","9292","9352","9444","9612","9612","9660","9681","9692","9757","9780","9801","9801","9816","9836","9892","9940","9960","9996","9996","10066","10066","10098","10161"
NA,"","Guinea-Bissau","11.8037","-15.1804","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","3","3","3","3","3","3","18","18","19","19","19","19","19","19","19","24","25","25","25","26","26","26","26","26","26","26","26","38","42","42","42","42","42","42","42","42","42","42","42","42","42","53","53","53","53","153","153","153","153","153","153","153","153","153","153","153","153","153","153","153","153","153","191","191","191","191","191","317","317","317","317","317","317","676","676","676","760","760","760","760","773","773","773","773","773","773","773","773","803","803","803","803","803","803","803","803","803","803","803","803","803","803","803","803","803","803","944","944","944","944","944","944","1015","1015","1015","1015","1015","1015","1015","1015","1015","1015","1015","1015","1015","1015","1015","1127","1127","1127","1127","1127","1127","1127","1127","1127","1127","1127","1127","1127","1127","1127","1127","1127","1127","1127","1127","1127","1127","1127","1127","1127","1127","1127","1549","1549","1549","1549","1549","1549","1549","1549","1549","1549","1549","1549","1549","1728"
NA,"","Guyana","4.860416000000002","-58.93018000000001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","8","8","8","8","8","8","8","8","8","8","9","9","9","9","9","9","9","12","12","12","15","15","18","22","22","22","22","27","27","27","27","35","35","35","36","36","41","42","43","43","43","44","46","47","57","57","58","62","62","62","67","67","67","67","70","70","70","70","77","77","80","80","84","86","92","92","95","95","99","99","99","102","102","102","102","103","103","107","107","108","108","109","109","114","114","116","117","117","120","120","120","125","125","125","134","148","154","155","156","156","156","156","163","163","163","163","165","176","178","180","181","181","181","185","185","185","185","185","185","186","189","189","189","189","189","189","189","191","202","306","310","349","349","365","381","399","433","433","490","510","523","534","616","633","636","687","718","742","779","805","805","921","954","962","1030","1045","1088","1144","1191","1215","1265","1302","1302","1302","1314","1331","1339","1359","1361","1464","1483","1490","1535","1564","1608","1644","1680","1760","1776","1776","1920","1972"
NA,"","Haiti","18.9712","-72.2852","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","2","6","7","8","8","8","8","10","10","10","10","10","10","16","17","17","17","17","17","17","18","29","29","21","21","21","21","21","22","22","22","22","22","22","22","22","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","436","512","512","641","706","706","839","931","1032","1141","1286","1408","1549","1824","2080","2181","2181","2590","2590","2924","3022","3022","3283","3606","3738","3877","3877","3877","4095","4095","4236","4236","4365","4365","4365","4365","4467","4467","4606","4606","4606","4832","4832","4832","4832","4893","4893","4982","4982","4982","5123","5123","5123","5235","5235","5235","5235","5337","5447","5447","5447","5624","5624","5624","5677","5743","5743","5743","5828","5828","5828","5870","5870","5870","5933","5933","5991","5991","5991","5991","6120","6120","6120","6120","6181","6258","6315","6363","6363","6363","6482","6482","6551","6551","6551","6551","6688","6757","6757","6829","6907","6949","6949","6992","6992"
NA,"","Holy See","41.9029","12.4534","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12","12"
NA,"","Honduras","15.2","-86.2419","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","3","3","3","3","3","3","6","6","6","6","6","7","7","7","7","7","9","9","10","10","15","25","29","30","31","58","65","65","79","79","73","79","112","116","118","122","122","132","154","192","195","203","206","211","237","253","264","278","319","340","349","349","397","439","439","468","473","493","506","519","519","536","537","549","563","617","648","677","697","712","740","787","809","837","844","894","967","1025","1075","1116","1179","1214","1275","1293","1362","1461","1546","1600","1678","1767","1875","1961","2060","2123","2190","2250","2387","2490","2585","2637","2721","2779","2850","2901","2957","3123","3287","3379","3420","3565","3661","3801","3905","4144","4315","4448","4607","4713","4922","5039","5103","5281","5443","5554","5694","5794","5854","5921","6116","6225","6355","6428","6597","6649","6805","6945","7032","7128","7255","7339","7450","7661","7867","8082","8271","8449","8532","8556","9124","9169","9586","10076","10156","10242","10396","10430","11147","11618","12347","13115","13418","13828","14273","15064","15577","16613","17760","17873","18487","18487","19983","20677","21149","21810","22065","22611","23230","24022","24580","25728","26088","26088","26957","27383","27922","28517","28978","29187","29305","29768"
NA,"","Hungary","47.1625","19.5033","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","2","2","2","2","7","16","16","21","21","28","34","34","34","34","37","40","42","43","58","66","67","71","94","96","112","115","118","120","122","192","199","207","231","250","267","287","295","390","458","458","485","498","516","536","581","609","625","629","630","709","759","801","865","904","933","958","1007","1102","1169","1287","1371","1396","1400","1412","1454","1509","1587","1655","1690","1711","1836","1856","1996","2024","2142","2147","2156","2160","2190","2205","2245","2279","2279","2284","2324","2355","2391","2447","2476","2482","2485","2516","2547","2564","2581","2585","2589","2590","2600","2618","2640","2663","2681","2685","2685","2692","2714","2721","2752","2784","2811","2860","2874","2885","2887","2941","2974","3036","3073","3106","3126","3156","3220","3222","3223","3232","3257","3283","3300","3312","3324","3329","3329","3331","3339","3346","3353","3364","3389","3413","3415","3431","3463","3464","3491","3499","3525","3527","3529","3561","3590","3606","3623","3630","3631","3665","3678","3681","3692","3695","3695","3716","3734","3757","3759","3759","3759","3761","3821","3903","3930","3944","3952","3958","3961","3972","3984","3990","4014","4058","4069","4117","4130","4153","4227","4240","4382","4391","4401","4559","4644","4818","4945","5099","5141","5152","5173","5890","6118","6349","6824","7470","8165"
NA,"","Iceland","64.9631","-19.0208","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","8","0","0","5","5","5","22","36","36","51","56","82","97","114","135","157","198","225","284","309","396","428","460","559","633","688","751","841","889","933","989","1077","1144","1224","1291","1291","1362","1417","1462","1509","1542","1570","1608","1624","1636","1656","1670","1689","1706","1717","1723","1733","1750","1755","1765","1773","1773","1773","1776","1780","1780","1782","1786","1786","1786","1789","1789","1790","1791","1791","1791","1791","1792","1792","1792","1794","1794","1794","1794","1794","1794","1794","1794","1794","1794","1794","1794","1794","1794","1794","1794","1796","1797","1796","1793","1795","1797","1794","1797","1797","1796","1799","1794","1799","1797","1797","1798","1800","1797","1803","1803","1802","1800","1799","1801","1802","1803","1803","1806","1800","1801","1804","1809","1810","1815","1814","1815","1820","1821","1822","1823","1823","1823","1823","1823","1823","1823","1823","1825","1825","1825","1825","1825","1825","1825","1833","1833","1834","1838","1844","1847","1852","1861","1870","1880","1888","1895","1903","1913","1920","1936","1939","1946","1953","1957","1964","1964","1979","1990","1997","2007","2016","2023","2029","2038","2050","2057","2060","2067","2072","2079","2085","2092","2095","2102","2104","2112","2112","2116","2116","2125","2130","2142","2150","2151","2156","2158","2161","2162","2167","2177","2194","2212","2277","2300"
NA,"","India","20.593684","78.96288","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","4","4","4","4","13","13","14","14","15","20","23","27","27","40","43","45","73","84","95","102","123","148","191","192","229","229","375","421","506","620","774","969","1080","1181","1359","1432","1768","2041","2463","2854","3273","3975","4370","5012","5498","5939","6523","7137","7747","8437","9068","10007","10819","11775","12847","14142","15331","16776","17887","19301","20969","22549","24420","26400","27969","30258","34224","36795","39233","42309","45422","48553","51824","54385","57692","60706","64277","67749","70920","82627","86936","91852","95754","100285","104071","108450","113233","118695","123848","129095","134670","135206","147195","154330","162379","169798","180013","186935","194325","204711","213831","227728","237196","248190","258685","271697","285637","295881","309713","321723","334822","347912","359860","379892","394227","409083","424433","439934","456831","476378","495513","515386","534618","553471","571460","592032","612768","635757","653751","677423","700087","724578","753050","782607","817209","849432","885573","917568","951166","988029","1019735","1055348","1094374","1145629","1186203","1230509","1282215","1328336","1378105","1427005","1480884","1535743","1583489","1639599","1695982","1751555","1808936","1862258","1919842","1977671","2037816","2096664","2158946","2222577","2280566","2338035","2404585","2458339","2523771","2583948","2648998","2713933","2774801","2839882","2901908","2970492","3037151","3107223","3180865","3250429","3323950","3398844","3471783","3542663","3624196","3702595","3780107","3859399","3942360","4025079","4112551","4208431","4303043","4396399","4497867","4587613","4674987","4756164","4849584","4941627","5016520","5101397","5187825","5273201","5352078","5427706","5509966","5586703","5586703"
NA,"","Indonesia","-0.7893","113.9213","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","2","2","8","8","8","8","11","11","15","15","29","29","30","31","35","46","59","64","75","81","103","112","134","150","164","192","204","222","252","282","286","359","380","426","446","548","607","631","686","747","842","913","960","1002","1042","1107","1151","1254","1391","1522","1591","1665","1876","1954","2197","2317","2381","2494","2607","2698","2881","3063","3287","3518","3803","3911","4129","4324","4467","4575","4838","5057","5249","5402","5642","5877","6057","6240","6492","7015","7308","7637","7935","8406","8892","9443","9907","10498","10904","11414","12129","12636","13213","13776","14531","15123","15703","16243","16798","17349","17883","18404","18735","19241","19658","20449","21333","21909","22936","23800","24806","25595","26667","27568","28219","29105","29919","30785","31585","32651","33529","34719","35638","36689","37636","39050","40345","41834","43268","45401","46977","48466","50255","52164","53945","55354","56655","58173","60539","62138","64292","65907","67919","68975","70237","72050","73889","75645","77557","79306","80952","82236","83710","85798","87558","89618","91321","93103","94458","96306","98657","100674","102991","105198","107500","111060","112867","115409","118575","120900","122802","124185","125959","128057","129971","132055","134181","136401","138575","140652","142958","145200","147510","150217","152458","155010","158405","161065","164101","166686","170774","174350","177327","180797","184298","187958","191853","196196","199403","203014","206870","210437","214947","218487","221340","225052","228453","232593"
NA,"","Iran","32.427908","53.68804599999999","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","49","49","73","123","175","291","291","552","739","913","1669","2134","2394","2731","2959","2959","2959","2959","4590","4590","5389","5389","5710","6745","7635","7931","7931","8913","9625","10457","11133","11679","12391","13911","14656","15473","16711","17935","19736","19736","24236","27039","29812","32309","35465","41947","43894","45983","48129","49933","52229","54064","55987","57023","59273","60965","63113","64843","66599","68193","69657","70933","72439","73791","75103","76318","77350","78422","79379","80475","81587","82744","83837","85064","86143","87422","88357","89428","90539","91836","93147","94464","95661","97173","98808","100564","102276","104072","105801","107713","109437","111176","112988","114931","116827","118848","121004","123077","125206","127485","129741","132038","134349","136360","138457","140590","142663","144649","146748","148674","150590","152675","154812","156991","159192","161384","163591","166427","169160","172096","175103","177852","180661","183310","186180","188758","191487","194098","196446","198949","201330","204083","207000","209463","212176","215015","217666","219993","222539","225270","227561","230608","232873","235300","237788","240087","242351","244840","247230","249212","251319","253213","255144","257019","259116","261200","263519","265830","268102","270228","272535","274932","277463","279724","282122","284371","286642","288620","290244","292058","293811","295630","297486","299157","300881","302528","304236","305866","307702","309464","311365","313058","314870","316638","318270","319847","321421","323233","325124","326801","328595","330308","332131","333900","335572","337414","339111","340842","342539","344516","346242","348013","349984","352019","353848","355505","357632","359570","361523","363737","365846","367829","369842","372051","374170","376531","378727","380956","383368","385264","387675","389966","392293"
NA,"","Iraq","33.223191","43.679291","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","3","15","15","24","26","26","26","32","43","43","49","51","57","57","75","103","105","122","131","143","152","170","182","202","226","259","279","344","373","452","496","550","601","640","717","766","812","856","906","953","1009","1043","1096","1146","1171","1204","1224","1263","1286","1319","1346","1375","1414","1473","1490","1544","1571","1602","1626","1661","1702","1734","1790","1903","1966","2028","2089","2126","2218","2310","2366","2438","2483","2532","2585","2738","2811","2852","2904","2971","3044","3110","3156","3275","3508","4095","4338","4573","4904","5186","5572","5831","6214","6568","6868","7515","8121","9271","9862","10770","11333","12205","13211","13935","14785","15753","16814","18051","18859","19938","21122","22974","24760","26267","27912","29600","31077","33017","34741","36252","37879","39502","41380","43079","44724","46998","50782","52621","54316","56495","58492","60528","62836","64950","67147","69405","71268","73317","75217","77144","81062","83461","85546","87434","89275","91886","94111","96103","98442","101025","103197","105504","107775","109790","112102","114541","117208","120129","122700","125374","128945","131840","134369","137200","140446","143393","146409","150389","153761","157215","161009","164874","169020","172880","176602","180473","184205","187757","191368","195259","198560","202859","206324","209993","213817","217396","221283","224705","229132","233346","237241","241100","245305","249539","253591","258075","261757","264988","268761","273266","276918","280673","284784","288812","292197","295882","299804","303665","307482","312158"
NA,"","Ireland","53.1424","-7.6921","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","25","25","25","25","25","25","25","25","25","25","25","77","77","77","77","77","77","9233","9233","9233","9233","9233","9233","9233","9233","13386","13386","13386","13386","13386","13386","13386","17110","17110","17110","17110","17110","17110","17110","19470","19470","19470","19470","19470","19470","19470","21060","21060","21060","21060","21060","21060","21060","22089","22089","22089","22089","22089","22089","22089","22698","22698","22698","22698","22698","22698","22698","22698","22698","22698","22698","22698","22698","22698","22698","22698","22698","22698","22698","22698","22698","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364","23364"
NA,"","Israel","31.046051000000002","34.851612","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","2","2","2","2","4","4","4","4","4","4","4","11","11","11","14","36","37","37","53","58","68","79","89","132","161","224","241","338","403","427","477","585","770","801","1011","1183","1341","1627","1855","2195","2563","2818","3126","3456","3754","4049","4507","5215","5611","6003","6435","6731","7200","7746","8233","8561","9156","9593","9749","10064","10465","10637","10873","11229","11376","11430","11843","12083","12232","12521","12587","12855","12942","13253","13435","13504","13724","13915","14090","14153","14307","14457","14570","14679","14776","14811","14812","14878","14940","14983","15013","15026","15042","15091","15102","15159","15168","15250","15288","15357","15375","15415","15449","15459","15518","15586","15586","15694","15761","15869","15940","16007","16872","17002","17074","17218","17341","17452","17547","17669","17816","17950","18056","18227","18338","18452","18613","18814","19008","19395","19665","19989","20370","20744","21348","21675","22154","22743","23310","24044","26797","26917","27025","27133","32182","32746","43489","43850","45102","45677","47571","49834","51395","53427","55313","57071","57533","58998","60080","62109","64746","66965","67950","68510","70291","71990","73092","74579","77785","78651","79514","81642","83822","86466","87726","91051","92104","92796","95009","96214","97234","98645","100357","101481","102477","105455","107003","108354","109942","111728","113496","114998","118570","120727","123219","126329","130024","132449","134069","136780","140751","144963","148813","153574","157537","159931","165191","167804","174506","179468","185122","191251","195629","204355"
NA,"","Italy","41.87194","12.56738","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","1","1","3","45","46","46","83","149","160","276","414","523","589","622","724","724","1045","1045","1439","1966","2335","2749","2941","4025","4440","4440","6072","7024","7024","8326","9362","10361","10950","12384","13030","14620","15729","16847","18278","19758","20996","21815","22837","24392","26491","28470","30455","32534","34211","35435","37130","38092","40164","42727","44927","47055","48877","51600","54543","57576","60498","63120","64928","66624","68941","71252","75945","78249","79914","81654","82879","85231","93245","96276","99023","103031","105186","106587","109039","112541","115288","120205","122810","125176","127326","129401","132282","134560","136720","138840","140479","141981","144658","147101","150604","152844","155633","157507","158355","160092","160938","161895","163781","165078","165837","166584","168646","169939","171338","173085","174865","176370","177010","178526","179455","180544","181907","182453","182893","183426","184585","186111","186725","187615","188584","188891","189196","190248","190717","191083","191467","191944","192108","192241","192815","193640","193978","194273","194579","194928","195106","195441","196016","196246","196483","196806","196949","197162","197431","197628","197842","198192","198320","198446","198593","198756","199031","199796","199974","200229","200460","200589","200766","200976","201323","201642","201947","202098","202248","202461","202697","202923","203326","203640","203786","203968","204142","204506","204686","204960","205203","205470","205662","206015","206329","206554","206902","208224","208536","207653","207944","208201","208490","209027","209610","210015","210238","210801","211272","211885","212432","213191","213634","213950","214645","215265","215954","216807","217716","218351","218703","219670","220665","221762","222716","223693","224417","225190","226506","227704","228844","229970","231217","231914","232681"
NA,"","Jamaica","18.1096","-77.2975","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","7","8","8","8","10","12","13","13","13","19","19","21","21","25","25","27","27","27","27","28","28","28","28","29","29","29","29","31","33","38","38","56","57","58","62","62","90","90","100","113","118","121","121","127","131","145","171","181","191","200","211","238","267","279","284","289","290","311","322","356","361","368","385","404","405","405","405","407","408","417","420","420","430","449","451","458","458","462","516","516","518","521","526","539","552","552","553","553","555","560","565","569","584","591","599","600","603","605","615","620","628","643","647","647","678","679","693","706","709","710","711","711","711","714","714","724","724","724","726","743","743","743","745","745","745","745","745","745","745","753","753","754","761","761","764","764","770","772","788","788","788","819","819","840","846","846","888","890","890","890","890","898","921","922","950","958","974","992","1019","1019","1019","1072","1149","1161","1163","1180","1225","1264","1327","1350","1407","1444","1444","1490","1496","1624","1706","1741","1770","1867","1991","2112","2345","2460","2635"
