"Kreis","Typ","Bundesland","Einwohner","Tote","Infizierte","Fälle.pro.100.000","Neuinfektionen.pro.100.000","Neuinfektionen","hc.key","lat","lon"
"Konstanz","Landkreis","Baden-Württemberg","286305","259","9249","3230","138",394,"de-bw-08335000","47.7932127909","8.9157630123"
"Lörrach","Landkreis","Baden-Württemberg","228736","276","8497","3715","106",243,"de-bw-08336000","47.703504023","7.77402882816"
"Waldshut","Landkreis","Baden-Württemberg","171003","191","6092","3563","139",238,"de-bw-08337000","47.6971334745","8.21889239137"
"Reutlingen","Landkreis","Baden-Württemberg","287034","243","10838","3776","129",370,"de-bw-08415000","48.4064763532","9.36572629856"
"Tübingen","Landkreis","Baden-Württemberg","228678","168","7242","3167","118",270,"de-bw-08416000","48.481737902","8.98763400076"
"Zollernalbkreis","Landkreis","Baden-Württemberg","189363","155","6527","3447","121",229,"de-bw-08417000","48.2672389069","8.93742839835"
"Ulm","Stadtkreis","Baden-Württemberg","126790","70","4257","3358","147",187,"de-bw-08421000","48.3908327419","9.9500211353"
"Alb-Donau-Kreis","Landkreis","Baden-Württemberg","197076","164","6735","3417","124",245,"de-bw-08425000","48.4017114301","9.82744714375"
"Biberach","Landkreis","Baden-Württemberg","201282","148","6358","3159","161",324,"de-bw-08426000","48.1075826288","9.77425436647"
"Bodenseekreis","Landkreis","Baden-Württemberg","217470","141","5991","2755","108",234,"de-bw-08435000","47.7334602866","9.40077001359"
"Ravensburg","Landkreis","Baden-Württemberg","285424","112","8247","2889","116",332,"de-bw-08436000","47.8250441153","9.77989455833"
"Sigmaringen","Landkreis","Baden-Württemberg","130849","72","4294","3282","140",183,"de-bw-08437000","48.0391514971","9.24100350319"
"Ingolstadt","Kreisfreie Stadt","Bayern","137392","94","4817","3506","150",206,"de-by-09161000","48.7550927761","11.3950069326"
"München","Kreisfreie Stadt","Bayern","1484226","1132","61870","4169","127",1884,"de-by-09162000","48.1532131611","11.5472441841"
"Rosenheim","Kreisfreie Stadt","Bayern","63551","56","3402","5353","154",98,"de-by-09163000","47.8443777181","12.1087247511"
"Altötting","Landkreis","Bayern","111516","195","4925","4416","244",272,"de-by-09171000","48.2098044272","12.7052826752"
"Berchtesgadener Land","Landkreis","Bayern","105929","99","5115","4829","155",164,"de-by-09172000","47.6984724021","12.9018660877"
"Bad Tölz-Wolfratshausen","Landkreis","Bayern","127917","64","4080","3190","111",142,"de-by-09173000","47.7274771535","11.4831153973"
"Dachau","Landkreis","Bayern","154899","132","6934","4476","118",183,"de-by-09174000","48.3345482595","11.3571128101"
"Ebersberg","Landkreis","Bayern","143649","172","5398","3758","86",123,"de-by-09175000","48.0761776106","11.9131721198"
"Eichstätt","Landkreis","Bayern","132881","72","4187","3151","155",206,"de-by-09176000","48.8980875603","11.3703873291"
"Erding","Landkreis","Bayern","138182","105","5857","4239","102",141,"de-by-09177000","48.3003970808","12.0006246986"
"Freising","Landkreis","Bayern","180007","119","6939","3855","181",325,"de-by-09178000","48.4473569802","11.7406716932"
"Fürstenfeldbruck","Landkreis","Bayern","219311","129","8202","3740","111",244,"de-by-09179000","48.1877932949","11.2010776242"
"Garmisch-Partenkirchen","Landkreis","Bayern","88424","83","3075","3478","146",129,"de-by-09180000","47.5563489806","11.1296286125"
"Landsberg am Lech","Landkreis","Bayern","120302","63","3497","2907","106",128,"de-by-09181000","48.0244353759","10.9487346774"
"Miesbach","Landkreis","Bayern","100010","65","3667","3667","122",122,"de-by-09182000","47.7416453347","11.8089897365"
"Mühldorf a. Inn","Landkreis","Bayern","115872","137","5621","4851","259",300,"de-by-09183000","48.2393145242","12.3818280217"
"München","Landkreis","Bayern","350473","280","13028","3717","106",371,"de-by-09184000","48.0744744023","11.6313680405"
"Neuburg-Schrobenhausen","Landkreis","Bayern","97303","65","3419","3514","157",153,"de-by-09185000","48.6644203317","11.197210668"
"Pfaffenhofen a.d. Ilm","Landkreis","Bayern","128227","151","4698","3664","150",192,"de-by-09186000","48.5962751771","11.5242827055"
"Rosenheim","Landkreis","Bayern","261330","436","12167","4656","111",290,"de-by-09187000","47.8783797472","12.162753976"
"Starnberg","Landkreis","Bayern","136667","108","4394","3215","84",115,"de-by-09188000","48.0060469771","11.2817326717"
"Traunstein","Landkreis","Bayern","177319","199","9107","5136","228",405,"de-by-09189000","47.8945427587","12.5795750694"
"Weilheim-Schongau","Landkreis","Bayern","135478","60","4018","2966","117",158,"de-by-09190000","47.7875370323","11.0483364745"
"Landshut","Kreisfreie Stadt","Bayern","73411","98","3208","4370","93",68,"de-by-09261000","48.5446699826","12.1593416454"
"Passau","Kreisfreie Stadt","Bayern","52803","109","3149","5964","131",69,"de-by-09262000","48.5820983986","13.4150504225"
"Straubing","Kreisfreie Stadt","Bayern","47791","78","1891","3957","157",75,"de-by-09263000","48.8807544792","12.5734748714"
"Deggendorf","Landkreis","Bayern","119478","133","5563","4656","255",305,"de-by-09271000","48.7787021164","13.0007258015"
"Freyung-Grafenau","Landkreis","Bayern","78362","113","4190","5347","145",114,"de-by-09272000","48.8268581711","13.513210064"
"Kelheim","Landkreis","Bayern","123058","89","4558","3704","215",264,"de-by-09273000","48.8249414287","11.857554442"
"Landshut","Landkreis","Bayern","159895","156","6205","3881","118",189,"de-by-09274000","48.5577554134","12.1953924179"
"Passau","Landkreis","Bayern","192656","349","11538","5989","162",313,"de-by-09275000","48.5586304532","13.3666035859"
"Regen","Landkreis","Bayern","77410","154","4906","6338","171",132,"de-by-09276000","49.0228144148","13.0997637882"
"Rottal-Inn","Landkreis","Bayern","121502","160","5973","4916","151",183,"de-by-09277000","48.4245198693","12.8673504326"
"Straubing-Bogen","Landkreis","Bayern","101120","128","4391","4342","214",216,"de-by-09278000","48.89970504","12.5824039909"
"Dingolfing-Landau","Landkreis","Bayern","96683","80","4302","4450","285",276,"de-by-09279000","48.641164618","12.6104771899"
"Amberg","Kreisfreie Stadt","Bayern","42207","21","1438","3407","185",78,"de-by-09361000","49.4509277374","11.8453726034"
"Regensburg","Kreisfreie Stadt","Bayern","153094","70","5640","3684","165",253,"de-by-09362000","49.0130808954","12.1137308794"
"Weiden i.d. OPf.","Kreisfreie Stadt","Bayern","42743","72","2488","5821","98",42,"de-by-09363000","49.6692496128","12.1545339322"
"Amberg-Sulzbach","Landkreis","Bayern","103049","145","4233","4108","132",136,"de-by-09371000","49.4867511317","11.8009532083"
"Cham","Landkreis","Bayern","127998","150","5913","4620","291",372,"de-by-09372000","49.2370651553","12.6954795471"
"Neumarkt i.d. OPf.","Landkreis","Bayern","134573","115","5053","3755","103",139,"de-by-09373000","49.2159614099","11.5665579197"
"Neustadt a.d. Waldnaab","Landkreis","Bayern","94450","156","4810","5093","129",122,"de-by-09374000","49.6865828841","12.0982574415"
"Regensburg","Landkreis","Bayern","194070","171","6540","3370","178",345,"de-by-09375000","49.0213433263","12.1211612289"
"Schwandorf","Landkreis","Bayern","147872","138","7263","4912","185",274,"de-by-09376000","49.3680333605","12.2530847621"
"Tirschenreuth","Landkreis","Bayern","72046","253","5076","7045","97",70,"de-by-09377000","49.8993890086","12.2003418405"
"Bamberg","Kreisfreie Stadt","Bayern","77373","99","2600","3360","88",68,"de-by-09461000","49.8872221328","10.8989362521"
"Bayreuth","Kreisfreie Stadt","Bayern","74783","103","2961","3959","194",145,"de-by-09462000","49.9377427404","11.5846727854"
"Coburg","Kreisfreie Stadt","Bayern","41072","86","1831","4458","168",69,"de-by-09463000","50.2639516155","10.9644386599"
"Hof","Kreisfreie Stadt","Bayern","45825","96","3367","7348","587",269,"de-by-09464000","50.3107956285","11.8972631725"
"Bamberg","Landkreis","Bayern","147163","127","4376","2974","113",166,"de-by-09471000","49.893428617","10.8836637829"
"Bayreuth","Landkreis","Bayern","103664","149","4300","4148","157",163,"de-by-09472000","49.8837610883","11.5551557567"
"Coburg","Landkreis","Bayern","86747","143","3718","4286","138",120,"de-by-09473000","50.267889506","10.9423260473"
"Forchheim","Landkreis","Bayern","116203","103","4096","3525","112",130,"de-by-09474000","49.7209968812","11.1731319634"
"Hof","Landkreis","Bayern","94801","124","5365","5659","451",428,"de-by-09475000","50.2732120456","11.8191928507"
"Kronach","Landkreis","Bayern","66743","84","3236","4848","307",205,"de-by-09476000","50.3279632281","11.3720466405"
"Kulmbach","Landkreis","Bayern","71566","103","3540","4946","231",165,"de-by-09477000","50.1026420807","11.4822991401"
"Lichtenfels","Landkreis","Bayern","66776","69","2779","4162","184",123,"de-by-09478000","50.1093305037","11.1169215721"
"Wunsiedel i. Fichtelgebirge","Landkreis","Bayern","72655","185","4646","6395","135",98,"de-by-09479000","50.0901405328","12.0418721069"
"Ansbach","Kreisfreie Stadt","Bayern","41798","42","1461","3495","77",32,"de-by-09561000","49.2921846581","10.56366943"
"Erlangen","Kreisfreie Stadt","Bayern","112528","90","3333","2962","103",116,"de-by-09562000","49.5823292133","10.9781449629"
"Fürth","Kreisfreie Stadt","Bayern","128497","184","5962","4640","184",237,"de-by-09563000","49.4914188335","10.9654822077"
"Nürnberg","Kreisfreie Stadt","Bayern","518370","860","28528","5503","206",1070,"de-by-09564000","49.4362114486","11.0827553426"
"Schwabach","Kreisfreie Stadt","Bayern","40981","100","1856","4529","151",62,"de-by-09565000","49.3356205083","11.0235125889"
"Ansbach","Landkreis","Bayern","184591","158","6502","3522","146",270,"de-by-09571000","49.2481645834","10.4681333941"
"Erlangen-Höchstadt","Landkreis","Bayern","137262","118","4481","3265","100",137,"de-by-09572000","49.6400408309","10.9148933012"
"Fürth","Landkreis","Bayern","117853","188","4483","3804","130",153,"de-by-09573000","49.4466905187","10.8496864939"
"Nürnberger Land","Landkreis","Bayern","170792","163","6082","3561","164",280,"de-by-09574000","49.4919039379","11.3694064626"
"Neustadt a.d. Aisch-Bad Windsheim","Landkreis","Bayern","101014","93","3345","3311","132",133,"de-by-09575000","49.5694835927","10.4652916664"
"Roth","Landkreis","Bayern","126749","164","4883","3852","123",156,"de-by-09576000","49.2029170864","11.1235654086"
"Weißenburg-Gunzenhausen","Landkreis","Bayern","94734","106","3199","3377","185",175,"de-by-09577000","49.0326858351","10.8936591358"
"Aschaffenburg","Kreisfreie Stadt","Bayern","71002","100","2666","3755","128",91,"de-by-09661000","49.9638560444","9.14581192433"
"Schweinfurt","Kreisfreie Stadt","Bayern","53426","71","2132","3991","122",65,"de-by-09662000","50.0470080022","10.2208919522"
"Würzburg","Kreisfreie Stadt","Bayern","127934","104","3567","2788","117",150,"de-by-09663000","49.7846554247","9.94089602932"
"Aschaffenburg","Landkreis","Bayern","174200","194","6836","3924","141",245,"de-by-09671000","50.0080931044","9.23803745665"
"Bad Kissingen","Landkreis","Bayern","103235","91","2833","2744","86",89,"de-by-09672000","50.2225139424","9.96470110779"
"Rhön-Grabfeld","Landkreis","Bayern","79635","75","2822","3544","235",187,"de-by-09673000","50.3713127519","10.2549075725"
"Haßberge","Landkreis","Bayern","84384","76","3101","3675","233",197,"de-by-09674000","50.0628789327","10.6069788351"
"Kitzingen","Landkreis","Bayern","91155","80","2666","2925","143",130,"de-by-09675000","49.7532253896","10.2560624461"
"Miltenberg","Landkreis","Bayern","128743","118","4828","3750","61",78,"de-by-09676000","49.7572905887","9.23471658769"
"Main-Spessart","Landkreis","Bayern","126158","190","3957","3137","95",120,"de-by-09677000","49.9935822339","9.66268166277"
"Schweinfurt","Landkreis","Bayern","115445","117","3869","3351","115",133,"de-by-09678000","50.016881784","10.2599503138"
"Würzburg","Landkreis","Bayern","162302","64","3696","2277","105",170,"de-by-09679000","49.737626672","9.92736341488"
"Augsburg","Kreisfreie Stadt","Bayern","296582","359","14352","4839","185",548,"de-by-09761000","48.3455708649","10.885505361"
"Kaufbeuren","Kreisfreie Stadt","Bayern","44398","48","1894","4266","243",108,"de-by-09762000","47.8799285987","10.6160967463"
"Kempten (Allgäu)","Kreisfreie Stadt","Bayern","69151","36","2148","3106","198",137,"de-by-09763000","47.7381842508","10.3081184931"
"Memmingen","Kreisfreie Stadt","Bayern","44100","21","1570","3560","209",92,"de-by-09764000","47.9787874869","10.1630276762"
"Aichach-Friedberg","Landkreis","Bayern","134655","89","4145","3078","108",145,"de-by-09771000","48.4275701484","11.0527555565"
"Augsburg","Landkreis","Bayern","253468","185","9136","3604","140",354,"de-by-09772000","48.3542871832","10.7320845344"
"Dillingen a.d. Donau","Landkreis","Bayern","96562","102","2917","3021","109",105,"de-by-09773000","48.5964037974","10.527764168"
"Günzburg","Landkreis","Bayern","127027","96","5033","3962","133",169,"de-by-09774000","48.3528138472","10.3811312115"
"Neu-Ulm","Landkreis","Bayern","175204","104","5630","3213","129",226,"de-by-09775000","48.2982265453","10.1411558091"
"Lindau (Bodensee)","Landkreis","Bayern","81981","60","2903","3541","105",86,"de-by-09776000","47.6051649499","9.88286136549"
"Ostallgäu","Landkreis","Bayern","141182","111","5674","4019","278",393,"de-by-09777000","47.769959059","10.6397316342"
"Unterallgäu","Landkreis","Bayern","145341","126","5361","3689","183",266,"de-by-09778000","48.0398130352","10.3892327572"
"Donau-Ries","Landkreis","Bayern","133783","146","4579","3423","170",227,"de-by-09779000","48.8069320352","10.7123441979"
"Oberallgäu","Landkreis","Bayern","156008","60","4874","3124","160",250,"de-by-09780000","47.572707564","10.2586229074"
"Regionalverband Saarbrücken","Landkreis","Saarland","328714","438","12773","3886","150",494,"de-sl-10041000","49.2513823946","6.95729652837"
"Merzig-Wadern","Landkreis","Saarland","103243","47","2888","2797","63",65,"de-sl-10042000","49.4957645611","6.68048479703"
"Neunkirchen","Landkreis","Saarland","131408","106","4423","3366","149",196,"de-sl-10043000","49.3757016517","7.11720320683"
"Saarlouis","Landkreis","Saarland","194319","143","6895","3548","98",190,"de-sl-10044000","49.3553415477","6.77554333939"
"Saarpfalz-Kreis","Landkreis","Saarland","142196","94","3855","2711","119",169,"de-sl-10045000","49.2486993859","7.24222124863"
"St. Wendel","Landkreis","Saarland","87007","104","2728","3135","54",47,"de-sl-10046000","49.5195731082","7.1004332453"
"Brandenburg an der Havel","Kreisfreie Stadt","Brandenburg","72184","75","1923","2664","127",92,"de-bb-12051000","52.4027150878","12.5193337833"
"Cottbus","Kreisfreie Stadt","Brandenburg","99678","187","5117","5134","191",190,"de-bb-12052000","51.7726930018","14.3662188537"
"Frankfurt (Oder)","Kreisfreie Stadt","Brandenburg","57751","94","1840","3186","113",65,"de-bb-12053000","52.3247630784","14.4903487489"
"Potsdam","Kreisfreie Stadt","Brandenburg","180334","233","5900","3272","71",128,"de-bb-12054000","52.4261784936","13.0285491746"
"Barnim","Landkreis","Brandenburg","185244","201","5263","2841","98",181,"de-bb-12060000","52.8232279789","13.7037311303"
"Dahme-Spreewald","Landkreis","Brandenburg","170791","226","6060","3548","91",156,"de-bb-12061000","52.0423069298","13.8199407798"
"Elbe-Elster","Landkreis","Brandenburg","101827","210","6200","6089","218",222,"de-bb-12062000","51.6122710164","13.459588917"
"Havelland","Landkreis","Brandenburg","162996","165","5284","3242","139",227,"de-bb-12063000","52.6208208123","12.6283469145"
"Märkisch-Oderland","Landkreis","Brandenburg","195751","245","5908","3018","104",204,"de-bb-12064000","52.6067238051","14.1464643331"
"Oberhavel","Landkreis","Brandenburg","212914","241","7260","3410","96",204,"de-bb-12065000","52.9068326453","13.2053022184"
"Oberspreewald-Lausitz","Landkreis","Brandenburg","109371","254","6515","5957","146",160,"de-bb-12066000","51.6163005208","13.9436173031"
"Oder-Spree","Landkreis","Brandenburg","178803","269","7030","3932","197",352,"de-bb-12067000","52.244008511","14.2190594331"
"Ostprignitz-Ruppin","Landkreis","Brandenburg","98861","135","3757","3800","127",126,"de-bb-12068000","52.9914230426","12.6359589515"
"Potsdam-Mittelmark","Landkreis","Brandenburg","216566","190","6814","3146","78",169,"de-bb-12069000","52.246294705","12.6891435021"
"Prignitz","Landkreis","Brandenburg","76158","145","2831","3717","140",107,"de-bb-12070000","53.1093267277","11.9618269267"
"Spree-Neiße","Landkreis","Brandenburg","113720","173","6587","5792","208",237,"de-bb-12071000","51.7585932354","14.4331285714"
"Teltow-Fläming","Landkreis","Brandenburg","169997","185","5873","3455","128",217,"de-bb-12072000","52.073184313","13.276018196"
"Uckermark","Landkreis","Brandenburg","118947","145","3183","2676","95",113,"de-bb-12073000","53.2059030724","13.8612986206"
"Rostock","Kreisfreie Stadt","Mecklenburg-Vorpommern","209191","29","2108","1008","78",164,"de-mv-13003000","54.1463883937","12.1417471216"
"Schwerin","Kreisfreie Stadt","Mecklenburg-Vorpommern","95653","96","2167","2265","110",105,"de-mv-13004000","53.6215100516","11.4165299501"
"Mecklenburgische Seenplatte","Landkreis","Mecklenburg-Vorpommern","258074","139","6752","2616","176",455,"de-mv-13071000","53.5436927516","13.0024606209"
"Rostock","Landkreis","Mecklenburg-Vorpommern","215794","100","3361","1558","127",275,"de-mv-13072000","53.91204551","12.220833831"
"Vorpommern-Rügen","Landkreis","Mecklenburg-Vorpommern","224702","65","2956","1316","70",157,"de-mv-13073000","54.2842029523","12.9915254157"
"Nordwestmecklenburg","Landkreis","Mecklenburg-Vorpommern","157322","65","3084","1960","106",166,"de-mv-13074000","53.8215122283","11.2521094692"
"Vorpommern-Greifswald","Landkreis","Mecklenburg-Vorpommern","235623","210","7972","3383","162",381,"de-mv-13075000","53.7895111552","13.780696363"
"Ludwigslust-Parchim","Landkreis","Mecklenburg-Vorpommern","211779","203","5439","2568","133",281,"de-mv-13076000","53.4500470376","11.5341416118"
"Chemnitz","Kreisfreie Stadt","Sachsen","246334","412","13453","5461","237",585,"de-sn-14511000","50.8263036941","12.9118299015"
"Erzgebirgskreis","Landkreis","Sachsen","334948","665","25220","7530","294",985,"de-sn-14521000","50.6088984202","12.9450724745"
"Mittelsachsen","Landkreis","Sachsen","304099","586","18771","6173","262",796,"de-sn-14522000","50.9558166403","13.1375068135"
"Vogtlandkreis","Landkreis","Sachsen","225997","658","16484","7294","336",759,"de-sn-14523000","50.4567929391","12.2349996186"
"Zwickau","Landkreis","Sachsen","315002","875","21699","6889","255",802,"de-sn-14524000","50.750774796","12.5258055075"
"Dresden","Kreisfreie Stadt","Sachsen","556780","996","26018","4673","145",807,"de-sn-14612000","51.0664442924","13.7834490742"
"Bautzen","Landkreis","Sachsen","299758","803","22315","7444","233",699,"de-sn-14625000","51.2689135848","14.2310085239"
"Görlitz","Landkreis","Sachsen","252725","1020","17271","6834","198",501,"de-sn-14626000","51.2256177492","14.750796811"
"Meißen","Landkreis","Sachsen","241717","572","14812","6128","171",414,"de-sn-14627000","51.239397748","13.4829006825"
"Sächsische Schweiz-Osterzgebirge","Landkreis","Sachsen","245586","886","17238","7019","169",415,"de-sn-14628000","50.9167179421","13.8734340504"
"Leipzig","Kreisfreie Stadt","Sachsen","593145","464","18489","3117","126",747,"de-sn-14713000","51.3422385995","12.3747717597"
"Leipzig","Landkreis","Sachsen","258139","299","12369","4792","144",372,"de-sn-14729000","51.2214366733","12.5994908653"
"Nordsachsen","Landkreis","Sachsen","197741","322","11573","5853","206",407,"de-st-14730000","51.4728650798","12.7793967591"
"Dessau-Roßlau","Kreisfreie Stadt","Sachsen-Anhalt","80103","99","2652","3311","139",111,"de-st-15001000","51.8537380889","12.2310559599"
"Halle (Saale)","Kreisfreie Stadt","Sachsen-Anhalt","238762","295","9667","4049","206",493,"de-st-15002000","51.4798019096","11.9684968347"
"Magdeburg","Kreisfreie Stadt","Sachsen-Anhalt","237565","97","5382","2265","130",309,"de-st-15003000","52.1165976423","11.6414820231"
"Altmarkkreis Salzwedel","Landkreis","Sachsen-Anhalt","83173","68","1828","2198","106",88,"de-st-15081000","52.6800481605","11.2270452746"
"Anhalt-Bitterfeld","Landkreis","Sachsen-Anhalt","158486","147","5245","3309","93",148,"de-st-15082000","51.7954450255","12.1432020671"
"Börde","Landkreis","Sachsen-Anhalt","170923","120","4848","2836","110",188,"de-st-15083000","52.2207122989","11.3478384337"
"Burgenlandkreis","Landkreis","Sachsen-Anhalt","178846","515","10671","5967","343",614,"de-st-15084000","51.1472256333","11.8834224288"
"Harz","Landkreis","Sachsen-Anhalt","213310","228","6672","3128","168",359,"de-st-15085000","51.8212958888","10.9585438222"
"Jerichower Land","Landkreis","Sachsen-Anhalt","89589","131","2803","3129","93",83,"de-st-15086000","52.2607898277","12.0265188373"
"Mansfeld-Südharz","Landkreis","Sachsen-Anhalt","134942","166","5014","3716","180",243,"de-st-15087000","51.5356901778","11.3563584729"
"Saalekreis","Landkreis","Sachsen-Anhalt","183815","285","7997","4351","188",345,"de-st-15088000","51.4256710773","11.865474038"
"Salzlandkreis","Landkreis","Sachsen-Anhalt","189125","284","7238","3827","179",339,"de-st-15089000","51.8518591913","11.6427256195"
"Stendal","Landkreis","Sachsen-Anhalt","111190","148","3595","3233","240",267,"de-st-15090000","52.6967781735","11.8395343529"
"Wittenberg","Landkreis","Sachsen-Anhalt","124953","250","5650","4522","178",222,"de-st-15091000","51.8201400674","12.7015882396"
"Erfurt","Kreisfreie Stadt","Thüringen","213981","227","6813","3184","162",347,"de-th-16051000","50.9832526908","11.0202248069"
"Gera","Kreisfreie Stadt","Thüringen","93125","147","4544","4879","316",294,"de-th-16052000","50.8940170773","12.0826961871"
"Jena","Kreisfreie Stadt","Thüringen","111343","61","3559","3196","154",172,"de-th-16053000","50.9242638034","11.5870112529"
"Suhl","Kreisfreie Stadt","Thüringen","36789","100","1764","4795","207",76,"de-th-16054000","50.611602852","10.6881775642"
"Weimar","Kreisfreie Stadt","Thüringen","65228","95","2106","3229","126",82,"de-th-16055000","50.9783471684","11.3178722759"
"Eisenach","Kreisfreie Stadt","Thüringen","42250","56","1499","3548","151",64,"de-th-16056000","50.9896760625","10.3001023192"
"Eichsfeld","Landkreis","Thüringen","100006","210","5308","5308","195",195,"de-th-16061000","51.3836491981","10.2534853921"
"Nordhausen","Landkreis","Thüringen","83416","51","2033","2437","74",62,"de-th-16062000","51.5022779756","10.7309067397"
"Wartburgkreis","Landkreis","Thüringen","118974","190","6444","5416","340",405,"de-th-16063000","50.8858017017","10.2107039491"
"Unstrut-Hainich-Kreis","Landkreis","Thüringen","102232","213","5395","5277","131",134,"de-th-16064000","51.185238708","10.551795561"
"Kyffhäuserkreis","Landkreis","Thüringen","74212","116","2900","3908","167",124,"de-th-16065000","51.3247630758","10.9848331992"
"Schmalkalden-Meiningen","Landkreis","Thüringen","124916","309","8401","6725","304",380,"de-th-16066000","50.6307076864","10.4050434075"
"Gotha","Landkreis","Thüringen","134908","178","6399","4743","298",402,"de-th-16067000","50.9106605802","10.6937627152"
"Sömmerda","Landkreis","Thüringen","69427","107","3121","4495","220",153,"de-th-16068000","51.1578080643","11.1547511823"
"Hildburghausen","Landkreis","Thüringen","63197","218","4379","6929","123",78,"de-th-16069000","50.4340027482","10.7340904102"
"Ilm-Kreis","Landkreis","Thüringen","106249","177","4959","4667","319",339,"de-th-16070000","50.7379337622","10.9663574908"
"Weimarer Land","Landkreis","Thüringen","82156","52","3178","3868","191",157,"de-th-16071000","50.9715719951","11.3735532667"
"Sonneberg","Landkreis","Thüringen","57717","149","3222","5582","270",156,"de-th-16072000","50.4146305494","11.1329526551"
"Saalfeld-Rudolstadt","Landkreis","Thüringen","103199","241","5429","5261","165",170,"de-th-16073000","50.637797959","11.3091162493"
"Saale-Holzland-Kreis","Landkreis","Thüringen","82950","89","3815","4599","259",215,"de-th-16074000","50.904172137","11.7315307817"
"Saale-Orla-Kreis","Landkreis","Thüringen","80312","119","5091","6339","240",193,"de-th-16075000","50.5808480206","11.7105737336"
"Greiz","Landkreis","Thüringen","97398","155","6470","6643","472",460,"de-th-16076000","50.7484595538","12.0740705739"
"Altenburger Land","Landkreis","Thüringen","89393","241","5874","6571","242",216,"de-th-16077000","50.9564246614","12.3991313423"
