value,name
56,Bad Schwartau
57,Bad Schwartau (B01 Bad Schwartau (Stadt Briefwahl 1)
58,Bad Schwartau (B02 Bad Schwartau (Stadt Briefwahl 2)
59,Bad Schwartau (B03 Bad Schwartau (Stadt Briefwahl 3)
60,Bad Schwartau (B04 Bad Schwartau (Stadt Briefwahl 4)
61,Bad Schwartau (B05 Bad Schwartau (Stadt Briefwahl 5)
62,Bad Schwartau (DANA Senioreneinrichtung Wiesengrund)
63,Bad Schwartau (Elisabeth-Selbert-Gemeinschaftsschule)
64,Bad Schwartau (Feuerwehrhaus Groß Parin)
65,Bad Schwartau (Förderschule (Am Hochkamp)
66,Bad Schwartau (Gemeindehaus Cleverbrück)
67,Bad Schwartau (Gemeindezentrum Arche)
68,Bad Schwartau (Grundschule Bad Schwartau in Rensefeld)
69,Bad Schwartau (Grundschule Cleverbrück)
70,Bad Schwartau (Leibniz-Gymnasium)
71,Bad Schwartau (Rathaus Bad Schwartau)
72,Badendorf (Badendorf)
73,Barnitz (Barnitz)
74,Beschendorf (Treff. Ole School)
75,Bosau
76,Bosau (B01 Bosau Briefwahl)
77,Bosau (Dorfgemeinschaftshaus Liensfeld)
78,Bosau (Feuerwehrgerätehaus Hutzfeld)
79,Bosau (FF-Geräte- und DGH Majenfelde)
80,Bosau (Haus des Kurgastes (Bosau)
81,Dahme (Dahme)
82,Damlos (Bürgerbegegnungsstätte)
83,Eutin (AWO-Kindertagesstätte)
84,Eutin (B201 Eutin (Stadt Briefwahl 1)
85,Eutin (B202 Eutin (Stadt Briefwahl 2)
86,Eutin (B203 Eutin (Stadt Briefwahl 3)
87,Eutin (DRK-Fachschule (Meinsdorfer Weg 19)
88,Eutin (Ev-luth. Kirchengemeinde (Schlossstraße 2)
89,Eutin (Familienbildungsstätte (Dunckernbek 1)
90,Eutin (Feuerwehrhaus (Am Priwall 19)
91,Eutin (Feuerwehrhaus Fissau (Bast 1)
92,Eutin (Gaststätte Neudorfer Hof (Plöner Straße 198)
93,Eutin (Gustav-Peters-Schule)
94,Eutin (Haus Seeschloß (Kellersee)
95,Eutin (Kindergarten Neudorf)
96,Eutin (Kreisberufsschule)
97,Eutin (Kreisverwaltung)
98,Eutin (Schule am Kleinen See)
99,Eutin (Stadtwerke Eutin (Holstenstraße 6)
100,Eutin (Uklei-Fährhaus)
101,Fehmarn
102,Fehmarn (B01 Fehmarn Briefwahl)
103,Fehmarn (Dörfergemeinschaftshaus Meeschendorf)
104,Fehmarn (Feuerwehrhaus Burg a. F.)
105,Fehmarn (Feuerwehrhaus Puttgarden)
106,Fehmarn (Grundschule Burg a. F.)
107,Fehmarn (Grundschule Landkirchen Nord)
108,Fehmarn (Grundschule Landkirchen Süd)
109,Fehmarn (Haus des Gastes Dänschendorf)
110,Fehmarn (Haus im Stadtpark)
111,Fehmarn (Jugendherberge)
112,Fehmarn (Lesehalle Petersdorf)
113,Fehmarn (Montessori Schule)
114,Fehmarn (Schießstand Burgstaaken)
115,Feldhorst (Feldhorst)
116,Göhl (Sportlerheim Göhl)
117,Gremersdorf (Feuerwehrgerätehaus Giddendorf)
118,Gremersdorf (Feuerwehrgerätehaus Techelwitz)
119,Gremersdorf (Sportlerheim Gremersdorf)
120,Grömitz (Brenkenhagen)
121,Grömitz (Briefwahl Grömitz - 1)
122,Grömitz (Briefwahl Grömitz - 2)
123,Grömitz (Briefwahl Grömitz - 3)
124,Grömitz (Cismar)
125,Grömitz (Grömitz - 1)
126,Grömitz (Grömitz - 2)
127,Großenbrode (Feuerwehrgerätehaus Großenbrode)
128,Grube (Grube)
129,Hamberge (Hamberge I)
130,Hamberge (Hamberge II)
131,Harmsdorf (Feuerwehrhaus)
132,Heidekamp (Heidekamp)
133,Heiligenhafen
134,Heiligenhafen (B01 Heiligenhafen Briefwahl)
135,Heiligenhafen (Gerätehaus der Freiwilligen Feuerwehr)
136,Heiligenhafen (Jugendclub Pier 15)
137,Heiligenhafen (Jugendzentrum)
138,Heiligenhafen (Rathaus)
139,Heiligenhafen (Warderschule)
140,Heilshoop (Heilshoop)
141,Heringsdorf (Feuerwehrgerätehaus Heringsdorf)
142,Heringsdorf (Gemeinschaftshaus Fargemiel)
143,Kabelhorst (Gemeinschaftshaus)
144,Kasseedorf (Alte Schulscheune Kasseedorf)
145,Kasseedorf (Feuerwehrgerätehaus Sagau)
146,Kasseedorf (Mehrzweckhalle Griebel)
147,Kellenhusen (Kellenhusen)
148,Klein Wesenberg (Klein Wesenberg)
149,Lensahn (Feuerwehrhaus Lensahn)
150,Lensahn (Feuerwehrhaus Sipsdorf)
151,Lensahn (Grund- und Gemeinschaftsschule)
152,Lensahn (Haus der Begegnung)
153,Lensahn (Lesehalle)
154,Lensahn (Rathaus)
155,Malente
156,Malente (AWO - Bürgerhaus)
157,Malente (AWO - Kinderhaus)
158,Malente (B01 Malente Briefwahl)
159,Malente (B02 Malente Briefwahl)
160,Malente (Dorfgemeinschaftshaus Kreuzfeld)
161,Malente (Feuerwehrgerätehaus Benz)
162,Malente (Feuerwehrgerätehaus Malkwitz)
163,Malente (Feuerwehrgerätehaus Nüchel)
164,Malente (Feuerwehrgerätehaus Sieversdorf)
165,Malente (Feuerwehrgerätehaus Timmdorf)
166,Malente (Grundschule Malente)
167,Malente (Haus des Kurgastes)
168,Malente (Hotel Neukirchener Hof)
169,Malente (Kita Sonnenkinder)
170,Malente (Landessportverband Schleswig-Holstein eV)
171,Malente (Pflanzencenter Buchwald)
172,Malente (Schule an den Auewiesen)
173,Malente (Thaysen's Backstube)
174,Manhagen (Feuerwehrhaus)
175,Mönkhagen (Mönkhagen)
176,Neukirchen (Haus des Gastes)
177,Neustadt i. H.
178,Neustadt i. H. (B01 Neustadt i. H. Briefwahl 1)
179,Neustadt i. H. (B02 Neustadt i. H. Briefwahl 2)
180,Neustadt i. H. (B03 Neustadt i.H. Briefwahl 3)
181,Neustadt i. H. (B04 Neustadt i.H. Briefwahl 4)
182,Neustadt i. H. (Grundschule Neustädter Bucht)
183,Neustadt i. H. (Jacob-Lienau-Schule I)
184,Neustadt i. H. (Jacob-Lienau-Schule II)
185,Neustadt i. H. (Küstengymnasium I)
186,Neustadt i. H. (Küstengymnasium II)
187,Neustadt i. H. (Rathaus -Neuer Sitzungssaal-)
188,Neustadt i. H. (Tourismus-Service)
189,Neustadt i. H. (TSV-Schulungsraum)
190,Oldenburg i. H.
191,Oldenburg i. H. (001 - BRIEFWAHL Grundschule am Wasserquell)
192,Oldenburg i. H. (001 - Grundschule am Wasserquell)
193,Oldenburg i. H. (002 - BRIEFWAHL Wagrienschule)
194,Oldenburg i. H. (002 - Wagrienschule)
195,Oldenburg i. H. (003 - BRIEFWAHL Rathaus)
196,Oldenburg i. H. (003 - Rathaus)
197,Oldenburg i. H. (004 - Berufliche Schulen)
198,Oldenburg i. H. (004 - BRIEFWAHL - berufliche Schulen)
199,Oldenburg i. H. (005 - BRIEFWAHL - Die Ostholsteiner Werkstätten)
200,Oldenburg i. H. (005 - Die Ostholsteiner Werkstätten)
201,Ratekau
202,Ratekau (Luschendorf)
203,Ratekau (Offendorf/Kreuzkamp)
204,Ratekau (Pansdorf-Mitte)
205,Ratekau (Pansdorf-Nord)
206,Ratekau (Pansdorf-Süd)
207,Ratekau (Pansdorf-West)
208,Ratekau (Ratekau-Nord)
209,Ratekau (Ratekau-Ost)
210,Ratekau (Ratekau-Süd)
211,Ratekau (Ratekau-West)
212,Ratekau (Sereetz-Nord)
213,Ratekau (Sereetz-Ost)
214,Ratekau (Sereetz-Süd)
215,Ratekau (Sereetz-West)
216,Ratekau (Techau-Nord)
217,Ratekau (Techau-Süd)
218,Ratekau (Warnsdorf)
219,Ratekau (WBZ 001-005)
220,Ratekau (WBZ 006-009)
221,Ratekau (WBZ 010-013)
222,Ratekau (WBZ 014-017)
223,Rehhorst (Rehhorst)
224,Reinfeld (Holstein) (B01 Reinfeld (Holstein) Briefwahl)
225,Reinfeld (Holstein) (Ganztagszentrum der Immanuel-Kant-Schule)
226,Reinfeld (Holstein) (Gemeindehaus)
227,Reinfeld (Holstein) (Matthias-Claudius-Schule)
228,Reinfeld (Holstein) (Mensa der Matthias-Claudius-Schule)
229,Reinfeld (Holstein) (Neues Rathaus)
230,Reinfeld Holstein
231,Riepsdorf (Feuerwehrhaus Altratjensdorf)
232,Riepsdorf (Gaststätte Mittelpunkt der Welt)
233,Scharbeutz
234,Scharbeutz (Briefwahlbezirk 1)
235,Scharbeutz (Briefwahlbezirk 2)
236,Scharbeutz (Briefwahlbezirk 3)
237,Scharbeutz (Briefwahlbezirk 4)
238,Scharbeutz (Gleschendorf (Altes Pastorat (Am Kirchberg 2 (23684 Scharbeutz)
239,Scharbeutz (Gronenberg (Gronenberger Wassermühle (Gronenberger Mühle 2 (23684 Scharbeutz)
240,Scharbeutz (Haffkrug (Haffhus (Bahnhofstraße 7 (23683 Scharbeutz)
241,Scharbeutz (Haffkrug (Heinz-Kiecksee-Haus (Waldweg 2 (23683 Scharbeutz)
242,Scharbeutz (Klingberg (Haus des Kurgastes (Seestraße 11 (23684 Klingberg)
243,Scharbeutz (Pönitz (GGemS Pönitz (Raum A (Lindenstraße 20 (23684 Scharbeutz)
244,Scharbeutz (Pönitz am See (GGemS Pönitz (Raum B (Lindenstraße 20 (23684 Scharbeutz)
245,Scharbeutz (Sarkwitz (Dorfgemeinschaftshaus am Sportplatz (Pansdorfer Straße 2 (23629 Sarkwitz)
246,Scharbeutz (Scharbeutz (Bürgerhaus (Haus B (Am Bürgerhaus 2 (23683 Scharbeutz)
247,Scharbeutz (Scharbeutz (Kurparkhaus (Am Kurpark (23683 Scharbeutz)
248,Scharbeutz (Scharbeutz (OGS (Raum A (Schulstraße 5 (23683 Scharbeutz)
249,Scharbeutz (Scharbeutz (OGS (Raum B (Schulstraße 5 (23683 Scharbeutz)
250,Scharbeutz (Schulendorf (ehemaliges Feuerwehrgerätehaus Schulendorf (Dorfstraße 19 A (23684 Scharbeutz)
251,Scharbeutz (Schürsdorf (FGH (Hackendohrredder 3 A (23684 Schürsdorf)
252,Scharbeutz (Wulfsdorf (Feurwehrgerätehaus (Dorfstraße 8 A (23684 Scharbeutz)
253,Schashagen (Mehrzweckhalle Merkendorf  I Merkendorf/Schlamin)
254,Schashagen (Mehrzweckhalle Merkendorf II Bliesdorf)
255,Schönwalde a. B. (Feuerwehrgerätehaus Langenhagen)
256,Schönwalde a. B. (Friedrich-Hiller-Schule)
257,Sierksdorf (Haus des Gastes (Sierksdorf)
258,Stockelsdorf
259,Stockelsdorf (Briefwahl 1)
260,Stockelsdorf (Briefwahl 2)
261,Stockelsdorf (Briefwahl 3)
262,Stockelsdorf (Curau - Dissau)
263,Stockelsdorf (Eckhorst - Arfrade)
264,Stockelsdorf (Erich-Kästner-Schule I)
265,Stockelsdorf (Erich-Kästner-Schule II)
266,Stockelsdorf (Gerhard-Hilgendorf-Schule I)
267,Stockelsdorf (Gerhard-Hilgendorf-Schule II)
268,Stockelsdorf (Gerhart-Hauptmann-Schule I)
269,Stockelsdorf (Gerhart-Hauptmann-Schule II)
270,Stockelsdorf (Grundschule Ravensbusch I)
271,Stockelsdorf (Grundschule Ravensbusch II)
272,Stockelsdorf (Horsdorf - Malkendorf)
273,Stockelsdorf (Kindergarten Zum Guten Hirten)
274,Stockelsdorf (Kirchengemeinde I)
275,Stockelsdorf (Kirchengemeinde II)
276,Stockelsdorf (Kirchengemeinde III)
277,Stockelsdorf (Klein Parin - Pohnsdorf)
278,Stockelsdorf (Obernwohlde - Krumbeck)
279,Süsel (B204 Süsel Briefwahl)
280,Süsel (Begegnungsstätte Gothendorf)
281,Süsel (Dorfgemeinschaftshaus Bockholt)
282,Süsel (Dörps- un Füürwehrhus Fassensdorf)
283,Süsel (Dörpshuus Zarnekau)
284,Süsel (Feuerwehrgerätehaus Gömnitz)
285,Süsel (Feuerwehrgerätehaus Kesdorf)
286,Süsel (Feuerwehrhaus Röbel)
287,Süsel (Grundschule Süsel)
288,Süsel (Privathaus Herr Grage)
289,Süsel (Sport- und Feuerwehrzentrum Bujendorf)
290,Süsel (Vereinsheim SG Schwartautal Groß Meinsdorf)
291,Süsel (Vereinsheim TSV Süsel)
292,Süsel (Vereinsraum des DGV (Ottendorf)
293,Timmendorfer Strand
294,Timmendorfer Strand (Bahnhof 1)
295,Timmendorfer Strand (Bahnhof 2)
296,Timmendorfer Strand (Briefwahlbezirk 1 - Rathaus)
297,Timmendorfer Strand (Briefwahlbezirk 2 - Rathaus)
298,Timmendorfer Strand (Dorfgemeinschaftshaus Groß Timmendorf)
299,Timmendorfer Strand (Dorfgemeinschaftshaus Hemmelsdorf)
300,Timmendorfer Strand (Feuerwehrgerätehaus Niendorf/Ostsee)
301,Timmendorfer Strand (GGS Europaschule Gebäude B (Mensa))
302,Timmendorfer Strand (GGS Strand Europaschule Gebäude A)
303,Timmendorfer Strand (Pastor-Pfeifer Haus)
304,Timmendorfer Strand (Tourist Information (Hafen-Information) im Niendorfer Hafen)
305,VG Eutin / Süsel
306,VG Eutin / Süsel (Eutin)
307,VG Eutin / Süsel (Süsel)
308,VG Grömitz
309,VG Grömitz (Dahme)
310,VG Grömitz (Grömitz)
311,VG Grömitz (Grube)
312,VG Grömitz (Kellenhusen)
313,Wangels (Feuerwehrgerätehaus Döhnsdorf)
314,Wangels (Feuerwehrgerätehaus Grammdorf)
315,Wangels (Schule Hansühn)
316,Wangels (Vereinshaus Wangels)
317,Wesenberg (Wesenberg)
318,Westerau (Westerau)
319,Zarpen (Zarpen)
