value,name
146,Geesthacht (Briefwahlbezirk Geesthacht Stadt Briefwahl 004)
147,Geesthacht (Briefwahlbezirk Geesthacht Stadt Briefwahl 005)
148,Geesthacht (Briefwahlbezirk Geesthacht Stadt Briefwahl 006)
149,Geesthacht (Gemeinde)
150,Geesthacht (Stimmbezirk Geesthacht Stadt 001)
151,Geesthacht (Stimmbezirk Geesthacht Stadt 002)
152,Geesthacht (Stimmbezirk Geesthacht Stadt 003)
153,Geesthacht (Stimmbezirk Geesthacht Stadt 004)
154,Geesthacht (Stimmbezirk Geesthacht Stadt 005)
155,Geesthacht (Stimmbezirk Geesthacht Stadt 006)
156,Geesthacht (Stimmbezirk Geesthacht Stadt 007)
157,Geesthacht (Stimmbezirk Geesthacht Stadt 008)
158,Geesthacht (Stimmbezirk Geesthacht Stadt 009)
159,Geesthacht (Stimmbezirk Geesthacht Stadt 010)
160,Geesthacht (Stimmbezirk Geesthacht Stadt 011)
161,Geesthacht (Stimmbezirk Geesthacht Stadt 012)
162,Geesthacht (Stimmbezirk Geesthacht Stadt 013)
163,Geesthacht (Stimmbezirk Geesthacht Stadt 014)
164,Geesthacht (Stimmbezirk Geesthacht Stadt 015)
165,Geesthacht (Stimmbezirk Geesthacht Stadt 016)
166,Geesthacht (Stimmbezirk Geesthacht Stadt 017)
167,Giesensdorf (Gemeinde)
168,Giesensdorf (Stimmbezirk Giesensdorf)
169,Glinde (Briefwahlbezirk Briefwahl)
170,Glinde (Gemeinde)
171,Glinde (Stimmbezirk 001 Grundschule Tannenweg)
172,Glinde (Stimmbezirk 002 Glinder Mühle)
173,Glinde (Stimmbezirk 003 Kita Die Wurzelzwerge)
174,Glinde (Stimmbezirk 004 Kita Die Wurzelzwerge)
175,Glinde (Stimmbezirk 005 Marcellin-Verbe-Haus)
176,Glinde (Stimmbezirk 006 Marcellin-Verbe-Haus)
177,Glinde (Stimmbezirk 007 Schulzentrum)
178,Glinde (Stimmbezirk 008 Grundschule Tannenweg)
179,Glinde (Stimmbezirk 009 Marcellin-Verbe-Haus)
180,Glinde (Stimmbezirk 010 Schulzentrum)
181,Glinde (Stimmbezirk 011 Schulzentrum)
182,Glinde (Stimmbezirk 012 Gemeinschaftsschule Wiesenfeld)
183,Glinde (Stimmbezirk 013 Gemeinschaftsschule Wiesenfeld)
184,Glinde (Stimmbezirk 014 Gemeinschaftsschule Wiesenfeld)
185,Göttin (Gemeinde)
186,Göttin (Stimmbezirk Göttin)
187,Grabau (Gemeinde)
188,Grabau (Stimmbezirk Grabau)
189,Grambek (Gemeinde)
190,Grambek (Stimmbezirk Grambek 005)
191,Grande (Gemeinde)
192,Grande (Stimmbezirk Grande)
193,Grönwohld (Gemeinde)
194,Grönwohld (Stimmbezirk Grönwohld)
195,Groß Grönau (Gemeinde)
196,Groß Grönau (Stimmbezirk Groß Grönau I)
197,Groß Grönau (Stimmbezirk Groß Grönau II)
198,Groß Grönau (Stimmbezirk Groß Grönau III)
199,Groß Pampau (Gemeinde)
200,Groß Pampau (Stimmbezirk Gemeinde Groß Pampau)
201,Groß Sarau (Gemeinde)
202,Groß Sarau (Stimmbezirk Groß Sarau)
203,Großensee (Gemeinde)
204,Großensee (Stimmbezirk Großensee)
205,Großhansdorf (Briefwahlbezirk Großhansdorf Briefwahl 001)
206,Großhansdorf (Briefwahlbezirk Großhansdorf Briefwahl 002)
207,Großhansdorf (Briefwahlbezirk Großhansdorf Briefwahl 003)
208,Großhansdorf (Briefwahlbezirk Großhansdorf Briefwahl 004)
209,Großhansdorf (Briefwahlbezirk Großhansdorf Briefwahl 005)
210,Großhansdorf (Gemeinde)
211,Großhansdorf (Stimmbezirk Großhansdorf 001)
212,Großhansdorf (Stimmbezirk Großhansdorf 002)
213,Großhansdorf (Stimmbezirk Großhansdorf 003)
214,Großhansdorf (Stimmbezirk Großhansdorf 004)
215,Großhansdorf (Stimmbezirk Großhansdorf 005)
216,Grove (Gemeinde)
217,Grove (Stimmbezirk Gemeinde Grove)
218,Gudow (Gemeinde)
219,Gudow (Stimmbezirk Gudow 01)
220,Gudow (Stimmbezirk Gudow 02)
221,Gülzow (Gemeinde)
222,Gülzow (Stimmbezirk Gemeinde Gülzow)
223,Güster (Gemeinde)
224,Güster (Stimmbezirk Güster)
225,Hamfelde (Gemeinde)
226,Hamfelde (Stimmbezirk Gemeinde Hamfelde)
227,Hamfelde (Stimmbezirk Hamfelde)
228,Hamwarde (Gemeinde)
229,Hamwarde (Stimmbezirk Hamwarde)
230,Harmsdorf (Gemeinde)
231,Harmsdorf (Stimmbezirk Harmsdorf)
232,Havekost (Gemeinde)
233,Havekost (Stimmbezirk Gemeinde Havekost)
234,Hohenhorn (Gemeinde)
235,Hohenhorn (Stimmbezirk Hohenhorn)
236,Hoisdorf (Gemeinde)
237,Hoisdorf (Stimmbezirk Hoisdorf)
238,Hollenbek (Gemeinde)
239,Hollenbek (Stimmbezirk Hollenbek)
240,Hornbek (Gemeinde)
241,Hornbek (Stimmbezirk Hornbek 006)
242,Horst (Gemeinde)
243,Horst (Stimmbezirk Horst)
244,Juliusburg (Gemeinde)
245,Juliusburg (Stimmbezirk Gemeinde Juliusburg)
246,Kankelau (Gemeinde)
247,Kankelau (Stimmbezirk Gemeinde Kankelau)
248,Kasseburg (Gemeinde)
249,Kasseburg (Stimmbezirk Gemeinde Kasseburg)
250,Kittlitz (Gemeinde)
251,Kittlitz (Stimmbezirk Kittlitz)
252,Klein Pampau (Gemeinde)
253,Klein Pampau (Stimmbezirk Klein Pampau)
254,Klein Zecher (Gemeinde)
255,Klein Zecher (Stimmbezirk Klein Zecher)
256,Koberg (Gemeinde)
257,Koberg (Stimmbezirk Koberg)
258,Kollow (Gemeinde)
259,Kollow (Stimmbezirk Gemeinde Kollow)
260,Köthel (Gemeinde)
261,Köthel (Stimmbezirk Gemeinde Köthel/Lbg)
262,Köthel (Stimmbezirk Köthel)
263,Kröppelshagen-Fahrendorf (Gemeinde)
264,Kröppelshagen-Fahrendorf (Stimmbezirk Kröppelshagen-Fahrendorf)
265,Krukow (Gemeinde)
266,Krukow (Stimmbezirk Gemeinde Krukow)
267,Krüzen (Gemeinde)
268,Krüzen (Stimmbezirk Gemeinde Krüzen)
269,Kuddewörde (Gemeinde)
270,Kuddewörde (Stimmbezirk Gemeinde Kuddewörde)
271,Kühsen (Gemeinde)
272,Kühsen (Stimmbezirk Kühsen)
273,Kulpin (Gemeinde)
274,Kulpin (Stimmbezirk Kulpin)
275,Langenlehsten (Gemeinde)
276,Langenlehsten (Stimmbezirk Langenlehsten)
277,Lankau (Gemeinde)
278,Lankau (Stimmbezirk Lankau)
279,Lanze (Gemeinde)
280,Lanze (Stimmbezirk Gemeinde Lanze)
281,Lauenburg/Elbe (Briefwahlbezirk Briefwahl 1)
282,Lauenburg/Elbe (Briefwahlbezirk Briefwahl 2)
283,Lauenburg/Elbe (Gemeinde)
284,Lauenburg/Elbe (Stimmbezirk Albinus-Gemeinschaftsschule  Raum 1)
285,Lauenburg/Elbe (Stimmbezirk Albinus-Gemeinschaftsschule Raum 2)
286,Lauenburg/Elbe (Stimmbezirk AWO Familienzentrum)
287,Lauenburg/Elbe (Stimmbezirk AWO Wohn-und Servicezentrum Walter Gerling Haus)
288,Lauenburg/Elbe (Stimmbezirk Elbschifffahrtsmuseum)
289,Lauenburg/Elbe (Stimmbezirk Haus der Generationen)
290,Lauenburg/Elbe (Stimmbezirk Jugendherberge)
291,Lauenburg/Elbe (Stimmbezirk Jugendzentrum)
292,Lauenburg/Elbe (Stimmbezirk Kindergarten WABE)
293,Lauenburg/Elbe (Stimmbezirk Stadtbetriebe Bauhof)
294,Lauenburg/Elbe (Stimmbezirk ToM Nachbarschaftstreff)
295,Lauenburg/Elbe (Stimmbezirk Weingartenschule)
296,Lehmrade (Gemeinde)
297,Lehmrade (Stimmbezirk Lehmrade 007)
298,Lütau (Gemeinde)
299,Lütau (Stimmbezirk Gemeinde Lütau)
300,Lütjensee (Gemeinde)
301,Lütjensee (Stimmbezirk Lütjensee)
302,Mechow (Gemeinde)
303,Mechow (Stimmbezirk Mechow)
304,Möhnsen (Gemeinde)
305,Möhnsen (Stimmbezirk Gemeinde Möhnsen)
306,Mölln (Briefwahlbezirk Mölln Briefwahl 001)
307,Mölln (Briefwahlbezirk Mölln Briefwahl 002)
308,Mölln (Briefwahlbezirk Mölln Briefwahl 003)
309,Mölln (Briefwahlbezirk Mölln Briefwahl 004)
310,Mölln (Briefwahlbezirk Mölln Briefwahl 005)
311,Mölln (Gemeinde)
312,Mölln (Stimmbezirk Mölln 001)
313,Mölln (Stimmbezirk Mölln 002)
314,Mölln (Stimmbezirk Mölln 003)
315,Mölln (Stimmbezirk Mölln 004)
316,Mölln (Stimmbezirk Mölln 005)
317,Mölln (Stimmbezirk Mölln 006)
318,Mölln (Stimmbezirk Mölln 007)
319,Mölln (Stimmbezirk Mölln 008)
320,Mölln (Stimmbezirk Mölln 009)
321,Mölln (Stimmbezirk Mölln 010)
322,Mölln (Stimmbezirk Mölln 011)
323,Mölln (Stimmbezirk Mölln 012)
324,Mölln (Stimmbezirk Mölln 013)
325,Mölln (Stimmbezirk Mölln 014)
326,Mühlenrade (Gemeinde)
327,Mühlenrade (Stimmbezirk Gemeinde Mühlenrade)
328,Müssen (Gemeinde)
329,Müssen (Stimmbezirk Müssen)
330,Mustin (Gemeinde)
331,Mustin (Stimmbezirk Mustin)
332,Niendorf/St. (Gemeinde)
333,Niendorf/St. (Stimmbezirk Niendorf a.d.St. 008)
334,Nusse (Gemeinde)
335,Nusse (Stimmbezirk Nusse)
336,Oststeinbek (Briefwahlbezirk Oststeinbek Briefwahl 001)
337,Oststeinbek (Briefwahlbezirk Oststeinbek Briefwahl 002)
338,Oststeinbek (Gemeinde)
339,Oststeinbek (Stimmbezirk Oststeinbek 001)
340,Oststeinbek (Stimmbezirk Oststeinbek 002)
341,Oststeinbek (Stimmbezirk Oststeinbek 003)
342,Oststeinbek (Stimmbezirk Oststeinbek 004)
343,Oststeinbek (Stimmbezirk Oststeinbek 005)
344,Panten (Gemeinde)
345,Panten (Stimmbezirk Panten)
346,Pogeez (Gemeinde)
347,Pogeez (Stimmbezirk Pogeez)
348,Poggensee (Gemeinde)
349,Poggensee (Stimmbezirk Poggensee)
350,Ratzeburg (Briefwahlbezirk Briefwahlbezirk 1)
351,Ratzeburg (Briefwahlbezirk Briefwahlbezirk 2)
352,Ratzeburg (Briefwahlbezirk Briefwahlbezirk 3)
353,Ratzeburg (Gemeinde)
354,Ratzeburg (Stimmbezirk AWO Kindertagesstätte)
355,Ratzeburg (Stimmbezirk Gemeinschaftsschule Lbg. Seen)
356,Ratzeburg (Stimmbezirk Grundschule Ratzeburg St. Georgsberg I)
357,Ratzeburg (Stimmbezirk Grundschule Ratzeburg St. Georgsberg II)
358,Ratzeburg (Stimmbezirk Kindertagesstätte Hand in Hand)
359,Ratzeburg (Stimmbezirk Rathaus Bürgerbüro)
360,Ratzeburg (Stimmbezirk Seniorenwohnsitz AMEOS)
361,Rausdorf (Gemeinde)
362,Rausdorf (Stimmbezirk Rausdorf)
363,Reinbek (Briefwahlbezirk Briefwahl I)
364,Reinbek (Briefwahlbezirk Briefwahl II)
365,Reinbek (Briefwahlbezirk Briefwahl III)
366,Reinbek (Briefwahlbezirk Briefwahl IV)
367,Reinbek (Briefwahlbezirk Briefwahl V)
368,Reinbek (Briefwahlbezirk Briefwahl VI)
369,Reinbek (Briefwahlbezirk Briefwahl VII)
370,Reinbek (Gemeinde)
371,Reinbek (Stimmbezirk 001 DRK-Zentrum)
372,Reinbek (Stimmbezirk 002 DRK-Zentrum)
373,Reinbek (Stimmbezirk 003 Begegnungsstätte Neuschönningstedt)
374,Reinbek (Stimmbezirk 004 Begegnungsstätte Neuschönningstedt)
375,Reinbek (Stimmbezirk 005 Feuerwache Ohe)
376,Reinbek (Stimmbezirk 006 Grundschule Schönningstedt)
377,Reinbek (Stimmbezirk 007 Grundschule Schönningstedt)
378,Reinbek (Stimmbezirk 008 Rathaus Reinbek)
379,Reinbek (Stimmbezirk 009 Rathaus Reinbek)
380,Reinbek (Stimmbezirk 010 Grundschule Klosterbergen)
381,Reinbek (Stimmbezirk 011 Grundschule Klosterbergen)
382,Reinbek (Stimmbezirk 012 Campusschule)
383,Reinbek (Stimmbezirk 013 Campusschule)
384,Reinbek (Stimmbezirk 014 Campusschule)
385,Ritzerau (Gemeinde)
386,Ritzerau (Stimmbezirk Ritzerau)
387,Roseburg (Gemeinde)
388,Roseburg (Stimmbezirk Roseburg)
389,Sahms (Gemeinde)
390,Sahms (Stimmbezirk Gemeinde Sahms)
391,Salem (Gemeinde)
392,Salem (Stimmbezirk Salem I)
393,Salem (Stimmbezirk Salem II)
394,Schmilau (Gemeinde)
395,Schmilau (Stimmbezirk Schmilau)
396,Schnakenbek (Gemeinde)
397,Schnakenbek (Stimmbezirk Gemeinde Schnakenbek)
398,Schretstaken (Gemeinde)
399,Schretstaken (Stimmbezirk Schretstaken 009)
400,Schulendorf (Gemeinde)
401,Schulendorf (Stimmbezirk Schulendorf)
402,Schwarzenbek (Briefwahlbezirk Briefwahl 1)
403,Schwarzenbek (Briefwahlbezirk Briefwahl 2)
404,Schwarzenbek (Briefwahlbezirk Briefwahl 3)
405,Schwarzenbek (Gemeinde)
406,Schwarzenbek (Stimmbezirk Blinde Koppel)
407,Schwarzenbek (Stimmbezirk Forsthof)
408,Schwarzenbek (Stimmbezirk Mühlenkamp Nord)
409,Schwarzenbek (Stimmbezirk Mühlenkamp Südost)
410,Schwarzenbek (Stimmbezirk Nordost)
411,Schwarzenbek (Stimmbezirk Rülau / Industriegebiet)
412,Schwarzenbek (Stimmbezirk Schwarzenbek Mitte)
413,Schwarzenbek (Stimmbezirk Schwarzenbek Süd)
414,Seedorf (Gemeinde)
415,Seedorf (Stimmbezirk Seedorf I)
416,Seedorf (Stimmbezirk Seedorf II)
417,Siebeneichen (Gemeinde)
418,Siebeneichen (Stimmbezirk Siebeneichen)
419,Siek (Gemeinde)
420,Siek (Stimmbezirk Siek)
421,Stapelfeld (Gemeinde)
422,Stapelfeld (Stimmbezirk Stapelfeld)
423,Sterley (Gemeinde)
424,Sterley (Stimmbezirk Sterley)
425,Talkau (Gemeinde)
426,Talkau (Stimmbezirk Talkau 010)
427,Tramm (Gemeinde)
428,Tramm (Stimmbezirk Tramm)
429,Trittau (Gemeinde)
430,Trittau (Stimmbezirk Trittau)
431,Walksfelde (Gemeinde)
432,Walksfelde (Stimmbezirk Walksfelde)
433,Wangelau (Gemeinde)
434,Wangelau (Stimmbezirk Gemeinde Wangelau)
435,Wentorf b. Hbg. (Briefwahlbezirk Briefwahlbezirk I)
436,Wentorf b. Hbg. (Briefwahlbezirk Briefwahlbezirk II)
437,Wentorf b. Hbg. (Gemeinde)
438,Wentorf b. Hbg. (Stimmbezirk Altentagesstätte Alte Schule)
439,Wentorf b. Hbg. (Stimmbezirk Ev. Kirche)
440,Wentorf b. Hbg. (Stimmbezirk Feuerwehrgerätehaus)
441,Wentorf b. Hbg. (Stimmbezirk Gemeinschaftsschule)
442,Wentorf b. Hbg. (Stimmbezirk Gymnasium I)
443,Wentorf b. Hbg. (Stimmbezirk Gymnasium II)
444,Wentorf b. Hbg. (Stimmbezirk Kindergarten Zauberwald)
445,Wentorf b. Hbg. (Stimmbezirk Kita Sportini Kids)
446,Wentorf b. Hbg. (Stimmbezirk Kita Sportini)
447,Wentorf b. Hbg. (Stimmbezirk Rathaus)
448,Wentorf b. Hbg. (Stimmbezirk Sport-und Jugendheim)
449,Wentorf b. Hbg. (Stimmbezirk Zur Alten 16)
450,Wiershop (Gemeinde)
451,Wiershop (Stimmbezirk Wiershop)
452,Witzeeze (Gemeinde)
453,Witzeeze (Stimmbezirk Witzeeze)
454,Witzhave (Gemeinde)
455,Witzhave (Stimmbezirk Witzhave)
456,Wohltorf (Gemeinde)
457,Wohltorf (Stimmbezirk Wohltorf 1)
458,Wohltorf (Stimmbezirk Wohltorf 2)
459,Woltersdorf (Gemeinde)
460,Woltersdorf (Stimmbezirk Woltersdorf 011)
461,Worth (Gemeinde)
462,Worth (Stimmbezirk Worth)
463,Ziethen (Gemeinde)
464,Ziethen (Stimmbezirk Ziethen)
