value,name
1,Wahlkreis 62 (alle Wahlbezirke)
2,Am Mellensee (Urnenwahlbezirk 1)
3,Am Mellensee (Urnenwahlbezirk 2)
4,Am Mellensee (Urnenwahlbezirk 3)
5,Am Mellensee (Urnenwahlbezirk 4)
6,Am Mellensee (Urnenwahlbezirk 5)
7,Am Mellensee (Urnenwahlbezirk 6)
8,Am Mellensee (Urnenwahlbezirk 7)
9,Am Mellensee (Urnenwahlbezirk 8)
10,Am Mellensee (Urnenwahlbezirk 9)
11,Am Mellensee (Briefwahlbezirk 9010)
12,Am Mellensee (Briefwahlbezirk 9011)
13,Am Mellensee (Briefwahlbezirk 9012)
14,Amt Dahme/Mark (Briefwahlbezirk 9040)
15,Amt Dahme/Mark (Briefwahlbezirk 9041)
16,Amt Dahme/Mark (Briefwahlbezirk 9042)
17,Amt Lieberose/Oberspreewald (Briefwahlbezirk 9505)
18,Amt Lieberose/Oberspreewald (Briefwahlbezirk 9506)
19,Amt Schenkenländchen (Briefwahlbezirk 9412)
20,Amt Schenkenländchen (Briefwahlbezirk 9413)
21,Amt Schenkenländchen (Briefwahlbezirk 9414)
22,Amt Unterspreewald (Briefwahlbezirk 9418)
23,Amt Unterspreewald (Briefwahlbezirk 9419)
24,Amt Unterspreewald (Briefwahlbezirk 9420)
25,Baruth/Mark (Urnenwahlbezirk 1)
26,Baruth/Mark (Urnenwahlbezirk 2)
27,Baruth/Mark (Urnenwahlbezirk 3)
28,Baruth/Mark (Urnenwahlbezirk 4)
29,Baruth/Mark (Urnenwahlbezirk 5)
30,Baruth/Mark (Urnenwahlbezirk 6)
31,Baruth/Mark (Urnenwahlbezirk 7)
32,Baruth/Mark (Urnenwahlbezirk 8)
33,Baruth/Mark (Urnenwahlbezirk 9)
34,Baruth/Mark (Briefwahlbezirk 9027)
35,Baruth/Mark (Briefwahlbezirk 9028)
36,Bestensee (Urnenwahlbezirk 1)
37,Bestensee (Urnenwahlbezirk 2)
38,Bestensee (Urnenwahlbezirk 3)
39,Bestensee (Urnenwahlbezirk 4)
40,Bestensee (Urnenwahlbezirk 5)
41,Bestensee (Urnenwahlbezirk 6)
42,Bestensee (Briefwahlbezirk 9301)
43,Bestensee (Briefwahlbezirk 9302)
44,Bestensee (Briefwahlbezirk 9303)
45,Blankenfelde-Mahlow (Urnenwahlbezirk 1)
46,Blankenfelde-Mahlow (Urnenwahlbezirk 2)
47,Blankenfelde-Mahlow (Urnenwahlbezirk 3)
48,Blankenfelde-Mahlow (Urnenwahlbezirk 4)
49,Blankenfelde-Mahlow (Urnenwahlbezirk 5)
50,Blankenfelde-Mahlow (Urnenwahlbezirk 6)
51,Blankenfelde-Mahlow (Urnenwahlbezirk 7)
52,Blankenfelde-Mahlow (Urnenwahlbezirk 8)
53,Blankenfelde-Mahlow (Urnenwahlbezirk 9)
54,Blankenfelde-Mahlow (Urnenwahlbezirk 10)
55,Blankenfelde-Mahlow (Urnenwahlbezirk 11)
56,Blankenfelde-Mahlow (Urnenwahlbezirk 12)
57,Blankenfelde-Mahlow (Urnenwahlbezirk 13)
58,Blankenfelde-Mahlow (Urnenwahlbezirk 14)
