date,Deutschland,Deutschland,Afghanistan,Afghanistan,Ägypten,Ägypten,Angola,Angola,Argentinien,Argentinien,Aserbaidschan,Aserbaidschan,Australien,Australien,Bangladesch,Bangladesch,Belarus,Belarus,Belgien,Belgien,Benin,Benin,Bolivien,Bolivien,Brasilien,Brasilien,Bulgarien,Bulgarien,Chile,Chile,Costa Rica,Costa Rica,Dänemark,Dänemark,Dominikanische Republik,Dominikanische Republik,Ecuador,Ecuador,El Salvador,El Salvador,Finnland,Finnland,Frankreich,Frankreich,Ghana,Ghana,Griechenland,Griechenland,Großbritannien,Großbritannien,Guatemala,Guatemala,Guinea,Guinea,Haiti,Haiti,Honduras,Honduras,Indien,Indien,Indonesien,Indonesien,Irak,Irak,Iran,Iran,Israel,Israel,Italien,Italien,Japan,Japan,Jemen,Jemen,Jordanien,Jordanien,Kamerun,Kamerun,Kanada,Kanada,Kasachstan,Kasachstan,Kenia,Kenia,Kirgisistan,Kirgisistan,Kolumbien,Kolumbien,Kuba,Kuba,Libanon,Libanon,Malawi,Malawi,Malaysia,Malaysia,Mali,Mali,Marokko,Marokko,Mexiko,Mexiko,Mosambik,Mosambik,Nepal,Nepal,Niederlande,Niederlande,Niger,Niger,Nigeria,Nigeria,Norwegen,Norwegen,Österreich,Österreich,Pakistan,Pakistan,Papua-Neuguinea,Papua-Neuguinea,Paraguay,Paraguay,Peru,Peru,Philippinen,Philippinen,Polen,Polen,Portugal,Portugal,Ruanda,Ruanda,Rumänien,Rumänien,Russland,Russland,Sambia,Sambia,Saudi-Arabien,Saudi-Arabien,Schweden,Schweden,Schweiz,Schweiz,Senegal,Senegal,Serbien,Serbien,Sierra Leone,Sierra Leone,Simbabwe,Simbabwe,Singapur,Singapur,Slowakei,Slowakei,Somalia,Somalia,Spanien,Spanien,Sri Lanka,Sri Lanka,Südafrika,Südafrika,Sudan,Sudan,Südkorea,Südkorea,Südsudan,Südsudan,Syrien,Syrien,Tadschikistan,Tadschikistan,Thailand,Thailand,Togo,Togo,Tschad,Tschad,Tschechien,Tschechien,Tunesien,Tunesien,Türkei,Türkei,Uganda,Uganda,Ukraine,Ukraine,Ungarn,Ungarn,USA,USA,Usbekistan,Usbekistan,Venezuela,Venezuela,Vereinigte Arabische Emirate,Vereinigte Arabische Emirate,Vietnam,Vietnam
2021-02-09,2.89,1.41,,,,,,,0.71,0.42,,,,,0.11,,,,3.19,1.29,,,,,1.78,,0.64,0.26,5.67,0.23,,,3.38,2.57,,,,,,,3.13,0.97,3.16,0.55,,,3.31,0.89,19.24,,,,,,,,,,0.48,,0.31,0.08,,,0,,41.84,26.3,2.52,2.06,,,,,,,,,2.44,0.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.44,0.98,2.92,1.39,,,,,,,0.01,,,,3.41,1.27,3.16,1.16,,,3.47,1.37,,,,,,,,,4.24,0.7,,,,,,,,,,,3.67,0.78,,,2.87,1.9,0.81,,,,,,,,,,,,,,,,,,,,2.56,1.13,,,,,,,,,3.03,1.18,9.83,2.94,,,,,,,,
2021-02-10,2.98,1.51,,,,,,,0.75,0.44,,,,,0.21,,,,3.25,1.45,,,,,1.91,0.02,0.68,0.27,7.09,0.28,,,3.44,2.64,,,,,,,3.21,1.01,3.26,0.66,,,3.39,1.02,19.9,0.77,,,,,,,,,0.51,,0.35,0.1,,,,,42.65,27.13,2.59,2.11,,,,,,,,,2.46,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.87,1.15,2.96,1.6,0.01,,,,,,0.06,,,,,,3.21,1.26,,,3.49,1.56,,,,,,,,,4.43,0.81,,,8.71,0.7,,,,,,0.1,3.79,0.9,,,2.95,2.02,,,,,,,,,,,,,,,,,,,,,2.61,1.25,,,,,,,,,3.05,1.21,10.1,3.13,,,,,,,,
2021-02-11,3.07,1.59,,,,,,,0.8,0.47,,,,,,,,,3.32,1.7,,,,,2.04,0.04,0.74,0.28,8.41,,,,3.53,2.68,,,,,,,3.38,1.09,3.39,0.81,,,3.46,1.17,20.64,0.78,,,,,,,,,0.54,,0.37,0.13,,,,,43.58,27.96,2.68,2.14,,,,,,,,,2.5,0.65,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.26,1.31,3.02,1.82,,,,,,,0.17,,,,3.73,1.53,3.25,1.43,,,3.51,1.74,,,,,,,,,4.62,0.93,,,,,,,,,,,3.92,1.02,,,3.04,2.14,0.83,,,,,,,,,,,,,,,,,,,,2.66,1.4,,,,,,,,,3.21,1.25,10.38,3.35,,,,,,,,
2021-02-12,3.17,1.68,,,,,,,0.81,0.49,,,,,,,,,,1.94,,,,,2.16,0.05,0.78,,9.61,,,,3.74,2.81,,,,,,,3.57,1.15,3.5,0.92,,,3.52,1.34,21.44,,,,,,,,,,,,,,,,,,44.03,28.39,2.78,2.17,,,,,,,,,2.53,0.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.41,1.38,3.12,2.02,,,,,,,0.26,,,,3.82,1.65,3.33,1.67,,,3.53,1.92,,,,,,,,,4.8,1.04,,,10.44,1.85,,,,,,,4.06,1.14,,,,,0.84,,,,,,,,,,,,,,,,,,,,2.73,1.54,,,3.64,0.4,,,,,3.42,1.29,10.71,3.61,,,,,,,,
2021-02-13,3.24,1.73,,,,,,,,0.52,,,,,0.45,,,,,2.01,,,,,2.33,0.08,,,9.76,,,,3.85,2.82,,,,,,,3.72,,3.53,0.95,,,3.56,1.49,22.19,,,,,,,,,,0.58,0,,0.15,,,,,44.35,28.74,2.86,,,,,,,,,,2.56,0.76,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,,,2.08,,,,,,,0.32,,,,3.87,1.69,3.42,1.93,,,3.55,2.08,,,,,,,,,4.84,1.08,,,,,,,,,,,4.13,,,,,,0.87,,,,,,,,,,,,,,,,,,,,2.74,1.57,,,3.86,0.54,,,,,3.47,1.33,11.08,3.91,,,,,,,,
2021-02-14,3.29,1.76,,,,,,,,,,,,,0.55,,,,3.38,2.03,,,,,2.37,0.09,0.79,0.3,9.79,,,,3.96,2.84,,,,,,,3.78,,3.54,0.96,,,,,22.54,0.79,,,,,,,,,,,0.39,0.16,,,,,45.21,29.54,2.9,2.18,,,,,,,,,2.57,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,4.05,0.57,,,,,4.43,1.39,3.18,2.1,,,,,,,0.34,,,,3.9,1.71,3.5,2.03,,,3.57,2.22,,,,,,,3.87,1.62,4.85,1.09,,,11.83,2.67,,,,,,,4.33,1.15,,,3.19,2.29,0.88,,,,,,,,,,,,,,,,,,,,2.75,1.58,,,3.96,0.58,,,,,3.48,1.34,11.45,4.21,,,,,,,,
2021-02-15,3.37,1.83,,,,,,,0.82,,,,,,0.69,,,,3.4,2.13,,,,,2.39,0.1,0.81,0.31,11.18,,1.07,0.84,4.2,2.89,,,,,,,3.79,1.21,3.6,1.07,,,3.7,1.62,22.94,0.8,,,,,,,,,0.61,0.01,0.4,0.18,,,,,46.15,30.41,3,2.19,,,,,,,,,2.58,0.82,,,,,,,,,,,,,,,,,,,,,0.51,,,,,,,,,,,,4.45,1.4,3.23,2.13,,,,,,,0.37,,,,3.97,1.74,3.54,2.12,0,,3.62,2.36,,,,,,,,,4.96,1.19,,,,,,,,,,,4.45,1.28,,,3.27,2.35,0.9,,,,,,,,,,,,,,,,,,,,2.81,1.67,,,4.28,0.68,,,,,3.54,1.36,,,,,,,,,,
2021-02-16,3.47,1.9,,,,,,,,,,,,,0.83,,,,3.44,2.22,,,,,2.5,0.13,0.84,0.33,12.33,,,,4.42,2.91,0,,,,,,3.91,1.22,3.67,1.22,,,3.82,1.71,23.48,0.82,,,,,,,,,0.63,,0.41,0.2,,,,,47.12,31.31,3.1,2.2,,,,,,,,,2.6,0.87,,,,,,,,,,,,,,,,,,,,,0.64,0.07,,,,,,,,,,,4.56,1.45,3.31,2.22,,,,,,,0.39,,,,4.07,1.83,3.59,2.17,,,3.72,2.5,,,,,,,,,5.1,1.32,,,,,,,,,,,4.54,1.39,,,3.36,2.39,0.92,,,,,,,,,,,,,,,,,,,,2.89,1.75,,,4.72,0.77,,,,,3.61,1.4,11.86,4.49,,,,,,,,
2021-02-17,3.58,1.96,,,,,,,0.83,0.53,,,,,0.96,,,,3.5,2.33,,,,,2.51,0.26,0.89,0.35,13.31,,,,4.6,2.92,0.01,,0.04,0.01,0,,4.14,1.24,3.74,1.37,,,3.96,1.83,24.19,0.85,,,,,,,,,0.64,0.02,0.42,0.22,,,0.01,,47.83,32.18,3.22,2.22,,,,,,,,,2.61,0.91,,,,,,,,,,,,,,,,,,,,,0.74,0.08,,,,,,,,,,,4.97,1.64,3.42,2.32,0.02,,,,,,0.41,,,,4.26,2.05,3.69,2.23,,,3.82,2.63,,,,,,,,,5.22,1.47,,,,,,,,,,,4.64,1.5,,,3.5,2.45,0.98,,,,,,,,,,,,,,,,,,,,2.98,1.83,,,5.31,0.88,,,,,3.78,1.46,12.04,4.63,,,,,,,,
2021-02-18,3.69,2.03,,,,,,,0.87,0.54,,,,,1.12,,,,3.59,2.48,,,,,2.58,0.34,0.94,0.37,14.12,,,,4.8,2.93,0.05,,,,,,4.4,1.27,3.84,1.55,,,4.13,1.96,24.86,0.87,,,,,,,,,0.68,0.03,0.43,0.23,,,,,48.63,33.1,3.36,2.23,,,,,,,,,2.63,0.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.32,1.85,3.55,2.42,,,,,,,0.43,,,,4.47,2.29,3.83,2.31,,,3.92,2.74,,,,,,,,,5.35,1.65,,,,,,,0,,4.27,1.88,4.73,1.63,,,3.77,2.5,1.09,,0,0,,,,,,,,,,,,,,,,,3.1,1.9,,,5.96,1.03,,,,,4.06,1.58,12.27,4.83,,,,,,,,
2021-02-19,3.81,2.09,,,,,,,0.92,0.56,,,,,,,,,3.75,2.6,,,,,2.65,0.42,1.12,0.38,14.87,,,,5.04,2.94,0.09,,,,,,4.73,1.29,3.94,1.68,,,4.31,2.07,25.41,0.89,,,,,,,,,0.7,0.05,,,,,,,49.08,33.54,3.5,2.24,0,,,,,,,,2.69,1.03,,,,,,,,,,,,,,,,,,,6.39,0.01,0.9,0.32,,,,,,,,,,,5.52,,3.7,2.51,,,,,,,0.52,,,,4.61,2.42,4.1,2.43,,,4.01,2.84,,,,,,,,,5.46,1.81,,,,,,,,,,,4.84,1.75,,,,,1.23,,0.01,0.01,,,,,,,,,,,,,,,,,3.21,1.97,,,6.38,1.16,,,,,4.42,1.79,12.55,5.09,,,,,,,,
2021-02-20,3.9,2.14,,,,,,,0.99,,,,,,1.26,,,,3.78,,,,,,2.71,0.5,1.17,,,,,,5.21,2.95,0.12,,,,,,4.99,1.31,,1.72,,,4.47,2.18,25.9,0.91,,,,,,,,,0.72,0.06,0.45,0.27,,,,,49.45,33.87,3.62,,,,,,,,,,2.78,1.07,,,,,,,,,,,,,,,,,,,6.63,0.04,0.94,,,,1.38,,,,,,,,,1.94,3.82,,,,,,,,0.6,,,,4.68,2.45,4.34,2.56,,,4.1,2.93,,,,,,,,,5.49,1.86,,,,,,,,,,,4.96,,,,,,1.41,,0.02,0.02,,,,,,,,,,,,,,,,,3.23,1.98,,,6.52,1.22,,,,,4.61,1.97,12.8,5.35,,,,,,,,
2021-02-21,3.97,2.17,,,,,,,1.01,,,,,,,,,,3.8,2.61,,,,,2.74,0.53,1.33,0.39,14.92,,,,5.4,2.96,0.13,,,,,,,,3.97,1.73,,,4.49,2.2,26.11,0.92,,,,,,,,,0.73,0.07,,,,,,,50.37,34.78,3.7,2.25,,,,,,,,,2.86,1.11,,,,,,,,,,,,,,,,,,,,,0.96,,,,,,5.13,0.96,,,,,5.53,,3.89,2.53,0.03,,,,,,0.61,,,,4.72,2.46,4.5,2.6,,,4.17,2.99,,,,,,,4.56,2.45,5.5,1.87,,,,,,,,,,,5.08,1.76,,,4.05,2.56,1.58,,0.03,0.03,,,,,,,,,,,,,,,,,3.24,1.99,,,6.54,1.25,,,,,4.69,2.08,13.05,5.64,,,,,,,,
2021-02-22,4.09,2.24,0,,,,,,1.02,0.58,,,0,,1.4,,,,3.89,2.64,,,,,2.76,0.55,1.48,0.4,15.49,,1.12,0.86,5.63,2.98,,,,,0.09,,,,4.03,1.84,,,4.67,2.34,26.39,0.95,,,,,,,,,0.75,0.08,,,,,,,51.35,35.7,3.87,2.26,,,,,0.49,0.29,,,2.94,1.19,,,,,,,,,,,,,,,,,,,6.91,0.06,0.99,0.35,,,,,,,,,,,5.58,1.95,3.94,2.55,,,,,0,,0.7,,,,4.82,2.47,4.55,2.61,,,4.26,3.07,,,,,,,,,5.58,2.02,,,,,,,0.01,,,,5.18,1.88,,,4.19,2.58,1.65,,0.04,0.04,,,,,,,,,,,,,,,,,3.33,2.05,,,6.8,1.3,,,,,4.73,2.13,13.2,5.81,,,0,,,,,
2021-02-23,4.22,2.31,,,,,,,1.07,,,,0.01,,1.51,,,,3.99,2.71,,,,,2.82,0.61,1.71,0.43,15.98,,,,5.88,3.01,,,,,,,,,4.1,1.97,,,4.85,2.47,26.87,0.99,,,,,,,,,0.77,0.1,0.46,0.29,,,,,52.24,36.52,4.03,2.27,,,,,,,,,3.02,1.24,,,,,,,,,,,,,,,,,,,7.14,0.08,1.04,0.36,,,,,,,,,,,5.69,2.05,4.06,2.6,,,,,,,0.79,,,,,,4.67,2.63,,,4.35,3.13,,,,,,,,,5.69,2.21,0,,12.16,6.95,,,0.03,,,,5.29,2,,,4.41,2.61,1.71,,0.05,0.05,,,,,,,,,,,,,,,,,3.45,2.11,,,7.24,1.4,,,,,4.88,2.16,13.32,5.94,,,,,35.19,22.12,,
2021-02-24,4.36,2.38,,,,,,,1.14,0.59,,,0.03,,1.62,,,,4.12,2.78,,,,,2.88,0.68,1.96,0.46,16.43,,,,6.11,3.04,0.24,,0.12,0.02,,,5.46,1.36,4.19,2.09,,,5.01,2.61,27.53,1.03,,,,,,,,,0.79,0.11,0.5,0.3,,,,,52.94,37.24,4.22,2.28,0.01,,,,,,,,3.1,1.28,0.11,0.01,,,,,,,,,,,,,,,,,7.89,0.1,1.11,0.37,,,,,,,,,,,5.9,2.48,4.24,2.64,,,,,0.01,,0.86,,,,5.18,2.73,4.91,2.65,,,4.44,3.18,,,,,,,,,5.8,2.41,0.02,,12.59,7.16,,,0.05,,,,5.4,2.13,,,4.71,2.63,1.84,,0.07,0.07,,,,,,,,,,,,,,,,,3.58,2.17,,,7.53,1.5,,,,,5.26,2.18,13.53,6.16,,,,,,,,
2021-02-25,4.51,2.45,,,,,,,1.24,0.6,,,0.07,,1.73,,,,4.31,2.86,,,,,2.92,0.75,2.21,0.5,16.88,,,,6.36,3.05,,,,,0.25,,5.77,1.4,4.34,2.22,,,5.18,2.75,28.25,1.08,0,,,,,,,,0.81,0.13,0.53,0.31,,,,,53.54,37.99,4.42,2.3,,,,,,,,,3.21,1.32,,,,,,,,,,,,,,,0,,,,8.56,0.12,1.21,0.41,,,,,,,,,,,6.1,2.97,4.43,2.68,,,,,,,0.9,,,,,,5.19,2.68,,,4.53,3.19,,,,,,,,,5.91,2.63,0.07,,12.91,7.31,,,0.07,,,,5.46,2.27,,,5.05,2.66,,,0.09,0.09,,,,,,,,,,,,,,,,,3.75,2.22,,,7.8,1.66,,,0,,5.4,2.49,13.78,6.45,,,,,,,,
2021-02-26,4.68,2.53,,,,,,,1.37,0.63,,,0.1,,,,,,4.53,2.92,,,,,2.99,0.83,2.41,,17.29,,,,6.98,3.07,,,,,,,6.26,1.44,4.5,2.33,,,5.34,2.89,28.99,1.13,,,,,,,,,0.84,0.16,0.58,0.32,,,,,53.83,38.36,4.62,2.33,0.02,,,,,,,,3.36,1.36,,,,,,,,,,,,,,,0.02,,,,9.02,0.26,1.33,,,,,,,,,,,,6.26,,4.7,2.74,,,,,,,0.95,,,,5.55,3.09,5.59,2.71,,,4.63,3.2,,,,,,,,,6,2.81,0.13,,13.02,7.45,,,0.08,,,,5.53,2.44,,,,,1.9,,,,,,,,,,,,,,,,,,,,3.9,,,,8,1.84,,,,,5.83,2.53,14.11,6.76,,,,,,,,
2021-02-27,4.81,2.58,,,,,,,1.54,0.64,,,0.12,,1.81,,,,4.56,,,,,,3.03,0.89,2.48,,17.34,,,,7.09,3.1,,,,,,,6.53,,4.58,2.36,,,5.49,3.01,29.59,1.17,,,,,,,,,0.85,,0.59,0.36,,,,,54.05,38.6,4.81,2.35,,,,,,,,,3.5,1.38,,,,,,,,,,,,,,,0.04,,,,9.31,0.44,1.41,,,,,,,,,,,,6.27,,4.96,2.76,,,,,,,0.97,,,,,,5.94,2.77,,,4.71,,,,,,,,,,6.02,2.86,0.15,,13.54,,,,0.11,,,,5.67,,,,,,2.06,,0.11,0.11,,,,,,,,,,,,,,,,,3.93,2.27,,,8.13,1.97,,,,,7.02,2.58,14.48,7.09,,,,,,,,
2021-02-28,4.91,2.61,0.02,,,,,,1.62,,,,,,1.89,,,,4.57,2.93,,,,,3.07,,2.52,0.54,17.35,0.29,,,7.28,3.12,,,,,,,6.69,1.46,4.59,2.37,,,,,29.87,1.2,,,,,,,0.03,,0.86,0.18,0.62,0.37,,,,,54.51,39.24,4.93,2.36,,,,,,,,,3.61,1.39,,,,,,,,,,,,,,,0.06,,,,,,1.47,,,,,,6.49,1.62,,,,,6.28,3.16,5.07,2.77,,,,,,,0.98,,,,5.68,3.14,6.16,2.78,,,4.76,,,,,,,,5.57,2.99,6.03,2.88,0.16,,13.59,7.52,,,0.13,,,,5.77,2.45,,,5.49,2.7,2.18,,,,,,0.04,,,,,,,,,,,,,,3.95,2.28,,,8.15,1.99,,,,,7.09,2.61,14.88,7.41,,,,,,,,
2021-03-01,5.08,2.67,,,,,0,,1.67,0.65,2.89,,0.13,,,,,,4.66,2.95,,,,,3.08,0.9,2.66,0.56,18.06,0.3,2.04,0.91,7.62,3.14,0.55,,0.2,,,,6.94,1.48,4.68,2.44,0,,5.7,3.14,30.17,1.24,0.01,,,,,,,,0.89,0.19,,,0,,,,55.04,39.95,5.11,2.4,,,,,,,,,3.73,1.43,,,,,,,,,,,,,,,0.11,,,,9.67,0.63,1.52,,,,,,,,,,,,6.39,3.17,5.16,2.78,,,,,,,1,0,,,5.79,3.15,6.28,2.81,,,4.92,3.21,,,,,,,,,6.15,3.01,0.21,,13.91,7.7,,,0.14,,5.43,3.54,5.88,2.62,,,5.65,2.71,2.38,,0.12,0.12,,,0.05,,,,0,,,,0,,,,,,4.13,2.31,,,8.27,2.13,,,0.01,,7.47,,15.17,7.61,,,,,,,,
2021-03-02,5.28,2.73,,,,,,,1.82,0.67,,,0.16,,2.03,,,,4.81,3.01,,,,,3.2,0.96,2.91,,18.9,0.36,,,7.91,3.16,0.97,,,,,,,,4.83,2.54,,,5.93,3.26,30.5,1.32,,,,,,,,,0.94,0.2,0.72,0.39,,,,,55.51,40.7,5.33,2.45,,,,,,,,,3.89,1.45,,,,,,,,,,,,,,,0.17,,,,9.91,0.8,1.56,0.44,,,,,,,,,,,6.59,3.24,5.42,2.8,,,,,,,1.03,0.01,0,,,,6.43,2.82,,,5.11,,2.85,0.75,,,,,,,6.28,3.18,0.24,,14.27,7.8,,,0.17,,,,5.98,2.8,,,5.93,2.75,2.59,,0.13,0.13,,,0.18,,,,,,,,0.01,,,,,,4.38,2.34,,,8.45,2.31,,,,,7.85,2.62,15.48,7.82,,,,,,,,
2021-03-03,5.49,2.81,,,,,,,1.94,0.68,3.33,,0.2,,,,,,5.01,3.07,,,,,3.35,1.02,2.97,0.6,19.72,1.17,,,8.13,3.18,1.49,,,,,,7.3,1.5,5,2.64,,,6.17,3.34,30.91,1.42,,,,,,,,,1,0.21,0.84,0.4,,,,,55.99,41.47,5.57,2.52,,,,,,,,,4.07,1.47,,,,,,,,,,,,,,,0.24,,,,10.15,0.98,1.59,0.46,,,,,,,,,,,6.92,3.59,5.7,2.83,,,,,,,1.05,0.04,,,6.18,3.39,6.57,2.84,,,5.31,3.22,2.94,0.82,,,,,,,6.44,3.36,0.27,,14.7,7.86,,,0.19,,,,6.06,2.97,,,6.25,2.8,2.8,,0.14,0.14,,,0.31,,,,,,,,,,,,,,4.67,2.39,,,8.59,2.46,,,0.02,,8.13,2.77,15.8,8.06,,,,,,,,
2021-03-04,5.71,2.89,,,,,,,2.08,0.69,,,0.24,,2.17,,,,5.37,3.14,,,,,3.49,1.09,3.19,0.67,20.48,2.04,,,8.43,3.21,2.1,,0.3,,,,7.68,1.51,5.24,2.74,,,6.42,3.41,31.46,1.52,,,,,,,,,1.07,0.23,,,,,,,56.45,42.38,5.82,2.6,0.03,,,,,,,,4.27,1.48,,,0,,,,,,,,,,,,0.3,,,,10.35,1.12,,,,,,,,,,,,,7.22,3.94,5.98,2.86,,,,,,,1.06,0.13,0.01,,6.41,3.61,6.8,2.89,,,5.5,3.26,3.22,0.9,,,,,,,6.64,3.54,0.31,,14.89,8.29,,,,,5.98,3.67,6.14,3.13,,,6.69,2.87,3.04,,0.16,0.16,,,0.45,,,,,,,,,,,,,,4.98,2.43,,,8.72,2.62,,,0.03,,8.93,2.9,16.16,8.31,,,0.04,,,,,
2021-03-05,5.96,2.97,,,,,,,2.28,0.72,,,0.28,,,,,,5.7,3.2,,,0.09,,3.62,1.16,3.38,,21.19,2.88,2.79,1.01,8.72,3.31,2.8,,0.37,,,,8.1,1.52,5.54,2.83,,,6.7,3.47,32.11,1.61,,,,,,,,,1.16,0.25,0.88,,,,,,56.65,42.84,6.07,2.69,0.04,,,,,,,,4.49,,,,,,,,,,,,,,,,0.35,,,,10.51,1.35,1.65,,,,,,,,,,,,7.45,4.06,6.36,2.89,,,,,,,1.07,0.23,,,,,7.16,2.95,0.58,,5.7,3.31,3.36,0.96,,,,,,,6.8,3.7,0.37,,15.07,8.72,,,0.21,,,,6.25,3.26,,,,,3.27,,,,,,0.59,,,,,,,,,,,,,,5.25,2.48,,,8.83,2.74,,,,,9.83,3.16,16.61,8.58,,,,,,,,
2021-03-06,6.14,3.03,,,,,,,,,,,0.3,,,,,,5.76,,,,,,,,3.41,,21.24,3.01,,,8.97,3.38,3.46,,,,,,8.67,,5.84,2.86,,,6.96,3.51,32.72,1.65,,,,,,,,,1.24,,,,,,,,56.77,43.14,6.3,2.75,,,,,,,,,4.68,1.49,,,,,,,,,,,,,,,0.39,,,,10.6,1.57,1.68,,,,,,,,,,,,,,6.65,2.92,,,,,0.02,,,0.28,0.02,,6.68,3.76,7.47,3.03,1.23,,5.91,3.35,3.48,1.03,,,,,,,6.84,3.74,0.38,,,9.11,,,,,,,6.53,3.29,,,,,3.38,,,,,,0.62,,,,,,,,,,,,,,5.36,,,,8.9,2.81,,,,,10.16,3.18,17.15,8.9,,,,,,,,
2021-03-07,6.27,3.07,,,,,,,2.62,,,,0.32,,2.24,,,,5.78,3.21,,,0.83,,,,3.43,0.72,21.25,3.04,,,9.17,3.45,,,,,,,,,6.02,2.87,,,,,32.96,1.68,,,,,,,,,1.25,0.27,1.06,0.41,,,,,57.13,43.98,6.44,2.78,,,,,,,,,4.83,1.5,,,,,,,,,,,,,,,0.43,,,,,,,,0,,,,7.72,2.11,,,,,7.46,,6.77,2.93,,,,,,,1.08,0.29,0.03,,,,7.59,3.07,1.53,,6.1,3.39,3.51,,,,,,7.06,3.37,6.85,3.75,0.39,,15.14,9.12,,,0.22,,6.48,3.71,6.7,3.3,,,7.12,2.96,3.41,,,,,,0.63,,,,,,,,,,,,,,5.47,2.49,,,8.92,2.84,,,,,10.38,3.19,17.6,9.18,,,,,,,,
2021-03-08,6.5,3.13,,,,,0.02,,2.66,0.76,,,0.34,,,,,,5.91,3.22,,,0.88,,,,3.5,0.73,21.96,4.16,2.98,1.04,9.34,3.56,3.69,,,,,,8.69,,6.18,2.94,0.65,,7.23,3.57,33.28,1.74,,,,,,,,,1.37,0.29,,,,,,,57.44,44.82,6.66,2.86,0.06,,,,,,,,5.03,,,,,,,,,,,,,,,,0.52,,,,10.73,1.76,1.74,,,,,,,,,,,,7.55,4.07,6.89,2.95,,,,,,,1.14,0.32,0.04,,6.79,3.79,7.64,3.14,1.61,,6.3,3.42,3.52,1.05,,,,,,,7,3.86,0.4,,15.89,9.16,,,,,6.71,3.74,6.8,3.46,,,7.35,3.02,3.44,,0.17,0.17,,,0.76,,,,,,,,,,,,,,5.74,2.54,,,8.97,2.89,,,0.04,,10.84,3.26,17.94,9.42,,,,,,,,
2021-03-09,6.73,3.2,,,,,,,2.88,,4.06,,0.37,,2.44,,,,6.09,3.29,,,0.94,,,,3.61,0.74,22.69,5.41,,,9.53,3.68,4.43,,0.39,,,,8.86,1.53,6.43,3.03,,,7.49,3.63,33.6,1.85,,,,,,,,,1.45,0.32,,,,,,,57.75,45.7,6.9,2.94,0.09,,,,,,,,5.2,1.53,,,,,,,,,,,,,,,0.61,,,,10.88,1.94,1.94,,,,,,,,,,,,7.79,4.15,7.16,2.99,,,,,0.03,,1.2,0.35,0.08,,6.98,3.82,7.73,3.16,1.7,,6.52,3.45,3.53,1.06,,,,,,,7.2,4.01,,,16.53,9.2,,,,,,,6.86,3.59,,,7.57,3.1,3.47,,0.18,0.18,,,0.88,,,,,,,,,,0,,,,6.08,2.6,,,9.1,3.02,,,0.05,,11.47,3.29,18.27,9.6,,,,,,,,
2021-03-10,7,3.28,,,,,,,3.15,0.77,4.23,,0.42,,,,,,6.33,3.37,,,1,0.08,3.69,1.18,3.69,0.76,23.4,6.79,,,9.73,3.81,5.04,,,,,,9.3,,6.69,3.11,0.97,,7.75,3.68,33.96,1.99,,,,,,,,,1.52,,1.31,0.46,,,,,58.01,46.38,7.17,3.03,0.12,,,,,,,,5.4,1.55,,,0.01,,,,,,,,1.1,0.17,,,0.7,,,,11.05,2.31,2.24,,,,,,,,,,,,8.19,4.48,7.44,3.04,,,,,0.04,,1.23,0.36,0.1,,,,7.82,3.18,1.77,,6.74,3.5,3.61,1.22,,,,,,,7.41,4.14,0.41,,16.84,9.51,,,,,,,6.93,3.71,,,7.85,3.22,3.51,,0.22,0.22,0,,0.99,,,,,,,,0.05,,,,,,6.47,2.66,,,9.18,3.1,,,0.07,,11.9,3.39,18.67,9.84,,,,,,,,
2021-03-11,7.26,3.35,,,,,,,3.46,0.78,4.31,,0.49,,2.56,,,,6.71,3.46,,,1.05,,3.81,1.25,3.89,0.78,24.3,8.08,,,9.81,3.95,5.59,,0.51,,,,9.74,1.54,7.05,3.21,,,7.98,3.75,34.34,2.13,0.11,,,,,,,,1.55,0.34,1.35,0.47,,,,,58.28,47.18,7.44,3.13,0.14,,,,,,,,5.65,1.56,,,,,,,,,,,1.13,0.22,,,0.78,,,,11.19,2.63,,,,,,,,,,,,,8.41,4.8,7.88,3.1,,,,,0.07,,1.26,0.38,,,7.49,4.11,7.96,3.27,1.84,,6.95,3.55,3.68,1.31,,,,,,,7.62,4.28,,,17.06,9.79,,,,,,,7.14,3.83,,,8.06,3.39,,,0.23,0.23,,,1.07,,,,,,,,,,,,,,6.88,2.74,,,9.26,3.2,,,0.09,,12.73,3.64,19.16,10.13,,,,,,,0,
