date,Deutschland,Deutschland,Afghanistan,Afghanistan,Ägypten,Ägypten,Angola,Angola,Argentinien,Argentinien,Aserbaidschan,Aserbaidschan,Australien,Australien,Bangladesch,Bangladesch,Belarus,Belarus,Belgien,Belgien,Benin,Benin,Bolivien,Bolivien,Brasilien,Brasilien,Bulgarien,Bulgarien,Chile,Chile,Costa Rica,Costa Rica,Dänemark,Dänemark,Dominikanische Republik,Dominikanische Republik,Ecuador,Ecuador,El Salvador,El Salvador,Finnland,Finnland,Frankreich,Frankreich,Ghana,Ghana,Griechenland,Griechenland,Großbritannien,Großbritannien,Guatemala,Guatemala,Guinea,Guinea,Haiti,Haiti,Honduras,Honduras,Indien,Indien,Indonesien,Indonesien,Irak,Irak,Iran,Iran,Israel,Israel,Italien,Italien,Japan,Japan,Jemen,Jemen,Jordanien,Jordanien,Kamerun,Kamerun,Kanada,Kanada,Kasachstan,Kasachstan,Kenia,Kenia,Kirgisistan,Kirgisistan,Kolumbien,Kolumbien,Kuba,Kuba,Libanon,Libanon,Malawi,Malawi,Malaysia,Malaysia,Mali,Mali,Marokko,Marokko,Mexiko,Mexiko,Mosambik,Mosambik,Nepal,Nepal,Niederlande,Niederlande,Niger,Niger,Nigeria,Nigeria,Norwegen,Norwegen,Österreich,Österreich,Pakistan,Pakistan,Papua-Neuguinea,Papua-Neuguinea,Paraguay,Paraguay,Peru,Peru,Philippinen,Philippinen,Polen,Polen,Portugal,Portugal,Ruanda,Ruanda,Rumänien,Rumänien,Russland,Russland,Sambia,Sambia,Saudi-Arabien,Saudi-Arabien,Schweden,Schweden,Schweiz,Schweiz,Senegal,Senegal,Serbien,Serbien,Sierra Leone,Sierra Leone,Simbabwe,Simbabwe,Singapur,Singapur,Slowakei,Slowakei,Somalia,Somalia,Spanien,Spanien,Sri Lanka,Sri Lanka,Südafrika,Südafrika,Sudan,Sudan,Südkorea,Südkorea,Südsudan,Südsudan,Syrien,Syrien,Tadschikistan,Tadschikistan,Thailand,Thailand,Togo,Togo,Tschad,Tschad,Tschechien,Tschechien,Tunesien,Tunesien,Türkei,Türkei,Uganda,Uganda,Ukraine,Ukraine,Ungarn,Ungarn,USA,USA,Usbekistan,Usbekistan,Venezuela,Venezuela,Vereinigte Arabische Emirate,Vereinigte Arabische Emirate,Vietnam,Vietnam
2021-03-12,7.57,3.43,,,,,,,3.8,0.84,4.38,,0.53,,,,0.22,0.11,6.98,3.57,,,1.09,,3.93,1.31,4.02,,25.09,9.25,3.69,1.06,9.87,4.13,,,0.66,0.04,,,10.21,1.55,7.48,3.29,,,8.2,3.83,34.89,2.26,0.16,,,,,,,,1.67,0.37,1.38,0.49,,,,,58.41,47.65,7.69,3.23,0.18,0,,,,,,,5.93,,,,,,,,,,,,1.15,0.26,,,0.86,,,,11.3,3.32,2.63,,,,,,,,,,,,,4.96,8.47,3.16,,,,,0.11,,1.29,0.43,,,7.64,4.22,8.17,3.41,1.92,,7.15,3.61,,,,,,,,,7.81,4.41,,,17.58,10.3,,,,,,,7.4,3.95,,,,,3.55,,0.24,0.24,,,,,,,,,,,,,,,,,7.24,2.82,0,,9.32,3.42,,,0.11,,13.39,3.91,19.72,10.47,,,,,,,,
2021-03-13,7.8,3.49,,,,,,,4.15,0.93,4.44,,0.62,,,,,,,3.59,,,,,4,1.34,4.03,0.83,25.21,9.38,,,9.95,4.23,,,0.68,,,,10.61,,7.82,,,,,3.9,35.64,2.33,0.17,,,,,,,,1.76,0.39,1.46,,,,,,58.5,47.94,7.9,3.31,,,,,,,,,6.2,1.57,,,,,,,1.47,0.07,,,,,,,0.91,,,,11.41,3.99,2.8,,0.15,,,,,,,,,,8.45,,8.99,3.22,,,,,0.14,,1.3,0.52,0.18,,7.7,4.23,8.37,3.54,1.96,,7.35,3.66,,,,,,,,,7.85,,,,17.9,10.86,,,,,,,7.73,,,,,,3.6,,,,,,1.15,,,,,,,,0.08,,,,,,7.4,2.83,0.01,,9.35,3.6,,,,,13.66,4.07,20.6,11.04,,,,,,,,
2021-03-14,7.96,3.54,,,,,,,4.28,0.99,4.47,,0.64,,2.67,,,,7.04,3.6,,,1.1,,4.03,1.35,4.04,0.84,25.23,9.4,,,9.97,4.39,,,,,0.39,,10.77,,7.91,3.31,,,,,36.02,2.37,0.19,,,,,,,,1.77,0.4,1.47,0.53,,,,,58.74,48.8,8.02,3.37,,,,,,,,,6.44,1.58,,,0.02,,,,1.58,0.08,,,,,,,0.94,,,,,,2.89,,,,,,8.89,2.62,,,,,,4.97,9.29,3.27,0.16,,,,0.16,,1.31,0.53,,,7.73,4.24,8.47,3.59,1.99,,7.52,3.71,,,,,,,8.86,3.75,7.86,4.44,0.78,,18,11.5,0,,0.24,,,,7.98,3.99,,,,,3.61,,,,,,1.16,,,,,,,,,,,,,,7.52,2.84,,,9.36,3.67,0,,0.12,,13.82,4.13,20.87,11.2,,,,,,,0.01,
2021-03-15,8.18,3.61,,,,,,,4.32,1,,,,,,,,,7.27,3.64,,,1.13,,4.2,1.4,4.05,0.86,26.05,10.83,3.73,1.14,10.02,4.56,6.22,,0.69,0.11,,,10.78,,8.15,3.36,,,8.42,3.91,36.59,2.45,0.24,,,,,,,,1.96,0.43,1.52,0.58,,,,,58.97,49.7,8.2,3.48,0.22,,,,1.53,0.47,,,6.76,1.59,0.37,,,,,,1.71,,,,1.2,0.34,,,1,,,,11.45,4.79,2.94,0.47,,,,,,,,,0,,8.46,4.98,9.5,3.29,,,,,0.17,0,1.36,0.61,,,7.79,4.25,8.58,3.65,2.42,,7.73,3.76,,,,,,,,,7.98,4.56,0.83,,18.36,11.63,,,0.25,,9.39,4.16,8.25,4.06,,,8.45,3.62,3.66,,0.25,0.25,,,1.18,,,,,,,,,,,,,,7.78,2.92,0.02,,9.38,3.97,,,0.14,,13.94,4.14,21.25,11.46,,,,,,,,
2021-03-16,8.31,3.69,0.14,,,,,,4.57,1.06,,,,,2.78,,,,7.64,3.68,,,1.17,,,,4.09,0.89,26.93,12.1,,,10.13,4.72,,,,,,,11.03,1.56,8.35,3.42,,,8.6,4.04,37.23,2.59,0.27,,,,,,0.07,,2.09,0.45,1.63,0.63,,,,,59.18,50.52,8.31,3.6,0.28,,,,,,,,7.06,1.6,,,,,,,1.83,0.09,,,1.26,0.43,,,1.08,,,,11.48,5.31,,,,,,,,,,,,,8.57,4.99,9.75,3.37,,,,,,,1.43,0.69,0.2,,7.89,4.28,8.79,3.68,2.45,,7.96,3.84,,,,,,,,,8.15,4.72,0.86,,18.49,11.67,,,,,,,8.54,4.13,,,8.58,3.7,3.72,,0.27,0.27,,,1.22,,,,,,,,,,,,,,8.14,3.02,,,9.42,4.44,0.01,,,,14.46,4.21,21.57,11.67,,,,,,,,
2021-03-17,8.46,3.78,,,,,,,4.8,1.1,,,,,,,,,7.97,3.76,,,1.2,0.09,4.45,1.52,4.13,0.92,27.72,13.23,,,10.32,4.88,,,,,0.56,,11.48,,8.57,3.48,,,8.78,4.13,37.91,2.77,0.31,,,,,,0.29,,2.22,0.47,1.72,0.69,,,,,59.39,51.2,8.45,3.74,0.33,,,,1.86,0.51,,,7.42,1.62,,,0.04,,,,1.91,0.1,,,1.29,0.48,0.03,,1.14,,,,11.5,5.73,3.19,0.49,,,,,,,,,,,9,5.03,10.04,3.46,,,,,0.18,0.01,1.5,0.76,0.25,,8.12,4.4,8.81,3.74,2.48,,8.17,3.91,3.69,1.67,,,,,,,8.33,4.9,0.87,,18.63,11.89,,,,,,,8.84,4.2,,,8.67,3.86,3.77,,0.28,0.28,,,1.26,,,,,,,,,,,,,,8.49,3.12,,,9.46,4.94,0.02,,0.21,,14.92,4.37,22.03,11.96,,,,,,,0.02,
2021-03-18,8.6,3.87,,,,,0.15,,5.07,1.14,,,,,2.85,,,,8.48,3.9,,,1.24,0.1,4.57,1.55,4.16,0.96,28.5,14.21,,,10.57,5.01,,,,,0.64,,12.12,1.57,8.82,3.54,1.35,,8.97,4.23,38.69,2.96,0.34,,,,,,,,2.35,0.5,1.77,0.71,,,,,59.57,51.87,8.59,3.87,0.39,0.01,,,,,,,7.82,1.63,0.48,0.1,,,,,2.01,,,,1.33,0.56,0.05,,1.2,0,,,,,3.34,0.5,,,,,,,,,,,9.39,5.06,10.34,3.55,,,,,,,1.58,0.81,,,8.36,4.57,8.93,3.95,2.5,,8.4,3.95,3.72,1.7,,,,,,,8.52,5.08,0.89,,18.89,12.15,,,0.27,,,,9.15,4.27,,,8.78,4.04,3.81,,0.3,0.3,,,1.29,,,,,,,,,,,,,,8.84,3.24,,,9.48,5.26,0.03,,,,15.3,4.6,22.57,12.25,,,,,,,,
2021-03-19,8.79,3.97,,,,,,,5.27,1.23,,,,,,,,,8.9,4.07,,,,0.15,4.69,1.58,4.22,1,29.23,15.02,,,10.71,5.21,,,,,,,12.66,,9.16,3.6,,,9.18,4.32,39.59,3.15,0.37,,0.19,,,,0.38,,2.52,0.52,1.87,0.81,,,0.15,,59.65,52.19,8.75,4,0.44,,,,,,,,8.23,1.65,,,,,,,2.12,,,,,,0.08,,1.23,0.01,,,11.54,6.37,,,,,5.49,,,,,,,,9.52,,10.85,3.64,,,,,,,1.65,0.85,,,8.49,4.68,9.05,4.28,2.54,,8.62,3.99,3.8,1.81,,,,,,,8.69,5.22,0.9,,19.16,12.61,,,,,,,9.4,4.38,,,,,3.85,,0.31,0.31,,,,,,,,,,,,,,,,,9.16,3.36,0.06,,9.49,5.73,,,0.24,,15.74,4.82,23.09,12.54,,,,,,,,
2021-03-20,8.99,4.04,,,,,,,5.47,1.31,4.76,,,,2.89,,,,9.08,,,,1.27,0.16,4.75,1.59,4.26,1.02,29.35,15.07,,,10.76,5.29,,,,,,,13.08,,9.4,,,,9.37,4.41,40.7,3.28,0.38,,,,,,,,2.69,,2.02,0.84,,,,,59.71,52.37,8.94,4.1,,,,,,,,,8.58,1.66,,,,,,,2.22,,,,1.36,0.63,,,1.25,0.03,,,,6.57,3.69,0.54,,,,,,,,,,,9.53,,11.27,3.75,,,,,,,,0.87,0.31,,8.55,4.7,9.21,4.55,2.57,,8.86,4.02,3.83,1.86,,,,,,,8.73,,,,19.18,12.62,,,0.28,,,,9.75,4.41,,,,,3.87,,,,,,,,,,,,,,,,,,,,9.31,3.38,,,9.5,5.94,0.04,,,,16.18,4.92,23.73,12.87,,,,,,,,
2021-03-21,9.14,4.08,,,,,,,5.56,,,,,,,,,,9.09,4.08,,,1.28,0.17,4.78,1.6,4.28,1.03,29.36,15.08,,,10.84,5.37,,,0.8,,0.76,,13.21,,9.47,3.62,,,,,41.24,3.36,0.39,,,,,,0.43,,2.72,0.54,2.04,0.85,,,,,59.86,52.84,9.08,4.17,,,,,2.05,0.62,,,8.81,1.67,,,,,,,2.27,0.11,,,1.37,0.65,,,1.28,0.05,,,,,3.8,0.56,,,,,9.4,3.36,,,,,9.54,,11.4,3.8,,,,,,,1.71,0.88,,,8.57,4.71,9.31,4.68,2.58,,9.08,4.03,3.84,1.89,,,,,10.03,4.3,8.74,5.25,0.95,,19.22,12.67,,,,,,,10.01,4.42,,,,,3.88,,,,,,1.33,,,,,,,,,,,,,,9.37,3.4,0.11,,9.51,5.98,0.05,,0.25,,16.45,4.96,24.34,13.2,,,,,,,0.03,
2021-03-22,9.37,4.18,,,,,,,5.61,1.34,,,,,2.98,,,,9.32,4.13,,,1.3,0.24,4.99,1.65,4.35,1.06,30.13,15.72,4.05,2.09,10.92,5.51,,,,,,,13.24,,9.72,3.67,,,9.57,4.52,41.73,3.48,0.4,,,,,,,,2.94,0.57,2.1,0.91,,,,,60.01,53.3,9.3,4.28,0.49,0.02,,,,,,,9.19,1.68,,,,,,,2.31,,,,1.44,0.73,0.13,,1.31,0.1,,,11.55,6.82,3.91,0.57,,,,,,,,,,,9.57,5.08,11.55,3.82,,,,,0.19,,1.74,0.9,,,8.69,4.73,9.38,4.73,2.61,,9.2,4.15,,,,,,,,,8.9,5.38,1.01,,19.31,12.71,,,0.29,0,13.18,5.14,10.34,4.48,,,9.01,4.51,3.92,,,,,,1.34,,,,,,,,,,,,,,9.6,3.51,0.15,,9.54,6.19,0.06,,0.28,,16.94,4.99,24.75,13.43,,,,,,,,
2021-03-23,9.63,4.28,,,,,,,5.79,1.38,,,,,,,,,9.69,4.18,,,1.34,0.36,5.44,1.72,4.47,1.13,30.92,16.19,,,11.02,5.64,7.37,,0.81,,,,13.41,,10.09,3.73,,,9.77,4.65,42.21,3.73,0.44,,0.26,,,,,,3.1,0.59,2.34,1.08,,,,,60.04,53.39,9.55,4.4,0.53,,,,,,,,9.5,1.69,,,,,,,2.43,0.12,,,1.5,0.82,0.2,,1.34,0.16,,,11.56,7.03,,,0.18,,,,,,,,,,9.82,5.1,11.76,4.01,,,,,0.25,,1.78,0.93,0.46,,8.95,4.78,9.47,4.8,2.65,,9.36,4.29,,,,,,,,,9.11,5.53,1.08,,19.55,12.88,,,0.3,0.01,13.66,5.3,10.67,4.57,,,9.1,4.61,,,0.33,0.33,,,1.38,0,,,,,,,,,,,,,9.85,3.64,0.19,,9.59,6.52,0.07,,0.36,,17.56,5.12,25.1,13.61,,,,,,,,
2021-03-24,9.93,4.38,,,,,0.26,,5.96,1.4,,,,,3.08,,,,10.13,4.27,,,1.38,0.49,5.72,1.79,4.62,1.15,31.72,16.53,4.19,2.64,11.19,5.87,,,0.86,0.22,,,13.71,,10.47,3.8,1.61,,,,42.71,4.09,0.46,,,,,,,,3.25,0.6,,,,,,,60.16,53.92,9.84,4.54,0.56,,,,2.46,0.68,,,9.94,1.7,,,0.12,,,,2.58,0.15,,,1.55,0.89,0.29,,1.36,0.23,,,11.61,7.71,4.15,0.6,,,,,,,,,0.13,,10.55,5.17,12.01,4.21,,,,,0.33,,1.83,0.95,,,9.31,4.91,9.67,4.82,,,9.52,4.44,,,,,,,,,9.34,5.68,1.18,,19.66,13.28,,,0.33,0.02,,,11.01,4.64,,,9.29,4.87,,,0.35,0.35,,,1.44,,,,,,,,0.14,0.01,0.51,,,,10.1,3.78,,,9.64,6.92,,,,,18.09,5.43,25.56,13.86,,,,,,,,
2021-03-25,10.23,4.48,,,,,,,6.04,1.41,,,,,3.12,,,,10.64,4.44,,,1.43,0.61,5.95,1.84,4.78,1.2,32.55,16.82,,,11.32,6.01,,,,,,,14.15,1.58,10.97,3.87,,,9.94,4.81,43.18,4.43,0.5,,,,,,,,3.41,0.62,2.46,1.1,,,,,60.28,54.33,10.14,4.68,0.58,,,,,,,,10.43,1.72,,,,,,,2.67,0.23,,,1.59,0.96,,,1.38,0.29,,,11.62,8.32,4.23,0.61,,,,,,,,,,,11.27,5.22,12.34,4.4,,,,,0.41,,1.87,0.97,,,,,10.05,4.86,2.69,,9.68,4.59,,,,,,,,,9.63,5.83,1.26,,,,0.13,,0.37,0.03,,,11.34,4.7,,,9.51,5.12,,,0.37,0.37,,,1.51,,,,,,,,,,,,,,10.34,3.95,0.27,,9.68,7.19,,,0.44,,18.67,6.16,26.12,14.18,,,,,,,0.04,
2021-03-26,10.57,4.58,,,,,,,6.25,1.44,5.03,,,,,,0.43,,11.08,4.61,,,1.48,0.74,6.14,1.87,4.94,1.25,33.42,17.09,,,11.43,6.15,,,0.98,0.33,,,14.62,1.59,11.5,3.93,,,10.04,5.05,43.79,4.85,0.51,,,,,,,,3.58,0.63,2.62,,,,,,60.33,54.48,10.46,4.81,0.62,0.03,,,,,,,10.98,1.74,,,0.17,,,,2.85,0.29,,,,1.01,0.47,,1.39,0.33,,,11.63,8.76,4.4,0.63,,,,,,,,,,,11.59,5.24,12.7,4.61,,,,,0.48,,1.92,0.98,,,10,5.2,10.71,4.9,,,9.81,4.74,,,,,,,,,9.9,5.97,1.35,,20.08,13.47,,,0.41,0.04,,,11.65,4.73,,,9.76,5.36,,,,,,,1.55,,,,,,,,,,,,,,10.57,4.11,0.33,,9.72,7.46,0.1,,,,19.36,6.91,26.78,14.56,,,0.05,,,,,
2021-03-27,10.83,4.66,,,0.16,,,,6.44,1.46,,,,,,,,,11.24,,,,,,6.35,,4.99,1.26,,,,,11.6,6.2,,,0.99,0.34,,,15.03,,11.79,3.95,,,10.13,5.26,44.42,5.2,,,,,,,,,3.73,,2.63,1.18,,,,,60.35,54.53,10.75,4.92,,,,,,,,,11.41,1.76,,,,,,,3.05,0.35,,,1.63,1.02,0.57,,1.4,0.37,,,,9.03,4.58,0.64,,,,,,,,,,,11.61,,13,4.77,,,,,0.51,,1.95,,0.6,,,,10.99,4.92,,,9.95,4.9,,,,,,,,,9.98,6,1.38,,,,,,0.44,0.05,,,11.93,,,,,,4.13,,0.39,0.39,,,,,,,,,,,,,,,,,10.65,4.16,0.37,,9.74,7.63,0.13,,,,19.7,7.1,27.42,14.99,,,,,,,,
2021-03-28,11,4.72,,,,,,,6.55,,,,,,,,,,11.25,4.65,,,1.5,0.76,6.43,1.9,5.01,1.27,33.49,17.1,,,11.79,6.25,,,,,1.08,,,,11.87,3.96,,,,,44.85,5.42,0.52,,,,,,,,3.74,0.64,2.72,1.22,,,,,60.37,54.58,10.96,4.99,,,,,,,,,11.78,1.77,,,,,0,,3.19,0.38,,,1.68,1.05,0.58,,1.41,0.41,,,,,,,,,,,10.58,3.94,0,,0.25,,11.62,,13.11,4.82,,,,,0.53,,1.96,0.99,,,10.28,5.26,,,,,10.08,5.06,,,,,,,11.31,4.98,10.02,6.01,,,20.64,13.51,,,0.46,0.07,,,12.09,4.74,,,,,,,,,,,1.56,,,,,,,,,,,,,,10.7,4.19,,,,,0.15,,0.45,,19.88,7.14,28,15.43,,,,,,,,
2021-03-29,11.26,4.83,,,,,0.4,,6.59,1.47,,,,,3.23,,,,11.41,4.7,,,1.55,0.82,6.58,,5.11,1.3,34.28,17.71,4.4,3.15,12.1,6.36,,,1.03,0.35,,,15.23,,12.17,4.04,,,10.24,5.46,45.2,5.67,0.55,0,,,,,,,3.78,0.65,,,0.07,,,,60.45,54.93,11.25,5.1,0.65,0.05,,,,,,,12.26,1.78,,,,,,,3.41,0.45,,,1.74,1.1,,,1.43,0.49,,,11.66,9.36,4.78,0.66,,,,,,,,,,,11.71,5.25,13.34,4.88,,,,,0.57,0.02,1.97,1.03,,,,,11.89,4.94,,,10.2,5.21,4.69,2.93,,,,,,,10.26,6.14,1.4,,,,,,0.47,0.08,16.12,6.42,12.45,4.76,,,10.62,5.57,4.18,,0.4,0.4,,,1.61,0.01,,,,,,,,,,,,,10.88,4.39,0.45,,9.93,7.8,0.18,,0.49,,,,28.41,15.73,,,,,,,,
2021-03-30,11.54,4.94,,,,,,,6.8,1.48,,,,,,,,,11.64,4.75,,,1.6,0.88,6.64,1.93,5.26,1.34,34.98,18.47,,,12.47,6.46,7.9,0.5,,,,,15.57,1.6,12.59,4.14,,,10.37,5.64,45.53,6.08,0.58,,,,,,,,3.91,0.66,,,,,,,60.54,55.18,11.57,5.22,0.67,0.08,,,2.99,1.02,,,12.7,1.8,,,,,,,3.65,0.52,,,1.87,1.17,0.64,,1.47,0.58,,,11.69,9.66,,,,,,,,,,,,,12.31,5.33,13.68,5.02,,,,,0.61,,1.99,1.09,0.67,0,10.73,5.33,12.1,4.96,,,10.35,5.4,4.72,2.94,,,,,,,10.57,6.29,1.48,,20.79,14.78,0.32,,0.49,0.09,,,12.8,4.8,,,10.89,5.66,4.22,,0.42,0.42,,,1.67,0.02,,,,,,,0.22,0.04,,,,,11.11,4.59,,,10.21,7.93,0.2,,0.53,,20.82,7.8,28.72,15.97,,,,,,,,
2021-03-31,11.82,5.06,,,,,,,7.11,1.5,,,,,3.26,,,,12.27,4.85,,,1.67,0.94,7.02,1.99,5.43,1.37,35.65,19.27,,,12.7,6.63,,,,,1.54,,16.11,,12.98,4.25,,,10.48,5.83,45.88,6.65,0.6,,0.46,0.02,,,,,4.04,0.68,2.93,1.34,,,,,60.63,55.41,11.93,5.37,0.69,0.1,,,,,,,13.26,1.82,,,0.3,,,,3.85,0.56,,,1.95,1.22,0.7,,1.5,0.67,,,11.7,9.95,5.36,0.73,,,,,,,,,0.35,,13,5.48,13.92,5.16,0.36,,,,0.62,,2.01,1.15,,,11.18,5.39,12.36,5,,,10.48,5.58,4.8,2.99,,,,,,,10.84,6.46,1.56,,21,14.92,0.4,,0.52,0.1,,,13.18,4.83,,,11.37,5.82,4.26,,0.44,0.44,,,1.72,0.03,,,,,,,,,,,,,11.33,4.85,,,10.66,8.11,,,0.57,,21.39,8.15,29.18,16.33,0,,,,,,,
2021-04-01,12.11,5.17,,,,,,,7.4,,5.51,2.94,,,3.29,,,,12.94,5.06,,,1.74,,,,5.59,1.4,36.35,20.15,,,12.77,6.75,,,1.16,0.44,1.86,,16.8,1.61,13.44,4.38,,,10.69,5.99,46.13,7.3,0.61,,,,,,,,4.29,0.7,3.06,,,,,,60.72,55.62,12.25,5.52,0.71,0.12,,,,,,,13.78,1.84,,,,,,,3.86,0.66,,,2,1.25,0.76,,1.55,0.75,,,,10.21,,,,,,,,,,,0.4,,13.18,5.51,14.18,5.38,,,,,,,,1.16,,,11.64,5.44,12.5,5.09,,,10.61,5.75,4.91,3.07,,,,,,,11.12,6.65,1.64,,21.32,15.25,,,0.59,0.12,,,13.56,,,,11.86,5.98,4.3,,0.45,0.45,,,1.79,0.04,,,,,,,0.24,0.05,,,,,11.56,5.14,,,10.92,8.23,,,0.61,,22.33,8.94,29.77,16.77,,,,,,,,
2021-04-02,12.29,5.25,,,,,,,7.61,,5.62,3.15,,,,,,,13.49,5.23,,,1.75,0.99,7.57,2.13,5.73,1.44,36.36,,,,12.86,6.87,,,,,2.06,,17.42,,13.85,4.52,,,10.89,6.16,46.29,7.67,0.62,,,,,,,,4.57,0.72,3.08,1.41,,,,,60.75,55.71,12.59,5.65,0.72,0.14,,,,,,,14.19,1.86,,,,,,,3.88,0.72,,,,,0.81,,1.57,0.82,0,,11.73,10.41,5.88,0.82,,,,,,,,,,,13.26,,14.46,5.59,,,,,,,2.02,1.17,,,12.01,5.47,12.91,5.5,,,10.74,5.92,4.97,3.11,,,,,,,11.19,6.7,1.72,,21.43,15.63,,,0.7,,,,13.64,4.86,,,,,4.31,,,,,,1.87,,,,,,,,0.27,,,,,,11.63,5.26,0.6,,11.04,8.3,,,0.66,,23.14,9.22,30.44,17.34,,,0.34,,,,,
2021-04-03,12.49,5.33,,,,,,,7.73,,5.74,3.38,,,3.31,,,,,,,,,,7.7,2.15,5.78,,36.37,,,,13.07,6.91,,,,,,,17.54,,14.06,4.61,,,11.24,6.32,46.45,7.93,0.63,,,,,,0.53,,4.76,0.74,,,,,,,60.77,55.74,12.87,5.75,,,,,,,,,14.71,,,,0.37,,,,3.91,0.77,,,2.03,1.28,,,1.58,0.87,,,11.78,10.54,6.13,0.84,,,,,,,,,,,,,14.6,5.69,,,,,,,,,0.73,,,,13.09,5.67,,,10.87,6.08,5.1,3.15,,,,,,,11.23,6.73,1.79,,,,,,0.75,0.14,17.95,8,13.84,,,,12.21,6.08,,,,,,,,,,,,,,,0.29,,,,,,11.66,5.36,0.68,,11.24,8.45,,,,,23.94,9.37,31.16,17.9,,,,,,,,
2021-04-04,12.66,5.39,,,,,,,7.86,,,,,,3.34,,,,13.66,5.24,,,1.76,1,7.75,2.16,5.8,1.45,36.38,20.18,,,13.27,6.94,,,1.2,0.51,,,,,14.13,4.63,,,,,46.52,8,0.64,,0.51,,,,,,4.98,0.76,3.16,1.47,0.23,,,,60.88,56.01,12.99,5.79,,,,,,,,,15.02,1.87,,,,,,,3.94,0.79,,,2.05,1.29,0.83,,1.6,0.89,,,,,6.15,0.86,,,,,12.59,4.57,,,,,13.27,,14.69,5.71,,,,,0.63,,2.03,1.19,,,12.12,,13.19,5.74,,,10.97,6.22,5.14,3.16,,,,,13.26,5.65,11.24,6.74,1.81,,21.7,16.03,,,0.79,,,,13.92,,,,,,,,,,,,1.88,,,,,,,,0.31,0.06,,,,,11.68,5.45,0.75,,11.32,8.46,0.28,,0.67,,24.46,9.45,31.76,18.36,,,,,,,,
2021-04-05,12.88,5.47,,,,,,,7.91,1.51,5.83,3.52,,,3.36,,,,13.77,5.26,,,1.85,1.06,8.06,2.27,5.87,1.47,36.8,21.26,,,13.48,6.96,,,1.3,0.6,,,17.58,,14.22,4.65,,,11.73,6.37,46.58,8.1,0.66,,,,,,,,5.24,0.79,,,0.26,,,,61,56.25,13.22,5.85,0.76,0.19,,,,,,,15.47,1.9,,,,,,,4.04,0.83,,,2.11,1.33,0.84,,1.63,0.95,,,11.79,10.7,6.29,0.91,,,5.83,,,,,,,,13.3,5.52,14.78,5.77,,,,,0.64,,2.05,1.22,0.75,0.03,12.13,5.48,13.24,5.76,,,11.08,6.38,5.19,3.18,,,,,,,11.29,6.76,1.82,,21.76,16.35,,,0.83,0.15,,,13.93,4.87,,,12.6,6.1,,,,,0.1,,1.96,0.05,0,,,,,,0.36,,,,,,11.71,5.51,0.83,,11.62,8.53,0.3,,0.7,,25.18,9.55,32.15,18.66,,,,,,,0.05,
2021-04-06,13.21,5.58,,,,,0.55,,8.21,1.53,6.03,3.66,,,,,,,14.09,5.34,,,1.97,1.1,8.37,2.38,5.97,1.51,37.28,22.02,5.72,4.19,13.76,7.07,,,1.38,,,,17.61,1.62,14.53,4.81,,,12.18,6.49,46.71,8.37,0.68,,0.52,,,,,,5.5,0.81,3.3,1.62,,,,,61.1,56.44,13.56,5.98,0.79,0.23,,,,,,,15.97,1.94,,,,,,,,,,,2.21,1.38,0.86,,1.66,1.02,,,11.87,10.82,6.49,1.01,,,,,,,,,0.47,,13.65,5.57,15.07,5.9,0.42,,,,,0.03,2.08,1.27,0.8,0.05,,,13.5,5.82,,,11.21,6.54,5.31,3.24,,,,,,,11.5,6.98,1.84,,22.11,16.47,,,0.94,0.16,19.34,9.16,14.23,4.93,,,13.09,6.21,,,0.46,0.46,0.15,,2.03,0.07,,,,,,,0.39,0.07,,,,,11.86,5.79,0.89,,11.96,8.63,0.31,,0.73,,26.26,10.41,32.38,18.84,0.1,,,,,,,
2021-04-07,13.89,5.7,0.31,,,,,,8.56,1.55,6.31,3.81,,,3.38,,,,14.42,5.42,,,2.11,1.14,8.87,2.51,6.13,1.55,37.78,22.75,,,14.04,7.21,,,,,2.47,,17.93,1.63,14.92,4.98,1.93,,12.6,6.63,46.85,8.97,0.71,,0.55,0.07,,,,,5.71,0.83,,,,,,,61.2,56.62,13.96,6.12,0.82,0.28,,,3.97,1.17,,,16.54,1.98,,,0.63,,0.01,,4.22,1.07,,,2.36,1.44,,,1.7,1.07,,,11.95,10.94,6.68,1.14,,,6.2,,,,,,,,14.74,5.65,15.51,6.08,,,,,0.65,0.04,2.12,1.32,,,12.97,5.52,13.86,5.85,,,11.34,6.7,5.42,3.52,,,,,,,11.8,7.21,,,22.82,16.68,,,1.03,,,,14.61,4.97,,,13.72,6.29,,,0.47,0.47,,,2.11,0.08,,,,,,,0.48,0.08,,,,,12.07,5.99,0.92,0.03,12.28,8.71,0.36,,0.77,,27,11.16,32.89,19.26,,,,,,,,
