typ,einwohner,bundesland,Kreis,hc.key,lat,lon,weekly_cases,inzidenz.x,weekly_cases_A00-A04,inzidenz_A00-A04,weekly_cases_A05-A14,inzidenz_A05-A14,weekly_cases_A15-A34,inzidenz_A15-A34,weekly_cases_A35-A59,inzidenz_A35-A59,weekly_cases_A60-A79,inzidenz_A60-A79,weekly_cases_A80+,inzidenz_A80+
Landkreis,80951,Rheinland-Pfalz,Birkenfeld,de-rp-07134000,49.71254039,7.277654598,663,821.477174316467,23,616.787342451059,49,728.516205768659,208,1211.06259097525,260,961.467347089712,94,475.54004148328,27,414.619164619165
Landkreis,61375,Rheinland-Pfalz,Cochem-Zell,de-rp-07135000,50.13288001,7.174319965,706,1146.51336516288,19,756.068444090728,49,988.700564971751,248,1973.42245563778,281,1316.28255574293,83,550.106044538706,24,489.496226799918
Landkreis,214434,Rheinland-Pfalz,Mayen-Koblenz,de-rp-07137000,50.33160787,7.332169432,1546,720.251785498124,31,303.951367781155,143,757.896968412126,522,1122.5565041612,580,769.792288804831,215,440.817665511656,52,352.590181719555
Landkreis,182811,Rheinland-Pfalz,Neuwied,de-rp-07138000,50.55770055,7.46900065,1067,582.643026030546,33,371.245359433007,84,502.002031912986,331,836.111953117106,449,712.41570805236,132,317.361094414926,35,269.583301240083
Landkreis,103163,Rheinland-Pfalz,Rhein-Hunsrück-Kreis,de-rp-07140000,50.04420982,7.500099712,556,537.712401234031,18,383.795309168444,78,877.390326209224,165,764.561419767388,203,560.711523588554,61,249.733890117088,30,406.945198046663
Landkreis,122297,Rheinland-Pfalz,Rhein-Lahn-Kreis,de-rp-07141000,50.26328174,7.842709936,936,763.620343629155,20,365.764447695684,73,685.896833599549,270,1080.47540918004,369,858.898561519482,165,560.690498844638,38,431.474963097536
Landkreis,201904,Rheinland-Pfalz,Westerwaldkreis,de-rp-07143000,50.55234937,7.865681372,1614,796.233298821673,48,507.560537168235,148,804.085624252961,498,1142.14944268612,669,923.204305526806,215,482.647151259372,35,260.649389335716
Kreisfreie Stadt,111528,Rheinland-Pfalz,Trier,de-rp-07211000,49.76293883,6.655051022,877,792.417369933318,18,371.900826446281,65,756.253635834788,378,1047.0334053515,319,895.137076633836,77,390.783597239139,18,270.676691729323
Landkreis,112483,Rheinland-Pfalz,Bernkastel-Wittlich,de-rp-07231000,49.92464518,6.967218622,796,706.393929981808,26,502.51256281407,74,754.793961648307,269,1151.04835258879,300,757.441866336759,108,413.207330604124,18,214.515552377547
Landkreis,99058,Rheinland-Pfalz,Eifelkreis Bitburg-Prüm,de-rp-07232000,50.06215977,6.410129965,443,444.755384538504,10,202.71639975674,40,444.790392527521,139,633.228554507767,172,489.470688673876,64,297.397769516729,17,260.696212237387
Landkreis,60646,Rheinland-Pfalz,Vulkaneifel,de-rp-07233000,50.23833585,6.748653732,753,1248.11955497512,21,852.618757612667,52,1029.70297029703,252,2013.10113436651,256,1239.28934501622,135,885.710536674977,37,784.563189143342
Landkreis,149398,Rheinland-Pfalz,Trier-Saarburg,de-rp-07235000,49.69647113,6.695195596,1267,841.675911594136,29,417.026171987345,136,956.870470695842,401,1300.93433688035,526,957.89627039627,145,444.294643951465,30,304.290495993508
Kreisfreie Stadt,48762,Rheinland-Pfalz,Frankenthal (Pfalz),de-rp-07311000,49.53306403,8.356883799,248,508.717948717949,1,39.6982929734021,25,564.461503725446,68,613.165013525699,104,638.389294702597,38,358.456749363268,12,313.152400835073
Kreisfreie Stadt,100030,Rheinland-Pfalz,Kaiserslautern (Stadt),de-rp-07312000,49.4328526,7.760674748,1064,1067.60851678674,12,256.959314775161,92,1180.09235505387,440,1471.62112445232,359,1165.43306064148,137,667.283619891871,21,331.75355450237
Kreisfreie Stadt,46881,Rheinland-Pfalz,Landau in der Pfalz,de-rp-07313000,49.22449388,8.05060076,227,486.237549534112,12,570.071258907363,15,398.30058417419,98,708.553249945774,68,451.167728237792,27,293.605915615485,7,240.467193404328
Kreisfreie Stadt,172253,Rheinland-Pfalz,Ludwigshafen am Rhein,de-rp-07314000,49.48208767,8.396844536,700,405.663056265466,14,145.183034325417,44,257.626324726272,236,538.259778766108,278,469.967710851521,104,326.090364656821,24,225.563909774436
Kreisfreie Stadt,218578,Rheinland-Pfalz,Mainz,de-rp-07315000,49.97418652,8.241497085,1715,789.874863556602,33,326.82975141131,128,744.532340623546,751,1059.80638423979,571,810.285373710426,181,479.940604035744,48,391.996733360555
Kreisfreie Stadt,53264,Rheinland-Pfalz,Neustadt an der Weinstraße,de-rp-07316000,49.34187582,8.152287859,407,763.516302104829,8,319.233838786911,31,683.42151675485,138,1221.13087337404,140,788.776832497605,70,549.838975728537,20,450.34902049088
Kreisfreie Stadt,40231,Rheinland-Pfalz,Pirmasens,de-rp-07317000,49.19712709,7.594363165,328,816.407805655118,6,337.078651685393,27,810.08100810081,89,1013.66742596811,114,884.063590538969,59,597.407857432159,33,925.147182506308
Kreisfreie Stadt,50561,Rheinland-Pfalz,Speyer,de-rp-07318000,49.32971814,8.435019749,245,482.844248241067,5,218.627022299956,23,522.489777373921,54,485.480535826665,99,565.520393008111,50,432.638227913818,14,379.815518176886
Kreisfreie Stadt,83542,Rheinland-Pfalz,Worms,de-rp-07319000,49.64944553,8.324528631,703,842.329766711799,12,275.862068965517,74,949.326491340603,214,1048.04348890739,270,962.258099005667,105,598.188343872842,27,503.16809541558
