,erst,erstquote,zweit,zweitquote,nurerst,nurerstquote,impfbar,ungeimpftquote,unimpfbar,unimpfbarquote,gerpop
1,10800637,13,4633859,5.6,6166778,7.4,59505803,71.5,12905964,15.5,83224899
