value,name
1,Wahlkreis 58 (alle Wahlbezirke)
2,Amt Gransee (Briefwahlbezirk 9040)
3,Amt Gransee (Briefwahlbezirk 9041)
4,Birkenwerder (Urnenwahlbezirk 1)
5,Birkenwerder (Urnenwahlbezirk 2)
6,Birkenwerder (Urnenwahlbezirk 3)
7,Birkenwerder (Urnenwahlbezirk 4)
8,Birkenwerder (Urnenwahlbezirk 5)
9,Birkenwerder (Urnenwahlbezirk 6)
10,Birkenwerder (Briefwahlbezirk 9007)
11,Birkenwerder (Briefwahlbezirk 9008)
12,Birkenwerder (Briefwahlbezirk 9009)
13,Brieselang (Urnenwahlbezirk 1)
14,Brieselang (Urnenwahlbezirk 2)
15,Brieselang (Urnenwahlbezirk 3)
16,Brieselang (Urnenwahlbezirk 4)
17,Brieselang (Urnenwahlbezirk 5)
18,Brieselang (Urnenwahlbezirk 6)
19,Brieselang (Urnenwahlbezirk 7)
20,Brieselang (Urnenwahlbezirk 8)
21,Brieselang (Urnenwahlbezirk 9)
22,Brieselang (Urnenwahlbezirk 10)
23,Brieselang (Urnenwahlbezirk 11)
24,Brieselang (Urnenwahlbezirk 12)
25,Brieselang (Urnenwahlbezirk 13)
26,Brieselang (Briefwahlbezirk 9014)
27,Brieselang (Briefwahlbezirk 9015)
28,Brieselang (Briefwahlbezirk 9016)
29,Dallgow-Döberitz (Urnenwahlbezirk 1)
30,Dallgow-Döberitz (Urnenwahlbezirk 2)
31,Dallgow-Döberitz (Urnenwahlbezirk 3)
32,Dallgow-Döberitz (Urnenwahlbezirk 4)
33,Dallgow-Döberitz (Urnenwahlbezirk 5)
34,Dallgow-Döberitz (Urnenwahlbezirk 6)
35,Dallgow-Döberitz (Urnenwahlbezirk 7)
36,Dallgow-Döberitz (Urnenwahlbezirk 8)
37,Dallgow-Döberitz (Briefwahlbezirk 9008)
38,Dallgow-Döberitz (Briefwahlbezirk 9042)
39,Dallgow-Döberitz (Briefwahlbezirk 9043)
40,Falkensee (Urnenwahlbezirk 1)
41,Falkensee (Urnenwahlbezirk 2)
42,Falkensee (Urnenwahlbezirk 3)
43,Falkensee (Urnenwahlbezirk 4)
44,Falkensee (Urnenwahlbezirk 5)
45,Falkensee (Urnenwahlbezirk 6)
46,Falkensee (Urnenwahlbezirk 7)
47,Falkensee (Urnenwahlbezirk 8)
