"Kreis","Typ","Bundesland","Einwohner","Tote","Infizierte","Fälle.pro.100.000","Neuinfektionen.pro.100.000","Neuinfektionen","hc.key","lat","lon"
"Hameln-Pyrmont","Landkreis","Niedersachsen","148580","103","5555","3738.7","71.3",106,"de-ni-03252000","52.0951381895","9.38989545155"
"Hildesheim","Landkreis","Niedersachsen","275464","304","11425","4147.5","86.8",239,"de-ni-03254000","52.0902189983","9.94348097201"
"Holzminden","Landkreis","Niedersachsen","70207","67","2358","3358.6","95.4",67,"de-ni-03255000","51.8806325752","9.55140269027"
"Nienburg (Weser)","Landkreis","Niedersachsen","121645","165","4764","3916.3","72.3",88,"de-ni-03256000","52.6092228116","9.1143129274"
"Schaumburg","Landkreis","Niedersachsen","158406","80","6300","3977.1","164.1",260,"de-ni-03257000","52.2927923256","9.20656190484"
"Celle","Landkreis","Niedersachsen","179386","82","6444","3592.3","124.9",224,"de-ni-03351000","52.7133432321","10.1035661643"
"Cuxhaven","Landkreis","Niedersachsen","198826","181","5947","2991.1","64.9",129,"de-ni-03352000","53.6165865049","8.81238237187"
"Harburg","Landkreis","Niedersachsen","256016","123","9047","3533.8","106.2",272,"de-ni-03353000","53.3157734164","9.96273884793"
"Lüchow-Dannenberg","Landkreis","Niedersachsen","48503","27","1197","2467.9","96.9",47,"de-ni-03354000","53.0198717176","11.1229198942"
"Lüneburg","Landkreis","Niedersachsen","184235","73","5052","2742.1","67.3",124,"de-ni-03355000","53.232575345","10.5732569229"
"Osterholz","Landkreis","Niedersachsen","114640","67","3400","2965.8","80.3",92,"de-ni-03356000","53.2510067251","8.80808093198"
"Rotenburg (Wümme)","Landkreis","Niedersachsen","164486","100","5051","3070.8","102.1",168,"de-ni-03357000","53.2507583937","9.30658483814"
"Heidekreis","Landkreis","Niedersachsen","140885","111","4285","3041.5","54.7",77,"de-ni-03358000","52.9283300914","9.76941135878"
"Stade","Landkreis","Niedersachsen","205357","137","7079","3447.2","90.6",186,"de-ni-03359000","53.578976226","9.41807038986"
"Uelzen","Landkreis","Niedersachsen","92566","116","2796","3020.5","117.8",109,"de-ni-03360000","52.9836349419","10.5475810531"
"Verden","Landkreis","Niedersachsen","137574","72","5562","4042.9","138.8",191,"de-ni-03361000","52.973235647","9.17546449952"
"Delmenhorst","Kreisfreie Stadt","Niedersachsen","77503","73","4542","5860.4","183.2",142,"de-ni-03401000","53.0494043992","8.64568293102"
"Emden","Kreisfreie Stadt","Niedersachsen","49874","16","1677","3362.5","84.2",42,"de-ni-03402000","53.3606790665","7.18158411476"
"Oldenburg (Oldb)","Kreisfreie Stadt","Niedersachsen","169605","53","5829","3436.8","85.5",145,"de-ni-03403000","53.1445781697","8.22435903936"
"Osnabrück","Kreisfreie Stadt","Niedersachsen","164223","107","9182","5591.2","76.1",125,"de-ni-03404000","52.2776798178","8.04703290985"
"Wilhelmshaven","Kreisfreie Stadt","Niedersachsen","75189","58","2587","3440.7","51.9",39,"de-ni-03405000","53.5659448147","8.08620462896"
"Ammerland","Landkreis","Niedersachsen","125643","69","3949","3143","80.4",101,"de-ni-03451000","53.2184881736","8.01326226621"
"Aurich","Landkreis","Niedersachsen","190178","62","4636","2437.7","35.2",67,"de-ni-03452000","53.4964307678","7.36808958075"
"Cloppenburg","Landkreis","Niedersachsen","172632","174","14109","8172.9","308.7",533,"de-ni-03453000","52.9110290194","7.90471393786"
"Emsland","Landkreis","Niedersachsen","328930","215","16441","4998.3","143.8",473,"de-ni-03454000","52.7382970162","7.40268865164"
"Friesland","Landkreis","Niedersachsen","98971","42","2042","2063.2","51.5",51,"de-ni-03455000","53.510362974","7.98324746163"
"Grafschaft Bentheim","Landkreis","Niedersachsen","137891","129","6666","4834.3","123.3",170,"de-ni-03456000","52.4760534093","7.01985676166"
"Leer","Landkreis","Niedersachsen","171483","68","5583","3255.7","144.6",248,"de-ni-03457000","53.2435417357","7.46976164078"
"Oldenburg","Landkreis","Niedersachsen","131467","119","6116","4652.1","114.1",150,"de-ni-03458000","52.9880769073","8.38939656642"
"Osnabrück","Landkreis","Niedersachsen","359471","317","19117","5318.1","120.5",433,"de-ni-03459000","52.3816139244","8.04515734225"
