"Kreis","Typ","Bundesland","Einwohner","Tote","Infizierte","Fälle.pro.100.000","Neuinfektionen.pro.100.000","Neuinfektionen","hc.key","lat","lon"
"Vechta","Landkreis","Niedersachsen","143698","98","10547","7339.7","169.8",244,"de-ni-03460000","52.6602901512","8.22305794318"
"Wesermarsch","Landkreis","Niedersachsen","88524","118","3827","4323.1","80.2",71,"de-ni-03461000","53.357641762","8.38864623114"
"Wittmund","Landkreis","Niedersachsen","57384","35","1559","2716.8","40.1",23,"de-ni-03462000","53.5734137385","7.7061235505"
"Bremen","Kreisfreie Stadt","Bremen","566573","412","29300","5171.4","95",538,"de-ni-04011000","53.1195434664","8.78049374679"
"Bremerhaven","Kreisfreie Stadt","Bremen","113557","123","7169","6313.1","128.6",146,"de-hb-04012000","53.5381662933","8.58850522385"
"Düsseldorf","Kreisfreie Stadt","Nordrhein-Westfalen","620523","506","35972","5797","190.8",1184,"de-nw-05111000","51.235456959","6.81020262394"
"Duisburg","Kreisfreie Stadt","Nordrhein-Westfalen","495885","705","35914","7242.4","125.8",624,"de-nw-05112000","51.439615769","6.73469184999"
"Essen","Kreisfreie Stadt","Nordrhein-Westfalen","582415","615","33624","5773.2","135.5",789,"de-nw-05113000","51.433832766","7.01715391614"
"Krefeld","Kreisfreie Stadt","Nordrhein-Westfalen","226844","192","14970","6599.2","163.1",370,"de-nw-05114000","51.3452191428","6.57966800647"
"Mönchengladbach","Kreisfreie Stadt","Nordrhein-Westfalen","259665","246","15232","5866","155.6",404,"de-nw-05116000","51.1671935981","6.41197447381"
"Mülheim an der Ruhr","Kreisfreie Stadt","Nordrhein-Westfalen","170921","242","10489","6136.8","112.9",193,"de-nw-05117000","51.4137814936","6.878461621"
"Oberhausen","Kreisfreie Stadt","Nordrhein-Westfalen","209566","386","13534","6458.1","118.8",249,"de-nw-05119000","51.5131313527","6.84712049817"
"Remscheid","Kreisfreie Stadt","Nordrhein-Westfalen","111516","186","7645","6855.5","171.3",191,"de-nw-05120000","51.1826933037","7.22411565185"
"Solingen","Kreisfreie Stadt","Nordrhein-Westfalen","159193","209","11705","7352.7","170.2",271,"de-nw-05122000","51.1624551579","7.06606973298"
"Wuppertal","Kreisfreie Stadt","Nordrhein-Westfalen","355004","510","26804","7550.3","164.8",585,"de-nw-05124000","51.2506036112","7.16893008228"
"Kleve","Kreis","Nordrhein-Westfalen","313586","205","14303","4561.1","141.3",443,"de-nw-05154000","51.6523631313","6.25880908496"
"Mettmann","Kreis","Nordrhein-Westfalen","484322","794","31091","6419.5","144.7",701,"de-nw-05158000","51.2571043543","6.96906518309"
"Rhein-Kreis Neuss","Kreis","Nordrhein-Westfalen","452001","382","24180","5349.5","152.2",688,"de-nw-05162000","51.1435712356","6.64932316692"
"Viersen","Kreis","Nordrhein-Westfalen","298536","314","14614","4895.2","185.6",554,"de-nw-05166000","51.2828202383","6.32612051327"
"Wesel","Kreis","Nordrhein-Westfalen","460113","327","21913","4762.5","139.1",640,"de-nw-05170000","51.6270425398","6.61836262868"
"Bonn","Kreisfreie Stadt","Nordrhein-Westfalen","330579","270","18980","5741.4","126.1",417,"de-nw-05314000","50.7057346173","7.10983940994"
"Köln","Kreisfreie Stadt","Nordrhein-Westfalen","1083498","780","71833","6629.7","213.3",2311,"de-nw-05315000","50.9456668791","6.97321855167"
"Leverkusen","Kreisfreie Stadt","Nordrhein-Westfalen","163905","120","11316","6904","243.4",399,"de-nw-05316000","51.0530662603","7.01547411084"
"Städteregion Aachen","Kreis","Nordrhein-Westfalen","556631","620","33555","6028.2","177.9",990,"de-nw-05334000","50.7275046127","6.21672721805"
"Düren","Kreis","Nordrhein-Westfalen","265140","304","16839","6351","156.1",414,"de-nw-05358000","50.8178950546","6.44556160998"
"Rhein-Erft-Kreis","Kreis","Nordrhein-Westfalen","469611","436","26288","5597.8","151.8",713,"de-nw-05362000","50.9049330282","6.71649101914"
"Euskirchen","Kreis","Nordrhein-Westfalen","194359","249","10002","5146.1","154.4",300,"de-nw-05366000","50.5364731669","6.6441519123"
"Heinsberg","Kreis","Nordrhein-Westfalen","256458","399","14978","5840.3","188.3",483,"de-nw-05370000","51.0493489074","6.16411292416"
"Oberbergischer Kreis","Kreis","Nordrhein-Westfalen","271699","278","18804","6920.9","208",565,"de-nw-05374000","51.0127091971","7.51662881723"
"Rheinisch-Bergischer Kreis","Kreis","Nordrhein-Westfalen","283275","193","14237","5025.9","138",391,"de-nw-05378000","51.0230044262","7.19484653806"
"Rhein-Sieg-Kreis","Kreis","Nordrhein-Westfalen","600375","590","30700","5113.5","140.1",841,"de-nw-05382000","50.7606389137","7.23457302819"
"Bottrop","Kreisfreie Stadt","Nordrhein-Westfalen","117388","128","6918","5893.3","125.2",147,"de-nw-05512000","51.5716938262","6.9201161778"
"Gelsenkirchen","Kreisfreie Stadt","Nordrhein-Westfalen","259105","438","19863","7666","149.7",388,"de-nw-05513000","51.5539564213","7.07124023772"
"Münster","Kreisfreie Stadt","Nordrhein-Westfalen","316403","133","11121","3514.8","109.4",346,"de-nw-05515000","51.954316786","7.62364679497"
"Borken","Kreis","Nordrhein-Westfalen","371898","291","17921","4818.8","151.4",563,"de-nw-05554000","51.9613198354","6.89961561244"
"Coesfeld","Kreis","Nordrhein-Westfalen","220712","103","7052","3195.1","74.8",165,"de-nw-05558000","51.8668510417","7.36601223345"
"Recklinghausen","Kreis","Nordrhein-Westfalen","613599","1018","39300","6404.8","132.2",811,"de-nw-05562000","51.6724839158","7.15924893893"
"Steinfurt","Kreis","Nordrhein-Westfalen","448197","343","22198","4952.7","141.5",634,"de-nw-05566000","52.2115366779","7.57944671253"
"Warendorf","Kreis","Nordrhein-Westfalen","277417","268","14917","5377.1","172.7",479,"de-nw-05570000","51.8702227935","7.95829493253"
"Bielefeld","Kreisfreie Stadt","Nordrhein-Westfalen","333509","381","21413","6420.5","199.1",664,"de-nw-05711000","52.0109486234","8.54074389731"
"Gütersloh","Kreis","Nordrhein-Westfalen","364818","344","26063","7144.1","257.1",938,"de-nw-05754000","51.9317089342","8.35138605299"
"Herford","Kreis","Nordrhein-Westfalen","250547","199","14811","5911.5","166.8",418,"de-nw-05758000","52.1675778068","8.64393163854"
"Höxter","Kreis","Nordrhein-Westfalen","139729","156","6608","4729.2","147.4",206,"de-nw-05762000","51.6849407394","9.17809149846"
"Lippe","Kreis","Nordrhein-Westfalen","346970","430","23304","6716.4","193.1",670,"de-nw-05766000","51.9814226536","8.95083727251"
"Minden-Lübbecke","Kreis","Nordrhein-Westfalen","310270","312","21375","6889.2","245.6",762,"de-nw-05770000","52.3524754985","8.73934839311"
"Paderborn","Kreis","Nordrhein-Westfalen","308335","166","14074","4564.5","165.7",511,"de-nw-05774000","51.6641754561","8.7196350334"
"Bochum","Kreisfreie Stadt","Nordrhein-Westfalen","364454","281","21226","5824.1","152",554,"de-nw-05911000","51.469927372","7.22493523189"
"Dortmund","Kreisfreie Stadt","Nordrhein-Westfalen","587696","427","36836","6267.9","157.2",924,"de-nw-05913000","51.5160775711","7.47490090518"
"Hagen","Kreisfreie Stadt","Nordrhein-Westfalen","188687","343","16111","8538.5","176",332,"de-nw-05914000","51.348045073","7.49755553757"
"Hamm","Kreisfreie Stadt","Nordrhein-Westfalen","178967","220","12963","7243.2","120.7",216,"de-nw-05915000","51.6651743978","7.82358619294"
"Herne","Kreisfreie Stadt","Nordrhein-Westfalen","156940","281","11596","7388.8","144",226,"de-nw-05916000","51.5375332354","7.20855761523"
"Ennepe-Ruhr-Kreis","Kreis","Nordrhein-Westfalen","323130","387","16984","5256.1","114.2",369,"de-nw-05954000","51.3468447914","7.32402933363"
"Hochsauerlandkreis","Kreis","Nordrhein-Westfalen","259030","213","12310","4752.3","119.7",310,"de-nw-05958000","51.3068253808","8.38507986661"
"Märkischer Kreis","Kreis","Nordrhein-Westfalen","408662","441","26367","6452","115",470,"de-nw-05962000","51.2626114418","7.71300809906"
"Olpe","Kreis","Nordrhein-Westfalen","133362","173","7290","5466.3","100.5",134,"de-nw-05966000","51.0861595881","7.97647726624"
"Siegen-Wittgenstein","Kreis","Nordrhein-Westfalen","275491","193","15684","5693.1","141.6",390,"de-nw-05970000","50.9377386445","8.19517026923"
"Soest","Kreis","Nordrhein-Westfalen","301016","210","11479","3813.4","100.3",302,"de-nw-05974000","51.5644104976","8.21743743758"
"Unna","Kreis","Nordrhein-Westfalen","393618","508","22541","5726.6","129.6",510,"de-nw-05978000","51.5785745363","7.63644458507"
"Darmstadt","Kreisfreie Stadt","Hessen","159174","161","7940","4988.3","150.2",239,"de-he-06411000","49.88144614","8.66468155462"
"Frankfurt am Main","Kreisfreie Stadt","Hessen","764104","880","53513","7003.4","242.5",1853,"de-he-06412000","50.117968104","8.64419039448"
"Offenbach am Main","Kreisfreie Stadt","Hessen","130892","204","12504","9552.9","270.5",354,"de-he-06413000","50.091078767","8.78096226536"
"Wiesbaden","Kreisfreie Stadt","Hessen","278609","296","16808","6032.8","140.3",391,"de-he-06414000","50.0791566662","8.26036646911"
"Bergstraße","Landkreis","Hessen","271015","354","14531","5361.7","178.2",483,"de-he-06431000","49.6177012221","8.66011611597"
"Darmstadt-Dieburg","Landkreis","Hessen","297701","321","14290","4800.1","175.7",523,"de-he-06432000","49.8555038512","8.79546987935"
"Groß-Gerau","Landkreis","Hessen","275807","312","18587","6739.1","176.9",488,"de-he-06433000","49.9045086093","8.47025247743"
"Hochtaunuskreis","Landkreis","Hessen","237281","232","11056","4659.5","155.9",370,"de-he-06434000","50.2816152547","8.50464605826"
"Main-Kinzig-Kreis","Landkreis","Hessen","421689","664","29143","6911","214.9",906,"de-he-06435000","50.2438645181","9.28622299151"
"Main-Taunus-Kreis","Landkreis","Hessen","239264","231","11971","5003.3","147.5",353,"de-he-06436000","50.1025789147","8.43457121479"
"Odenwaldkreis","Landkreis","Hessen","96754","182","5707","5898.5","230.5",223,"de-he-06437000","49.6715861652","8.97952523934"
"Offenbach","Landkreis","Hessen","356542","581","24030","6739.7","222.1",792,"de-he-06438000","50.0216774635","8.81143914637"
"Rheingau-Taunus-Kreis","Landkreis","Hessen","187433","194","8992","4797.4","123.2",231,"de-he-06439000","50.1419717211","8.08113471294"
"Wetteraukreis","Landkreis","Hessen","310353","552","17327","5583","175.9",546,"de-he-06440000","50.3547764783","8.90765705912"
"Gießen","Landkreis","Hessen","271667","372","16945","6237.4","126.3",343,"de-he-06531000","50.5702779049","8.80751371735"
"Lahn-Dill-Kreis","Landkreis","Hessen","253373","234","14965","5906.3","157.5",399,"de-he-06532000","50.6482687297","8.36532824"
"Limburg-Weilburg","Landkreis","Hessen","172291","291","11245","6526.7","143.9",248,"de-he-06533000","50.4274703547","8.19943723806"
"Marburg-Biedenkopf","Landkreis","Hessen","245903","296","13423","5458.7","128.9",317,"de-he-06534000","50.8368638341","8.73804376785"
"Vogelsbergkreis","Landkreis","Hessen","105506","110","4960","4701.2","180.1",190,"de-he-06535000","50.6381193653","9.27137950882"
"Kassel","Kreisfreie Stadt","Hessen","201048","203","10885","5414.1","132.8",267,"de-he-06611000","51.3114548137","9.46020305009"
"Fulda","Landkreis","Hessen","223023","295","16701","7488.5","154.2",344,"de-he-06631000","50.5638809858","9.75913916517"
"Hersfeld-Rotenburg","Landkreis","Hessen","120304","194","7013","5829.4","88.1",106,"de-he-06632000","50.90618961","9.7529324059"
"Kassel","Landkreis","Hessen","237007","230","10186","4297.8","116",275,"de-he-06633000","51.4012961379","9.4070389164"
"Schwalm-Eder-Kreis","Landkreis","Hessen","179840","252","8156","4535.1","100.6",181,"de-he-06634000","51.0237758195","9.3736523386"
"Waldeck-Frankenberg","Landkreis","Hessen","156528","156","7655","4890.5","115.6",181,"de-he-06635000","51.1906875733","8.88888422026"
"Werra-Meißner-Kreis","Landkreis","Hessen","100046","165","4489","4486.9","195.9",196,"de-he-06636000","51.190756376","9.92890620729"
"Koblenz","Kreisfreie Stadt","Rheinland-Pfalz","113388","164","5721","5045.5","92.6",105,"de-rp-07111000","50.348516061","7.5795510239"
"Ahrweiler","Landkreis","Rheinland-Pfalz","130479","64","6284","4816.1","146.4",191,"de-rp-07131000","50.4675853221","7.04497643896"
"Altenkirchen (Westerwald)","Landkreis","Rheinland-Pfalz","129087","106","6338","4909.9","148",191,"de-rp-07132000","50.750747657","7.74412525976"
"Bad Kreuznach","Landkreis","Rheinland-Pfalz","158746","149","7737","4873.8","144.9",230,"de-rp-07133000","49.8248204055","7.68666499174"
"Birkenfeld","Landkreis","Rheinland-Pfalz","80830","98","4598","5688.5","191.8",155,"de-rp-07134000","49.7125403895","7.27765459793"
"Cochem-Zell","Landkreis","Rheinland-Pfalz","61578","70","2584","4196.3","209.5",129,"de-rp-07135000","50.1328800059","7.17431996528"
"Mayen-Koblenz","Landkreis","Rheinland-Pfalz","214786","187","9409","4380.6","118.3",254,"de-rp-07137000","50.3316078654","7.33216943214"
"Neuwied","Landkreis","Rheinland-Pfalz","183131","200","10515","5741.8","174.7",320,"de-rp-07138000","50.5577005458","7.46900064967"
"Rhein-Hunsrück-Kreis","Landkreis","Rheinland-Pfalz","103401","107","4993","4828.8","184.7",191,"de-rp-07140000","50.0442098205","7.50009971248"
"Rhein-Lahn-Kreis","Landkreis","Rheinland-Pfalz","122574","103","5078","4142.8","95.5",117,"de-rp-07141000","50.2632817442","7.84270993642"
"Westerwaldkreis","Landkreis","Rheinland-Pfalz","202830","172","9436","4652.2","119.8",243,"de-rp-07143000","50.5523493705","7.86568137201"
"Trier","Kreisfreie Stadt","Rheinland-Pfalz","110674","38","3718","3359.4","87.6",97,"de-rp-07211000","49.762938832","6.65505102152"
"Bernkastel-Wittlich","Landkreis","Rheinland-Pfalz","112685","67","4217","3742.3","111.8",126,"de-rp-07231000","49.924645182","6.96721862193"
"Eifelkreis Bitburg-Prüm","Landkreis","Rheinland-Pfalz","100055","34","4267","4264.7","98.9",99,"de-rp-07232000","50.0621597731","6.41012996519"
"Vulkaneifel","Landkreis","Rheinland-Pfalz","60491","62","2568","4245.3","117.4",71,"de-rp-07233000","50.2383358519","6.74865373201"
"Trier-Saarburg","Landkreis","Rheinland-Pfalz","150533","101","5789","3845.7","138.8",209,"de-rp-07235000","49.6964711338","6.69519559648"
"Frankenthal (Pfalz)","Kreisfreie Stadt","Rheinland-Pfalz","48750","56","3056","6268.7","203.1",99,"de-rp-07311000","49.5330640295","8.35688379873"
"Kaiserslautern","Kreisfreie Stadt","Rheinland-Pfalz","99662","122","4829","4845.4","106.4",106,"de-rp-07312000","49.4328526023","7.76067474783"
"Landau in der Pfalz","Kreisfreie Stadt","Rheinland-Pfalz","46685","44","2419","5181.5","297.7",139,"de-rp-07313000","49.2244938821","8.05060075998"
"Ludwigshafen am Rhein","Kreisfreie Stadt","Rheinland-Pfalz","172557","340","13804","7999.7","191.2",330,"de-rp-07314000","49.4820876658","8.39684453576"
"Mainz","Kreisfreie Stadt","Rheinland-Pfalz","217123","223","12908","5945","135.4",294,"de-rp-07315000","49.9741865223","8.24149708463"
