"NA","Province/State","country","Lat","Long","1/22/20","1/23/20","1/24/20","1/25/20","1/26/20","1/27/20","1/28/20","1/29/20","1/30/20","1/31/20","2/1/20","2/2/20","2/3/20","2/4/20","2/5/20","2/6/20","2/7/20","2/8/20","2/9/20","2/10/20","2/11/20","2/12/20","2/13/20","2/14/20","2/15/20","2/16/20","2/17/20","2/18/20","2/19/20","2/20/20","2/21/20","2/22/20","2/23/20","2/24/20","2/25/20","2/26/20","2/27/20","2/28/20","2/29/20","3/1/20","3/2/20","3/3/20","3/4/20","3/5/20","3/6/20","3/7/20","3/8/20","3/9/20","3/10/20","3/11/20","3/12/20","3/13/20","3/14/20","3/15/20","3/16/20","3/17/20","3/18/20","3/19/20","3/20/20","3/21/20","3/22/20","3/23/20","3/24/20","3/25/20","3/26/20","3/27/20","3/28/20","3/29/20","3/30/20","3/31/20","4/1/20","4/2/20","4/3/20","4/4/20","4/5/20","4/6/20","4/7/20","4/8/20","4/9/20","4/10/20","4/11/20","4/12/20","4/13/20","4/14/20","4/15/20","4/16/20","4/17/20","4/18/20","4/19/20","4/20/20","4/21/20","4/22/20","4/23/20","4/24/20","4/25/20","4/26/20","4/27/20","4/28/20","4/29/20","4/30/20","5/1/20","5/2/20","5/3/20","5/4/20","5/5/20","5/6/20","5/7/20","5/8/20","5/9/20","5/10/20","5/11/20","5/12/20","5/13/20","5/14/20","5/15/20","5/16/20","5/17/20","5/18/20","5/19/20","5/20/20","5/21/20","5/22/20","5/23/20","5/24/20","5/25/20","5/26/20","5/27/20","5/28/20","5/29/20","5/30/20","5/31/20","6/1/20","6/2/20","6/3/20","6/4/20","6/5/20","6/6/20","6/7/20","6/8/20","6/9/20","6/10/20","6/11/20","6/12/20","6/13/20","6/14/20","6/15/20","6/16/20","6/17/20","6/18/20","6/19/20","6/20/20","6/21/20","6/22/20","6/23/20","6/24/20","6/25/20","6/26/20","6/27/20","6/28/20","6/29/20","6/30/20","7/1/20","7/2/20","7/3/20","7/4/20","7/5/20","7/6/20","7/7/20","7/8/20","7/9/20","7/10/20","7/11/20","7/12/20","7/13/20","7/14/20","7/15/20","7/16/20","7/17/20","7/18/20","7/19/20","7/20/20","7/21/20","7/22/20","7/23/20","7/24/20","7/25/20","7/26/20","7/27/20","7/28/20","7/29/20","7/30/20","7/31/20","8/1/20","8/2/20","8/3/20","8/4/20","8/5/20","8/6/20","8/7/20","8/8/20","8/9/20","8/10/20","8/11/20","8/12/20","8/13/20","8/14/20","8/15/20","8/16/20","8/17/20","8/18/20","8/19/20","8/20/20","8/21/20","8/22/20","8/23/20","8/24/20","8/25/20","8/26/20","8/27/20","8/28/20","8/29/20","8/30/20","8/31/20","9/1/20","9/2/20","9/3/20","9/4/20","9/5/20","9/6/20","9/7/20","9/8/20","9/9/20","9/10/20","9/11/20","9/12/20","9/13/20","9/14/20","9/15/20","9/16/20","9/17/20","9/18/20","9/19/20","9/20/20","9/21/20","9/22/20","9/23/20","9/24/20","9/25/20","9/26/20","9/27/20","9/28/20","9/29/20","9/30/20","10/1/20","10/2/20","10/3/20","10/4/20","10/5/20"
NA,"","Mali","17.570692","-3.996166000000001","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","9","12","16","22","22","22","22","26","34","34","34","34","41","42","56","57","73","77","87","91","112","113","122","129","135","196","206","213","223","228","261","271","285","298","351","377","398","412","436","455","479","494","512","529","543","558","560","574","597","604","617","632","652","669","696","716","744","769","788","806","816","845","873","916","931","948","989","1023","1058","1088","1125","1145","1168","1192","1217","1255","1255","1266","1302","1354","1383","1387","1398","1432","1447","1474","1483","1502","1507","1516","1527","1547","1556","1597","1621","1650","1683","1694","1730","1748","1764","1777","1791","1809","1828","1851","1856","1869","1889","1901","1907","1911","1913","1919","1927","1931","1937","1937","1943","1943","1946","1950","1954","1956","1960","1962","1969","1973","1977","1979","1979","1986","1987","1987","1990","1993","1993","2007","2010","2018","2025","2041","2052","2054","2055","2121","2169","2169","2178","2185","2203","2220","2233","2238","2246","2258","2267","2269","2271","2276","2285","2289","2302","2311","2311","2332","2349","2372","2377","2380","2382","2391","2402","2410","2420","2439","2443","2453","2460","2467","2476","2479","2482"
NA,"","Malta","35.9375","14.3754","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","5","5","5","16","16","16","16","44","44","44","44","82","91","99","118","126","150","165","204","223","249","282","286","303","339","351","383","379","392","399","403","407","413","419","427","433","434","434","436","443","458","450","454","456","460","465","468","469","473","476","485","485","491","501","514","525","534","537","554","562","576","583","596","596","596","597","597","600","600","601","603","603","608","610","610","613","616","616","617","618","624","627","632","635","636","639","640","647","649","650","651","652","652","653","654","656","658","658","660","660","660","661","661","662","662","662","664","664","665","665","665","665","665","665","665","665","665","665","665","666","666","666","668","670","675","675","684","688","692","695","708","762","782","749","759","766","784","802","854","901","934","977","1029","1077","1121","1186","1244","1313","1400","1453","1490","1528","1565","1601","1627","1690","1729","1760","1803","1833","1850","1872","1890","1931","1953","1978","1996","2017","2047","2079","2113","2173","2191","2261","2304","2358","2399","2484","2562","2605","2668","2711","2758","2770"
NA,"","Mauritania","21.0079","-10.9408","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","7","7","7","7","7","7","7","7","7","7","15","15","15","15","15","21","21","27","27","55","57","65","69","104","108","119","139","142","250","278","311","332","360","373","427","550","653","696","811","905","963","1074","1225","1280","1344","1419","1497","1622","1677","1727","1765","1805","1844","1896","1944","1994","2026","2111","2160","2363","2501","2664","2830","2993","3153","3279","3436","3632","3826","3977","4086","4206","4299","4430","4653","4683","4776","4889","4962","5043","5115","5174","5209","5291","5291","5443","5527","5527","5570","5704","5741","5843","5889","5928","5985","6018","6051","6094","6123","6186","6203","6232","6282","6321","6356","6381","6407","6407","6430","6464","6464","6548","6588","6623","6658","6669","6681","6681","6701","6758","6786","6804","6825","6835","6839","6844","6865","6882","6927","6951","6977","7011","7028","7052","7070","7070","7070","7091","7111","7120","7138","7163","7174","7188","7204"
NA,"","Mauritius","-20.348404000000002","57.552152","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","7","7","8","19","23","23","28","42","42","51","65","81","108","180","208","224","243","261","266","285","295","299","302","303","306","310","312","314","315","316","319","320","320","320","320","320","322","322","322","322","322","322","322","322","322","322","322","322","322","322","322","322","322","322","322","322","322","322","322","322","322","324","324","324","324","324","325","325","325","325","325","325","325","325","325","325","326","326","326","326","326","326","326","326","326","326","326","326","330","330","330","330","330","330","330","330","330","330","330","330","330","331","331","331","331","331","332","332","332","332","332","332","332","332","332","332","332","332","332","332","334","334","334","334","334","334","334","334","334","334","334","334","334","334","334","334","334","334","334","334","335","335","335","335","335","335","335","335","335","335","335","335","335","335","335","335","335","335","335","335","335","335","335","338","338","338","338","338","338","338","339","339","343","343","343","343","343","343","344","344","344","357","357","357"
NA,"","Mexico","23.6345","-102.5528","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","35","35","35","35","633","633","633","633","633","633","633","633","633","1772","1843","1964","2125","2125","2125","2125","2627","2627","2627","2627","2627","2627","7149","8354","9086","11423","11423","11423","12377","12377","13447","13447","16810","17781","17781","20314","21824","21824","23100","25935","26990","28475","30451","31848","33329","35388","37325","38419","40152","42191","44424","46979","49452","51708","53834","56041","59003","61247","63772","66965","69749","72680","74758","77841","80830","83775","87633","90748","93930","97198","100876","104078","107298","112292","115394","118504","122180","126438","130854","134495","139383","143646","148487","152362","156827","160721","164646","170147","174538","178526","183757","189345","195724","199914","204826","209437","214316","219628","225356","229856","234905","240101","245830","252368","257681","264202","271239","254941","263091","267407","270147","275454","283382","288819","295222","303810","308142","314538","320100","327115","334867","342527","353442","357444","361764","365311","370098","377125","384432","393160","397278","401182","406583","410479","418164","424298","430840","433809","438375","442782","448344","453104","458123","466209","469206","472197","475532","479770","484283","489724","496222","501722","504541","510626","514663","518844","524669","531334","535141","538514","541804","547088","551113","557381","564053","569546","574203","579145","582109","586154","590459","596317","598953","601611","605796","609041","612361","616696","622398","625512","628007","629630","633806","637993","645123","670034"
NA,"","Moldova","47.4116","28.3699","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","2","2","2","2","2","2","15","18","23","23","26","29","30","37","40","40","50","56","75","94","107","134","171","235","276","391","457","457","505","560","661","755","825","895","925","975","1114","1182","1272","1334","1382","1423","1544","1658","1747","1826","1925","1958","1980","2069","2176","2228","2228","2344","2344","2425","2508","2953","2953","3369","3452","3713","3802","3884","3884","4123","4278","4455","4581","4622","4738","4863","5009","5240","5450","5638","5738","5797","5930","6072","6229","6421","6623","6794","6901","7077","7252","7525","7745","7896","8019","8212","8400","8599","8765","8963","9081","9229","9382","9594","9846","10093","10396","10718","11047","11241","11549","11936","12188","12456","12667","12793","13033","13298","13640","13913","14183","14376","14467","14599","14856","15174","15407","15608","15909","16154","16462","16785","17040","17269","17571","17816","17942","18167","18167","18676","18918","19100","19300","19300","19740","19998","20276","20556","20908","21220","21220","21885","21885","21885","22683","22683","22683","23570","23869","24156","24156","24156","25139","25139","25872","25872","26189","27017","27017","27799","27799","27799","28578","28962","28962","30437","30437","30437","30437","32293","32732","33239","33734","34236","34236","35018","35542","36071","36643","37023","37440","37842","38217","38579","38997","39499","40002","40475","40955","41467"
NA,"","Monaco","43.7333","7.4167","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","2","2","2","3","3","3","4","4","4","5","5","5","6","6","6","12","12","20","22","22","23","26","26","35","41","42","42","42","50","58","64","73","78","78","78","81","82","82","82","82","82","85","85","87","87","87","87","87","87","87","90","90","90","90","90","90","90","90","90","90","90","90","90","90","90","92","93","93","93","93","93","93","93","93","93","93","93","94","94","94","94","94","94","95","95","95","95","95","95","95","95","95","95","95","95","95","95","95","95","95","96","96","96","97","97","97","97","98","98","98","98","100","100","100","100","100","104","104","104","104","105","105","105","105","105","105","105","105","105","105","112","113","113","113","114","114","114","114","114","114","114","114","115","116","116","116","116","116","116","116","116","116","116","116","116","91","94","97","102","102","102","107","107","107","123","123","128","132","133","137","147","152","152","153","159","163","165","166","167","169","169","174","178","181","187","188","188","189","193"
NA,"","Mongolia","46.8625","103.8467","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","2","2","2","2","2","2","4","4","4","4","4","4","4","5","5","5","5","5","7","7","8","8","9","9","9","9","10","10","10","10","10","10","10","12","13","13","13","13","14","14","14","15","15","15","20","20","21","24","26","26","26","28","30","32","33","37","43","43","43","44","44","44","44","44","65","70","75","75","75","87","89","95","95","98","98","109","111","127","132","139","139","153","158","168","169","170","175","175","175","175","176","177","179","183","185","188","194","195","197","197","200","202","203","204","207","209","211","211","213","213","213","213","214","217","218","218","218","222","225","225","225","230","230","230","230","244","260","260","260","260","263","263","269","269","269","272","276","276","278","281","281","283","288","288","289","289","289","291","291","291","295","295","295","296","296","296","296","296","296","296","296","298","298","298","298","300","301","301","301","302","302","302","302","302","302","302","303","303","303","305","305","305","307","307","307","307","307","307"
NA,"","Montenegro","42.708678000000006","19.37439","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","4","4","4","4","5","5","5","46","55","55","55","55","55","88","101","116","123","123","153","153","189","199","203","214","233","245","249","253","253","261","265","267","274","290","294","298","307","309","311","311","311","311","312","312","314","314","314","315","315","315","315","315","315","315","315","315","315","315","315","315","315","315","315","315","315","315","315","315","315","315","315","315","315","315","315","315","315","315","315","315","315","315","315","315","315","315","315","315","315","315","315","320","320","320","320","325","325","330","330","330","330","357","378","385","385","426","426","538","643","664","739","809","839","931","931","1005","1293","1445","1445","1869","2032","2178","2296","2407","2452","2521","2558","2638","2680","2752","2830","2910","2986","3035","3127","3186","3281","3333","3356","3420","3480","3558","3606","3731","3839","3963","4021","4058","4104","4164","4203","4224","4231","4272","4312","4350","4393","4460","4491","4507","4589","4692","4764","4892","4997","5129","5268","5425","5544","5728","5917","6177","6368","6456","6720","7002","7192","7397","7618","7803","7953","8308"
NA,"","Morocco","31.7917","-7.0926","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","3","3","3","6","7","8","11","11","13","15","24","29","31","57","66","76","81","93","97","109","122","146","177","203","217","229","249","281","314","327","350","393","417","456","486","537","593","695","778","928","984","1083","1256","1438","1653","1838","2017","2179","2324","2461","2554","2811","2991","3131","3310","3400","3487","3660","3758","3901","4098","4280","4377","4638","4703","4774","4881","4978","5195","5271","5401","5459","5893","6410","6866","7195","7268","7315","7364","7408","7493","7565","7583","7618","7696","7765","7828","7937","7993","8041","8117","8223","8284","8366","8407","8468","8500","8656","8723","8740","8833","8920","9026","9090","9160","9329","9725","10173","10639","11316","11447","11827","12065","12283","12934","13442","13821","13965","14360","14620","14921","15132","15389","15636","15872","16100","16282","16438","16553","17066","17125","17311","17658","17960","18435","18968","19629","19994","20553","21548","22190","23347","24524","25385","25677","26687","27644","28566","29344","29941","31002","31576","32806","34199","35040","36343","37478","38293","40586","41901","43049","44618","46355","47595","48922","50357","51223","52483","53929","55274","56096","57239","59723","61850","64194","65867","67528","68970","71047","72968","74930","76690","79008","80732","84158","85883","88244","90186","91932","94150","95591","97468","100253","102715","104136","106044","108687","111036","113336"
NA,"","Mozambique","-18.6657","35.5296","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","2","2","2","2","2","2","2","2","4","8","8","8","8","9","12","12","12","12","12","12","12","12","18","19","19","19","21","24","27","34","34","34","34","34","35","42","43","44","44","44","48","48","48","48","51","71","71","71","82","84","90","91","97","98","109","114","119","126","127","131","136","138","144","145","151","151","157","160","160","175","177","177","181","181","206","220","221","223","225","228","229","232","248","249","249","256","256","277","280","337","340","344","349","364","369","373","375","375","397","408","472","505","506","523","528","532","543","593","596","602","616","638","641","645","654","676","765","778","795","827","832","840","860","910","951","1015","1075","1136","1163","1196","1245","1291","1380","1406","1474","1503","1661","1809","1927","1968","2055","2078","2100","2170","2170","2170","2370","2511","2579","2615","2697","2715","2763","2857","2899","2905","2960","3024","3181","3267","3393","3502","3620","3622","3738","4064","4350","4558","4649","4769","4807","4836","5205","5232","5573","5595","5736","5852","6104"
NA,"","Namibia","-22.9576","18.4904","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","2","2","2","2","2","2","2","3","3","3","3","3","3","3","3","3","3","3","3","3","3","4","4","6","6","6","6","6","7","7","7","8","8","8","8","8","8","8","8","8","8","8","9","9","10","11","11","11","11","12","13","13","13","13","13","14","14","14","14","14","14","14","14","14","14","14","14","16","16","16","16","16","16","16","16","16","17","17","17","17","17","17","18","19","19","19","19","19","21","21","21","21","22","22","24","24","24","24","24","25","25","25","25","25","25","25","25","25","26","28","29","31","31","32","32","35","42","57","64","69","72","72","75","101","104","104","164","166","171","187","187","211","556","563","575","575","704","715","715","835","848","848","2352","2370","2379","2407","2426","2442","2457","2460","2509","2563","2732","2734","2776","2789","2817","2929","3327","3379","3454","3483","3611","3643","3786","3806","3981","4640","4767","4898","5811","6543","6693","7358","7502","7685","7947","7969","8033","8112","8359","8431","8482","8569","8749","8776","8787","8937","9014","9083","9351","9419","9429","9451"
NA,"","Nepal","28.1667","84.25","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","2","4","4","4","7","10","11","12","16","16","16","16","16","16","16","16","16","16","22","22","31","31","31","33","33","35","35","36","36","36","36","37","45","49","70","70","87","112","155","183","187","206","219","220","221","266","278","290","333","365","467","488","584","674","861","877","913","974","1041","1158","1167","1186","1402","1578","1772","2148","2224","2338","2650","2698","2834","3013","3134","3194","4656","5320","6143","6415","6547","6811","7499","7752","7891","8011","8442","8589","10294","10328","11025","11249","11534","11637","11695","11868","12477","12684","12840","12947","13053","13128","13754","13875","14021","14248","14399","14492","14603","14961","15026","15156","15389","15814","16313","16353","16493","16664","16728","16837","17077","17201","17335","17495","17580","17700","17964","18214","18350","18631","18806","19119","19504","20073","20242","20555","20822","21410","22178","23290","24207","25561","27127","28941","30677","32964","33882","35700","36672","37524","38697","39576","40638","41706","42949","43820","45267","46233","47238","48061","49954","50411","51866","53013","53898","54640","55371","56428","57389","60696","62740","64069","65202"
NA,"Aruba","Netherlands","12.5211","-69.9683","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","2","14","14","20","27","29","32","32","32","39","39","43","44","49","49","51","68","68","69","69","73","73","73","73","79","81","81","81","81","82","89","89","89","89","89","89","89","91","93","93","93","93","93","93","95","95","95","95","95","95","95","97","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","98","99","99","99","99","99","100","100","100","100","100","100","100","101","101","102","102","102","102","102","105","105","105","111","112","112","112","114","114","114","114","114","114","114","114","114","193","200","212","277","277","277","415","446","455","461","565","587","608","743","765","765","768","857","934","1031","1119","1206","1206","1244","1293","1351","1407","1451","1542","1542","1566","1610","1676","1742","2128","2128","2239","2369","2426","2501","2664","2753","2829","2948","3037","3181","3259","3327","3406","3474","3532","3612"
NA,"Bonaire, Sint Eustatius and Saba","Netherlands","12.1784","-68.2385","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","6","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","17","17","17","17","17","17","18","21","21","21","21","21","21","24","32","32","32","46","46","46"
NA,"Curacao","Netherlands","12.1696","-68.99","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","2","2","2","2","3","3","3","5","5","5","7","7","7","7","7","8","8","10","10","10","10","11","11","11","11","11","11","11","11","11","11","11","13","13","13","13","13","13","13","13","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","14","15","15","15","15","15","15","15","15","15","15","15","15","15","19","19","19","19","19","19","19","19","19","19","19","19","19","19","19","19","19","19","19","19","19","19","19","19","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","24","28","30","30","30","30","30","30","30","30","31","31","31","31","31","31","32","33","33","34","34","34","35","35","35","35","35","35","39","39","39","39","45","45","48","51","55","55","56","57","58","61","68","74","83","88","96","102","103","104","115","124","134","141","148","157","171","185","197","213","231","242"
NA,"Sint Maarten","Netherlands","18.0425","-63.0548","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","6","6","6","1","1","1","1","1","3","5","5","5","5","5","12","12","12","12","12","12","22","22","22","22","33","33","33","33","33","44","44","44","44","44","44","44","44","46","46","46","46","46","46","46","54","54","54","54","54","54","59","59","59","59","59","60","60","60","60","60","60","60","60","60","61","61","61","61","61","61","61","61","61","61","62","62","62","62","62","62","62","62","62","62","62","62","62","62","62","62","62","62","62","63","63","63","63","63","63","63","63","63","63","63","63","63","63","63","63","63","63","63","63","63","63","63","63","63","63","64","64","64","64","64","64","64","86","86","86","86","86","93","102","102","102","107","107","107","107","133","146","146","147","147","147","147","179","179","179","179","179","200","241","302","302","302","302","302","321","321","333","333","387","430","430","430","468","477","477","488","488","488","505","512","517","517","532","532","532","549","557","557","567","572","572","572","592"
NA,"","Netherlands","52.1326","5.2913","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
NA,"","New Zealand","-40.9006","174.886","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","22","27","37","50","56","63","74","83","92","103","127","156","176","241","282","317","373","422","471","546","628","728","770","816","867","912","974","1006","1036","1095","1118","1142","1180","1214","1229","1241","1252","1263","1266","1276","1302","1316","1332","1347","1368","1371","1386","1398","1402","1411","1421","1428","1433","1433","1433","1447","1452","1455","1455","1456","1456","1461","1462","1474","1481","1481","1481","1481","1481","1481","1481","1481","1481","1481","1482","1482","1482","1482","1482","1482","1482","1482","1482","1482","1482","1482","1482","1482","1482","1483","1483","1484","1484","1484","1484","1484","1484","1484","1490","1490","1490","1490","1490","1492","1492","1494","1497","1497","1497","1497","1498","1498","1499","1506","1506","1506","1506","1506","1506","1511","1513","1513","1513","1513","1514","1514","1514","1518","1518","1518","1518","1523","1523","1524","1524","1524","1524","1526","1526","1526","1531","1531","1531","1531","1531","1531","1531","1531","1538","1538","1538","1538","1539","1539","1554","1561","1568","1570","1585","1598","1606","1622","1630","1631","1632","1634","1635","1639","1648","1655","1663","1676","1678","1694","1698","1707","1714","1719","1719","1728","1729","1737","1737","1744","1745","1749","1753","1755","1767","1770","1780","1783","1788","1790","1790"
NA,"","Nicaragua","12.865416","-85.207229","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","4","4","4","4","4","6","6","6","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","7","199","199","199","199","199","199","199","370","370","370","370","370","370","370","370","370","370","370","370","370","370","953","953","953","953","953","953","953","1238","1238","1238","1238","1238","1238","1238","1238","1238","1238","1238","1238","1238","1238","1238","1238","1238","1238","1238","1238","1238","1993","1993","1993","1993","1993","1993","1993","2282","2282","2282","2282","2282","2282","2282","2492","2492","2492","2492","2492","2492","2492","2492","2492","2492","2492","2492","2492","2492","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913","2913"
