value,name
1,Belgien
2,Bulgarien
3,Dänemark
4,Deutschland
5,Estland
6,Europäische Union
7,Eurozone
8,Finnland
9,Frankreich
10,Griechenland
11,Großbritannien
12,Irland
13,Island
14,Italien
15,Kroatien
16,Lettland
17,Litauen
18,Luxemburg
19,Malta
20,Niederlande
21,Nordmazedonien
22,Norwegen
23,Österreich
24,Polen
25,Portugal
26,Rumänien
27,Schweden
28,Schweiz
29,Serbien
30,Slowakei
31,Slowenien
32,Spanien
33,Tschechien
34,Türkei
35,Ungarn
36,USA
37,Zypern
