"date","land","country","name","id","nuts","inzidenz"
2020-10-19,"Spanien","Spain","Aragón","ES","ES24","559.4"
2020-10-19,"Spanien","Spain","Comunidad de Madrid","ES","ES30","457.2"
2020-10-19,"Spanien","Spain","Castilla y León","ES","ES41","535.6"
2020-10-19,"Spanien","Spain","Castilla-La Mancha","ES","ES42","388.5"
2020-10-19,"Spanien","Spain","Extremadura","ES","ES43","307.1"
2020-10-19,"Spanien","Spain","Cataluña","ES","ES51","405.5"
2020-10-19,"Spanien","Spain","Comunidad Valenciana","ES","ES52","148.9"
2020-10-19,"Spanien","Spain","Illes Balears","ES","ES53","146.7"
2020-10-19,"Spanien","Spain","Andalucía","ES","ES61","328.8"
2020-10-19,"Spanien","Spain","Región de Murcia","ES","ES62","407.4"
2020-10-19,"Spanien","Spain","País Vasco","ES","ES21","371.9"
2020-10-19,"Spanien","Spain","Ciudad Autónoma de Melilla","ES","ES64","853.7"
2020-10-19,"Spanien","Spain","Canarias","ES","ES70","78.6"
2020-10-19,"Spanien","Spain","Ciudad Autónoma de Ceuta","ES","ES63","391.4"
2020-10-19,"Schweden","Sweden","Stockholms län","SE","SE110","151.1"
2020-10-19,"Schweden","Sweden","Jämtlands län","SE","SE322","187.3"
2020-10-19,"Schweden","Sweden","Västerbottens län","SE","SE331","40"
2020-10-19,"Schweden","Sweden","Norrbottens län","SE","SE332","80.2"
2020-10-19,"Schweden","Sweden","Kronobergs län","SE","SE212","100.6"
2020-10-19,"Schweden","Sweden","Kalmar län","SE","SE213","31.9"
2020-10-19,"Schweden","Sweden","Gotlands län","SE","SE214","52.3"
2020-10-19,"Schweden","Sweden","Blekinge län","SE","SE221","57"
2020-10-19,"Schweden","Sweden","Skåne län","SE","SE224","95.1"
2020-10-19,"Schweden","Sweden","Hallands län","SE","SE231","99.6"
2020-10-19,"Schweden","Sweden","Västra Götalands län","SE","SE232","81.6"
2020-10-19,"Schweden","Sweden","Uppsala län","SE","SE121","221.1"
2020-10-19,"Schweden","Sweden","Södermanlands län","SE","SE122","63.1"
2020-10-19,"Schweden","Sweden","Östergötlands län","SE","SE123","122.2"
2020-10-19,"Schweden","Sweden","Örebro län","SE","SE124","225"
2020-10-19,"Schweden","Sweden","Västmanlands län","SE","SE125","96.4"
2020-10-19,"Schweden","Sweden","Jönköpings län","SE","SE211","140.8"
2020-10-19,"Schweden","Sweden","Dalarnas län","SE","SE312","101.7"
2020-10-19,"Schweden","Sweden","Gävleborgs län","SE","SE313","56.2"
2020-10-19,"Schweden","Sweden","Västernorrlands län","SE","SE321","33"
2020-10-19,"Schweden","Sweden","Värmlands län","SE","SE311","45.1"
2020-10-19,"Großbritannien","United Kingdom","Isle Of Man","UK","IM","3.6"
2020-10-19,"Großbritannien","United Kingdom","Highland","UK","S08000022","60"
2020-10-19,"Großbritannien","United Kingdom","Lothian","UK","S08000024","269"
2020-10-19,"Großbritannien","United Kingdom","Orkney","UK","S08000025","22.5"
2020-10-19,"Großbritannien","United Kingdom","Shetland","UK","S08000026","17.4"
2020-10-19,"Großbritannien","United Kingdom","Western Isles","UK","S08000028","52.2"
2020-10-19,"Großbritannien","United Kingdom","Fife","UK","S08000029","125.3"
2020-10-19,"Großbritannien","United Kingdom","Tayside","UK","S08000030","180.3"
2020-10-19,"Großbritannien","United Kingdom","Greater Glasgow And Clyde","UK","S08000031","518.6"
2020-10-19,"Großbritannien","United Kingdom","Ayrshire And Arran","UK","S08000015","344.1"
2020-10-19,"Großbritannien","United Kingdom","Borders","UK","S08000016","83.3"
2020-10-19,"Großbritannien","United Kingdom","Dumfries And Galloway","UK","S08000017","178.1"
2020-10-19,"Großbritannien","United Kingdom","Forth Valley","UK","S08000019","201.6"
2020-10-19,"Großbritannien","United Kingdom","Grampian","UK","S08000020","103.3"
2020-10-19,"Großbritannien","United Kingdom","East Midlands (England)","UK","UKF","427"
2020-10-19,"Großbritannien","United Kingdom","West Midlands (England)","UK","UKG","292.8"
2020-10-19,"Großbritannien","United Kingdom","East of England","UK","UKH","148.4"
2020-10-19,"Großbritannien","United Kingdom","London","UK","UKI","214.5"
2020-10-19,"Großbritannien","United Kingdom","South East (England)","UK","UKJ","134.9"
2020-10-19,"Großbritannien","United Kingdom","South West (England)","UK","UKK","161.4"
2020-10-19,"Großbritannien","United Kingdom","Northern Ireland","UK","UKN","724.6"
2020-10-19,"Großbritannien","United Kingdom","Betsi Cadwaladr","UK","UKL13","290.8"
2020-10-19,"Großbritannien","United Kingdom","Lanarkshire","UK","S08000032","667.8"
2020-10-19,"Großbritannien","United Kingdom","Hywel Dda","UK","UKL14","116.7"
2020-10-19,"Großbritannien","United Kingdom","North East (England)","UK","UKC","574.8"
2020-10-19,"Großbritannien","United Kingdom","North West (England)","UK","UKD","767.9"
2020-10-19,"Großbritannien","United Kingdom","Yorkshire and the Humber","UK","UKE","574.8"
2020-10-19,"Großbritannien","United Kingdom","Cardiff And Vale","UK","UKL22","423.8"
2020-10-19,"Großbritannien","United Kingdom","Abertawe Bro Morgannwg","UK","UKL18","343.9"
2020-10-19,"Großbritannien","United Kingdom","Cwm Taf","UK","UKL15","445.4"
2020-10-19,"Großbritannien","United Kingdom","Powys","UK","UKL24","112.5"
2020-10-19,"Großbritannien","United Kingdom","Aneurin Bevan","UK","UKL16","208.4"
2020-10-19,"Großbritannien","United Kingdom","Scotland","UK","UKM","142.1"
