date,Deutschland,Deutschland,Afghanistan,Afghanistan,Ägypten,Ägypten,Angola,Angola,Argentinien,Argentinien,Aserbaidschan,Aserbaidschan,Australien,Australien,Bangladesch,Bangladesch,Belarus,Belarus,Belgien,Belgien,Bolivien,Bolivien,Brasilien,Brasilien,Bulgarien,Bulgarien,Chile,Chile,Costa Rica,Costa Rica,Dänemark,Dänemark,Dominikanische Republik,Dominikanische Republik,Ecuador,Ecuador,El Salvador,El Salvador,Finnland,Finnland,Frankreich,Frankreich,Griechenland,Griechenland,Großbritannien,Großbritannien,Guatemala,Guatemala,Guinea,Guinea,Honduras,Honduras,Indien,Indien,Indonesien,Indonesien,Iran,Iran,Israel,Israel,Italien,Italien,Japan,Japan,Jordanien,Jordanien,Kamerun,Kamerun,Kanada,Kanada,Kasachstan,Kasachstan,Kirgisistan,Kirgisistan,Kolumbien,Kolumbien,Libanon,Libanon,Malaysia,Malaysia,Mali,Mali,Marokko,Marokko,Mexiko,Mexiko,Mosambik,Mosambik,Nepal,Nepal,Niederlande,Niederlande,Niger,Niger,Norwegen,Norwegen,Österreich,Österreich,Pakistan,Pakistan,Paraguay,Paraguay,Peru,Peru,Philippinen,Philippinen,Polen,Polen,Portugal,Portugal,Rumänien,Rumänien,Russland,Russland,Sambia,Sambia,Schweden,Schweden,Schweiz,Schweiz,Senegal,Senegal,Serbien,Serbien,Sierra Leone,Sierra Leone,Simbabwe,Simbabwe,Singapur,Singapur,Slowakei,Slowakei,Spanien,Spanien,Sri Lanka,Sri Lanka,Südafrika,Südafrika,Südkorea,Südkorea,Thailand,Thailand,Tschechien,Tschechien,Tunesien,Tunesien,Türkei,Türkei,Uganda,Uganda,Ukraine,Ukraine,Ungarn,Ungarn,USA,USA,Usbekistan,Usbekistan,Vereinigte Arabische Emirate,Vereinigte Arabische Emirate,Vietnam,Vietnam
2021-05-09,32.75,9.43,,,1.04,,,,17.01,3.08,,6.72,,,,2.12,,,31.11,9.57,6.29,2.27,,,9.3,4.2,44.8,37.39,,,25.97,14.96,14.23,7.47,5.8,1.51,,,,,26.57,11.67,,,52.25,26.3,,,,,,,9.7,2.5,4.88,3.16,,,62.65,58.69,27.92,12.31,2.59,0.92,,,,,38.87,3.31,,,,,,,,,3.37,2.09,,,,,11,7.36,,,,,29.28,9.16,,,27.5,8.9,29.88,10.93,,,2.16,0.2,4.48,2.26,1.79,0.41,27.11,9.7,28.4,10.9,18.87,12.32,,,,,30.38,8.85,25.1,12.45,,,31.59,24.24,,,3.54,1.06,,,23.27,10.9,29.51,13.31,4.34,0.92,,,7.17,0.99,1.86,0.74,24.48,9.92,3.06,1.32,17.29,12.25,0.89,,,,44.57,25.92,45.48,34.16,,,,,0.87,
2021-05-10,33.23,9.66,,,,,,,17.08,3.11,9.92,6.73,,,,,,,31.8,9.62,6.35,2.31,15.1,7.18,9.38,4.49,45.34,37.76,12.9,8.57,26.43,15.59,15.4,7.49,,,,,35.1,3.81,27.02,12.02,24.05,12.26,52.42,26.65,1.2,,,,,,9.8,2.6,,,1.76,0.35,62.68,58.75,28.41,12.56,2.77,0.97,,,,,39.72,3.36,,,,,7.94,4.8,,,,,,,15.52,11.93,,,,,,,,,,,27.54,9.02,30.24,11.05,,,2.28,0.23,4.62,2.28,,,27.48,9.85,28.92,11,19.09,12.62,9.02,5.91,0.44,,,,25.62,12.81,,,31.88,24.35,,,3.56,1.09,31.67,21.96,23.72,11.04,30.01,13.53,4.35,0.93,0.67,0.67,7.2,1.14,1.96,0.76,25.15,9.99,3.15,1.4,17.33,12.33,,,1.98,,44.99,26.19,45.69,34.54,3.16,0.35,,,,
2021-05-11,34.19,10,1.15,0.14,1.11,0.23,,,17.24,3.2,9.96,6.87,,,,2.18,,,32.3,9.72,6.42,2.34,15.36,7.31,9.52,4.87,45.9,38.2,,,26.94,16.04,16.83,7.51,6.05,1.55,14.95,3.05,36.36,4.31,27.6,12.42,24.58,12.82,52.62,27.16,1.29,,1.09,0.45,,,9.9,2.7,4.99,3.25,,,62.71,58.79,28.9,12.83,2.91,1.04,,,,,40.47,3.41,9.36,3.72,0.57,0.09,8.14,4.98,,,3.57,2.22,,,15.99,11.96,11.14,7.37,,,,,,,,,27.87,9.59,30.78,11.25,1.27,0.43,2.41,0.28,4.74,2.31,1.85,0.47,28.03,10.14,29.5,11.19,19.29,12.99,9.05,5.92,,,,,26.23,13.24,2.56,,,,,,3.63,1.15,,,24.11,11.19,30.62,13.91,4.43,1,0.7,0.7,7.21,1.3,1.97,0.81,25.85,10.07,,,17.38,12.47,0.91,,2.02,0,,,45.88,34.86,,,,,0.91,
2021-05-12,35.44,10.43,,,,,1.78,0.12,17.41,3.36,10.01,7.03,,,,2.22,,,32.86,9.96,6.46,2.37,15.68,7.46,9.69,5.21,46.45,38.61,,,27.39,16.51,18.3,7.53,6.1,1.58,,,,,28.22,12.78,25.09,13.36,52.89,27.83,1.36,,1.1,0.46,,,9.99,2.77,,,,,62.73,58.82,29.43,13.11,3.04,1.13,,,0.16,0,41.32,3.47,,,,,8.33,5.13,,,3.6,,,,16.24,12.03,11.38,7.65,0.95,0.19,,,,,0.28,0.02,28.64,10.57,31.64,11.51,,,2.54,0.33,4.9,2.34,,,,,30.02,11.35,19.49,13.35,9.3,6.17,0.49,,,,26.94,13.73,,,32.61,24.93,,,3.7,1.21,,,24.46,11.39,31.13,14.36,4.65,1.05,0.73,0.73,7.24,1.46,2,0.92,26.59,10.15,,,17.44,12.61,0.92,,2.06,0.01,45.76,26.76,46.04,35.18,3.27,0.57,,,,
2021-05-13,35.76,10.62,,,,,,,17.51,3.61,10.05,7.19,,,,,,,33.2,10.66,,,16.04,7.63,9.87,5.58,46.95,38.92,,,27.73,16.84,19.57,7.54,6.25,1.72,15.35,4.08,36.67,4.45,28.7,12.86,25.59,13.92,53.2,28.46,1.44,,,,,,10.08,2.85,,,,,62.75,58.86,30,13.42,3.18,1.24,,,,,42.29,3.54,,,,,8.55,5.29,,,,,,,,,11.63,7.84,,,,,,,,,28.87,10.73,31.93,11.6,1.33,0.44,2.69,0.41,5.12,2.36,,,29.36,11.21,30.55,11.5,19.7,13.71,9.36,6.26,,,,,27.3,13.9,2.58,,,,,,3.77,1.29,32.48,22.22,24.79,11.61,31.89,14.92,5.02,1.09,0.77,0.77,7.26,1.61,2.03,1.01,27.36,10.24,,,17.47,12.65,,,2.1,0.02,46.41,27.19,46.23,35.58,,,,,,
2021-05-14,36.4,10.89,,,,,,,17.6,3.87,10.08,7.29,,,,,,,33.56,11.54,6.66,2.4,16.65,7.86,10.04,5.89,47.49,,,,28.08,17.38,20.75,,6.45,1.8,15.61,4.59,37.77,5.02,29.35,13.12,26.08,14.49,53.53,29.04,1.52,,,,,,10.13,2.88,5.01,3.26,,,,,30.57,13.76,,,,,,,43.36,3.63,9.53,3.85,,,,,5.52,,3.61,,0.35,0.06,16.36,12.06,,,,,,,,,,,29.08,10.88,32.67,11.87,,,2.79,,5.38,2.42,1.97,0.58,29.93,11.67,31.06,11.69,19.93,14.08,9.5,6.47,0.55,,,,27.79,14.29,,,,,,,3.84,1.37,,,25.19,11.88,,,5.32,1.14,,,,1.77,,,28.09,10.31,,,17.57,12.74,0.94,,2.14,0.03,47.15,27.5,46.42,35.96,,,,,0.97,
2021-05-15,36.69,11.08,,,,,,,17.68,4.14,10.12,7.41,,,,,,,33.84,12.01,6.94,2.43,16.81,7.96,10.08,5.95,,,,,28.35,17.71,21.06,,6.53,1.89,15.8,5.02,37.99,5.09,29.89,13.27,26.6,15.05,53.87,29.61,1.53,,,,1.1,0.06,10.23,,,,,,62.76,58.88,31.17,14.09,,,,,,,44.26,3.7,9.69,3.96,,,8.95,5.55,5.53,2.99,3.64,,,,16.72,12.19,,,,,,,,,,,29.11,10.89,33.15,12.05,,,2.81,,5.54,2.48,2.05,0.62,30.36,11.98,31.3,12.24,20.2,14.44,9.78,6.57,0.59,,,,28.15,14.42,,,33.49,25.61,,,3.9,1.44,,,25.66,12.25,,,,,,,,1.82,,,28.39,10.33,3.32,1.51,17.66,12.8,,,,,47.62,27.97,46.71,36.41,,,,,,
2021-05-16,36.89,11.22,,,,,,,17.75,4.21,10.17,7.54,,,,2.25,,,33.86,12.04,7.01,2.44,16.84,7.98,10.1,5.97,47.5,39.21,,,28.69,17.96,21.19,7.56,6.68,1.96,,,,,30.18,13.3,,,54.07,29.88,1.55,,,,,,10.27,2.93,5.03,3.28,,,,58.89,31.62,14.34,3.46,1.37,,,,,45.06,3.74,9.78,4.02,,,9.04,5.62,5.6,3,3.67,2.25,,,,,11.99,8.22,,,,,33.12,11.15,,,,,33.35,12.13,,,2.83,0.43,5.6,2.52,2.08,0.66,30.54,12.1,31.36,13.45,20.42,14.75,9.81,6.62,,,32.89,10.14,28.36,14.48,,,33.6,25.75,,,3.91,1.45,,,26.08,12.42,32.77,15.43,5.95,1.25,,,7.28,1.83,2.12,1.12,28.63,10.34,3.5,1.57,17.72,12.84,0.99,,2.15,0.04,48.02,28.23,46.98,36.78,,,,,0.98,0.02
2021-05-17,37.32,11.46,,,,,,,17.81,4.32,,,,,3.53,2.28,,,34.6,12.26,7.04,2.45,17.1,8.12,10.2,6.13,48.15,39.46,14.17,10.4,29.23,18.48,,,,2.02,15.97,5.65,38.5,5.26,30.73,13.53,27.22,15.59,54.23,30.27,1.62,,1.2,0.51,,,10.37,2.95,5.06,3.32,2.36,0.42,62.77,58.9,32.07,14.68,3.74,1.55,,,,,46.05,3.77,9.83,4.04,,,9.14,5.67,5.86,3.04,3.77,2.34,,,17.5,12.31,12.06,8.26,,,,,,,,,29.13,10.91,33.68,12.33,,,2.89,0.51,5.75,2.54,,,30.82,12.27,31.92,13.8,20.6,15.09,9.84,6.66,0.62,,,,28.82,14.93,,,33.86,26.05,,,3.98,1.5,33.61,24.62,26.48,12.64,33.14,15.66,6.07,1.26,,,7.31,2.03,2.18,1.17,29.3,10.4,3.66,1.65,17.77,13,1.02,,2.17,0.06,48.81,28.46,47.19,37.03,,,,,,
2021-05-18,37.96,11.88,,,,,1.84,0.23,18.01,4.54,10.28,7.81,,,,,,,35.47,12.55,7.73,2.5,17.33,8.23,10.36,6.35,48.86,39.7,,,29.74,19.01,23.46,7.61,6.82,2.15,16.21,6.17,,,31.38,13.77,27.87,16.05,54.48,30.74,1.71,,,,,,10.45,2.97,5.11,3.39,,,62.79,58.96,32.53,15.02,3.92,1.69,10.14,3.77,0.17,,46.73,3.84,9.97,4.15,,,9.35,5.82,6.01,3.05,3.9,2.44,,,18.34,12.41,12.54,8.63,1.02,0.24,,1.46,,,0.48,,29.22,11.34,34.17,12.63,,,3.07,0.57,5.92,2.57,2.29,0.72,31.36,12.67,32.39,14,20.78,15.45,10,6.8,,,,,29.39,15.44,,,34.1,26.57,,,4.04,1.56,,,26.85,12.83,33.67,15.98,6.3,1.38,,,7.33,2.3,2.27,1.23,29.96,10.52,3.81,1.74,18.03,13.44,,,2.19,0.09,49.59,28.72,47.35,37.21,3.36,0.86,,,1.01,0.03
2021-05-19,38.65,12.51,,,,,,,18.32,4.66,10.4,7.98,,,,2.32,,,36.14,13.11,,,17.58,8.34,10.55,6.59,49.51,39.92,,,30.29,19.4,24.51,7.64,6.95,2.27,16.44,6.65,39.01,5.54,32.05,13.99,28.53,16.4,54.87,31.29,1.79,,1.24,,,,10.53,2.98,,,,,62.82,59.01,33.02,15.34,4.14,1.85,,,,,47.58,3.94,10.11,4.27,,,9.55,5.9,6.18,3.08,4.36,2.75,,,19.05,12.66,13.04,8.83,,,,,,,,,29.37,12.65,34.98,12.99,,,3.23,0.63,6.1,2.62,,,,,32.93,14.23,20.95,15.81,10.09,6.95,0.65,,32.97,10.22,30.12,16.03,,,34.37,27.13,,,4.07,1.61,,,27.25,13,34.33,16.46,6.46,1.4,,,7.34,2.48,2.36,1.28,30.68,10.66,3.95,1.84,18.22,13.58,1.07,,2.21,0.11,49.99,29.14,47.59,37.51,,,,,,
2021-05-20,39.22,13.08,1.21,0.2,,,,,18.58,4.76,10.54,8.12,,,,2.38,,,36.72,13.79,,,17.85,8.48,10.74,6.9,50.17,,,,30.85,19.78,25.34,7.79,7.37,2.43,16.65,7.15,39.74,5.99,32.77,14.24,29.21,16.73,55.27,31.91,1.87,,1.25,0.55,,,10.62,2.99,5.28,3.5,,,62.84,59.06,33.53,15.76,4.37,1.95,,,,,48.52,4.05,10.24,4.43,,,9.75,5.99,6.39,3.16,4.55,2.82,,,19.69,12.86,13.48,8.99,,,,1.66,,,,,29.52,13.88,35.81,13.38,1.65,0.52,3.37,0.68,6.3,2.66,,,32.68,13.8,33.45,14.49,21.09,16.16,10.2,7.04,0.69,,33.45,10.49,30.75,16.55,,,,,,,4.14,1.7,,,27.65,13.25,34.96,16.82,6.54,1.44,,,7.36,2.89,2.47,1.32,31.36,10.91,,,18.39,13.72,,,2.22,0.14,50.71,29.88,47.89,37.86,,,,,,
2021-05-21,39.72,13.58,,,,,1.92,0.39,18.88,4.93,10.75,8.23,,,,,4.31,2.94,37.29,14.3,8.61,2.54,,,10.88,7.12,50.21,40.25,,,31.45,20.11,26.02,8.04,,,16.71,7.94,40.92,6.64,33.47,14.52,29.95,16.97,55.59,32.53,1.94,,,,1.38,0.28,,,5.37,3.56,,,,,34.05,16.19,,,,,0.18,0.01,49.67,4.19,10.35,4.61,,,,,6.5,,4.68,2.88,0.36,0.07,20.23,13.05,13.85,9.09,,,,1.76,,,0.53,0.03,29.61,14.44,36.59,13.81,1.73,0.54,3.48,0.72,6.58,2.8,,,33.23,14.3,33.99,14.77,21.24,16.49,10.3,7.15,0.7,0.01,34.03,10.95,31.38,17.02,2.61,,34.84,27.5,,,4.2,1.77,,,28.2,13.42,,,6.59,1.48,,,7.39,3.33,2.65,1.38,31.99,11.16,4.19,2.06,18.82,14.08,1.11,,2.23,,51.44,30.72,48.22,38.21,,,,,,
2021-05-22,40,13.87,,,1.54,,,,19.11,5.13,11,8.35,,,,2.41,,,37.68,14.68,9.07,2.56,,,10.91,7.18,50.34,40.28,,,31.9,20.32,26.23,8.11,7.96,2.77,16.92,8.4,41.25,6.79,33.97,14.64,30.71,17.19,55.89,33.36,1.95,,,,,,10.81,,,,,,62.85,59.07,34.58,16.57,,,,,,,50.58,4.32,10.49,4.81,,,10.07,6.11,6.51,3.18,4.81,2.89,,,20.69,13.09,14.09,9.14,,,,1.82,,,,,29.63,14.45,37,14.01,,,3.55,0.73,6.76,2.9,2.87,0.87,33.58,14.67,34.47,15.13,21.38,16.76,10.5,7.6,,0.02,,,31.71,17.19,,,,,,,4.24,1.84,,,28.68,13.82,,,6.66,1.51,1.08,0.81,,3.4,2.72,,32.28,11.26,4.33,2.15,18.88,14.11,1.12,0,,,51.82,31.07,48.58,38.57,,,,,,
2021-05-23,40.16,14.05,,,1.62,0.3,,,19.25,5.23,,,,,,,,,37.74,14.71,9.18,2.57,,,10.93,7.21,50.36,40.29,,,32.29,20.43,26.33,8.14,,,,,41.35,6.8,34.21,14.67,,,56.08,33.73,1.96,,1.4,0.59,,,10.87,3.02,,3.61,,,62.88,59.11,34.99,16.89,4.85,2.09,,,,,51.33,4.38,10.57,4.89,,,10.17,6.15,6.54,3.2,4.92,2.91,,,,,14.22,9.15,,,,1.9,35.92,14.28,,,29.65,14.46,37.21,14.14,,,,,6.84,2.98,,,33.69,14.79,34.83,15.46,21.5,16.93,10.53,7.61,0.72,,,,31.95,17.29,,,35.09,27.66,,,,1.87,,,29.12,14,35.74,17.39,6.71,1.53,,,7.4,3.41,2.78,1.39,32.49,11.35,4.47,2.2,19.03,14.23,1.15,,2.24,0.17,52,31.18,48.83,38.87,3.54,1.24,,,,
2021-05-24,40.34,14.24,1.22,0.25,1.71,,,,19.33,5.34,11.19,8.41,12.54,1.63,3.54,2.46,,,37.95,14.97,9.53,2.59,,,10.95,7.27,51.27,40.6,17.03,11.59,32.69,20.59,27.04,8.41,,,16.98,9.13,,,34.59,14.72,31.48,17.4,56.26,34.22,2.01,0.01,,,,,11.04,3.03,5.45,3.62,3.26,0.48,62.9,59.15,35.44,17.24,5.23,2.26,,,0.2,0.02,52.22,4.43,10.6,4.92,,,10.37,6.19,6.68,3.26,5.14,2.99,,,21.22,13.21,14.43,9.18,,,,2.04,,,,,29.66,14.51,37.34,14.27,1.88,0.58,,,6.98,3.08,3.03,0.9,33.86,15.03,35.12,15.7,21.62,17.14,10.7,7.67,,,,,,,2.64,0.41,35.36,28.02,,,4.26,1.89,36.11,27.63,29.56,14.11,36.26,17.65,6.72,1.56,,,7.54,3.61,2.93,1.4,32.92,11.65,4.59,2.26,19.11,14.28,1.17,0.01,2.25,0.2,52.03,31.81,49.01,39.05,,,,,,
2021-05-25,40.69,14.65,,,1.77,0.31,,,19.49,5.39,11.43,8.51,12.83,1.64,,,,,38.32,15.22,9.81,2.68,20.09,9.9,11.03,7.43,52.2,40.88,,,33.44,20.81,27.69,8.71,,,17.11,9.74,42.33,7.42,35.15,15.01,32.21,17.62,56.53,34.79,2.09,0.19,1.57,0.61,,,11.12,3.04,5.68,3.74,,,62.92,59.18,35.87,17.62,5.62,2.31,,,,,52.84,4.49,10.73,5.06,,,,,6.72,3.27,5.35,3.09,,,22.13,13.54,,,,,7.25,2.11,36.14,14.56,,,29.73,15,37.73,14.45,,,,,7.1,3.13,,,34.24,15.47,35.54,15.93,21.75,17.41,10.81,7.71,0.76,0.03,35.21,12.01,,,,,35.68,28.32,,,,,,,29.97,14.19,36.76,18.04,6.73,1.59,,,7.69,3.79,3.09,1.42,33.37,11.96,,,19.27,14.4,,,2.26,0.22,52.17,33.09,49.15,39.19,3.58,1.32,,,,
2021-05-27,41.2,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
