date,Deutschland,Deutschland,Afghanistan,Afghanistan,Ägypten,Ägypten,Angola,Angola,Argentinien,Argentinien,Aserbaidschan,Aserbaidschan,Australien,Australien,Bangladesch,Bangladesch,Belarus,Belarus,Belgien,Belgien,Bolivien,Bolivien,Brasilien,Brasilien,Bulgarien,Bulgarien,Chile,Chile,Costa Rica,Costa Rica,Dänemark,Dänemark,Dominikanische Republik,Dominikanische Republik,Ecuador,Ecuador,El Salvador,El Salvador,Finnland,Finnland,Frankreich,Frankreich,Griechenland,Griechenland,Großbritannien,Großbritannien,Guatemala,Guatemala,Guinea,Guinea,Honduras,Honduras,Indien,Indien,Indonesien,Indonesien,Iran,Iran,Israel,Israel,Italien,Italien,Japan,Japan,Jordanien,Jordanien,Kamerun,Kamerun,Kanada,Kanada,Kasachstan,Kasachstan,Kirgisistan,Kirgisistan,Kolumbien,Kolumbien,Libanon,Libanon,Malaysia,Malaysia,Mali,Mali,Marokko,Marokko,Mexiko,Mexiko,Mosambik,Mosambik,Nepal,Nepal,Niederlande,Niederlande,Niger,Niger,Norwegen,Norwegen,Österreich,Österreich,Pakistan,Pakistan,Paraguay,Paraguay,Peru,Peru,Philippinen,Philippinen,Polen,Polen,Portugal,Portugal,Rumänien,Rumänien,Russland,Russland,Sambia,Sambia,Schweden,Schweden,Schweiz,Schweiz,Senegal,Senegal,Serbien,Serbien,Sierra Leone,Sierra Leone,Simbabwe,Simbabwe,Singapur,Singapur,Slowakei,Slowakei,Spanien,Spanien,Sri Lanka,Sri Lanka,Südafrika,Südafrika,Südkorea,Südkorea,Thailand,Thailand,Tschechien,Tschechien,Tunesien,Tunesien,Türkei,Türkei,Uganda,Uganda,Ukraine,Ukraine,Ungarn,Ungarn,USA,USA,Usbekistan,Usbekistan,Vereinigte Arabische Emirate,Vereinigte Arabische Emirate,Vietnam,Vietnam
2020-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.17,,,,,,,
2020-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.18,,,,,,,
2020-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3,,,,,,,
2020-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-25,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-12-26,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.58,,,,,,,
2020-12-27,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0.01,,,,,,,,,,,,0.05,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,,,
2020-12-28,0.05,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,0.14,,,,,,,,,,,,0,,,,,,,,,,,,,,,,6.05,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,0.02,,,,,,,,,,0.01,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,,,0.64,,,,,,,
2020-12-29,0.11,,,,,,,,,,,,,,,,,,0,,,,,,0.02,,,,,,0.3,,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,7.85,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,0.03,,0.04,,,,,,,,,,0.02,,0.2,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,
2020-12-30,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.61,,0.02,,,,,,,,,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,,,,,,0.1,,0.3,,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,0.84,,,,,,,
2020-12-31,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.44,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-01,0.27,,,,,,,,,,,,,,,,,,,,,,,,0.07,,,,,,0.63,,,,,,,,,,,,0.02,,,,,,,,,,,,,,,,12.26,,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,,,
2021-01-02,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.78,,,,,,,,,,,,0.03,,,,,,,,,,,,,,,,13.09,,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,1.26,,,,,,,
2021-01-03,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.05,,0.88,,,,,,,,,,,,0.04,,2.03,0.03,,,,,,,,,,,,,14.82,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,0.32,,0.07,,,,,,0.16,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,,,,,,,,,,,,,,,,,,,
2021-01-04,0.42,,,,,,,,,,,,,,,,,,0.01,,,,,,,,,,,,0.92,,,,,,,,,,0,,0.1,,,,,,,,,,,,,,,,16.57,,0.32,,,,,,,,,,,,,,,,,,,,,,,,0.03,,,,,,,,,,0.04,,0.06,,,,,,,,,,0.24,,0.33,,0.13,,,,,,,,,,,,,,,,,,,,0,,0.18,,,,,,,,,,0.17,,,,,,,,,,,,1.36,,,,,,,
2021-01-05,0.48,,,,,,,,,,,,,,,,,,0.02,,,,,,0.08,,0.05,,,,1.15,,,,,,,,,,0.01,,0.16,,,,,,,,,,,,,,,,18.01,,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,0.08,,,,,,,,,,0.37,,0.46,,0.22,,,,,,,,,,,,,,,,,,,,0.01,,0.3,,,,,,,,,,0.21,,,,,,,,,,,,1.45,,,,,,,
2021-01-06,0.56,,,,,,,,,,,,,,,,,,0.06,,,,,,0.11,,,,,,1.48,,,,,,,,,,0.03,,0.2,,,,,,,,,,,,,,,,19.2,,0.56,,,,,,,,0.48,,,,,,,,,,,,,,,,0.04,,,,,,,,,,0.27,,0.09,,,,,,,,,,0.42,,0.6,,0.3,,,,,,,,,,,,,,,,,,,,0.12,,,,,,,,,,,,0.26,,,,,,,,,,,,1.59,,,,,,,
2021-01-07,0.62,,,,,,,,,,,,,,,,,,0.13,,,,,,0.16,,,,,,1.78,,,,,,,,,,0.07,,0.25,,,,,,,,,,,,,,,,20.54,,0.71,,,,,,,,0.58,0,,,,,,,,,,,,,,,,,,,,,,,,,0.39,,0.12,,,,,,,,,,0.5,,0.7,,0.4,,,,,,,,,,,,,,,,,,,,0.25,,0.44,,,,,,,,,,0.34,,,,,,,,,,,,1.77,,,,,,,
2021-01-08,0.7,,,,,,,,,,,,,,,,,,0.21,,,,,,,,,,0.19,,1.92,,,,,,,,,,0.12,,0.34,,,,,,,,,,,,,,,,21.31,,0.87,,,,,,,,0.69,,,,,,,,,,,,,,,,0.05,,,,,,,,,,,,0.27,,,,,,,,,,,,,,0.48,,,,,,,,,,,,0.1,,,,,,,,0.38,,0.59,,,,,,,,,,0.43,,,,,,,,,,,,2,,,,,,,
2021-01-09,0.77,,,,,,,,,,,,,,,,,,0.23,,,,,,0.19,,,,,,1.95,,,,,,,,,,0.14,,0.39,,,,,,,,,,,,,,,,21.82,0,1.01,,,,,,,,0.78,,,,,,,,,,,,,,,,,,,,,,,,,,0.42,,0.32,,,,,,,,,,0.53,,,,0.53,,,,,,,,,,,,,,,,,,,,0.41,,,,,,,,,,,,0.45,,,,,,,,,,,,,,,,,,,
2021-01-10,0.81,,,,,,,,,,,,,,,,,,0.24,,,,,,,,,,,,1.97,,,,,,,,,,0.15,,0.43,,3.37,0.58,,,,,,,,,,,,,22.25,0.07,1.11,,,,,,,,0.84,,,,,,,,,,,,,,,,0.06,,,,,,0.2,,,,,,0.34,,,,,,,,,,0.54,,0.73,,0.56,,,,,,0.5,,,,,,0.14,,,,,,,,0.46,,,,,,,,,,,,0.46,,,,,,,,,,,,,,,,8.46,2.53,,
2021-01-11,0.89,,,,,,,,,,,,,,,,,,0.29,,,,,,0.2,,,,,,1.98,,,,,,,,,,0.21,,0.48,,3.58,0.61,,,,,,,,,,,,,22.5,0.29,1.25,,,,,,,,0.94,,,,,,,,,,,,,,,,,,,,,,,,,,0.43,,0.4,,,,,,,,,,0.68,,0.74,,0.65,,,,,,,,,,,,,,,,,,0.06,,0.54,,0.87,,,,,,,,,,0.56,,,,,,,,,,,,2.69,,,,,,,
2021-01-12,0.99,,,,,,,,,,,,,,,,,,0.42,,,,,,0.23,,,,,,1.99,,,,,,,,,,0.3,,0.54,,3.89,0.63,,,,,,,,,0,,,,22.77,0.7,1.38,,,,0,,,,1.02,0.01,,,,,,,,,,,,,,,0.07,,,,,,,,,,0.51,,0.57,,,,,,,,,,0.82,,0.84,,0.73,,,,,,,,,,,,,,,,,,0.11,,0.73,,1.04,,,,,,,,,,0.68,,,,,,,,,,,,2.79,,,,,,,
2021-01-13,1.13,,,,,,,,,,,,,,,,,,0.61,,,,,,,,0.06,0.01,,,2.2,,,,,,,,,,0.39,,0.62,,4.3,,,,,,,,,,,,,,23.37,1.36,1.54,,,,,,,,1.08,0.03,,,,,,,,,,,,,,,0.15,,,,,,,,,,0.69,,0.74,,,,,,,,,,0.98,,0.98,,,,0.69,,,,,,,,,,,,,,,,,,0.86,,1.24,,,,,,,,,,0.81,,,,,,,,,,,,,,,,,,,
2021-01-14,1.22,,,,,,,,,,,,,,,,,,0.81,,,,,,0.25,,,0.03,,,2.51,,,,,,,,,,0.51,,0.68,,4.77,0.65,,,,,,,,,,,,,24.02,2.15,1.7,,,,,,,,1.18,0.04,,,,,,,,,,,,,,,0.26,,,,,,,,,,0.85,,0.93,,,,,,,,,,1.08,,1.09,,0.8,,,,,,,,,,,,0.27,,,,,,,,0.99,,1.45,,,,,,,,,,0.95,,,,,,,,,,,,2.9,0.4,,,,,,
2021-01-15,1.33,,,,,,,,,,,,,,,,,,1.01,,,,,,,,,,0.49,,2.77,,,,,,,,,,0.61,,0.72,,5.27,,,,,,,,0,,,,,,24.38,2.57,1.85,,,,,,,,1.3,,,,,,,,,,,,,,,,0.32,,,,,,,,,,0.93,,1.14,,,,,,,,,,1.15,,1.16,,0.95,,,,,,,,,,,,,,,,,,,,1.14,,1.64,,,,,,,,,,1.08,,,,,,,,,,,,3.17,0.48,,,,,,
2021-01-16,1.4,0,,,,,,,,,,,,,,,,,1.05,,,,,,0.26,,,,,,2.85,0,,,,,,,,,0.64,,0.77,,5.7,0.66,,,,,,,0.01,,,,,,24.72,2.87,1.95,,,,,,,,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.21,,,,,,,,,,1.21,,,,1.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,0,,,,,,,,,,,,,,,,,,
2021-01-17,1.44,0.03,,,,,,,,,0,,,,,,,,1.08,,,,,,,,0.07,,,,2.89,0.01,,,,,,,,,0.65,,,,5.98,,,,,,,,0.02,,,,,,25.5,3.84,2.01,0,,,,,,,1.46,0.05,,,,,,,,,,,,,,,0.36,0,,,,,0.45,,,,0.95,0,1.27,0,,,,,,,,,1.24,0,1.18,0.01,1.06,0,,,,,1.27,0,,,,,,,,,,,,,1.16,,,,,,,,,,,,1.13,0.01,,,,,,,,,,,,,,,,,,
2021-01-18,1.52,0.04,,,,,,,,,,,,,,,,,1.18,,,,0,,,0.02,0.13,,0.57,0,2.95,0.05,,,,,,,,,0.78,,0.82,0,6.28,0.67,,,,,,,0.03,,,,,,26.31,5.23,2.07,0.01,,,,,,,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,0.98,0.01,1.39,0.01,,,,,,,,,1.3,0.01,1.21,0.02,1.21,,,,,,,,,,,,,,,,,,,,1.32,0.01,1.92,0,,,,,,,,,1.25,0.02,,,,,,,,,1.34,0.02,,,,,,,,
2021-01-19,1.62,0.09,,,,,,,,,,,,,,,,,1.34,0,,,,,0.27,0.05,0.23,,,,3,0.08,,,,,,,,,0.97,,0.9,0.01,6.79,,,,,,,,0.05,,,,,,27.15,6.82,2.13,,,,,,,,1.67,0.06,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.02,1.66,0.03,,,,,,,,,1.4,0.03,1.36,0.09,1.39,0.01,,,,,,,,,,,,,,,,,,,1.45,0.02,2.05,0.02,,,,,,,,,1.37,0.05,,,,,,,,,1.35,0.03,4.07,0.6,,,,,,
2021-01-20,1.71,0.15,,,,,,,0.54,0.01,,,,,,,,,1.52,,,,0.01,,0.29,0.06,0.28,,,,3.02,0.12,,,,,,,,,1.17,,1.04,,7.33,0.68,,,,,,,0.06,,,,,,28.03,8.48,2.17,0.02,,,,,,,1.75,0.1,,,,,,,,,,,,,,,0.38,,,,,,,,,,1.25,0.03,1.91,0.04,,,,,,,,,1.5,0.07,1.56,0.18,1.57,0.03,,,,,,,,,,,0.66,,,,,,,,1.58,0.03,2.16,0.03,,,,,,,,,1.49,0.07,,,,,,,,,1.39,0.04,4.27,0.65,,,,,,
2021-01-21,1.79,0.2,,,,,,,0.55,0.04,,,,,,,,,1.78,,,,0.06,,0.3,,,,,,3.05,0.16,,,,,,,,,1.4,,1.19,,7.93,,,,,,,,0.08,,,,,,28.83,10.37,2.2,0.06,,,,,,,1.84,0.11,,,,,,,,,,,,,,,0.41,0.01,,,,,,,,,1.4,,2.13,,,,,,,,,,1.6,0.1,1.83,0.23,1.76,0.05,,,,,,,,,,,1.25,,,,,,,,1.7,,2.25,0.1,,,,,,,,,1.64,0.09,,,,,,,,,1.44,0.06,4.5,0.72,,,,,,
2021-01-22,1.87,0.24,,,,,,,0.56,,,,,,,,,,2.04,,,,0.12,,,,,,,,3.06,0.25,,,0,,,,,,1.57,,1.36,0.02,8.63,,,,,,,,0.1,,,,,,29.27,11.19,2.22,0.08,,,,,,,1.93,0.13,,,,,,,,,,,,,,,,,,,,,,,,,1.46,,2.25,,,,,,,,,,1.69,,2.07,0.25,1.95,0.06,,,,,,,,,,,1.76,,,,,,1.03,,,,2.35,0.15,,,,,,,,,1.78,0.1,,,,,,,,,1.48,0.07,4.86,0.82,,,,,,
2021-01-23,1.92,0.29,,,,,,,0.57,0.06,,,,,,,,,2.11,,,,0.25,,,,,,,,3.07,0.37,,,,,,,,,1.63,,1.51,0.03,9.36,,,,,,,,0.11,,,,,,29.73,11.81,,0.13,,,0.29,,,,1.98,0.14,,,,,,,,,,,,,,,0.46,,,,,,,,,,,,2.29,,,,,,,,,,1.73,0.12,2.17,0.29,2.11,,,,,,,,,,,,2.4,,,,,,,,,,,,,,,,,,,,1.81,,,,,,,,,,1.5,0.08,5.2,0.91,,,,,,
2021-01-24,1.95,0.32,,,,,,,,,,,,,,,,,2.13,,,,0.28,,0.31,,,0.04,,,3.08,0.49,,,,,,,,,1.64,,,,9.68,0.69,,,,,,,0.12,,0.05,,,,30.53,13.43,2.23,0.18,,,,,,,2.01,0.15,,,,,,,,,,,,,,,0.47,,,,,,0.97,,,,1.47,,2.3,,,,,,,,,,1.74,0.13,,,2.25,0.07,,,,,2.28,0.1,,,,,3.2,,,,,,,,1.83,0.05,2.46,0.19,,,,,,,,,1.83,0.11,,,,,,,,,1.52,0.1,5.53,0.96,,,,,,
2021-01-25,2.02,0.37,,,,,,,0.58,0.07,,,,,,,,,2.22,0.01,,,0.33,,0.32,0.07,,,,0.05,,0.53,,,,,,,1.91,0.08,1.75,0,1.65,0.08,10.1,,,,,,,,,,0.06,,,,31.46,15.04,2.24,0.29,,,,,,,2.05,0.17,,,,,,,,,,,,,,,,,,,,,,,,,1.48,0.04,2.32,0.05,,,,,,,,,1.85,0.2,,,2.39,0.13,,,,,,,,,,,3.77,,,,,,,,1.95,0.09,2.5,0.26,,,,,,,,,1.92,0.14,,,,,,,,,1.55,0.13,5.76,1,,,,,,
2021-01-26,2.08,0.42,,,,,,,0.59,0.09,,,,,,,,,2.32,0.02,,,0.4,,0.34,0.08,,,,,,0.56,,,,,,,1.99,0.13,1.9,0.01,1.77,0.13,10.55,,,,,,,,0.15,,0.09,,,,32.37,16.49,2.25,0.42,,,,,,,2.11,0.19,,,,,,,,,,,,,,,,,,,,,,,,,1.53,0.08,2.4,0.06,,,,,,,,,2.07,0.33,,,2.54,0.21,,,,,,,,,,,4.7,,,,,,,,2.08,,2.53,0.37,,,,,,,,,2.02,0.18,,,,,,,,,1.58,0.18,5.95,1.04,,,,,,
2021-01-27,2.14,0.5,,,,,,,0.6,0.1,,,,,,,,,2.43,0.05,,,0.53,,0.36,0.11,,,,,3.09,0.63,,,0.02,,,,2.12,0.17,2.06,0.02,1.9,0.17,11.01,,,,,,,,0.17,,0.11,,,,33.26,17.94,2.26,0.52,,,,,,,2.14,0.22,,,,,,,,,,,,,,,0.48,,,,,,,,,,1.74,0.22,2.49,0.07,,,,,,,,,2.27,0.4,,,2.67,0.3,,,,,,,,,,,5.32,,,,,,1.93,,2.2,0.1,2.57,0.41,,,,,,,,,2.1,0.22,,,,,,,,,1.67,0.27,6.19,1.14,,,,,,
2021-01-28,2.19,0.55,,,,,,,0.61,0.11,,,,,0,,,,2.57,0.12,,,0.68,,0.39,0.16,,,,,3.1,0.77,,,,,,,2.31,0.19,2.24,0.04,2.02,0.23,11.62,0.7,,,,,,,0.21,,0.13,,,,34.18,19.44,,0.67,,,,,,,2.18,0.24,,,,,,,,,,,,,,,,,,,,,,,,,1.94,0.35,2.57,0.1,,,,,,,,,2.43,0.47,,,2.78,0.39,,,,,,,,,,,5.9,,,,,,,,2.36,0.13,2.61,0.54,0,,,,,,,,2.17,0.28,,,,,,,,,1.81,0.39,6.49,1.27,,,,,,
2021-01-29,2.25,0.62,,,,,,,,0.15,,,,,,,,,2.67,0.19,,,0.78,,,,,,,,3.12,1.09,,,,,,,2.48,0.26,2.37,0.06,2.12,0.31,12.34,0.71,,,,,,,0.25,,0.15,0,,,34.6,20.19,2.27,0.82,,,,,,,2.22,0.27,,,,,,,,,,,,,,,,0.02,,,,,,,,,,,2.63,0.21,,,,,,,,,2.5,,2.21,0.3,2.88,0.48,,,,,,,,,,,6.33,,,,,,,,2.53,,,,0.02,,,,,,,,2.22,0.35,,,,,,,,,2.05,0.51,6.83,1.43,,,,,,
2021-01-30,2.3,0.68,,,0,,,,,0.19,,,,,,,,,2.68,,,,0.91,,,,,,,,3.14,1.31,,,,,,,2.61,0.32,2.41,,2.23,0.37,13.22,0.72,,,,,,,,,,,,,35,20.68,,0.97,,,,,,,2.23,0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23,,,,,,,,,2.53,0.52,2.6,0.64,2.97,0.53,,,,,,,,,,,6.43,,,,,,,,,,,,0.18,,,,,,,,2.23,0.36,,,,,,,,,2.3,0.59,7.2,1.57,,,,,,
