value,name
56,Bad Schwartau (B01 Bad Schwartau (Stadt Briefwahl 1)
57,Bad Schwartau (B02 Bad Schwartau (Stadt Briefwahl 2)
58,Bad Schwartau (B03 Bad Schwartau (Stadt Briefwahl 3)
59,Bad Schwartau (B04 Bad Schwartau (Stadt Briefwahl 4)
60,Bad Schwartau (B05 Bad Schwartau (Stadt Briefwahl 5)
61,Bad Schwartau (DANA Senioreneinrichtung Wiesengrund)
62,Bad Schwartau (Elisabeth-Selbert-Gemeinschaftsschule)
63,Bad Schwartau (Feuerwehrhaus Groß Parin)
64,Bad Schwartau (Förderschule (Am Hochkamp)
65,Bad Schwartau (Gemeindehaus Cleverbrück)
66,Bad Schwartau (Gemeindezentrum Arche)
67,Bad Schwartau (Grundschule Bad Schwartau in Rensefeld)
68,Bad Schwartau (Grundschule Cleverbrück)
69,Bad Schwartau (Leibniz-Gymnasium)
70,Bad Schwartau (Rathaus Bad Schwartau)
71,Badendorf (Badendorf)
72,Barnitz (Barnitz)
73,Beschendorf (Treff. Ole School)
74,Bosau
75,Bosau (B01 Bosau Briefwahl)
76,Bosau (Dorfgemeinschaftshaus Liensfeld)
77,Bosau (Feuerwehrgerätehaus Hutzfeld)
78,Bosau (FF-Geräte- und DGH Majenfelde)
79,Bosau (Haus des Kurgastes (Bosau)
80,Dahme (Dahme)
81,Damlos (Bürgerbegegnungsstätte)
82,Eutin (AWO-Kindertagesstätte)
83,Eutin (B201 Eutin (Stadt Briefwahl 1)
84,Eutin (B202 Eutin (Stadt Briefwahl 2)
85,Eutin (B203 Eutin (Stadt Briefwahl 3)
86,Eutin (DRK-Fachschule (Meinsdorfer Weg 19)
87,Eutin (Ev-luth. Kirchengemeinde (Schlossstraße 2)
88,Eutin (Familienbildungsstätte (Dunckernbek 1)
89,Eutin (Feuerwehrhaus (Am Priwall 19)
90,Eutin (Feuerwehrhaus Fissau (Bast 1)
91,Eutin (Gaststätte Neudorfer Hof (Plöner Straße 198)
92,Eutin (Gustav-Peters-Schule)
93,Eutin (Haus Seeschloß (Kellersee)
94,Eutin (Kindergarten Neudorf)
95,Eutin (Kreisberufsschule)
96,Eutin (Kreisverwaltung)
97,Eutin (Schule am Kleinen See)
98,Eutin (Stadtwerke Eutin (Holstenstraße 6)
99,Eutin (Uklei-Fährhaus)
100,Fehmarn
101,Fehmarn (B01 Fehmarn Briefwahl)
102,Fehmarn (Dörfergemeinschaftshaus Meeschendorf)
103,Fehmarn (Feuerwehrhaus Burg a. F.)
104,Fehmarn (Feuerwehrhaus Puttgarden)
105,Fehmarn (Grundschule Burg a. F.)
106,Fehmarn (Grundschule Landkirchen Nord)
107,Fehmarn (Grundschule Landkirchen Süd)
108,Fehmarn (Haus des Gastes Dänschendorf)
109,Fehmarn (Haus im Stadtpark)
110,Fehmarn (Jugendherberge)
111,Fehmarn (Lesehalle Petersdorf)
112,Fehmarn (Montessori Schule)
113,Fehmarn (Schießstand Burgstaaken)
114,Feldhorst (Feldhorst)
115,Göhl (Sportlerheim Göhl)
116,Gremersdorf (Feuerwehrgerätehaus Giddendorf)
117,Gremersdorf (Feuerwehrgerätehaus Techelwitz)
118,Gremersdorf (Sportlerheim Gremersdorf)
119,Grömitz (Brenkenhagen)
120,Grömitz (Briefwahl Grömitz - 1)
121,Grömitz (Briefwahl Grömitz - 2)
122,Grömitz (Briefwahl Grömitz - 3)
123,Grömitz (Cismar)
124,Grömitz (Grömitz - 1)
125,Grömitz (Grömitz - 2)
126,Großenbrode (Feuerwehrgerätehaus Großenbrode)
127,Grube (Grube)
128,Hamberge (Hamberge I)
129,Hamberge (Hamberge II)
130,Harmsdorf (Feuerwehrhaus)
131,Heidekamp (Heidekamp)
132,Heiligenhafen
133,Heiligenhafen (B01 Heiligenhafen Briefwahl)
134,Heiligenhafen (Gerätehaus der Freiwilligen Feuerwehr)
135,Heiligenhafen (Jugendclub Pier 15)
136,Heiligenhafen (Jugendzentrum)
137,Heiligenhafen (Rathaus)
138,Heiligenhafen (Warderschule)
139,Heilshoop (Heilshoop)
140,Heringsdorf (Feuerwehrgerätehaus Heringsdorf)
141,Heringsdorf (Gemeinschaftshaus Fargemiel)
142,Kabelhorst (Gemeinschaftshaus)
143,Kasseedorf (Alte Schulscheune Kasseedorf)
144,Kasseedorf (Feuerwehrgerätehaus Sagau)
145,Kasseedorf (Mehrzweckhalle Griebel)
146,Kellenhusen (Kellenhusen)
147,Klein Wesenberg (Klein Wesenberg)
148,Kreis Stormarn (Amt Nordstormarn)
149,Kreis Stormarn (Reinfeld (Holstein))
150,Lensahn (Feuerwehrhaus Lensahn)
151,Lensahn (Feuerwehrhaus Sipsdorf)
152,Lensahn (Grund- und Gemeinschaftsschule)
153,Lensahn (Haus der Begegnung)
154,Lensahn (Lesehalle)
155,Lensahn (Rathaus)
156,Malente
157,Malente (AWO - Bürgerhaus)
158,Malente (AWO - Kinderhaus)
159,Malente (B01 Malente Briefwahl)
160,Malente (B02 Malente Briefwahl)
161,Malente (Bens Deli)
162,Malente (Dorfgemeinschaftshaus Kreuzfeld)
163,Malente (Feuerwehrgerätehaus Benz)
164,Malente (Feuerwehrgerätehaus Malkwitz)
165,Malente (Feuerwehrgerätehaus Nüchel)
166,Malente (Feuerwehrgerätehaus Sieversdorf)
167,Malente (Feuerwehrgerätehaus Timmdorf)
168,Malente (Grundschule Malente)
169,Malente (Haus des Kurgastes)
170,Malente (Hotel Neukirchener Hof)
171,Malente (Kita Sonnenkinder)
172,Malente (Landessportverband Schleswig-Holstein eV)
173,Malente (Pflanzencenter Buchwald)
174,Malente (Schule an den Auewiesen)
175,Manhagen (Feuerwehrhaus)
176,Mönkhagen (Mönkhagen)
177,Neukirchen (Haus des Gastes)
178,Neustadt i. H.
179,Neustadt i. H. (B01 Neustadt i. H. Briefwahl 1)
180,Neustadt i. H. (B02 Neustadt i. H. Briefwahl 2)
181,Neustadt i. H. (B03 Neustadt i.H. Briefwahl 3)
182,Neustadt i. H. (B04 Neustadt i.H. Briefwahl 4)
183,Neustadt i. H. (Grundschule Neustädter Bucht)
184,Neustadt i. H. (Jacob-Lienau-Schule I)
185,Neustadt i. H. (Jacob-Lienau-Schule II)
186,Neustadt i. H. (Küstengymnasium I)
187,Neustadt i. H. (Küstengymnasium II)
188,Neustadt i. H. (Rathaus -Neuer Sitzungssaal-)
189,Neustadt i. H. (Tourismus-Service)
190,Neustadt i. H. (TSV-Schulungsraum)
191,Oldenburg i. H.
192,Oldenburg i. H. (001 - BRIEFWAHL Grundschule am Wasserquell)
193,Oldenburg i. H. (001 - Grundschule am Wasserquell)
194,Oldenburg i. H. (002 - BRIEFWAHL Wagrienschule)
195,Oldenburg i. H. (002 - Wagrienschule)
196,Oldenburg i. H. (003 - BRIEFWAHL Rathaus)
197,Oldenburg i. H. (003 - Rathaus)
198,Oldenburg i. H. (004 - Berufliche Schulen)
199,Oldenburg i. H. (004 - BRIEFWAHL - berufliche Schulen)
200,Oldenburg i. H. (005 - BRIEFWAHL - Die Ostholsteiner Werkstätten)
201,Oldenburg i. H. (005 - Die Ostholsteiner Werkstätten)
202,Ratekau
203,Ratekau (Luschendorf)
204,Ratekau (Offendorf/Kreuzkamp)
205,Ratekau (Pansdorf-Mitte)
206,Ratekau (Pansdorf-Nord)
207,Ratekau (Pansdorf-Süd)
208,Ratekau (Pansdorf-West)
209,Ratekau (Ratekau-Nord)
210,Ratekau (Ratekau-Ost)
211,Ratekau (Ratekau-Süd)
212,Ratekau (Ratekau-West)
213,Ratekau (Sereetz-Nord)
214,Ratekau (Sereetz-Ost)
215,Ratekau (Sereetz-Süd)
216,Ratekau (Sereetz-West)
217,Ratekau (Techau-Nord)
218,Ratekau (Techau-Süd)
219,Ratekau (Warnsdorf)
220,Ratekau (WBZ 001-005)
221,Ratekau (WBZ 006-009)
222,Ratekau (WBZ 010-013)
223,Ratekau (WBZ 014-017)
224,Rehhorst (Rehhorst)
225,Reinfeld (Holstein) (B01 Reinfeld (Holstein) Briefwahl)
226,Reinfeld (Holstein) (Ganztagszentrum der Immanuel-Kant-Schule)
227,Reinfeld (Holstein) (Gemeindehaus)
228,Reinfeld (Holstein) (Matthias-Claudius-Schule)
229,Reinfeld (Holstein) (Mensa der Matthias-Claudius-Schule)
230,Reinfeld (Holstein) (Neues Rathaus)
231,Riepsdorf (Feuerwehrhaus Altratjensdorf)
232,Riepsdorf (Gaststätte Mittelpunkt der Welt)
233,Scharbeutz
234,Scharbeutz (Briefwahlbezirk 1)
235,Scharbeutz (Briefwahlbezirk 2)
236,Scharbeutz (Briefwahlbezirk 3)
237,Scharbeutz (Briefwahlbezirk 4)
238,Scharbeutz (Gleschendorf (Altes Pastorat (Am Kirchberg 2 (23684 Scharbeutz)
239,Scharbeutz (Gronenberg (Gronenberger Wassermühle (Gronenberger Mühle 2 (23684 Scharbeutz)
240,Scharbeutz (Haffkrug (Haffhus (Bahnhofstraße 7 (23683 Scharbeutz)
241,Scharbeutz (Haffkrug (Heinz-Kiecksee-Haus (Waldweg 2 (23683 Scharbeutz)
242,Scharbeutz (Klingberg (Haus des Kurgastes (Seestraße 11 (23684 Klingberg)
243,Scharbeutz (Pönitz (GGemS Pönitz (Raum A (Lindenstraße 20 (23684 Scharbeutz)
244,Scharbeutz (Pönitz am See (GGemS Pönitz (Raum B (Lindenstraße 20 (23684 Scharbeutz)
245,Scharbeutz (Sarkwitz (Dorfgemeinschaftshaus am Sportplatz (Pansdorfer Straße 2 (23629 Sarkwitz)
246,Scharbeutz (Scharbeutz (Bürgerhaus (Haus B (Am Bürgerhaus 2 (23683 Scharbeutz)
247,Scharbeutz (Scharbeutz (Kurparkhaus (Am Kurpark (23683 Scharbeutz)
248,Scharbeutz (Scharbeutz (OGS (Raum A (Schulstraße 5 (23683 Scharbeutz)
249,Scharbeutz (Scharbeutz (OGS (Raum B (Schulstraße 5 (23683 Scharbeutz)
250,Scharbeutz (Schulendorf (ehemaliges Feuerwehrgerätehaus Schulendorf (Dorfstraße 19 A (23684 Scharbeutz)
251,Scharbeutz (Schürsdorf (FGH (Hackendohrredder 3 A (23684 Schürsdorf)
252,Scharbeutz (Wulfsdorf (Feurwehrgerätehaus (Dorfstraße 8 A (23684 Scharbeutz)
253,Schashagen (Mehrzweckhalle Merkendorf  I Merkendorf/Schlamin)
254,Schashagen (Mehrzweckhalle Merkendorf II Bliesdorf)
255,Schönwalde a. B. (Feuerwehrgerätehaus Langenhagen)
256,Schönwalde a. B. (Friedrich-Hiller-Schule)
257,Sierksdorf (Haus des Gastes (Sierksdorf)
258,Stockelsdorf
259,Stockelsdorf (Briefwahl 1)
260,Stockelsdorf (Briefwahl 2)
261,Stockelsdorf (Briefwahl 3)
262,Stockelsdorf (Curau - Dissau)
263,Stockelsdorf (Eckhorst - Arfrade)
264,Stockelsdorf (Erich-Kästner-Schule I)
265,Stockelsdorf (Erich-Kästner-Schule II)
266,Stockelsdorf (Gerhard-Hilgendorf-Schule I)
267,Stockelsdorf (Gerhard-Hilgendorf-Schule II)
268,Stockelsdorf (Gerhart-Hauptmann-Schule I)
269,Stockelsdorf (Gerhart-Hauptmann-Schule II)
270,Stockelsdorf (Grundschule Ravensbusch I)
271,Stockelsdorf (Grundschule Ravensbusch II)
272,Stockelsdorf (Horsdorf - Malkendorf)
273,Stockelsdorf (Kindergarten Zum Guten Hirten)
274,Stockelsdorf (Kirchengemeinde I)
275,Stockelsdorf (Kirchengemeinde II)
276,Stockelsdorf (Kirchengemeinde III)
277,Stockelsdorf (Klein Parin - Pohnsdorf)
278,Stockelsdorf (Obernwohlde - Krumbeck)
279,Süsel (B204 Süsel Briefwahl)
280,Süsel (Begegnungsstätte Gothendorf)
281,Süsel (Dorfgemeinschaftshaus Bockholt)
282,Süsel (Dörps- un Füürwehrhus Fassensdorf)
283,Süsel (Dörpshuus Zarnekau)
284,Süsel (Feuerwehrgerätehaus Gömnitz)
285,Süsel (Feuerwehrgerätehaus Kesdorf)
286,Süsel (Feuerwehrhaus Röbel)
287,Süsel (Grundschule Süsel)
288,Süsel (Privathaus Herr Grage)
289,Süsel (Sport- und Feuerwehrzentrum Bujendorf)
290,Süsel (Vereinsheim SG Schwartautal Groß Meinsdorf)
291,Süsel (Vereinsheim TSV Süsel)
292,Süsel (Vereinsraum des DGV (Ottendorf)
293,Timmendorfer Strand
294,Timmendorfer Strand (Bahnhof 1)
295,Timmendorfer Strand (Bahnhof 2)
296,Timmendorfer Strand (Briefwahlbezirk 1 - Rathaus)
297,Timmendorfer Strand (Briefwahlbezirk 2 - Rathaus)
298,Timmendorfer Strand (Dorfgemeinschaftshaus Groß Timmendorf)
299,Timmendorfer Strand (Dorfgemeinschaftshaus Hemmelsdorf)
300,Timmendorfer Strand (Feuerwehrgerätehaus Niendorf/Ostsee)
301,Timmendorfer Strand (GGS Europaschule Gebäude B (Mensa))
302,Timmendorfer Strand (GGS Strand Europaschule Gebäude A)
303,Timmendorfer Strand (Pastor-Pfeifer Haus)
304,Timmendorfer Strand (Tourist Information (Hafen-Information) im Niendorfer Hafen)
305,VG Eutin / Süsel
306,VG Eutin / Süsel (Eutin)
307,VG Eutin / Süsel (Süsel)
308,VG Grömitz
309,VG Grömitz (Dahme)
310,VG Grömitz (Grömitz)
311,VG Grömitz (Grube)
312,VG Grömitz (Kellenhusen)
313,Wangels (Feuerwehrgerätehaus Döhnsdorf)
314,Wangels (Feuerwehrgerätehaus Grammdorf)
315,Wangels (Schule Hansühn)
316,Wangels (Vereinshaus Wangels)
317,Wesenberg (Wesenberg)
318,Westerau (Westerau)
319,Zarpen (Zarpen)
