date,union,spd,gru,fdp,lin,afd,unionave,spdave,gruave,fdpave,linave,afdave,unionfow,spdfow,grufow,fdpfow,linfow,afdfow,unionall,spdall,gruall,fdpall,linall,afdall,unionfor,spdfor,grufor,fdpfor,linfor,afdfor,unionemn,spdemn,gruemn,fdpemn,linemn,afdemn,unioninf,spdinf,gruinf,fdpinf,lininf,afdinf,uniongms,spdgms,grugms,fdpgms,lingms,afdgms,unionins,spdins,gruins,fdpins,linins,afdins,unionyou,spdyou,gruyou,fdpyou,linyou,afdyou,unionges,spdges,gruges,fdpges,linges,afdges
2012-07-17,36,29,14,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,29,14,4,6,,,,,,,,,,,,,
2012-07-18,36,27,14,6,6,,,,,,,,,,,,,,36,27,14,6,6,,36,26,13,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-20,35,30,14,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,30,14,4,6,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-22,35,29,13,5,6,,35.3,28.3,13.5,4.5,6.2,,,,,,,,,,,,,,,,,,,,35,29,13,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-24,35,29,13,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,29,13,4,6,,35,30,15,5,6,,,,,,,,,,,,,
2012-07-25,36,27,12,4,7,,,,,,,,,,,,,,,,,,,,36,27,12,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-07-29,36,29,12,4,7,,35.4,28.5,13.3,4.5,6.3,,,,,,,,,,,,,,,,,,,,36,29,12,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,35.4,28.5,13.3,4.5,6.3,
2012-08-01,36,27,12,5,6,,,,,,,,,,,,,,,,,,,,36,27,12,5,6,,,,,,,,36,28,13,5,6,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-02,35,31,15,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,31,15,4,6,,,,,,,,,,,,,
2012-08-05,36,29,13,5,7,,35.5,28.9,13.2,4.5,6.3,,,,,,,,,,,,,,,,,,,,36,29,13,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-07,36,30,13,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,30,13,5,6,,,,,,,,,,,,,
2012-08-08,36,26,13,5,6,,,,,,,,,,,,,,,,,,,,36,26,13,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-12,36,28,14,4,7,,35.8,28.5,13.2,4.6,6.4,,,,,,,,,,,,,,,,,,,,36,28,14,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-14,35,30,14,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,30,14,4,6,,,,,,,,,,,,,
2012-08-15,36,26,13,4,7,,,,,,,,,,,,,,,,,,,,36,26,13,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-17,36,29,13,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,29,13,5,6,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-19,35,29,13,5,7,,35.7,28.6,13.4,4.6,6.4,,,,,,,,,,,,,,,,,,,,35,29,13,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-21,36,28,15,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,28,15,4,6,,,,,,,,,,,,,
2012-08-22,35,28,15,5.5,6,,,,,,,,,,,,,,35,28,15,5.5,6,,36,27,13,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-23,36,28,13,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,28,13,5,6,,,,,,,,,,,,,,,,,,,
2012-08-24,37,29,12,5,6,,,,,,,,37,29,12,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-08-26,36,28,14,4,7,,35.8,28.2,13.5,4.7,6.5,,,,,,,,,,,,,,,,,,,,36,28,14,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,35.8,28.2,13.5,4.7,6.5,
2012-08-28,35,29,15,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,29,15,4,6,,,,,,,,,,,,,
2012-08-29,39,26,12,5,7,,,,,,,,,,,,,,,,,,,,39,26,12,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-02,36,28,13,5,7,,36.1,28,13.5,4.8,6.6,,,,,,,,,,,,,,,,,,,,36,28,13,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-04,36,29,14,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,29,14,4,6,,,,,,,,,,,,,
2012-09-05,39,26,13,4,7,,,,,,,,,,,,,,,,,,,,39,26,13,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-06,37,30,13,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,30,13,4,6,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-09,36,28,14,4,7,,36.7,28.1,13.3,4.4,6.5,,,,,,,,,,,,,,,,,,,,36,28,14,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-11,37,28,14,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,28,14,4,6,,,,,,,,,,,,,
2012-09-12,39,26,13,4,8,,,,,,,,,,,,,,,,,,,,39,26,13,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-14,36,30,13,4,6,,,,,,,,36,30,13,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-16,38,26,14,4,7,,37.3,27.7,13.3,4.2,6.7,,,,,,,,,,,,,,,,,,,,38,26,14,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-19,38,26,12,5,8,,,,,,,,,,,,,,,,,,,,38,26,12,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-20,36,29,13,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,29,13,4,7,,,,,,,,,,,,,
2012-09-21,38,26,13,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,26,13,5,6,,,,,,,,,,,,,,,,,,,
2012-09-23,37,27,13,5,8,,37.2,27.6,13.2,4.3,6.9,,,,,,,,,,,,,,,,,,,,37,27,13,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-25,36,30,14,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,30,14,5,6,,,,,,,,,,,,,
2012-09-26,34,30,14,5.5,6.5,,,,,,,,,,,,,,34,30,14,5.5,6.5,,38,26,12,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-28,38,29,13,4,6,,,,,,,,38,29,13,4,6,,,,,,,,,,,,,,,,,,,,37,30,12,4,7,,,,,,,,,,,,,,,,,,,,,,,,,
2012-09-30,37,27,13,5,8,,36.9,28,12.9,4.7,7,,,,,,,,,,,,,,,,,,,,37,27,13,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,36.9,28,12.9,4.7,7,
2012-10-02,35,29,12,4,8,,,,,,,,,,,,,,,,,,,,37,27,12,4,8,,,,,,,,,,,,,,,,,,,,36,29,13,4,7,,,,,,,,,,,,,
2012-10-02,35,29,12,4,8,,,,,,,,,,,,,,,,,,,,35,29,12,4,8,,,,,,,,,,,,,,,,,,,,36,29,13,4,7,,,,,,,,,,,,,
2012-10-04,39,31,11,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,31,11,4,7,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-07,37,28,12,5,8,,36.8,28.6,12.4,4.3,7.3,,,,,,,,,,,,,,,,,,,,37,28,12,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-09,36,30,11,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,30,11,5,7,,,,,,,,,,,,,
2012-10-10,36,30,12,4,7,,,,,,,,,,,,,,,,,,,,36,30,12,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-11,38,31,12,4,6,,,,,,,,38,31,12,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-14,38,30,11,4,8,,36.9,29.2,11.9,4.3,7.4,,,,,,,,,,,,,,,,,,,,38,30,11,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-15,36,31,12,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,31,12,4,7,,,,,,,,,,,,,
2012-10-17,35.5,31,14,4.5,6,,,,,,,,,,,,,,35.5,31,14,4.5,6,,37,29,11,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-21,38,29,12,4,7,,37,30,11.8,4.2,7.1,,,,,,,,,,,,,,,,,,,,38,29,12,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-23,35,32,13,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,32,13,4,7,,,,,,,,,,,,,
2012-10-24,38,27,12,3,9,,,,,,,,,,,,,,,,,,,,38,27,12,3,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-25,38,27,12,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,27,12,4,8,,,,,,,,,,,,,,,,,,,
2012-10-26,39,29,13,4,6,,,,,,,,39,29,13,4,6,,,,,,,,,,,,,,,,,,,,38,30,13,4,7,,,,,,,,,,,,,,,,,,,,,,,,,
2012-10-28,38,29,12,4,8,,37.2,29.4,12.4,4,7.3,,,,,,,,,,,,,,,,,,,,38,29,12,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,37.2,29.4,12.4,4,7.3,
2012-10-30,38,26,15,3,8,,,,,,,,,,,,,,,,,,,,38,26,15,3,8,,,,,,,,,,,,,,,,,,,,37,30,13,4,7,,,,,,,,,,,,,
2012-11-04,38,29,13,4,8,,37.7,28.8,12.8,3.8,7.5,,,,,,,,,,,,,,,,,,,,38,29,13,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-06,38,30,14,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,30,14,4,6,,,,,,,,,,,,,
2012-11-07,37,26,15,3,8,,,,,,,,,,,,,,,,,,,,37,26,15,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-08,40,30,14,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,30,14,4,6,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-11,38,30,12,4,7,,38.1,28.9,13.4,3.8,7.1,,,,,,,,,,,,,,,,,,,,38,30,12,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-13,38,30,14,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,30,14,5,6,,,,,,,,,,,,,
2012-11-14,39,26,14,4,8,,,,,,,,,,,,,,,,,,,,39,26,14,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-16,39,30,13,4,6,,,,,,,,39,30,13,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-18,39,28,13,4,7,,38.3,28.9,13.5,4,6.9,,,,,,,,,,,,,,,,,,,,39,28,13,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-19,38,29,14,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,29,14,4,7,,,,,,,,,,,,,
2012-11-21,37.5,31,12.5,4,6.5,,,,,,,,,,,,,,37.5,31,12.5,4,6.5,,36,26,16,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-22,37,26,16,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,26,16,4,8,,,,,,,,,,,,,,,,,,,
2012-11-23,39,29,15,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,29,15,4,6,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-25,38,29,15,4,7,,38,28.4,14.2,4.1,7,,,,,,,,,,,,,,,,,,,,38,29,15,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,38,28.4,14.2,4.1,7,
2012-11-27,36,29,15,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,29,15,4,7,,,,,,,,,,,,,
2012-11-28,37,26,16,4,8,,,,,,,,,,,,,,,,,,,,37,26,16,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-11-30,38,29,14,4,7,,,,,,,,38,29,14,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-02,38,28,14,4,8,,37.5,28.2,14.8,4,7.2,,,,,,,,,,,,,,,,,,,,38,28,14,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-04,35,29,15,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,29,15,5,7,,,,,,,,,,,,,
2012-12-05,37,26,16,4,7,,,,,,,,,,,,,,,,,,,,37,26,16,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-06,39,30,14,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,30,14,4,7,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-09,40,28,14,4,7,,37.7,28.3,14.8,4.1,7.1,,,,,,,,,,,,,,,,,,,,40,28,14,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-11,37,29,14,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,29,14,4,7,,,,,,,,,,,,,
2012-12-12,38,27,14,4,8,,,,,,,,,,,,,,,,,,,,38,27,14,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-14,40,30,13,4,7,,,,,,,,40,30,13,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-16,40,28,14,4,7,,38.2,28.4,14.2,4.1,7.2,,,,,,,,,,,,,,,,,,,,40,28,14,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-17,40,29,14,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,29,14,4,7,,,,,,,,,,,,,,,,,,,
2012-12-18,36,29,13,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,29,13,5,7,,,,,,,,,,,,,
2012-12-19,37.5,30,14,4.5,6.5,,,,,,,,,,,,,,37.5,30,14,4.5,6.5,,38,27,14,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-21,40,30,13,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,30,13,4,7,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-23,40,28,13,4,8,,38.6,28.7,13.6,4.2,7.2,,,,,,,,,,,,,,,,,,,,40,28,13,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2012-12-26,41,27,13,4,8,,39,28.5,13.5,4.2,7.3,,,,,,,,,,,,,,41,27,13,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,28.5,13.5,4.2,7.3,
2013-01-04,41,29,12,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,29,12,4,6,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-06,40,27,14,4,8,,39.4,28.4,13.4,4.2,7.2,,,,,,,,,,,,,,,,,,,,40,27,14,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-07,39,28,14,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,28,14,4,7,,,,,,,,,,,,,
2013-01-09,42,25,15,2,9,,,,,,,,,,,,,,,,,,,,42,25,15,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-10,41,28,14,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,28,14,4,6,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-11,42,28,13,4,6,,,,,,,,42,28,13,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-13,41,26,14,3,8,,40.7,27.6,13.5,3.7,7.3,,,,,,,,,,,,,,,,,,,,41,26,14,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-15,39,28,15,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,28,15,4,7,,,,,,,,,,,,,
2013-01-16,43,23,14,3,8,,,,,,,,,,,,,,,,,,,,43,23,14,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-18,42,26,13,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,26,13,4,7,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-20,43,25,13,4,7,,41.2,26.4,13.9,3.6,7.3,,,,,,,,,,,,,,,,,,,,43,25,13,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-22,41,27,14,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,27,14,4,7,,,,,,,,,,,,,
2013-01-23,39,28,14,5,7,,,,,,,,,,,,,,39,28,14,5,7,,42,23,14,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-24,42,27,14,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,27,14,4,6,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-25,41,29,13,4,6,,,,,,,,41,29,13,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-27,41,27,13,4,7,,41.3,26.3,13.7,4,7,,,,,,,,,,,,,,,,,,,,41,27,13,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,41.3,26.3,13.7,4,7,
2013-01-29,42,26,15,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,26,15,5,6,,40,28,15,5,6,,,,,,,,,,,,,
2013-01-30,40,25,15,4,8,,,,,,,,,,,,,,,,,,,,40,25,15,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-01-31,40,27,15,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,27,15,4,6,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-03,41,27,14,4,7,,40.8,26.7,14.2,4.3,6.7,,,,,,,,,,,,,,,,,,,,41,27,14,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-04,40,29,15,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,29,15,4,6,,,,,,,,,,,,,
2013-02-06,41,25,15,4,7,,,,,,,,,,,,,,,,,,,,41,25,15,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-07,39,29,15,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,29,15,4,6,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-10,40,27,15,4,7,,40.4,27,14.7,4.2,6.6,,,,,,,,,,,,,,,,,,,,40,27,15,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-12,39,29,15,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,29,15,4,6,,,,,,,,,,,,,
2013-02-13,43,25,14,3,7,,,,,,,,,,,,,,,,,,,,43,25,14,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-15,40,27,16,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,27,16,4,7,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-17,41,27,15,4,6,,40.4,27.2,14.9,3.9,6.5,,,,,,,,,,,,,,,,,,,,41,27,15,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-19,40,27,15,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,27,15,5,6,,40,29,15,5,6,,,,,,,,,,,,,
2013-02-20,39,27,15,6,6.5,,,,,,,,,,,,,,39,27,15,6,6.5,,43,24,15,3,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-21,40,28,15,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,28,15,5,6,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-22,40,30,14,4,6,,,,,,,,40,30,14,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-24,41,27,14,4,7,,40.7,27.1,14.8,4.3,6.4,,,,,,,,,,,,,,,,,,,,41,27,14,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,40.7,27.1,14.8,4.3,6.4,
2013-02-26,40,28,15,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,28,15,5,7,,,,,,,,,,,,,
2013-02-27,40,25,16,4,8,,,,,,,,,,,,,,,,,,,,40,25,16,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-02-28,41,27,15,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,27,15,4,6,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-03,40,27,15,5,7,,40.4,27.2,14.9,4.5,6.7,,,,,,,,,,,,,,,,,,,,40,27,15,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-04,41,26,15,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,26,15,5,7,,,,,,,,,,,,,
2013-03-06,40,25,15,4,8,,,,,,,,,,,,,,,,,,,,40,25,15,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-07,40,26,17,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,26,17,4,7,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-08,41,28,14,4,7,,,,,,,,41,28,14,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-10,40,27,15,4,8,,40.4,26.6,15.1,4.3,7.2,,,,,,,,,,,,,,,,,,,,40,27,15,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-12,40,27,16,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,27,16,5,6,,,,,,,,,,,,,
2013-03-13,40,24,16,4,8,,,,,,,,,,,,,,,,,,,,40,24,16,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-14,40,25,17,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,25,17,5,7,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-17,39,28,16,4,8,,40.1,26.3,15.6,4.4,7.3,,,,,,,,,,,,,,,,,,,,39,28,16,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-19,40,26,16,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,26,16,5,7,,,,,,,,,,,,,,,,,,,
2013-03-20,39.5,26.5,15.5,6,6,,,,,,,,,,,,,,39.5,26.5,15.5,6,6,,40,24,15,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-22,40,29,14,4,7,,,,,,,,40,29,14,4,7,,,,,,,,,,,,,,,,,,,,38,27,16,5,8,,,,,,,,40,27,15,5,7,,,,,,,,,,,,,
2013-03-24,40,27,15,5,7,,39.6,26.4,15.6,4.9,7.2,,,,,,,,,,,,,,,,,,,,40,27,15,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-25,39,27,14,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,27,14,5,8,,,,,,,,,,,,,
2013-03-26,41,24,14,5,8,,,,,,,,,,,,,,,,,,,,41,24,14,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-28,39,28,15,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,28,15,4,8,,,,,,,,,,,,,,,,,,,,,,,,,
2013-03-31,39,26,15,5,7,,39.5,26.6,14.8,5,7.3,,,,,,,,,,,,,,,,,,,,39,26,15,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,39.5,26.6,14.8,5,7.3,
2013-04-03,40,24,15,5,8,,,,,,,,,,,,,,,,,,,,40,24,15,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-04,41,27,14,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,27,14,4,8,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-07,39,26,15,5,8,,39.6,26.3,14.8,4.8,7.7,,,,,,,,,,,,,,,,,,,,39,26,15,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-09,39,26,16,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,26,16,5,7,,,,,,,,,,,,,
2013-04-10,41,23,14,6,9,,,,,,,,,,,,,,,,,,,,41,23,14,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-12,42,27,14,4,6,,,,,,,,42,27,14,4,6,,,,,,,,,,,,,,,,,,,,42,27,15,4,7,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-14,41,26,14,5,8,,40.3,26,14.7,4.7,7.6,,,,,,,,,,,,,,,,,,,,41,26,14,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-16,42,24,13,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,24,13,6,8,,39,26,15,5,6,3,,,,,,,,,,,,
2013-04-17,38.5,28,15,5,7,,,,,,,,,,,,,,38.5,28,15,5,7,,42,22,15,5,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-04-21,39,26,14,5,8,,40.5,25.5,14.5,5,7.4,,,,,,,,,,,,,,,,,,,,39,26,14,5,8,,41,27,14,4,7,3,,,,,,,39,26,14,5,6,4,,,,,,,,,,,,
