,erst,erstquote,zweit,zweitquote,nurerst,nurerstquote,impfbar,impfbarquote,unimpfbar,unimpfbarquote,gerpop
1,60123901,72.3,57604250,69.3,2494634,3,13886796,16.7,9172385,11,83154465.2771783
