date,casebis4,case5bis14,case15bis34,case35bis59,case60bis79,caseab80,deathbis4,death5bis14,death15bis34,death35bis59,death60bis79,deathab80
2020-03-11,0.864677907479464,3.41547773454388,25.724167747514,52.1833117163856,15.7803718115002,2.03199308257674,0,0,0,6.45161290322581,45.1612903225806,48.3870967741935
2020-03-12,0.609364977549711,2.7902501603592,23.8614496472097,55.0673508659397,15.6831302116742,1.98845413726748,0,0,0,11.9047619047619,42.8571428571429,45.2380952380952
2020-03-13,0.432703256661353,2.66454110680938,24.0491915281257,55.7048508312457,15.2584832612161,1.8902300159417,0,0,0,12.962962962963,37.037037037037,50
2020-03-14,0.558457935507116,2.59412718429112,24.5361196180868,55.9718969555035,14.4478472347325,1.89155107187894,0,0,0,11.4285714285714,35.7142857142857,52.8571428571429
2020-03-15,0.544492843808339,2.44243932794026,24.6888612321095,55.8649657747355,14.3590541381456,2.10018668326073,0,0,0,10.7142857142857,35.7142857142857,53.5714285714286
2020-03-16,0.492732200049273,2.29120473022912,24.8952944074895,55.4077358955408,14.7326927814733,2.18033998521803,0,0,0,9.82142857142857,39.2857142857143,50.8928571428571
2020-03-17,0.511945392491468,2.26583238528631,25.4550625711035,54.9298445202882,14.419795221843,2.41751990898749,0,0,0,8.55263157894737,40.7894736842105,50.6578947368421
2020-03-18,0.58252427184466,2.03136669156087,25.9073935772965,54.503360716953,14.4585511575803,2.51680358476475,0,0,0.48780487804878,7.80487804878049,40.9756097560976,50.7317073170732
2020-03-19,0.607718018839259,1.92646611972045,26.4478881798845,53.4184138559708,14.9134001823154,2.68611364326952,0,0,0.778210116731517,7.39299610894942,40.0778210116732,51.7509727626459
2020-03-20,0.619780450653921,1.94337937916907,26.8186354325332,52.287410053049,15.2896685750302,3.04112610956458,0,0,0.593471810089021,7.12166172106825,39.4658753709199,52.8189910979229
2020-03-21,0.630511045795013,1.91523656015929,26.9744951170949,51.1282829240542,16.0092917417275,3.34218261116905,0,0,0.485436893203883,6.79611650485437,40.0485436893204,52.6699029126214
2020-03-22,0.639077583124777,1.88594923131927,26.9306399713979,50.6033249910619,16.4149088308902,3.52609939220594,0,0,0.420168067226891,7.14285714285714,41.1764705882353,51.2605042016807
2020-03-23,0.685443668993021,1.87770023263543,26.8527750083084,49.7632103688933,16.9906945829179,3.83017613825191,0,0,0.524475524475524,7.34265734265734,41.0839160839161,51.0489510489511
2020-03-24,0.740569312659107,1.78970917225951,26.6874951785852,48.6731466481524,17.7968062948392,4.31227339350459,0,0,0.431034482758621,6.75287356321839,41.235632183908,51.5804597701149
2020-03-25,0.681996714989645,1.84246232950082,26.1979575805185,48.046847104192,18.3889166607156,4.84181961008355,0,0,0.235294117647059,8,40.7058823529412,51.0588235294118
2020-03-26,0.710193963351311,1.86593413955981,25.9321295768986,46.9297510971157,19.044588121001,5.51740310207363,0,0,0.189933523266857,7.78727445394112,41.1206077872745,50.9021842355176
2020-03-27,0.742418522712973,1.8182962124072,25.4718761796905,45.9544482194539,19.7999244998113,6.21303636592425,0,0,0.163800163800164,7.37100737100737,41.2776412776413,51.1875511875512
2020-03-28,0.751108563844228,1.84911465717475,25.1696781394226,45.1992398419354,20.1773702150765,6.85348858254653,0,0,0.145560407569141,7.13245997088792,39.7379912663756,52.9839883551674
2020-03-29,0.747850665410435,1.85196089977623,25.1089388764574,44.7944882817101,20.3215169002473,7.17524437639854,0,0,0.136892539356605,6.63928815879535,39.356605065024,53.8672142368241
2020-03-30,0.713245997088792,1.80494905385735,24.8326055312955,44.2387190684134,20.54730713246,7.86317321688501,0,0,0.0626174076393237,6.63744520976832,38.2592360676268,55.0407013149656
2020-03-31,0.689577528216387,1.89141264882209,24.3237918320245,43.5221931379999,20.8674603844747,8.70556446846238,0,0,0.0552181115405853,6.4053009387079,37.7691882937604,55.7702926559912
2020-04-01,0.75333739544674,1.92765745305489,24.0458649531934,42.2755220738935,21.2707029302609,9.72691519415056,0,0,0.101522842639594,5.0761421319797,36.8527918781726,57.9695431472081
2020-04-02,0.740115915213191,1.94552529182879,23.6374520421213,41.5036325542162,21.4198253108759,10.7534488857446,0,0,0.0471698113207547,4.57547169811321,34.5754716981132,60.8018867924528
2020-04-03,0.74667243804783,1.9748944919381,23.3335136889947,40.8018612704253,21.3748512065794,11.7682069040147,0,0,0.177541056369285,4.08344429649356,32.9782512205948,62.7607634265424
2020-04-04,0.727014321635509,1.9979228162239,22.9856783644911,40.7510659232535,21.2747348857549,12.2635836886411,0,0,0.177777777777778,3.86666666666667,32.7111111111111,63.2444444444444
2020-04-05,0.749001331557923,2.002885042166,22.7973812694186,40.468264536174,21.2633155792277,12.7191522414558,0,0,0.176444640494045,3.74944861049846,32.0688134097927,64.0052933392148
2020-04-06,0.778308513627423,2.03427929193594,22.7620118010677,39.9831413318348,21.2363023321158,13.2059567294184,0,0,0.174596246180707,3.44827586206897,31.4709733740725,64.9061545176779
2020-04-07,0.846798582908494,1.99026469656384,22.7425905123995,39.7908925948328,20.9654655952072,13.6639880180881,0,0,0.222321031569586,3.51267229879947,30.0133392618942,66.2516674077368
2020-04-08,0.832864044577492,1.96212098758114,22.6414535107739,39.7196123180889,20.6319096594446,14.2120394795341,0.04510599909788,0,0.2255299954894,3.96932792061344,29.0482634190347,66.7117726657645
2020-04-09,0.810019315845224,1.9845473238208,22.7771200697863,39.4759798118263,20.3096766153654,14.642656863356,0.0470588235294118,0,0.235294117647059,4.14117647058824,29.4588235294118,66.1176470588235
