date,Afghanistan,Ägypten,Albanien,Algerien,Andorra,Angola,Antigua.und.Barbuda,Äquatorialguinea,Argentinien,Armenien,Aserbaidschan,Äthiopien,Australien,Bahamas,Bahrain,Bangladesch,Barbados,Belarus,Belgien,Belize,Benin,Bhutan,Bolivien,Bosnien.und.Herzegowina,Botswana,Brasilien,Brunei,Bulgarien,Burkina.Faso,Burundi,Chile,China,Costa.Rica,Dänemark,Deutschland,Dominica,Dominikanische.Republik,DR.Kongo,Dschibuti,Ecuador,El.Salvador,Elfenbeinküste,Eritrea,Estland,Eswatini,Fiji,Finnland,Frankreich,Gabun,Gambia,Georgien,Ghana,Grenada,Griechenland,Großbritannien,Guatemala,Guinea,Guinea.Bissau,Guyana,Haiti,Honduras,Indien,Indonesien,Irak,Iran,Irland,Island,Israel,Italien,Jamaika,Japan,Jemen,Jordanien,Kambodscha,Kamerun,Kanada,Kap.Verde,Kasachstan,Katar,Kenia,Kirgisistan,Kiribati,Kolumbien,Komoren,Kongo,Kosovo,Kroatien,Kuba,Kuwait,Laos,Lesotho,Lettland,Libanon,Liberia,Libyen,Liechtenstein,Litauen,Luxemburg,Madagaskar,Malawi,Malaysia,Malediven,Mali,Malta,Marokko,Marshallinseln,Mauretanien,Mauritius,Mexiko,Mikronesien,Moldawien,Monaco,Mongolei,Montenegro,Mosambik,Myanmar,Namibia,Nepal,Neuseeland,Nicaragua,Niederlande,Niger,Nigeria,Nordmazedonien,Norwegen,Oman,Österreich,Osttimor,Pakistan,Palästina,Palau,Panama,Papua.Neuguinea,Paraguay,Peru,Philippinen,Polen,Portugal,Ruanda,Rumänien,Russland,Saint.Lucia,Salomon.Inseln,Sambia,Samoa,San.Marino,São.Tomé.und.Príncipe,Saudi.Arabien,Schweden,Schweiz,Senegal,Serbien,Seychellen,Sierra.Leone,Simbabwe,Singapur,Slowakei,Slowenien,Somalia,Spanien,Sri.Lanka,St..Kitts.und.Nevis,St..Vincent.Grenadines,Südafrika,Sudan,Südkorea,Südsudan,Surinam,Syrien,Tadschikistan,Taiwan,Tansania,Thailand,Togo,Tonga,Trinidad.Tobago,Tschad,Tschechien,Tunesien,Türkei,Uganda,Ukraine,Ungarn,Uruguay,USA,Usbekistan,Vanuatu,Vatikan,Venezuela,Vereinigte.Arabische.Emirate,Vietnam,Zentralafrikanische.Republik,Zypern
2020-06-28,21,85,2,7,0,0,0,0,32,11,6,3,0,0,3,39,0,5,5,0,0,0,34,1,0,1004,0,3,0,0,147,0,0,1,11,0,9,1,1,29,8,2,0,0,1,0,0,20,1,0,0,4,0,0,63,28,1,1,0,2,17,397,41,94,126,3,0,3,15,0,2,7,0,0,1,18,1,9,2,3,1,0,134,0,4,2,0,0,3,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,1,0,2,0,689,0,8,0,0,0,0,0,0,1,0,1,2,0,7,7,1,5,2,0,82,0,0,15,0,0,504,11,12,5,0,14,137,0,0,2,0,0,0,41,32,0,3,1,0,1,0,0,0,0,0,3,0,0,0,75,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,21,0,19,2,0,552,0,0,0,2,2,0,3,0
2020-06-29,19,85,2,8,0,0,0,0,34,10,6,4,0,0,3,40,0,5,5,0,1,0,36,2,0,1006,0,2,0,0,153,0,0,0,11,0,9,0,1,40,8,1,0,0,1,0,0,21,0,0,0,4,0,0,64,28,1,1,0,1,13,412,44,96,133,3,0,2,12,0,2,7,0,0,1,17,1,9,2,3,2,0,138,0,5,2,0,0,3,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,2,0,2,0,648,0,8,0,0,0,0,0,0,1,0,1,2,0,7,7,0,5,2,0,87,0,0,14,0,0,530,11,12,5,0,16,137,0,0,2,0,0,0,42,32,0,3,2,0,1,0,0,0,0,0,3,0,0,0,77,6,0,0,1,0,0,0,0,0,0,0,0,0,2,0,20,0,20,2,0,551,1,0,0,2,2,0,2,0
2020-06-30,17,84,2,7,0,0,0,0,33,10,7,4,0,0,3,43,0,5,5,0,1,0,40,2,0,993,0,3,0,0,169,0,1,0,11,0,10,0,1,36,9,1,0,0,1,0,0,18,0,0,0,2,0,0,58,27,1,1,0,2,13,418,49,99,136,2,0,2,13,0,1,7,0,0,0,16,1,8,2,3,3,0,133,0,5,2,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,2,0,627,0,8,0,0,0,0,0,0,1,0,1,3,0,8,7,0,5,2,0,91,1,0,14,0,1,524,11,13,5,0,16,137,0,0,1,0,0,0,43,25,0,3,2,0,1,0,0,0,0,0,4,0,0,0,79,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,19,0,18,2,0,525,1,0,0,2,1,0,1,0
2020-07-01,19,83,3,7,0,1,0,0,34,10,7,4,0,0,3,44,0,5,5,0,1,0,46,2,0,972,0,3,0,0,146,0,1,0,10,0,9,1,0,43,9,1,0,0,1,0,0,19,0,0,0,3,0,0,60,31,1,1,0,2,18,420,52,103,137,2,0,2,21,0,1,6,0,0,0,13,1,9,2,3,3,0,140,0,5,2,0,0,3,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,2,0,2,0,598,0,8,0,0,0,0,0,0,1,0,1,3,0,9,7,0,6,2,0,81,1,0,14,0,1,524,9,12,5,0,16,145,0,0,2,0,0,0,44,23,0,3,3,0,1,0,0,0,0,0,5,0,0,0,78,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,18,0,18,1,0,517,1,0,0,2,1,0,1,0
2020-07-02,19,84,3,7,0,1,0,3,34,9,7,3,0,0,3,44,0,5,5,0,1,0,51,2,0,988,0,3,0,0,145,0,1,0,10,0,10,1,0,42,9,1,0,0,0,0,0,18,0,0,0,3,0,0,52,31,1,1,0,2,24,416,52,103,139,2,0,2,20,0,1,5,0,0,0,12,1,9,2,3,5,0,141,0,5,2,0,0,3,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,2,0,1,0,590,0,8,0,0,0,0,0,0,1,0,1,3,0,10,8,0,6,1,0,84,1,0,15,0,1,527,9,11,5,0,17,153,0,0,2,0,0,0,46,26,0,4,3,0,1,0,0,0,0,0,5,0,0,0,79,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0,17,1,0,544,1,0,0,3,1,0,1,0
2020-07-03,20,83,3,7,0,1,0,3,36,8,7,2,0,0,3,44,0,6,5,0,1,0,55,2,0,1030,0,3,0,0,140,0,1,0,8,0,9,1,0,42,10,1,0,0,1,0,0,17,1,0,0,2,0,0,48,30,1,0,0,2,19,424,50,100,146,1,0,2,18,0,1,6,0,0,0,12,1,9,2,2,4,0,138,0,4,2,1,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,1,0,581,0,8,0,0,1,0,0,0,1,0,1,2,0,11,9,0,6,1,0,74,1,0,18,0,1,531,8,11,6,0,18,153,0,0,1,0,0,0,47,20,0,4,5,0,0,0,0,0,0,0,7,0,0,0,87,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,0,19,1,0,551,1,0,0,3,1,0,1,0
2020-07-04,18,82,3,8,0,1,0,3,39,8,7,1,0,0,3,43,0,6,6,0,1,0,58,2,0,1028,0,4,0,0,121,0,1,0,8,0,10,1,0,49,10,1,0,0,1,0,0,16,1,0,0,2,0,0,46,31,1,0,0,2,21,453,53,101,149,1,0,2,20,0,1,6,0,0,0,12,1,10,2,3,5,0,143,0,4,2,1,0,3,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,2,0,1,0,569,0,8,0,0,1,0,0,0,1,0,1,3,0,11,8,0,6,1,0,72,1,0,18,0,1,539,8,11,6,0,20,150,0,0,1,0,0,0,50,20,0,4,6,0,0,0,0,0,0,0,6,0,0,0,88,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,17,2,0,524,2,0,0,3,1,0,0,0
2020-07-05,19,79,3,8,0,1,0,3,39,8,7,1,0,0,2,45,0,6,6,0,1,0,60,2,0,1035,0,4,0,0,114,0,1,0,8,0,10,1,0,50,9,1,0,0,0,0,0,16,1,0,0,1,0,0,45,31,0,0,0,2,23,460,60,102,152,1,0,2,18,0,1,5,0,0,0,11,1,11,3,2,5,0,127,0,4,3,1,0,3,0,0,0,0,0,2,0,0,0,2,1,0,0,1,0,2,0,1,0,570,0,8,0,0,0,0,0,0,1,0,1,3,0,11,8,0,7,1,0,85,2,0,20,0,1,536,8,11,7,0,20,155,0,0,1,0,0,0,52,20,0,4,6,0,0,0,0,0,0,0,6,0,0,0,106,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,0,18,1,0,524,2,0,0,3,1,0,0,0
2020-07-06,22,79,3,8,0,1,0,3,43,8,7,0,0,0,2,45,0,6,6,0,0,0,58,2,0,1025,0,4,0,0,116,0,1,0,8,0,10,1,0,46,8,1,0,0,0,0,0,16,1,0,0,2,0,0,43,34,0,0,0,2,24,467,62,104,152,1,0,3,18,0,1,6,0,0,0,10,1,11,3,3,6,0,134,0,2,4,1,0,3,0,0,0,0,0,2,0,0,0,2,1,0,1,1,0,2,0,1,0,571,0,8,0,0,0,0,0,0,1,0,1,3,0,12,7,0,7,0,0,76,2,0,21,0,1,542,7,11,7,0,19,161,0,0,1,0,0,0,53,20,0,4,6,0,0,0,0,0,0,0,6,0,0,0,112,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,0,17,1,0,524,2,0,0,3,1,0,1,0
2020-07-07,26,77,3,8,0,1,0,3,48,9,7,0,0,0,2,43,0,6,4,0,0,0,58,3,0,1021,0,3,0,0,107,0,1,1,7,0,11,1,0,49,8,1,0,0,0,0,0,13,1,0,0,2,0,0,43,33,0,0,1,1,26,463,62,106,159,1,0,4,19,0,1,5,0,0,7,9,0,11,3,3,7,0,146,0,2,4,1,0,3,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,2,0,1,0,606,0,8,0,0,1,0,0,0,1,0,1,3,0,11,7,0,7,0,0,75,1,0,24,0,0,551,6,9,8,0,21,167,0,0,3,0,0,0,53,16,0,4,8,0,0,0,0,0,0,0,5,0,0,0,121,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,18,0,18,1,0,607,2,0,0,3,2,0,1,0
2020-07-08,23,76,3,8,0,1,0,3,49,10,8,2,0,0,1,44,0,6,3,0,0,0,54,3,0,1047,0,4,0,0,117,0,1,0,7,0,11,1,0,42,8,1,0,0,0,0,0,15,1,0,0,2,0,0,38,34,0,0,0,1,22,471,61,104,161,0,0,4,18,0,1,5,0,0,7,9,0,14,3,3,7,0,151,0,1,4,1,0,3,0,0,0,0,1,2,0,0,0,2,1,0,1,1,0,2,0,1,0,612,0,9,0,0,1,0,0,0,1,0,1,3,0,12,8,0,7,0,0,73,2,0,25,0,0,549,6,9,7,0,21,161,0,0,2,0,0,0,52,16,0,4,9,0,0,0,0,0,0,0,5,0,0,0,122,5,1,0,1,1,0,0,0,0,0,0,0,0,0,0,19,0,19,0,0,628,3,0,0,3,2,0,1,0
2020-07-09,19,71,2,9,0,1,0,0,48,11,8,2,0,0,1,45,0,6,2,0,0,0,52,4,0,1043,0,4,0,0,109,0,1,0,8,0,11,1,0,37,7,2,0,0,1,0,0,15,1,0,0,2,0,0,36,36,0,0,0,2,16,484,61,103,171,1,0,5,15,0,1,5,0,0,7,8,0,15,3,3,7,0,153,0,2,5,1,0,3,0,0,0,0,1,2,0,0,0,1,1,0,0,0,0,2,0,2,0,620,0,9,0,0,1,0,0,0,1,0,1,3,0,10,6,0,7,0,0,72,2,0,25,0,0,553,6,8,8,0,21,165,0,0,2,0,0,0,50,13,0,3,9,0,0,0,0,0,0,0,5,0,0,0,125,6,1,0,1,1,0,0,0,0,0,0,0,0,0,0,19,0,21,1,0,669,3,0,0,3,2,0,1,0
2020-07-10,22,72,2,8,0,1,0,0,48,11,8,3,0,0,1,44,0,6,2,0,0,0,55,4,0,1032,0,4,0,0,104,0,1,0,7,0,13,0,0,34,7,2,0,0,1,0,0,16,0,0,0,3,0,0,34,37,1,0,0,2,21,495,62,100,170,1,0,5,15,0,1,4,0,0,7,9,1,15,4,4,7,0,164,0,1,6,1,0,3,0,0,0,0,1,2,0,0,0,1,2,0,0,1,0,2,0,2,0,621,0,9,0,0,1,0,0,0,0,0,1,2,0,12,6,0,7,0,0,82,2,0,24,0,0,549,11,8,7,0,20,165,0,0,2,0,0,0,50,15,0,3,10,0,0,1,0,0,0,0,3,0,0,0,130,6,1,0,1,1,0,0,0,0,0,0,0,0,0,0,20,0,19,1,0,689,4,0,0,3,2,0,1,0
2020-07-11,21,70,2,8,0,1,0,0,47,12,8,3,1,0,1,44,0,6,2,0,1,0,54,4,0,1029,0,4,0,0,98,0,1,0,7,0,13,0,0,37,6,1,0,0,1,0,0,17,0,0,0,3,0,0,32,36,0,0,0,3,20,486,64,98,175,1,0,5,13,0,1,4,0,0,7,9,0,16,3,4,7,0,168,0,1,6,1,0,3,0,0,0,0,1,2,0,0,0,1,2,0,0,0,0,2,0,3,0,623,0,9,0,0,1,0,0,0,1,0,1,2,0,13,6,0,6,0,0,83,3,0,25,0,0,549,12,8,7,0,20,168,0,0,2,0,0,0,46,15,0,2,11,0,0,1,0,0,0,0,3,0,0,0,135,6,1,0,1,1,0,0,0,0,0,0,0,0,0,0,20,0,21,1,0,754,4,0,0,3,1,0,1,0
2020-07-12,21,74,2,8,0,1,0,0,48,12,8,3,0,0,2,43,0,6,2,0,1,0,53,4,0,1033,0,3,0,0,96,0,2,0,7,0,15,0,0,38,6,1,0,0,1,0,0,17,0,0,0,2,0,0,30,39,0,0,0,4,19,497,62,97,180,1,0,6,13,0,1,11,0,0,7,9,0,16,3,4,8,0,178,0,1,5,1,0,3,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,2,0,2,0,624,0,8,0,0,1,0,0,0,1,0,1,1,0,14,6,0,6,0,0,72,3,0,23,0,0,558,34,8,7,0,19,168,0,0,2,0,0,0,44,15,0,2,12,0,0,1,0,0,0,0,3,0,0,0,126,6,1,0,1,0,0,0,0,0,0,0,0,0,1,0,20,0,19,1,0,775,4,0,0,3,1,0,1,0
2020-07-13,18,73,2,8,0,1,0,0,46,12,8,4,0,0,2,42,0,6,1,0,1,0,56,4,0,1049,0,4,0,0,91,0,2,0,7,0,14,0,0,35,6,1,0,0,1,0,0,16,0,0,0,1,0,0,30,38,0,0,0,4,19,510,59,98,186,1,0,5,14,0,1,11,0,0,7,8,0,16,2,5,7,0,178,0,1,4,1,0,3,0,0,0,0,2,1,0,0,0,1,3,0,0,0,0,3,0,2,0,625,0,8,0,0,1,0,0,0,0,0,1,1,0,13,6,0,6,0,0,69,3,0,23,0,1,559,42,8,6,0,19,163,0,0,2,0,0,0,39,15,0,2,13,0,0,1,0,0,0,0,3,0,0,0,123,6,1,0,1,1,0,0,0,0,0,0,0,0,0,0,20,0,20,1,0,785,4,0,0,4,1,0,0,0
2020-07-14,18,74,2,9,0,1,0,0,46,11,8,5,1,0,2,39,0,5,2,0,1,0,53,3,0,1056,0,4,0,0,91,0,2,0,6,0,13,0,0,37,7,2,0,0,1,0,0,14,0,0,0,1,0,0,29,43,1,0,0,4,19,524,57,94,183,1,0,5,12,0,1,12,0,0,0,8,0,16,2,5,6,0,181,0,1,4,1,0,3,0,0,0,0,2,1,0,0,0,1,3,0,0,0,0,2,0,2,0,616,0,7,0,0,1,0,0,0,0,0,1,0,0,12,5,0,7,0,0,66,4,0,23,0,1,565,42,9,6,0,19,160,0,0,0,0,0,0,38,14,0,2,13,0,0,2,0,0,0,0,2,0,0,0,121,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,20,0,19,1,0,749,4,0,0,4,1,0,0,0
2020-07-15,23,72,3,9,0,1,0,0,51,10,7,4,1,0,3,37,0,5,2,0,1,0,52,4,0,1057,0,4,0,0,88,0,2,0,5,0,14,0,0,41,7,1,0,0,1,0,0,23,0,0,0,1,0,0,24,42,1,0,0,4,19,541,63,93,189,1,0,5,12,0,0,12,0,0,0,8,0,11,2,6,7,0,184,0,1,4,1,0,3,0,0,0,0,1,1,0,0,0,1,3,0,0,0,0,2,0,1,0,587,0,6,0,0,1,0,0,0,1,0,1,0,0,11,5,0,7,1,0,63,3,0,23,0,1,572,43,7,6,0,19,158,0,0,0,0,0,0,38,13,0,2,13,0,0,2,0,0,0,0,2,0,0,0,122,5,1,0,0,1,0,0,0,0,0,0,0,0,1,0,20,0,17,1,0,767,4,0,0,4,1,0,0,0
2020-07-16,25,72,3,9,0,1,0,0,56,10,7,4,1,0,3,37,0,5,2,0,1,0,49,4,0,1072,0,4,0,0,87,0,2,0,4,0,14,0,0,44,8,1,0,0,1,0,0,23,0,0,0,1,0,0,23,45,0,0,0,4,19,571,65,91,186,1,0,6,13,0,0,11,0,0,2,9,0,9,1,6,6,0,188,0,1,5,1,0,3,0,0,0,1,4,1,0,0,0,3,4,0,0,0,0,3,0,1,0,578,0,6,0,0,1,0,0,0,1,0,1,0,0,11,6,0,8,1,0,53,4,0,23,0,1,579,47,8,5,0,20,156,0,0,0,0,0,0,39,13,0,2,13,0,0,2,0,0,0,0,2,0,0,0,136,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,20,0,17,1,0,757,3,0,0,3,1,0,0,0
2020-07-17,25,69,3,9,0,1,0,0,58,11,7,4,2,0,3,39,0,5,3,0,1,0,50,4,0,1065,0,4,0,0,224,1,3,0,4,0,11,0,0,44,9,1,0,0,0,0,0,21,0,0,0,1,0,0,22,43,0,0,0,3,15,593,70,94,192,1,0,7,13,0,0,11,0,0,2,8,0,6,1,6,7,0,195,0,1,4,0,0,3,0,1,0,1,4,1,0,0,0,3,3,0,0,0,0,3,0,1,0,588,0,6,0,0,1,0,0,0,1,0,1,0,0,9,5,0,8,1,0,57,4,0,25,0,1,585,43,7,5,0,20,158,0,0,10,0,0,0,37,13,0,2,12,0,0,2,0,0,0,0,2,0,0,0,135,3,1,1,0,1,0,0,0,0,0,0,0,0,1,0,19,0,16,0,0,771,4,0,0,3,1,0,0,0
2020-07-18,25,69,3,9,0,1,0,0,59,10,7,6,2,0,3,39,0,5,3,0,1,0,50,4,0,1043,0,5,0,0,223,1,4,0,3,0,13,0,0,36,10,1,0,0,0,0,0,21,0,0,0,1,0,0,21,40,0,0,0,2,17,592,69,91,192,1,0,8,14,0,0,11,0,0,2,8,0,3,1,6,110,0,200,0,1,5,0,0,3,0,1,0,1,3,1,0,0,0,3,3,0,0,0,0,3,0,1,0,594,0,6,0,0,1,0,0,0,0,0,1,0,0,8,5,0,9,1,0,53,4,0,25,0,1,670,57,7,4,0,20,149,0,0,11,0,0,0,38,13,0,3,11,0,0,1,0,0,0,0,2,0,0,0,140,3,1,1,0,1,0,0,0,0,0,0,0,0,1,0,19,0,15,0,0,790,4,0,0,4,1,0,0,0
2020-07-19,24,63,3,10,0,0,0,0,59,11,7,6,2,0,3,38,0,5,3,0,1,0,49,4,0,1055,0,5,0,0,218,1,5,0,3,0,12,0,0,38,11,1,0,0,0,0,0,21,0,0,0,1,0,0,21,38,0,0,0,2,18,618,77,90,194,1,0,8,13,0,0,4,0,0,2,8,0,30,1,7,127,0,204,0,1,5,0,0,3,0,1,0,1,3,1,0,0,0,3,3,0,0,0,0,3,0,1,0,597,0,6,0,0,1,0,0,0,0,0,1,0,0,7,6,0,9,0,0,48,4,0,27,0,1,700,42,8,4,0,20,144,0,0,11,0,0,0,38,13,0,3,11,0,0,1,0,0,0,0,2,0,0,0,136,6,1,1,0,1,0,0,0,0,0,0,0,0,1,0,18,0,15,0,0,790,4,0,0,3,1,0,0,0
2020-07-20,24,60,3,10,0,0,0,0,67,11,7,6,3,0,3,40,0,5,3,0,1,0,50,4,0,1041,0,5,0,0,230,1,5,0,3,0,13,0,0,36,11,1,0,0,0,0,0,21,0,0,0,2,0,0,21,37,0,0,0,1,21,622,83,88,196,1,0,9,13,0,1,3,0,0,2,7,0,30,1,6,127,0,211,0,1,5,0,0,2,0,0,0,1,3,1,0,0,0,4,3,0,0,0,0,3,0,1,0,571,0,7,0,0,1,0,0,0,0,0,1,0,0,8,7,0,10,0,0,46,3,0,28,0,1,619,34,7,4,0,20,141,0,0,12,0,0,0,40,13,1,3,11,0,0,1,0,0,0,0,2,0,0,0,143,5,1,1,0,1,0,0,0,0,0,0,0,0,1,0,18,0,15,0,0,803,4,0,0,3,1,0,0,0
2020-07-21,20,56,3,10,0,1,0,0,75,12,8,6,2,0,3,41,0,5,3,0,1,0,54,5,0,1051,0,4,0,0,230,1,4,0,3,0,13,0,0,34,11,1,0,0,1,0,0,19,0,0,0,2,0,1,19,33,0,0,0,1,26,632,87,86,203,1,0,9,13,0,1,4,0,0,3,8,0,30,1,7,133,0,220,0,1,5,0,0,2,0,0,0,1,3,1,0,0,0,4,3,0,0,0,0,3,0,1,0,582,0,7,0,0,2,0,0,1,0,0,1,0,0,7,6,0,9,0,0,42,3,0,28,0,1,595,33,7,4,0,20,138,0,0,12,0,0,0,39,14,1,3,10,0,0,1,0,0,0,0,2,0,0,0,146,5,1,1,0,1,0,0,0,0,0,0,0,0,1,0,18,0,15,0,0,832,4,0,0,3,1,0,0,0
2020-07-22,14,53,3,10,0,1,0,0,77,12,8,6,3,0,2,42,0,5,3,0,1,0,55,5,0,1058,0,5,0,0,219,1,4,0,3,0,11,0,0,37,11,1,0,0,1,0,0,7,0,0,0,2,0,1,17,32,0,0,0,1,26,707,95,87,206,1,0,9,12,0,1,4,0,0,3,6,0,30,2,7,135,0,223,0,1,5,1,0,3,0,0,0,1,3,1,0,0,0,4,5,0,0,0,0,4,0,1,0,612,0,8,0,0,2,0,0,1,0,0,1,0,0,8,7,0,10,0,0,40,3,0,28,0,2,596,33,7,4,0,21,139,0,0,12,0,0,0,39,14,1,3,10,0,0,1,0,0,1,0,2,0,0,0,212,6,1,1,0,1,0,0,0,0,0,0,0,0,1,0,18,0,16,0,0,869,4,0,0,3,1,0,1,0
2020-07-23,14,51,3,10,0,1,0,0,84,12,8,7,3,0,2,44,0,5,2,0,1,0,60,5,0,1056,0,5,0,0,221,1,5,0,3,0,9,0,0,33,11,1,0,0,1,0,0,6,0,0,0,2,0,1,15,33,0,0,0,2,25,714,100,86,209,2,0,10,11,0,1,3,0,0,1,6,0,30,2,7,149,0,237,0,1,6,1,0,3,0,0,0,0,1,1,0,0,0,2,4,0,0,0,0,4,0,1,0,619,0,8,0,0,2,0,0,1,1,0,1,0,0,9,6,0,9,0,0,48,2,0,30,0,1,598,33,7,4,0,22,136,0,0,13,0,0,0,38,12,1,3,9,0,0,1,0,0,1,0,2,0,0,0,203,6,1,1,1,2,0,0,0,0,0,0,0,0,1,0,18,0,15,0,0,887,4,0,0,4,1,0,1,0
2020-07-24,11,47,3,11,0,1,0,0,90,10,8,7,4,0,2,41,0,5,2,0,0,0,61,5,0,1055,0,6,0,0,81,1,6,0,4,0,13,0,0,31,10,1,0,0,1,0,0,6,0,0,0,2,0,1,16,32,0,0,0,1,29,726,101,85,214,2,0,10,10,0,1,4,0,0,2,5,0,30,2,7,148,0,241,0,1,6,1,0,3,0,0,0,1,0,1,0,0,0,3,5,0,0,0,0,5,0,1,0,619,0,7,0,0,2,0,0,1,1,0,1,0,0,10,6,0,9,0,0,38,2,0,30,0,1,606,31,6,4,0,23,131,0,0,4,0,0,0,38,11,1,3,9,0,0,1,0,0,1,0,2,0,0,0,220,7,1,0,1,1,0,0,0,0,0,0,0,0,2,0,17,0,17,0,0,913,4,0,0,4,1,0,1,0
2020-07-25,14,44,3,11,0,1,0,0,96,10,8,7,5,0,2,42,0,5,3,0,0,0,61,5,0,1097,0,6,0,0,82,1,6,0,5,0,12,0,0,32,9,0,0,0,1,0,0,5,0,0,0,2,0,1,17,36,0,0,0,1,30,749,100,85,215,2,0,10,9,0,2,4,0,0,2,5,0,30,1,8,50,0,250,0,2,6,2,0,3,0,0,0,1,0,1,0,0,0,3,5,0,0,0,0,5,0,0,0,641,0,7,0,0,2,0,0,1,1,0,1,1,0,11,7,0,9,0,0,36,2,0,29,0,2,521,18,7,5,0,22,135,0,0,3,0,0,0,37,11,1,3,8,0,0,1,0,0,1,0,2,0,0,0,244,6,0,0,0,2,0,0,0,0,0,0,0,0,2,0,17,0,16,0,0,925,4,0,0,4,1,0,1,0
2020-07-26,11,43,4,11,0,2,0,0,97,9,9,8,5,0,2,44,0,5,3,0,1,0,62,4,0,1074,0,6,0,0,87,1,6,0,5,0,12,0,0,29,9,1,0,0,2,0,0,5,0,0,0,3,0,1,17,36,1,0,0,1,31,753,91,83,216,2,0,10,9,0,2,5,0,0,2,5,0,0,1,7,34,0,256,0,1,6,2,0,4,0,1,0,2,0,2,0,0,0,4,6,0,0,0,0,6,0,0,0,642,0,7,0,0,2,0,0,1,1,0,1,3,0,10,5,0,9,0,0,32,2,0,28,0,1,497,14,7,4,0,23,132,0,0,3,0,0,0,35,11,1,3,9,0,0,1,0,0,1,0,2,0,0,0,248,3,0,0,0,2,0,0,0,0,0,0,0,0,2,0,17,0,17,0,0,933,4,0,0,4,1,0,1,0
2020-07-27,12,43,4,11,0,2,0,0,98,9,9,8,6,0,2,42,0,5,2,0,1,0,61,6,0,1071,0,6,0,0,79,1,7,0,5,0,13,1,0,31,9,1,0,0,2,0,0,5,0,1,0,2,0,1,16,37,1,0,0,2,33,761,86,84,215,2,0,9,8,0,2,5,0,0,3,6,0,0,1,7,38,0,264,0,2,7,2,0,4,0,1,0,1,0,2,0,0,0,4,5,0,0,0,0,6,0,0,0,648,0,8,0,0,2,0,0,1,1,0,1,1,0,8,5,0,10,0,0,29,2,0,28,0,1,584,16,7,4,0,24,132,0,0,2,0,0,0,34,11,1,3,9,0,0,1,0,0,0,0,2,0,0,0,271,4,1,0,0,2,0,0,0,0,0,0,0,0,2,0,17,0,17,0,0,1015,4,0,0,4,1,0,1,0
2020-07-28,12,42,4,11,0,2,0,0,98,8,8,8,7,0,2,42,0,5,4,0,1,0,64,5,0,1007,0,6,0,0,80,1,8,0,5,0,15,1,0,31,9,1,0,0,2,0,0,8,0,1,0,2,0,1,15,36,1,0,0,2,32,780,83,84,216,2,0,9,7,0,2,4,0,0,1,7,0,30,1,7,36,0,273,0,2,7,2,0,4,0,1,0,2,0,2,0,0,0,4,6,0,0,0,0,7,0,0,0,639,0,7,0,0,1,0,0,0,1,0,1,1,0,9,6,0,9,0,0,27,2,0,27,0,1,615,16,7,4,0,24,132,0,0,2,0,0,0,33,8,1,3,9,0,0,2,0,0,0,0,2,0,0,0,270,5,0,0,0,1,0,0,0,0,0,0,0,0,2,0,17,0,16,0,0,1033,4,0,0,4,1,0,1,0
2020-07-29,12,41,4,11,0,2,0,0,100,6,8,9,8,0,2,41,0,5,4,0,0,0,69,7,0,1052,0,7,0,0,79,1,9,0,5,0,17,1,0,29,10,1,0,0,2,0,0,9,0,0,0,3,0,0,17,37,1,0,0,1,36,728,74,80,213,1,0,10,7,0,2,4,0,0,1,7,0,30,1,7,34,0,297,0,2,7,2,0,4,0,1,0,2,0,3,0,0,0,4,4,0,0,0,0,7,0,0,0,596,0,7,0,0,1,0,0,0,1,0,1,1,0,9,5,0,9,1,0,26,2,0,28,0,1,617,17,7,3,0,24,132,0,0,3,0,0,0,31,9,1,3,8,0,0,2,0,0,0,0,2,0,0,0,222,2,0,0,1,1,0,0,0,0,0,0,0,0,1,0,16,0,17,0,0,1064,5,0,0,5,1,0,0,0
