,erst,erstquote,zweit,zweitquote,nurerst,nurerstquote,impfbar,impfbarquote,unimpfbar,unimpfbarquote,gerpop
1,60123901,72.3,57604250,69.3,2494634,3,19042373,22.9,3961376,4.8,83154465.2771783
