"Kreis","Typ","Bundesland","Einwohner","Tote","Infizierte","Fälle.pro.100.000","Neuinfektionen.pro.100.000","Neuinfektionen","hc.key","lat","lon"
"Karlsruhe","Landkreis","Baden-Württemberg","446852","518","28312","6335.9","412.4",1843,"de-bw-08215000","49.0818849258","8.56279664203"
"Rastatt","Landkreis","Baden-Württemberg","232091","234","14862","6403.5","403.7",937,"de-bw-08216000","48.7618192531","8.24124756893"
"Heidelberg","Stadtkreis","Baden-Württemberg","158741","68","7069","4453.2","233.7",371,"de-bw-08221000","49.4055152955","8.69417184974"
"Mannheim","Stadtkreis","Baden-Württemberg","309721","343","23732","7662.4","459.1",1422,"de-bw-08222000","49.4994190357","8.50032443773"
"Neckar-Odenwald-Kreis","Landkreis","Baden-Württemberg","143797","152","9026","6276.9","424.2",610,"de-bw-08225000","49.4666097739","9.28011000163"
"Rhein-Neckar-Kreis","Landkreis","Baden-Württemberg","548233","479","31701","5782.4","322.3",1767,"de-bw-08226000","49.3684849338","8.76708442595"
"Pforzheim","Stadtkreis","Baden-Württemberg","126016","231","12170","9657.5","585.6",738,"de-bw-08231000","48.8764005469","8.71277909336"
"Calw","Landkreis","Baden-Württemberg","160149","194","12022","7506.8","484.5",776,"de-bw-08235000","48.6789990614","8.6357698286"
"Enzkreis","Landkreis","Baden-Württemberg","199752","279","14594","7306.1","560.7",1120,"de-bw-08236000","48.9144669267","8.73708120338"
"Freudenstadt","Landkreis","Baden-Württemberg","118364","166","7588","6410.7","296.5",351,"de-bw-08237000","48.4744061685","8.4653129709"
"Freiburg im Breisgau","Stadtkreis","Baden-Württemberg","230940","182","11749","5087.5","313.5",724,"de-bw-08311000","47.9925229956","7.81807596197"
"Breisgau-Hochschwarzwald","Landkreis","Baden-Württemberg","264867","203","12655","4777.9","256.7",680,"de-bw-08315000","47.9249093559","7.92494089685"
"Emmendingen","Landkreis","Baden-Württemberg","166862","180","9054","5426","308.6",515,"de-bw-08316000","48.1485120637","7.89755038202"
"Ortenaukreis","Landkreis","Baden-Württemberg","432580","620","28716","6638.3","415.4",1797,"de-bw-08317000","48.4209719355","8.01621990932"
"Rottweil","Landkreis","Baden-Württemberg","140166","184","11641","8305.2","572.9",803,"de-bw-08325000","48.254220293","8.53235133177"
"Schwarzwald-Baar-Kreis","Landkreis","Baden-Württemberg","212872","235","15924","7480.6","659.6",1404,"de-bw-08326000","48.0191197382","8.41096435345"
"Tuttlingen","Landkreis","Baden-Württemberg","141682","167","10930","7714.5","552.6",783,"de-bw-08327000","48.01120044","8.7941361763"
"Konstanz","Landkreis","Baden-Württemberg","286876","313","16041","5591.6","297.7",854,"de-bw-08335000","47.7932127909","8.9157630123"
"Lörrach","Landkreis","Baden-Württemberg","228842","323","13629","5955.6","291.9",668,"de-bw-08336000","47.703504023","7.77402882816"
"Waldshut","Landkreis","Baden-Württemberg","171237","230","10084","5888.9","285",488,"de-bw-08337000","47.6971334745","8.21889239137"
"Reutlingen","Landkreis","Baden-Württemberg","287497","307","20535","7142.7","349.2",1004,"de-bw-08415000","48.4064763532","9.36572629856"
"Tübingen","Landkreis","Baden-Württemberg","228471","195","13350","5843.2","369",843,"de-bw-08416000","48.481737902","8.98763400076"
"Zollernalbkreis","Landkreis","Baden-Württemberg","189862","185","13329","7020.4","495.6",941,"de-bw-08417000","48.2672389069","8.93742839835"
"Ulm","Stadtkreis","Baden-Württemberg","126405","94","8959","7087.5","516.6",653,"de-bw-08421000","48.3908327419","9.9500211353"
"Alb-Donau-Kreis","Landkreis","Baden-Württemberg","198204","184","13349","6735","532.3",1055,"de-bw-08425000","48.4017114301","9.82744714375"
"Biberach","Landkreis","Baden-Württemberg","202250","203","14863","7348.8","671.4",1358,"de-bw-08426000","48.1075826288","9.77425436647"
"Bodenseekreis","Landkreis","Baden-Württemberg","217901","179","12635","5798.5","406.6",886,"de-bw-08435000","47.7334602866","9.40077001359"
"Ravensburg","Landkreis","Baden-Württemberg","285888","158","17554","6140.2","526.1",1504,"de-bw-08436000","47.8250441153","9.77989455833"
"Sigmaringen","Landkreis","Baden-Württemberg","130946","103","9251","7064.7","561.3",735,"de-bw-08437000","48.0391514971","9.24100350319"
"Ingolstadt","Kreisfreie Stadt","Bayern","136952","159","10166","7423","588.5",806,"de-by-09161000","48.7550927761","11.3950069326"
"München","Kreisfreie Stadt","Bayern","1488202","1439","113828","7648.7","754",11221,"de-by-09162000","48.1532131611","11.5472441841"
"Rosenheim","Kreisfreie Stadt","Bayern","63591","79","6462","10161.8","792.6",504,"de-by-09163000","47.8443777181","12.1087247511"
"Altötting","Landkreis","Bayern","111654","224","10188","9124.6","967.3",1080,"de-by-09171000","48.2098044272","12.7052826752"
"Berchtesgadener Land","Landkreis","Bayern","106327","113","11962","11250.2","1120.1",1191,"de-by-09172000","47.6984724021","12.9018660877"
"Bad Tölz-Wolfratshausen","Landkreis","Bayern","128212","109","10726","8365.8","727.7",933,"de-by-09173000","47.7274771535","11.4831153973"
"Dachau","Landkreis","Bayern","155117","158","12404","7996.5","538.9",836,"de-by-09174000","48.3345482595","11.3571128101"
"Ebersberg","Landkreis","Bayern","144091","191","10579","7341.9","566.3",816,"de-by-09175000","48.0761776106","11.9131721198"
"Eichstätt","Landkreis","Bayern","133169","109","8295","6228.9","574.5",765,"de-by-09176000","48.8980875603","11.3703873291"
"Erding","Landkreis","Bayern","138891","129","11600","8351.9","755.3",1049,"de-by-09177000","48.3003970808","12.0006246986"
"Freising","Landkreis","Bayern","180313","148","12553","6961.8","493.6",890,"de-by-09178000","48.4473569802","11.7406716932"
"Fürstenfeldbruck","Landkreis","Bayern","218740","159","14156","6471.6","422.9",925,"de-by-09179000","48.1877932949","11.2010776242"
"Garmisch-Partenkirchen","Landkreis","Bayern","88279","94","5760","6524.8","649.1",573,"de-by-09180000","47.5563489806","11.1296286125"
"Landsberg am Lech","Landkreis","Bayern","121019","90","6603","5456.2","477.6",578,"de-by-09181000","48.0244353759","10.9487346774"
"Miesbach","Landkreis","Bayern","100183","99","8961","8944.6","699.7",701,"de-by-09182000","47.7416453347","11.8089897365"
"Mühldorf a. Inn","Landkreis","Bayern","116483","201","12652","10861.7","1095.4",1276,"de-by-09183000","48.2393145242","12.3818280217"
"München","Landkreis","Bayern","349685","312","22673","6483.8","417.8",1461,"de-by-09184000","48.0744744023","11.6313680405"
"Neuburg-Schrobenhausen","Landkreis","Bayern","97730","92","6752","6908.8","796.1",778,"de-by-09185000","48.6644203317","11.197210668"
"Pfaffenhofen a.d. Ilm","Landkreis","Bayern","129128","172","8772","6793.3","557.6",720,"de-by-09186000","48.5962751771","11.5242827055"
"Rosenheim","Landkreis","Bayern","261721","511","24944","9530.8","914.3",2393,"de-by-09187000","47.8783797472","12.162753976"
"Starnberg","Landkreis","Bayern","136610","131","7932","5806.3","492.6",673,"de-by-09188000","48.0060469771","11.2817326717"
"Traunstein","Landkreis","Bayern","177485","248","20598","11605.5","1117.8",1984,"de-by-09189000","47.8945427587","12.5795750694"
"Weilheim-Schongau","Landkreis","Bayern","136134","90","8361","6141.7","622.2",847,"de-by-09190000","47.7875370323","11.0483364745"
"Landshut","Kreisfreie Stadt","Bayern","73065","122","5937","8125.6","640.5",468,"de-by-09261000","48.5446699826","12.1593416454"
"Passau","Kreisfreie Stadt","Bayern","52415","122","4685","8938.3","578.1",303,"de-by-09262000","48.5820983986","13.4150504225"
"Straubing","Kreisfreie Stadt","Bayern","47612","101","3856","8098.8","678.4",323,"de-by-09263000","48.8807544792","12.5734748714"
"Deggendorf","Landkreis","Bayern","119479","175","11223","9393.3","917.3",1096,"de-by-09271000","48.7787021164","13.0007258015"
"Freyung-Grafenau","Landkreis","Bayern","78355","138","8114","10355.4","1366.9",1071,"de-by-09272000","48.8268581711","13.513210064"
"Kelheim","Landkreis","Bayern","123390","120","9197","7453.6","557.6",688,"de-by-09273000","48.8249414287","11.857554442"
"Landshut","Landkreis","Bayern","161191","178","13352","8283.3","1068.9",1723,"de-by-09274000","48.5577554134","12.1953924179"
"Passau","Landkreis","Bayern","193454","396","20129","10405.1","1007",1948,"de-by-09275000","48.5586304532","13.3666035859"
"Regen","Landkreis","Bayern","77313","180","8493","10985.2","867.9",671,"de-by-09276000","49.0228144148","13.0997637882"
"Rottal-Inn","Landkreis","Bayern","121800","226","13281","10903.9","1423.6",1734,"de-by-09277000","48.4245198693","12.8673504326"
"Straubing-Bogen","Landkreis","Bayern","101745","154","9127","8970.5","751.9",765,"de-by-09278000","48.89970504","12.5824039909"
"Dingolfing-Landau","Landkreis","Bayern","97244","125","10326","10618.6","1043.8",1015,"de-by-09279000","48.641164618","12.6104771899"
"Amberg","Kreisfreie Stadt","Bayern","42052","34","2688","6392.1","218.8",92,"de-by-09361000","49.4509277374","11.8453726034"
"Regensburg","Kreisfreie Stadt","Bayern","152270","114","11679","7669.9","512.9",781,"de-by-09362000","49.0130808954","12.1137308794"
"Weiden i.d. OPf.","Kreisfreie Stadt","Bayern","42535","100","3383","7953.5","298.6",127,"de-by-09363000","49.6692496128","12.1545339322"
"Amberg-Sulzbach","Landkreis","Bayern","102998","172","6597","6405","265.1",273,"de-by-09371000","49.4867511317","11.8009532083"
"Cham","Landkreis","Bayern","128094","205","10935","8536.7","739.3",947,"de-by-09372000","49.2370651553","12.6954795471"
"Neumarkt i.d. OPf.","Landkreis","Bayern","135225","174","11102","8210","826",1117,"de-by-09373000","49.2159614099","11.5665579197"
"Neustadt a.d. Waldnaab","Landkreis","Bayern","94645","195","7067","7466.8","522",494,"de-by-09374000","49.6865828841","12.0982574415"
"Regensburg","Landkreis","Bayern","194275","213","13029","6706.5","492.1",956,"de-by-09375000","49.0213433263","12.1211612289"
"Schwandorf","Landkreis","Bayern","148477","186","12025","8098.9","647.2",961,"de-by-09376000","49.3680333605","12.2530847621"
"Tirschenreuth","Landkreis","Bayern","71696","267","6270","8745.3","357.1",256,"de-by-09377000","49.8993890086","12.2003418405"
"Bamberg","Kreisfreie Stadt","Bayern","76674","107","4568","5957.7","464.3",356,"de-by-09461000","49.8872221328","10.8989362521"
"Bayreuth","Kreisfreie Stadt","Bayern","74048","116","4514","6096","366",271,"de-by-09462000","49.9377427404","11.5846727854"
"Coburg","Kreisfreie Stadt","Bayern","40842","93","3035","7431.1","389.3",159,"de-by-09463000","50.2639516155","10.9644386599"
"Hof","Kreisfreie Stadt","Bayern","45173","122","4634","10258.3","298.9",135,"de-by-09464000","50.3107956285","11.8972631725"
"Bamberg","Landkreis","Bayern","147497","159","8758","5937.7","774.3",1142,"de-by-09471000","49.893428617","10.8836637829"
"Bayreuth","Landkreis","Bayern","103679","171","6514","6282.9","462",479,"de-by-09472000","49.8837610883","11.5551557567"
"Coburg","Landkreis","Bayern","86571","166","6287","7262.2","455.1",394,"de-by-09473000","50.267889506","10.9423260473"
"Forchheim","Landkreis","Bayern","116600","125","6963","5971.7","455.4",531,"de-by-09474000","49.7209968812","11.1731319634"
"Hof","Landkreis","Bayern","94522","170","7919","8377.9","365",345,"de-by-09475000","50.2732120456","11.8191928507"
"Kronach","Landkreis","Bayern","66355","107","6004","9048.3","828.9",550,"de-by-09476000","50.3279632281","11.3720466405"
"Kulmbach","Landkreis","Bayern","71428","125","5132","7184.9","359.8",257,"de-by-09477000","50.1026420807","11.4822991401"
"Lichtenfels","Landkreis","Bayern","66722","91","4748","7116.1","574",383,"de-by-09478000","50.1093305037","11.1169215721"
"Wunsiedel i. Fichtelgebirge","Landkreis","Bayern","71974","205","6169","8571.2","419.6",302,"de-by-09479000","50.0901405328","12.0418721069"
"Ansbach","Kreisfreie Stadt","Bayern","41681","46","2731","6552.1","535",223,"de-by-09561000","49.2921846581","10.56366943"
"Erlangen","Kreisfreie Stadt","Bayern","112385","103","5600","4982.9","293.6",330,"de-by-09562000","49.5823292133","10.9781449629"
"Fürth","Kreisfreie Stadt","Bayern","128223","237","10910","8508.6","518.6",665,"de-by-09563000","49.4914188335","10.9654822077"
"Nürnberg","Kreisfreie Stadt","Bayern","515543","1007","48024","9315.2","539.4",2781,"de-by-09564000","49.4362114486","11.0827553426"
"Schwabach","Kreisfreie Stadt","Bayern","41056","116","3186","7760.1","616.2",253,"de-by-09565000","49.3356205083","11.0235125889"
"Ansbach","Landkreis","Bayern","185316","208","12591","6794.3","596.8",1106,"de-by-09571000","49.2481645834","10.4681333941"
"Erlangen-Höchstadt","Landkreis","Bayern","138105","142","7808","5653.7","427.9",591,"de-by-09572000","49.6400408309","10.9148933012"
"Fürth","Landkreis","Bayern","118695","222","7729","6511.6","477.7",567,"de-by-09573000","49.4466905187","10.8496864939"
"Nürnberger Land","Landkreis","Bayern","171143","196","10201","5960.5","366.4",627,"de-by-09574000","49.4919039379","11.3694064626"
"Neustadt a.d. Aisch-Bad Windsheim","Landkreis","Bayern","101272","115","6281","6202.1","305.1",309,"de-by-09575000","49.5694835927","10.4652916664"
"Roth","Landkreis","Bayern","127168","185","8514","6695.1","581.9",740,"de-by-09576000","49.2029170864","11.1235654086"
"Weißenburg-Gunzenhausen","Landkreis","Bayern","95117","125","6934","7290","828.5",788,"de-by-09577000","49.0326858351","10.8936591358"
"Aschaffenburg","Kreisfreie Stadt","Bayern","70858","120","4955","6992.9","446",316,"de-by-09661000","49.9638560444","9.14581192433"
"Schweinfurt","Kreisfreie Stadt","Bayern","53319","103","4720","8852.4","393.9",210,"de-by-09662000","50.0470080022","10.2208919522"
"Würzburg","Kreisfreie Stadt","Bayern","126954","134","6896","5431.9","301.7",383,"de-by-09663000","49.7846554247","9.94089602932"
"Aschaffenburg","Landkreis","Bayern","174658","219","10724","6140","363.6",635,"de-by-09671000","50.0080931044","9.23803745665"
"Bad Kissingen","Landkreis","Bayern","103169","115","5500","5331.1","369.3",381,"de-by-09672000","50.2225139424","9.96470110779"
"Rhön-Grabfeld","Landkreis","Bayern","79510","99","5218","6562.7","549.6",437,"de-by-09673000","50.3713127519","10.2549075725"
"Haßberge","Landkreis","Bayern","84275","94","5874","6970","585",493,"de-by-09674000","50.0628789327","10.6069788351"
"Kitzingen","Landkreis","Bayern","91696","88","4831","5268.5","370.8",340,"de-by-09675000","49.7532253896","10.2560624461"
"Miltenberg","Landkreis","Bayern","128743","148","8220","6384.8","315.4",406,"de-by-09676000","49.7572905887","9.23471658769"
"Main-Spessart","Landkreis","Bayern","125976","220","6120","4858.1","261.2",329,"de-by-09677000","49.9935822339","9.66268166277"
"Schweinfurt","Landkreis","Bayern","115652","155","7518","6500.5","485.9",562,"de-by-09678000","50.016881784","10.2599503138"
"Würzburg","Landkreis","Bayern","162697","86","6862","4217.7","327",532,"de-by-09679000","49.737626672","9.92736341488"
"Augsburg","Kreisfreie Stadt","Bayern","295830","457","26428","8933.5","526.7",1558,"de-by-09761000","48.3455708649","10.885505361"
"Kaufbeuren","Kreisfreie Stadt","Bayern","44662","67","3515","7870.2","597.8",267,"de-by-09762000","47.8799285987","10.6160967463"
"Kempten (Allgäu)","Kreisfreie Stadt","Bayern","68940","51","5417","7857.6","610.7",421,"de-by-09763000","47.7381842508","10.3081184931"
"Memmingen","Kreisfreie Stadt","Bayern","44360","27","3519","7932.8","511.7",227,"de-by-09764000","47.9787874869","10.1630276762"
"Aichach-Friedberg","Landkreis","Bayern","135024","112","8321","6162.6","537.7",726,"de-by-09771000","48.4275701484","11.0527555565"
"Augsburg","Landkreis","Bayern","255900","267","18202","7112.9","648.3",1659,"de-by-09772000","48.3542871832","10.7320845344"
"Dillingen a.d. Donau","Landkreis","Bayern","97172","146","6803","7001","710.1",690,"de-by-09773000","48.5964037974","10.527764168"
"Günzburg","Landkreis","Bayern","127342","121","10980","8622.4","654.1",833,"de-by-09774000","48.3528138472","10.3811312115"
"Neu-Ulm","Landkreis","Bayern","175823","143","12634","7185.6","554.5",975,"de-by-09775000","48.2982265453","10.1411558091"
"Lindau (Bodensee)","Landkreis","Bayern","82085","66","5249","6394.6","547",449,"de-by-09776000","47.6051649499","9.88286136549"
"Ostallgäu","Landkreis","Bayern","141907","145","11955","8424.5","813.2",1154,"de-by-09777000","47.769959059","10.6397316342"
"Unterallgäu","Landkreis","Bayern","146164","183","12244","8376.9","803.9",1175,"de-by-09778000","48.0398130352","10.3892327572"
"Donau-Ries","Landkreis","Bayern","134324","181","9843","7327.8","480.2",645,"de-by-09779000","48.8069320352","10.7123441979"
"Oberallgäu","Landkreis","Bayern","156308","101","11429","7311.8","809.3",1265,"de-by-09780000","47.572707564","10.2586229074"
"Regionalverband Saarbrücken","Landkreis","Saarland","327502","495","20593","6287.9","287.9",943,"de-sl-10041000","49.2513823946","6.95729652837"
"Merzig-Wadern","Landkreis","Saarland","103471","68","4715","4556.8","259",268,"de-sl-10042000","49.4957645611","6.68048479703"
"Neunkirchen","Landkreis","Saarland","131172","131","7163","5460.8","221.8",291,"de-sl-10043000","49.3757016517","7.11720320683"
"Saarlouis","Landkreis","Saarland","193732","170","11628","6002.1","395.9",767,"de-sl-10044000","49.3553415477","6.77554333939"
"Saarpfalz-Kreis","Landkreis","Saarland","141656","116","6623","4675.4","236.5",335,"de-sl-10045000","49.2486993859","7.24222124863"
"St. Wendel","Landkreis","Saarland","86458","115","4184","4839.3","239.4",207,"de-sl-10046000","49.5195731082","7.1004332453"
"Brandenburg an der Havel","Kreisfreie Stadt","Brandenburg","72040","95","3138","4355.9","304",219,"de-bb-12051000","52.4027150878","12.5193337833"
"Cottbus","Kreisfreie Stadt","Brandenburg","98693","217","7811","7914.4","420.5",415,"de-bb-12052000","51.7726930018","14.3662188537"
"Frankfurt (Oder)","Kreisfreie Stadt","Brandenburg","57015","113","3064","5374","487.6",278,"de-bb-12053000","52.3247630784","14.4903487489"
"Potsdam","Kreisfreie Stadt","Brandenburg","182112","250","9927","5451","354.7",646,"de-bb-12054000","52.4261784936","13.0285491746"
"Barnim","Landkreis","Brandenburg","187343","255","8545","4561.2","328.3",615,"de-bb-12060000","52.8232279789","13.7037311303"
"Dahme-Spreewald","Landkreis","Brandenburg","173316","266","10060","5804.4","616.8",1069,"de-bb-12061000","52.0423069298","13.8199407798"
"Elbe-Elster","Landkreis","Brandenburg","101085","258","10255","10144.9","1144.6",1157,"de-bb-12062000","51.6122710164","13.459588917"
"Havelland","Landkreis","Brandenburg","164693","194","8662","5259.5","346.7",571,"de-bb-12063000","52.6208208123","12.6283469145"
"Märkisch-Oderland","Landkreis","Brandenburg","197195","288","9544","4839.9","291.6",575,"de-bb-12064000","52.6067238051","14.1464643331"
"Oberhavel","Landkreis","Brandenburg","214234","320","11722","5471.6","471.4",1010,"de-bb-12065000","52.9068326453","13.2053022184"
"Oberspreewald-Lausitz","Landkreis","Brandenburg","108396","265","9898","9131.3","894.9",970,"de-bb-12066000","51.6163005208","13.9436173031"
"Oder-Spree","Landkreis","Brandenburg","179276","325","11171","6231.2","548.9",984,"de-bb-12067000","52.244008511","14.2190594331"
"Ostprignitz-Ruppin","Landkreis","Brandenburg","98808","158","5531","5597.7","413.9",409,"de-bb-12068000","52.9914230426","12.6359589515"
"Potsdam-Mittelmark","Landkreis","Brandenburg","217954","225","11385","5223.6","621.2",1354,"de-bb-12069000","52.246294705","12.6891435021"
"Prignitz","Landkreis","Brandenburg","76096","165","4257","5594.2","375.8",286,"de-bb-12070000","53.1093267277","11.9618269267"
"Spree-Neiße","Landkreis","Brandenburg","113011","229","10426","9225.7","857.4",969,"de-bb-12071000","51.7585932354","14.4331285714"
"Teltow-Fläming","Landkreis","Brandenburg","171554","222","9543","5562.7","398.7",684,"de-bb-12072000","52.073184313","13.276018196"
"Uckermark","Landkreis","Brandenburg","118250","171","5504","4654.5","526.8",623,"de-bb-12073000","53.2059030724","13.8612986206"
"Rostock","Kreisfreie Stadt","Mecklenburg-Vorpommern","209061","64","5935","2838.9","247.8",518,"de-mv-13003000","54.1463883937","12.1417471216"
"Schwerin","Kreisfreie Stadt","Mecklenburg-Vorpommern","95609","115","3649","3816.6","211.3",202,"de-mv-13004000","53.6215100516","11.4165299501"
"Mecklenburgische Seenplatte","Landkreis","Mecklenburg-Vorpommern","258057","169","11032","4275","243.4",628,"de-mv-13071000","53.5436927516","13.0024606209"
"Rostock","Landkreis","Mecklenburg-Vorpommern","217072","184","7128","3283.7","257.1",558,"de-mv-13072000","53.91204551","12.220833831"
"Vorpommern-Rügen","Landkreis","Mecklenburg-Vorpommern","225383","98","6863","3045","303",683,"de-mv-13073000","54.2842029523","12.9915254157"
"Nordwestmecklenburg","Landkreis","Mecklenburg-Vorpommern","157975","88","5567","3524","158.3",250,"de-mv-13074000","53.8215122283","11.2521094692"
"Vorpommern-Greifswald","Landkreis","Mecklenburg-Vorpommern","235773","298","12720","5395","201.9",476,"de-mv-13075000","53.7895111552","13.780696363"
"Ludwigslust-Parchim","Landkreis","Mecklenburg-Vorpommern","211844","273","8139","3842","0",0,"de-mv-13076000","53.4500470376","11.5341416118"
"Chemnitz","Kreisfreie Stadt","Sachsen","244401","567","22337","9139.5","539.7",1319,"de-sn-14511000","50.8263036941","12.9118299015"
"Erzgebirgskreis","Landkreis","Sachsen","331917","981","42086","12679.7","576.3",1913,"de-sn-14521000","50.6088984202","12.9450724745"
"Mittelsachsen","Landkreis","Sachsen","301474","724","33151","10996.3","637.5",1922,"de-sn-14522000","50.9558166403","13.1375068135"
"Vogtlandkreis","Landkreis","Sachsen","223905","853","23320","10415.1","687.8",1540,"de-sn-14523000","50.4567929391","12.2349996186"
"Zwickau","Landkreis","Sachsen","312033","1093","34884","11179.6","392.3",1224,"de-sn-14524000","50.750774796","12.5258055075"
"Dresden","Kreisfreie Stadt","Sachsen","556227","1194","46628","8382.9","333.5",1855,"de-sn-14612000","51.0664442924","13.7834490742"
"Bautzen","Landkreis","Sachsen","298010","966","38311","12855.6","804",2396,"de-sn-14625000","51.2689135848","14.2310085239"
"Görlitz","Landkreis","Sachsen","250558","1199","27880","11127.2","334.9",839,"de-sn-14626000","51.2256177492","14.750796811"
"Meißen","Landkreis","Sachsen","240371","655","25536","10623.6","1063.4",2556,"de-sn-14627000","51.239397748","13.4829006825"
"Sächsische Schweiz-Osterzgebirge","Landkreis","Sachsen","244722","1025","31541","12888.5","1047.7",2564,"de-sn-14628000","50.9167179421","13.8734340504"
"Leipzig","Kreisfreie Stadt","Sachsen","597493","552","32122","5376.1","367.2",2194,"de-sn-14713000","51.3422385995","12.3747717597"
"Leipzig","Landkreis","Sachsen","258386","376","21476","8311.6","919.6",2376,"de-sn-14729000","51.2214366733","12.5994908653"
"Nordsachsen","Landkreis","Sachsen","197444","412","17911","9071.4","699.9",1382,"de-st-14730000","51.4728650798","12.7793967591"
"Dessau-Roßlau","Kreisfreie Stadt","Sachsen-Anhalt","79354","125","4455","5614.1","462.5",367,"de-st-15001000","51.8537380889","12.2310559599"
"Halle (Saale)","Kreisfreie Stadt","Sachsen-Anhalt","237865","367","14762","6206","425.5",1012,"de-st-15002000","51.4798019096","11.9684968347"
"Magdeburg","Kreisfreie Stadt","Sachsen-Anhalt","235775","170","9445","4005.9","391.1",922,"de-st-15003000","52.1165976423","11.6414820231"
"Altmarkkreis Salzwedel","Landkreis","Sachsen-Anhalt","82687","95","4407","5329.7","569.6",471,"de-st-15081000","52.6800481605","11.2270452746"
"Anhalt-Bitterfeld","Landkreis","Sachsen-Anhalt","157217","206","9161","5827","338.4",532,"de-st-15082000","51.7954450255","12.1432020671"
"Börde","Landkreis","Sachsen-Anhalt","170567","142","7856","4605.8","245.7",419,"de-st-15083000","52.2207122989","11.3478384337"
"Burgenlandkreis","Landkreis","Sachsen-Anhalt","177590","623","16981","9561.9","709.5",1260,"de-st-15084000","51.1472256333","11.8834224288"
"Harz","Landkreis","Sachsen-Anhalt","210975","301","11340","5375","348.4",735,"de-st-15085000","51.8212958888","10.9585438222"
"Jerichower Land","Landkreis","Sachsen-Anhalt","89403","163","4375","4893.6","323.3",289,"de-st-15086000","52.2607898277","12.0265188373"
"Mansfeld-Südharz","Landkreis","Sachsen-Anhalt","133690","239","8414","6293.7","523.6",700,"de-st-15087000","51.5356901778","11.3563584729"
"Saalekreis","Landkreis","Sachsen-Anhalt","183434","374","13586","7406.5","538.6",988,"de-st-15088000","51.4256710773","11.865474038"
"Salzlandkreis","Landkreis","Sachsen-Anhalt","187457","340","12076","6442","455",853,"de-st-15089000","51.8518591913","11.6427256195"
"Stendal","Landkreis","Sachsen-Anhalt","110485","224","6140","5557.3","334.9",370,"de-st-15090000","52.6967781735","11.8395343529"
"Wittenberg","Landkreis","Sachsen-Anhalt","124185","305","8762","7055.6","594.3",738,"de-st-15091000","51.8201400674","12.7015882396"
"Erfurt","Kreisfreie Stadt","Thüringen","213692","295","14351","6715.7","578.9",1237,"de-th-16051000","50.9832526908","11.0202248069"
"Gera","Kreisfreie Stadt","Thüringen","92126","233","7852","8523.1","536.2",494,"de-th-16052000","50.8940170773","12.0826961871"
"Jena","Kreisfreie Stadt","Thüringen","110731","95","6348","5732.8","386.5",428,"de-th-16053000","50.9242638034","11.5870112529"
"Suhl","Kreisfreie Stadt","Thüringen","36395","123","2947","8097.3","629.2",229,"de-th-16054000","50.611602852","10.6881775642"
"Weimar","Kreisfreie Stadt","Thüringen","65098","111","4104","6304.3","405.5",264,"de-th-16055000","50.9783471684","11.3178722759"
"Eichsfeld","Landkreis","Thüringen","99463","259","8431","8476.5","454.4",452,"de-th-16061000","51.3836491981","10.2534853921"
"Nordhausen","Landkreis","Thüringen","82456","71","4031","4888.7","356.6",294,"de-th-16062000","51.5022779756","10.7309067397"
"Wartburgkreis","Landkreis","Thüringen","159937","339","14131","8835.4","555.8",889,"de-th-16063000","50.8858017017","10.2107039491"
"Unstrut-Hainich-Kreis","Landkreis","Thüringen","101698","280","9254","9099.5","533.9",543,"de-th-16064000","51.185238708","10.551795561"
"Kyffhäuserkreis","Landkreis","Thüringen","73522","154","5784","7867","742.6",546,"de-th-16065000","51.3247630758","10.9848331992"
"Schmalkalden-Meiningen","Landkreis","Thüringen","124241","413","13554","10909.4","439.5",546,"de-th-16066000","50.6307076864","10.4050434075"
"Gotha","Landkreis","Thüringen","134563","216","12924","9604.4","581.9",783,"de-th-16067000","50.9106605802","10.6937627152"
"Sömmerda","Landkreis","Thüringen","69107","148","5497","7954.3","301",208,"de-th-16068000","51.1578080643","11.1547511823"
"Hildburghausen","Landkreis","Thüringen","62656","276","7443","11879.1","973.6",610,"de-th-16069000","50.4340027482","10.7340904102"
"Ilm-Kreis","Landkreis","Thüringen","105606","247","9434","8933.2","576.7",609,"de-th-16070000","50.7379337622","10.9663574908"
"Weimarer Land","Landkreis","Thüringen","82291","89","5943","7221.9","647.7",533,"de-th-16071000","50.9715719951","11.3735532667"
"Sonneberg","Landkreis","Thüringen","57044","182","6368","11163.3","1053.6",601,"de-th-16072000","50.4146305494","11.1329526551"
"Saalfeld-Rudolstadt","Landkreis","Thüringen","102139","321","8913","8726.3","552.2",564,"de-th-16073000","50.637797959","11.3091162493"
"Saale-Holzland-Kreis","Landkreis","Thüringen","82816","152","6824","8240","697.9",578,"de-th-16074000","50.904172137","11.7315307817"
"Saale-Orla-Kreis","Landkreis","Thüringen","79632","203","8736","10970.5","960.7",765,"de-th-16075000","50.5808480206","11.7105737336"
"Greiz","Landkreis","Thüringen","96668","248","10293","10647.8","618.6",598,"de-th-16076000","50.7484595538","12.0740705739"
"Altenburger Land","Landkreis","Thüringen","88356","321","9543","10800.6","725.5",641,"de-th-16077000","50.9564246614","12.3991313423"
