"Kreis","Typ","Bundesland","Einwohner","Tote","Infizierte","Inzidenz","Neuinfektionen","Tote.in.7.Tagen","hc.key","lat","lon","Datum"
"Esslingen","Landkreis","Baden-Württemberg","533617",735,101220,1207.4,6443,4,"de-bw-08116000","48.6480216763","9.36916572775","1.3.2022"
"Göppingen","Landkreis","Baden-Württemberg","258781",361,51958,1315.4,3404,4,"de-bw-08117000","48.6631483606","9.71750497706","1.3.2022"
"Ludwigsburg","Landkreis","Baden-Württemberg","544971",665,96612,839.7,4576,4,"de-bw-08118000","48.940602979","9.12434425665","1.3.2022"
"Rems-Murr-Kreis","Landkreis","Baden-Württemberg","427286",524,79455,1394.1,5957,4,"de-bw-08119000","48.899008131","9.50121295556","1.3.2022"
"Heilbronn","Stadtkreis","Baden-Württemberg","126458",226,29983,1185.4,1499,4,"de-bw-08121000","49.1527195922","9.18234690067","1.3.2022"
"Heilbronn","Landkreis","Baden-Württemberg","346363",306,70060,1474.8,5108,1,"de-bw-08125000","49.177198517","9.19077872323","1.3.2022"
"Hohenlohekreis","Landkreis","Baden-Württemberg","112765",162,22341,1616.6,1823,1,"de-bw-08126000","49.2715461389","9.61413578119","1.3.2022"
"Schwäbisch Hall","Landkreis","Baden-Württemberg","197860",314,40315,1475.3,2919,1,"de-bw-08127000","49.1444689707","9.90893216762","1.3.2022"
"Main-Tauber-Kreis","Landkreis","Baden-Württemberg","132684",147,23433,1676.2,2224,1,"de-bw-08128000","49.5607007055","9.72508840096","1.3.2022"
"Heidenheim","Landkreis","Baden-Württemberg","132812",256,29312,1422.3,1889,1,"de-bw-08135000","48.6622814605","10.182150425","1.3.2022"
"Ostalbkreis","Landkreis","Baden-Württemberg","314294",522,62767,1641.5,5159,1,"de-bw-08136000","48.877525969","10.0901573582","1.3.2022"
"Baden-Baden","Stadtkreis","Baden-Württemberg","55449",90,9637,1035.2,574,1,"de-bw-08211000","48.748527439","8.23176220313","1.3.2022"
"Karlsruhe","Stadtkreis","Baden-Württemberg","308436",310,48799,1130.5,3487,1,"de-bw-08212000","49.0113339856","8.41266976981","1.3.2022"
"Karlsruhe","Landkreis","Baden-Württemberg","446852",603,77435,1261,5635,1,"de-bw-08215000","49.0818849258","8.56279664203","1.3.2022"
"Rastatt","Landkreis","Baden-Württemberg","232091",323,43941,1276.7,2963,1,"de-bw-08216000","48.7618192531","8.24124756893","1.3.2022"
"Heidelberg","Stadtkreis","Baden-Württemberg","158741",88,22287,1722.9,2735,1,"de-bw-08221000","49.4055152955","8.69417184974","1.3.2022"
"Mannheim","Stadtkreis","Baden-Württemberg","309721",441,58039,1882.3,5830,3,"de-bw-08222000","49.4994190357","8.50032443773","1.3.2022"
"Neckar-Odenwald-Kreis","Landkreis","Baden-Württemberg","143797",189,25389,1756.6,2526,3,"de-bw-08225000","49.4666097739","9.28011000163","1.3.2022"
"Rhein-Neckar-Kreis","Landkreis","Baden-Württemberg","548233",584,90108,1925.1,10554,1,"de-bw-08226000","49.3684849338","8.76708442595","1.3.2022"
"Pforzheim","Stadtkreis","Baden-Württemberg","126016",306,29548,1522,1918,1,"de-bw-08231000","48.8764005469","8.71277909336","1.3.2022"
"Calw","Landkreis","Baden-Württemberg","160149",248,32737,1434.9,2298,1,"de-bw-08235000","48.6789990614","8.6357698286","1.3.2022"
"Enzkreis","Landkreis","Baden-Württemberg","199752",322,37042,1500.9,2998,1,"de-bw-08236000","48.9144669267","8.73708120338","1.3.2022"
"Freudenstadt","Landkreis","Baden-Württemberg","118364",203,23462,1742.1,2062,1,"de-bw-08237000","48.4744061685","8.4653129709","1.3.2022"
"Freiburg im Breisgau","Stadtkreis","Baden-Württemberg","230940",224,41643,992.5,2292,1,"de-bw-08311000","47.9925229956","7.81807596197","1.3.2022"
"Breisgau-Hochschwarzwald","Landkreis","Baden-Württemberg","264867",270,44912,1099,2911,1,"de-bw-08315000","47.9249093559","7.92494089685","1.3.2022"
"Emmendingen","Landkreis","Baden-Württemberg","166862",209,29686,1122.5,1873,1,"de-bw-08316000","48.1485120637","7.89755038202","1.3.2022"
"Ortenaukreis","Landkreis","Baden-Württemberg","432580",729,90286,1337.3,5785,1,"de-bw-08317000","48.4209719355","8.01621990932","1.3.2022"
"Rottweil","Landkreis","Baden-Württemberg","140166",256,32544,1518.2,2128,1,"de-bw-08325000","48.254220293","8.53235133177","1.3.2022"
"Schwarzwald-Baar-Kreis","Landkreis","Baden-Württemberg","212872",320,47007,1836.8,3910,1,"de-bw-08326000","48.0191197382","8.41096435345","1.3.2022"
"Tuttlingen","Landkreis","Baden-Württemberg","141682",228,32312,1825.2,2586,1,"de-bw-08327000","48.01120044","8.7941361763","1.3.2022"
"Konstanz","Landkreis","Baden-Württemberg","286876",386,51751,1024.8,2940,1,"de-bw-08335000","47.7932127909","8.9157630123","1.3.2022"
"Lörrach","Landkreis","Baden-Württemberg","228842",378,44218,1085,2483,1,"de-bw-08336000","47.703504023","7.77402882816","1.3.2022"
"Waldshut","Landkreis","Baden-Württemberg","171237",276,31227,1016.1,1740,1,"de-bw-08337000","47.6971334745","8.21889239137","1.3.2022"
"Reutlingen","Landkreis","Baden-Württemberg","287497",390,58719,1207.7,3472,1,"de-bw-08415000","48.4064763532","9.36572629856","1.3.2022"
"Tübingen","Landkreis","Baden-Württemberg","228471",230,39205,1243.5,2841,1,"de-bw-08416000","48.481737902","8.98763400076","1.3.2022"
"Zollernalbkreis","Landkreis","Baden-Württemberg","189862",214,40629,1671.7,3174,1,"de-bw-08417000","48.2672389069","8.93742839835","1.3.2022"
"Ulm","Stadtkreis","Baden-Württemberg","126405",106,27420,1694.6,2142,1,"de-bw-08421000","48.3908327419","9.9500211353","1.3.2022"
"Alb-Donau-Kreis","Landkreis","Baden-Württemberg","198204",215,40035,1730.5,3430,1,"de-bw-08425000","48.4017114301","9.82744714375","1.3.2022"
"Biberach","Landkreis","Baden-Württemberg","202250",261,43598,1804.7,3650,1,"de-bw-08426000","48.1075826288","9.77425436647","1.3.2022"
"Bodenseekreis","Landkreis","Baden-Württemberg","217901",257,42128,1464.4,3191,1,"de-bw-08435000","47.7334602866","9.40077001359","1.3.2022"
"Ravensburg","Landkreis","Baden-Württemberg","285888",205,57064,1667.4,4767,1,"de-bw-08436000","47.8250441153","9.77989455833","1.3.2022"
"Sigmaringen","Landkreis","Baden-Württemberg","130946",140,27660,2014.6,2638,1,"de-bw-08437000","48.0391514971","9.24100350319","1.3.2022"
"Ingolstadt","Kreisfreie Stadt","Bayern","136952",217,32908,1686,2309,1,"de-by-09161000","48.7550927761","11.3950069326","1.3.2022"
"München","Kreisfreie Stadt","Bayern","1488202",1807,325946,1227.7,18270,3,"de-by-09162000","48.1532131611","11.5472441841","1.3.2022"
"Rosenheim","Kreisfreie Stadt","Bayern","63591",116,16769,1316.2,837,1,"de-by-09163000","47.8443777181","12.1087247511","1.3.2022"
"Altötting","Landkreis","Bayern","111654",302,25750,1608.5,1796,1,"de-by-09171000","48.2098044272","12.7052826752","1.3.2022"
"Berchtesgadener Land","Landkreis","Bayern","106327",172,28590,1778.5,1891,1,"de-by-09172000","47.6984724021","12.9018660877","1.3.2022"
"Bad Tölz-Wolfratshausen","Landkreis","Bayern","128212",167,30731,1723.7,2210,1,"de-by-09173000","47.7274771535","11.4831153973","1.3.2022"
"Dachau","Landkreis","Bayern","155117",204,36934,1529.8,2373,4,"de-by-09174000","48.3345482595","11.3571128101","1.3.2022"
"Ebersberg","Landkreis","Bayern","144091",245,30444,1467.1,2114,4,"de-by-09175000","48.0761776106","11.9131721198","1.3.2022"
"Eichstätt","Landkreis","Bayern","133169",134,28197,2035,2710,4,"de-by-09176000","48.8980875603","11.3703873291","1.3.2022"
"Erding","Landkreis","Bayern","138891",159,33615,1725.1,2396,1,"de-by-09177000","48.3003970808","12.0006246986","1.3.2022"
"Freising","Landkreis","Bayern","180313",200,38318,1357.6,2448,2,"de-by-09178000","48.4473569802","11.7406716932","1.3.2022"
"Fürstenfeldbruck","Landkreis","Bayern","218740",209,44235,1283.3,2807,1,"de-by-09179000","48.1877932949","11.2010776242","1.3.2022"
"Garmisch-Partenkirchen","Landkreis","Bayern","88279",126,17689,1867.9,1649,1,"de-by-09180000","47.5563489806","11.1296286125","1.3.2022"
"Landsberg am Lech","Landkreis","Bayern","121019",122,23733,1615.4,1955,1,"de-by-09181000","48.0244353759","10.9487346774","1.3.2022"
"Miesbach","Landkreis","Bayern","100183",158,22504,1666.9,1670,1,"de-by-09182000","47.7416453347","11.8089897365","1.3.2022"
"Mühldorf a. Inn","Landkreis","Bayern","116483",275,30751,1784.8,2079,1,"de-by-09183000","48.2393145242","12.3818280217","1.3.2022"
"München","Landkreis","Bayern","349685",340,68725,1101,3850,1,"de-by-09184000","48.0744744023","11.6313680405","1.3.2022"
"Neuburg-Schrobenhausen","Landkreis","Bayern","97730",114,22982,2087.4,2040,1,"de-by-09185000","48.6644203317","11.197210668","1.3.2022"
"Pfaffenhofen a.d. Ilm","Landkreis","Bayern","129128",210,27429,2189.3,2827,1,"de-by-09186000","48.5962751771","11.5242827055","1.3.2022"
"Rosenheim","Landkreis","Bayern","261721",679,67547,1665.1,4358,1,"de-by-09187000","47.8783797472","12.162753976","1.3.2022"
"Starnberg","Landkreis","Bayern","136610",155,25472,1147.1,1567,1,"de-by-09188000","48.0060469771","11.2817326717","1.3.2022"
"Traunstein","Landkreis","Bayern","177485",325,46631,1204.6,2138,1,"de-by-09189000","47.8945427587","12.5795750694","1.3.2022"
"Weilheim-Schongau","Landkreis","Bayern","136134",164,28177,1476.5,2010,1,"de-by-09190000","47.7875370323","11.0483364745","1.3.2022"
"Landshut","Kreisfreie Stadt","Bayern","73065",147,15963,1922.9,1405,1,"de-by-09261000","48.5446699826","12.1593416454","1.3.2022"
"Passau","Kreisfreie Stadt","Bayern","52415",142,10456,1719,901,1,"de-by-09262000","48.5820983986","13.4150504225","1.3.2022"
"Straubing","Kreisfreie Stadt","Bayern","47612",113,9653,1690.8,805,1,"de-by-09263000","48.8807544792","12.5734748714","1.3.2022"
"Deggendorf","Landkreis","Bayern","119479",248,28594,2254.8,2694,1,"de-by-09271000","48.7787021164","13.0007258015","1.3.2022"
"Freyung-Grafenau","Landkreis","Bayern","78355",194,20388,2925.1,2292,1,"de-by-09272000","48.8268581711","13.513210064","1.3.2022"
"Kelheim","Landkreis","Bayern","123390",148,26511,2218.2,2737,1,"de-by-09273000","48.8249414287","11.857554442","1.3.2022"
"Landshut","Landkreis","Bayern","161191",255,35772,2204.8,3554,1,"de-by-09274000","48.5577554134","12.1953924179","1.3.2022"
"Passau","Landkreis","Bayern","193454",540,45002,2329.2,4506,1,"de-by-09275000","48.5586304532","13.3666035859","1.3.2022"
"Regen","Landkreis","Bayern","77313",234,21336,2743.4,2121,1,"de-by-09276000","49.0228144148","13.0997637882","1.3.2022"
"Rottal-Inn","Landkreis","Bayern","121800",316,30690,2098.5,2556,1,"de-by-09277000","48.4245198693","12.8673504326","1.3.2022"
"Straubing-Bogen","Landkreis","Bayern","101745",176,23364,2358.8,2400,1,"de-by-09278000","48.89970504","12.5824039909","1.3.2022"
"Dingolfing-Landau","Landkreis","Bayern","97244",187,23490,1977.5,1923,1,"de-by-09279000","48.641164618","12.6104771899","1.3.2022"
"Amberg","Kreisfreie Stadt","Bayern","42052",51,8171,1417.3,596,1,"de-by-09361000","49.4509277374","11.8453726034","1.3.2022"
"Regensburg","Kreisfreie Stadt","Bayern","152270",140,32332,2216.5,3375,1,"de-by-09362000","49.0130808954","12.1137308794","1.3.2022"
"Weiden i.d. OPf.","Kreisfreie Stadt","Bayern","42535",107,8697,1949,829,1,"de-by-09363000","49.6692496128","12.1545339322","1.3.2022"
"Amberg-Sulzbach","Landkreis","Bayern","102998",205,18725,1335,1375,1,"de-by-09371000","49.4867511317","11.8009532083","1.3.2022"
"Cham","Landkreis","Bayern","128094",254,28287,2304.6,2952,1,"de-by-09372000","49.2370651553","12.6954795471","1.3.2022"
"Neumarkt i.d. OPf.","Landkreis","Bayern","135225",219,28735,1604.7,2170,1,"de-by-09373000","49.2159614099","11.5665579197","1.3.2022"
"Neustadt a.d. Waldnaab","Landkreis","Bayern","94645",217,19897,1821.5,1724,1,"de-by-09374000","49.6865828841","12.0982574415","1.3.2022"
"Regensburg","Landkreis","Bayern","194275",230,40952,3030.2,5887,2,"de-by-09375000","49.0213433263","12.1211612289","1.3.2022"
"Schwandorf","Landkreis","Bayern","148477",253,32112,2198.3,3264,3,"de-by-09376000","49.3680333605","12.2530847621","1.3.2022"
"Tirschenreuth","Landkreis","Bayern","71696",288,15990,1887.1,1353,3,"de-by-09377000","49.8993890086","12.2003418405","1.3.2022"
"Bamberg","Kreisfreie Stadt","Bayern","76674",135,12545,1369.4,1050,3,"de-by-09461000","49.8872221328","10.8989362521","1.3.2022"
"Bayreuth","Kreisfreie Stadt","Bayern","74048",146,13470,1322.1,979,1,"de-by-09462000","49.9377427404","11.5846727854","1.3.2022"
"Coburg","Kreisfreie Stadt","Bayern","40842",109,7432,1882.9,769,1,"de-by-09463000","50.2639516155","10.9644386599","1.3.2022"
"Hof","Kreisfreie Stadt","Bayern","45173",145,9427,1985.7,897,1,"de-by-09464000","50.3107956285","11.8972631725","1.3.2022"
"Bamberg","Landkreis","Bayern","147497",209,29069,1817.7,2681,1,"de-by-09471000","49.893428617","10.8836637829","1.3.2022"
"Bayreuth","Landkreis","Bayern","103679",198,18006,1442,1495,1,"de-by-09472000","49.8837610883","11.5551557567","1.3.2022"
"Coburg","Landkreis","Bayern","86571",194,15572,1880.5,1628,1,"de-by-09473000","50.267889506","10.9423260473","1.3.2022"
"Forchheim","Landkreis","Bayern","116600",156,20772,1794.2,2092,1,"de-by-09474000","49.7209968812","11.1731319634","1.3.2022"
"Hof","Landkreis","Bayern","94522",214,17032,1683.2,1591,1,"de-by-09475000","50.2732120456","11.8191928507","1.3.2022"
"Kronach","Landkreis","Bayern","66355",153,13855,2180.7,1447,1,"de-by-09476000","50.3279632281","11.3720466405","1.3.2022"
"Kulmbach","Landkreis","Bayern","71428",135,12273,1566.6,1119,1,"de-by-09477000","50.1026420807","11.4822991401","1.3.2022"
"Lichtenfels","Landkreis","Bayern","66722",131,13741,2140.2,1428,1,"de-by-09478000","50.1093305037","11.1169215721","1.3.2022"
"Wunsiedel i. Fichtelgebirge","Landkreis","Bayern","71974",224,14015,1949.3,1403,1,"de-by-09479000","50.0901405328","12.0418721069","1.3.2022"
"Ansbach","Kreisfreie Stadt","Bayern","41681",59,8333,2231.2,930,1,"de-by-09561000","49.2921846581","10.56366943","1.3.2022"
"Erlangen","Kreisfreie Stadt","Bayern","112385",120,16648,1201.2,1350,1,"de-by-09562000","49.5823292133","10.9781449629","1.3.2022"
"Fürth","Kreisfreie Stadt","Bayern","128223",294,28181,1456.8,1868,1,"de-by-09563000","49.4914188335","10.9654822077","1.3.2022"
"Nürnberg","Kreisfreie Stadt","Bayern","515543",1166,116712,1636.7,8438,1,"de-by-09564000","49.4362114486","11.0827553426","1.3.2022"
"Schwabach","Kreisfreie Stadt","Bayern","41056",125,8452,1424.9,585,1,"de-by-09565000","49.3356205083","11.0235125889","1.3.2022"
"Ansbach","Landkreis","Bayern","185316",245,36647,1998.2,3703,1,"de-by-09571000","49.2481645834","10.4681333941","1.3.2022"
"Erlangen-Höchstadt","Landkreis","Bayern","138105",169,23128,1488.7,2056,1,"de-by-09572000","49.6400408309","10.9148933012","1.3.2022"
"Fürth","Landkreis","Bayern","118695",262,22278,1614.2,1916,1,"de-by-09573000","49.4466905187","10.8496864939","1.3.2022"
"Nürnberger Land","Landkreis","Bayern","171143",239,29147,1521,2603,1,"de-by-09574000","49.4919039379","11.3694064626","1.3.2022"
"Neustadt a.d. Aisch-Bad Windsheim","Landkreis","Bayern","101272",131,14854,483.8,490,1,"de-by-09575000","49.5694835927","10.4652916664","1.3.2022"
"Roth","Landkreis","Bayern","127168",211,25271,1634.8,2079,1,"de-by-09576000","49.2029170864","11.1235654086","1.3.2022"
"Weißenburg-Gunzenhausen","Landkreis","Bayern","95117",160,19468,1960.7,1865,1,"de-by-09577000","49.0326858351","10.8936591358","1.3.2022"
"Aschaffenburg","Kreisfreie Stadt","Bayern","70858",145,13670,1440.9,1021,1,"de-by-09661000","49.9638560444","9.14581192433","1.3.2022"
"Schweinfurt","Kreisfreie Stadt","Bayern","53319",128,12534,1010.9,539,1,"de-by-09662000","50.0470080022","10.2208919522","1.3.2022"
"Würzburg","Kreisfreie Stadt","Bayern","126954",156,26630,1977.9,2511,1,"de-by-09663000","49.7846554247","9.94089602932","1.3.2022"
"Aschaffenburg","Landkreis","Bayern","174658",254,30186,1394.7,2436,1,"de-by-09671000","50.0080931044","9.23803745665","1.3.2022"
"Bad Kissingen","Landkreis","Bayern","103169",164,19085,1539.2,1588,1,"de-by-09672000","50.2225139424","9.96470110779","1.3.2022"
"Rhön-Grabfeld","Landkreis","Bayern","79510",128,17118,2139.4,1701,1,"de-by-09673000","50.3713127519","10.2549075725","1.3.2022"
"Haßberge","Landkreis","Bayern","84275",126,17405,1984,1672,1,"de-by-09674000","50.0628789327","10.6069788351","1.3.2022"
"Kitzingen","Landkreis","Bayern","91696",114,16337,1977.2,1813,3,"de-by-09675000","49.7532253896","10.2560624461","1.3.2022"
"Miltenberg","Landkreis","Bayern","128743",192,25261,1787.3,2301,1,"de-by-09676000","49.7572905887","9.23471658769","1.3.2022"
"Main-Spessart","Landkreis","Bayern","125976",236,18440,1436.8,1810,1,"de-by-09677000","49.9935822339","9.66268166277","1.3.2022"
"Schweinfurt","Landkreis","Bayern","115652",189,22689,1181.1,1366,1,"de-by-09678000","50.016881784","10.2599503138","1.3.2022"
"Würzburg","Landkreis","Bayern","162697",112,27648,1883.9,3065,1,"de-by-09679000","49.737626672","9.92736341488","1.3.2022"
"Augsburg","Kreisfreie Stadt","Bayern","295830",588,69162,1380.5,4084,1,"de-by-09761000","48.3455708649","10.885505361","1.3.2022"
"Kaufbeuren","Kreisfreie Stadt","Bayern","44662",96,9640,1663.6,743,1,"de-by-09762000","47.8799285987","10.6160967463","1.3.2022"
"Kempten (Allgäu)","Kreisfreie Stadt","Bayern","68940",77,15042,1740.6,1200,1,"de-by-09763000","47.7381842508","10.3081184931","1.3.2022"
"Memmingen","Kreisfreie Stadt","Bayern","44360",34,9748,1733.5,769,1,"de-by-09764000","47.9787874869","10.1630276762","1.3.2022"
"Aichach-Friedberg","Landkreis","Bayern","135024",154,28625,2247.7,3035,1,"de-by-09771000","48.4275701484","11.0527555565","1.3.2022"
"Augsburg","Landkreis","Bayern","255900",370,53810,1728,4422,1,"de-by-09772000","48.3542871832","10.7320845344","1.3.2022"
"Dillingen a.d. Donau","Landkreis","Bayern","97172",184,20745,2081.9,2023,1,"de-by-09773000","48.5964037974","10.527764168","1.3.2022"
"Günzburg","Landkreis","Bayern","127342",177,31071,1568.2,1997,1,"de-by-09774000","48.3528138472","10.3811312115","1.3.2022"
"Neu-Ulm","Landkreis","Bayern","175823",215,36268,1675,2945,2,"de-by-09775000","48.2982265453","10.1411558091","1.3.2022"
"Lindau (Bodensee)","Landkreis","Bayern","82085",79,16794,1860.3,1527,2,"de-by-09776000","47.6051649499","9.88286136549","1.3.2022"
"Ostallgäu","Landkreis","Bayern","141907",229,32815,1622.2,2302,2,"de-by-09777000","47.769959059","10.6397316342","1.3.2022"
"Unterallgäu","Landkreis","Bayern","146164",243,34875,1797.3,2627,2,"de-by-09778000","48.0398130352","10.3892327572","1.3.2022"
"Donau-Ries","Landkreis","Bayern","134324",230,29769,1990.7,2674,2,"de-by-09779000","48.8069320352","10.7123441979","1.3.2022"
"Oberallgäu","Landkreis","Bayern","156308",157,31555,1907.8,2982,2,"de-by-09780000","47.572707564","10.2586229074","1.3.2022"
"Regionalverband Saarbrücken","Landkreis","Saarland","327502",618,56232,1078.5,3532,2,"de-sl-10041000","49.2513823946","6.95729652837","1.3.2022"
"Merzig-Wadern","Landkreis","Saarland","103471",100,16284,1219.7,1262,2,"de-sl-10042000","49.4957645611","6.68048479703","1.3.2022"
"Neunkirchen","Landkreis","Saarland","131172",178,19819,1411.1,1851,1,"de-sl-10043000","49.3757016517","7.11720320683","1.3.2022"
"Saarlouis","Landkreis","Saarland","193732",210,33920,1362.2,2639,1,"de-sl-10044000","49.3553415477","6.77554333939","1.3.2022"
"Saarpfalz-Kreis","Landkreis","Saarland","141656",164,21207,1219.2,1727,1,"de-sl-10045000","49.2486993859","7.24222124863","1.3.2022"
"St. Wendel","Landkreis","Saarland","86458",133,11715,1177.5,1018,1,"de-sl-10046000","49.5195731082","7.1004332453","1.3.2022"
"Brandenburg an der Havel","Kreisfreie Stadt","Brandenburg","72040",138,11626,1900.3,1369,1,"de-bb-12051000","52.4027150878","12.5193337833","1.3.2022"
"Cottbus","Kreisfreie Stadt","Brandenburg","98693",276,23407,2091.3,2064,1,"de-bb-12052000","51.7726930018","14.3662188537","1.3.2022"
"Frankfurt (Oder)","Kreisfreie Stadt","Brandenburg","57015",171,11317,1713.6,977,1,"de-bb-12053000","52.3247630784","14.4903487489","1.3.2022"
"Potsdam","Kreisfreie Stadt","Brandenburg","182112",266,34850,1152.6,2099,1,"de-bb-12054000","52.4261784936","13.0285491746","1.3.2022"
"Barnim","Landkreis","Brandenburg","187343",336,35907,724.9,1358,1,"de-bb-12060000","52.8232279789","13.7037311303","1.3.2022"
"Dahme-Spreewald","Landkreis","Brandenburg","173316",351,35599,1535.9,2662,1,"de-bb-12061000","52.0423069298","13.8199407798","1.3.2022"
"Elbe-Elster","Landkreis","Brandenburg","101085",366,24089,1960.7,1982,1,"de-bb-12062000","51.6122710164","13.459588917","1.3.2022"
"Havelland","Landkreis","Brandenburg","164693",244,29914,957.5,1577,1,"de-bb-12063000","52.6208208123","12.6283469145","1.3.2022"
"Märkisch-Oderland","Landkreis","Brandenburg","197195",368,39848,1388.5,2738,1,"de-bb-12064000","52.6067238051","14.1464643331","1.3.2022"
"Oberhavel","Landkreis","Brandenburg","214234",376,40613,1257,2693,1,"de-bb-12065000","52.9068326453","13.2053022184","1.3.2022"
"Oberspreewald-Lausitz","Landkreis","Brandenburg","108396",369,27166,1183.6,1283,1,"de-bb-12066000","51.6163005208","13.9436173031","1.3.2022"
"Oder-Spree","Landkreis","Brandenburg","179276",422,39548,1472,2639,1,"de-bb-12067000","52.244008511","14.2190594331","1.3.2022"
"Ostprignitz-Ruppin","Landkreis","Brandenburg","98808",187,18701,1814.6,1793,1,"de-bb-12068000","52.9914230426","12.6359589515","1.3.2022"
"Potsdam-Mittelmark","Landkreis","Brandenburg","217954",270,42020,1422.3,3100,1,"de-bb-12069000","52.246294705","12.6891435021","1.3.2022"
"Prignitz","Landkreis","Brandenburg","76096",221,16243,2452.2,1866,1,"de-bb-12070000","53.1093267277","11.9618269267","1.3.2022"
"Spree-Neiße","Landkreis","Brandenburg","113011",313,26810,1559.1,1762,1,"de-bb-12071000","51.7585932354","14.4331285714","1.3.2022"
"Teltow-Fläming","Landkreis","Brandenburg","171554",278,36307,1302.8,2235,1,"de-bb-12072000","52.073184313","13.276018196","1.3.2022"
"Uckermark","Landkreis","Brandenburg","118250",231,23884,1697.3,2007,1,"de-bb-12073000","53.2059030724","13.8612986206","1.3.2022"
"Rostock","Kreisfreie Stadt","Mecklenburg-Vorpommern","209061",108,28891,1719.6,3595,2,"de-mv-13003000","54.1463883937","12.1417471216","1.3.2022"
"Schwerin","Kreisfreie Stadt","Mecklenburg-Vorpommern","95609",136,14235,1480,1415,1,"de-mv-13004000","53.6215100516","11.4165299501","1.3.2022"
"Mecklenburgische Seenplatte","Landkreis","Mecklenburg-Vorpommern","258057",203,35859,1087,2805,1,"de-mv-13071000","53.5436927516","13.0024606209","1.3.2022"
"Rostock","Landkreis","Mecklenburg-Vorpommern","217072",260,33013,1740.9,3779,3,"de-mv-13072000","53.91204551","12.220833831","1.3.2022"
"Vorpommern-Rügen","Landkreis","Mecklenburg-Vorpommern","225383",195,31084,1760.6,3968,1,"de-mv-13073000","54.2842029523","12.9915254157","1.3.2022"
"Nordwestmecklenburg","Landkreis","Mecklenburg-Vorpommern","157975",106,23842,1426.8,2254,3,"de-mv-13074000","53.8215122283","11.2521094692","1.3.2022"
"Vorpommern-Greifswald","Landkreis","Mecklenburg-Vorpommern","235773",417,39779,1561.2,3681,4,"de-mv-13075000","53.7895111552","13.780696363","1.3.2022"
"Ludwigslust-Parchim","Landkreis","Mecklenburg-Vorpommern","211844",342,33411,1553,3290,4,"de-mv-13076000","53.4500470376","11.5341416118","1.3.2022"
"Chemnitz","Kreisfreie Stadt","Sachsen","244401",786,48260,1095.7,2678,4,"de-sn-14511000","50.8263036941","12.9118299015","1.3.2022"
"Erzgebirgskreis","Landkreis","Sachsen","331917",1497,84808,1367.2,4538,4,"de-sn-14521000","50.6088984202","12.9450724745","1.3.2022"
"Mittelsachsen","Landkreis","Sachsen","301474",970,73901,1140.7,3439,4,"de-sn-14522000","50.9558166403","13.1375068135","1.3.2022"
"Vogtlandkreis","Landkreis","Sachsen","223905",1150,50510,1214.4,2719,4,"de-sn-14523000","50.4567929391","12.2349996186","1.3.2022"
"Zwickau","Landkreis","Sachsen","312033",1411,73720,1129.7,3525,4,"de-sn-14524000","50.750774796","12.5258055075","1.3.2022"
"Dresden","Kreisfreie Stadt","Sachsen","556227",1581,127048,956.3,5319,4,"de-sn-14612000","51.0664442924","13.7834490742","1.3.2022"
"Bautzen","Landkreis","Sachsen","298010",1344,81167,1215.4,3622,4,"de-sn-14625000","51.2689135848","14.2310085239","1.3.2022"
"Görlitz","Landkreis","Sachsen","250558",1519,60869,876.4,2196,4,"de-sn-14626000","51.2256177492","14.750796811","1.3.2022"
"Meißen","Landkreis","Sachsen","240371",907,61255,1144.9,2752,2,"de-sn-14627000","51.239397748","13.4829006825","1.3.2022"
"Sächsische Schweiz-Osterzgebirge","Landkreis","Sachsen","244722",1354,67760,1051.8,2574,2,"de-sn-14628000","50.9167179421","13.8734340504","1.3.2022"
"Leipzig","Kreisfreie Stadt","Sachsen","597493",735,104571,1325.5,7920,2,"de-sn-14713000","51.3422385995","12.3747717597","1.3.2022"
"Leipzig","Landkreis","Sachsen","258386",521,58508,1460.6,3774,2,"de-sn-14729000","51.2214366733","12.5994908653","1.3.2022"
"Nordsachsen","Landkreis","Sachsen","197444",533,44462,1260.1,2488,2,"de-st-14730000","51.4728650798","12.7793967591","1.3.2022"
"Dessau-Roßlau","Kreisfreie Stadt","Sachsen-Anhalt","79354",146,14239,1306.8,1037,1,"de-st-15001000","51.8537380889","12.2310559599","1.3.2022"
"Halle (Saale)","Kreisfreie Stadt","Sachsen-Anhalt","237865",488,44093,1466,3487,1,"de-st-15002000","51.4798019096","11.9684968347","1.3.2022"
"Magdeburg","Kreisfreie Stadt","Sachsen-Anhalt","235775",207,39463,1479.4,3488,1,"de-st-15003000","52.1165976423","11.6414820231","1.3.2022"
"Altmarkkreis Salzwedel","Landkreis","Sachsen-Anhalt","82687",131,13557,1659.3,1372,1,"de-st-15081000","52.6800481605","11.2270452746","1.3.2022"
"Anhalt-Bitterfeld","Landkreis","Sachsen-Anhalt","157217",321,30231,1354.2,2129,1,"de-st-15082000","51.7954450255","12.1432020671","1.3.2022"
"Börde","Landkreis","Sachsen-Anhalt","170567",186,33986,3406.9,5811,1,"de-st-15083000","52.2207122989","11.3478384337","1.3.2022"
"Burgenlandkreis","Landkreis","Sachsen-Anhalt","177590",790,38172,1593,2829,1,"de-st-15084000","51.1472256333","11.8834224288","1.3.2022"
"Harz","Landkreis","Sachsen-Anhalt","210975",417,36274,1961.4,4138,1,"de-st-15085000","51.8212958888","10.9585438222","1.3.2022"
