"Kreis","Typ","Bundesland","Einwohner","Tote","Infizierte","Inzidenz","Neuinfektionen","Tote.in.7.Tagen","hc.key","lat","lon","Datum"
"Jerichower Land","Landkreis","Sachsen-Anhalt","89403",176,17373,2544.7,2275,1,"de-st-15086000","52.2607898277","12.0265188373","1.3.2022"
"Mansfeld-Südharz","Landkreis","Sachsen-Anhalt","133690",316,26936,2229,2980,4,"de-st-15087000","51.5356901778","11.3563584729","1.3.2022"
"Saalekreis","Landkreis","Sachsen-Anhalt","183434",506,39498,1715.6,3147,2,"de-st-15088000","51.4256710773","11.865474038","1.3.2022"
"Salzlandkreis","Landkreis","Sachsen-Anhalt","187457",432,35543,1784.9,3346,2,"de-st-15089000","51.8518591913","11.6427256195","1.3.2022"
"Stendal","Landkreis","Sachsen-Anhalt","110485",261,18630,1622.8,1793,2,"de-st-15090000","52.6967781735","11.8395343529","1.3.2022"
"Wittenberg","Landkreis","Sachsen-Anhalt","124185",377,24432,1425.3,1770,2,"de-st-15091000","51.8201400674","12.7015882396","1.3.2022"
"Erfurt","Kreisfreie Stadt","Thüringen","213692",445,33810,741.3,1584,2,"de-th-16051000","50.9832526908","11.0202248069","1.3.2022"
"Gera","Kreisfreie Stadt","Thüringen","92126",327,17476,1408.9,1298,2,"de-th-16052000","50.8940170773","12.0826961871","1.3.2022"
"Jena","Kreisfreie Stadt","Thüringen","110731",129,17509,1491,1651,2,"de-th-16053000","50.9242638034","11.5870112529","1.3.2022"
"Suhl","Kreisfreie Stadt","Thüringen","36395",168,6662,1011.1,368,2,"de-th-16054000","50.611602852","10.6881775642","1.3.2022"
"Weimar","Kreisfreie Stadt","Thüringen","65098",133,10868,1425.5,928,2,"de-th-16055000","50.9783471684","11.3178722759","1.3.2022"
"Eichsfeld","Landkreis","Thüringen","99463",303,18502,1889.1,1879,1,"de-th-16061000","51.3836491981","10.2534853921","1.3.2022"
"Nordhausen","Landkreis","Thüringen","82456",95,12075,1552.3,1280,1,"de-th-16062000","51.5022779756","10.7309067397","1.3.2022"
"Wartburgkreis","Landkreis","Thüringen","159937",419,29625,1088.6,1741,1,"de-th-16063000","50.8858017017","10.2107039491","1.3.2022"
"Unstrut-Hainich-Kreis","Landkreis","Thüringen","101698",384,19675,1392.4,1416,1,"de-th-16064000","51.185238708","10.551795561","1.3.2022"
"Kyffhäuserkreis","Landkreis","Thüringen","73522",219,12725,1021.5,751,1,"de-th-16065000","51.3247630758","10.9848331992","1.3.2022"
"Schmalkalden-Meiningen","Landkreis","Thüringen","124241",603,28420,1228.3,1526,1,"de-th-16066000","50.6307076864","10.4050434075","1.3.2022"
"Gotha","Landkreis","Thüringen","134563",315,26612,1034.5,1392,1,"de-th-16067000","50.9106605802","10.6937627152","1.3.2022"
"Sömmerda","Landkreis","Thüringen","69107",210,13792,1332.7,921,1,"de-th-16068000","51.1578080643","11.1547511823","1.3.2022"
"Hildburghausen","Landkreis","Thüringen","62656",382,16304,1426.8,894,1,"de-th-16069000","50.4340027482","10.7340904102","1.3.2022"
"Ilm-Kreis","Landkreis","Thüringen","105606",402,22469,1430.8,1511,1,"de-th-16070000","50.7379337622","10.9663574908","1.3.2022"
"Weimarer Land","Landkreis","Thüringen","82291",120,15784,1478.9,1217,1,"de-th-16071000","50.9715719951","11.3735532667","1.3.2022"
"Sonneberg","Landkreis","Thüringen","57044",269,12862,1176.3,671,1,"de-th-16072000","50.4146305494","11.1329526551","1.3.2022"
"Saalfeld-Rudolstadt","Landkreis","Thüringen","102139",480,22062,1742.7,1780,2,"de-th-16073000","50.637797959","11.3091162493","1.3.2022"
"Saale-Holzland-Kreis","Landkreis","Thüringen","82816",196,17840,1883.7,1560,2,"de-th-16074000","50.904172137","11.7315307817","1.3.2022"
"Saale-Orla-Kreis","Landkreis","Thüringen","79632",292,18792,1346.2,1072,2,"de-th-16075000","50.5808480206","11.7105737336","1.3.2022"
"Greiz","Landkreis","Thüringen","96668",332,19478,720,696,2,"de-th-16076000","50.7484595538","12.0740705739","1.3.2022"
"Altenburger Land","Landkreis","Thüringen","88356",392,18902,1491.7,1318,2,"de-th-16077000","50.9564246614","12.3991313423","1.3.2022"
