owiddate,Deutschland,Afghanistan,Ägypten,Algerien,Angola,Argentinien,Aserbaidschan,Äthiopien,Australien,Bangladesch,Belarus,Belgien,Benin,Bolivien,Brasilien,Bulgarien,Burkina Faso,Burundi,Chile,China,Costa Rica,Dänemark,Dominikanische Republik,Ecuador,El Salvador,Elfenbeinküste,Finnland,Frankreich,Ghana,Griechenland,Großbritannien,Guatemala,Guinea,Haiti,Honduras,Indien,Indonesien,Irak,Iran,Israel,Italien,Japan,Jemen,Jordanien,Kambodscha,Kamerun,Kanada,Kasachstan,Kenia,Kirgisistan,Kolumbien,Kuba,Libanon,Libyen,Madagaskar,Malawi,Malaysia,Mali,Marokko,Mexiko,Mosambik,Nepal,Nicaragua,Niederlande,Niger,Nigeria,Norwegen,Österreich,Pakistan,Papua-Neuguinea,Paraguay,Peru,Philippinen,Polen,Portugal,Ruanda,Rumänien,Russland,Sambia,Saudi-Arabien,Schweden,Schweiz,Senegal,Serbien,Sierra Leone,Simbabwe,Singapur,Slowakei,Somalia,Spanien,Sri Lanka,Südafrika,Sudan,Südkorea,Südsudan,Syrien,Tadschikistan,Tansania,Thailand,Togo,Tschad,Tschechien,Tunesien,Türkei,Uganda,Ukraine,Ungarn,USA,Usbekistan,Venezuela,Vereinigte Arabische Emirate,Vietnam,NA
2021-05-20,8468,127,458,520,433,3478,2041,145,2773,232,1722,9643,21,3032,3190,3112,,,6608,10199,5050,8590,8681,2813,6275,684,6723,7970,2,8496,8002,668,313,,652,996,681,171,1153,411,8283,3553,147,2829,3969,24,9736,2013,50,337,2736,,1660,921,49,70,1457,33,6080,2883,146,481,13,8456,301,93,5716,8504,601,69,1748,2279,1326,7939,8457,487,5202,2359,245,5174,6159,9072,571,5399,82,1304,7880,6575,5,6914,2605,347,138,2014,20,27,30,,1074,427,,6727,1884,2879,230,339,9866,5760,771,146,5841,89,
2021-05-21,8632,132,458,520,506,3417,2326,188,2849,240,1722,9432,21,3264,3255,2945,,,5477,10498,5244,8670,8285,3002,6392,811,6871,8063,2,8391,8072,654,360,,750,1016,896,171,1215,413,8322,3732,147,3080,4269,26,9928,2285,48,384,2590,,1666,921,63,77,1731,24,7028,3316,118,594,13,8484,281,102,6165,8774,653,80,1900,2516,1541,7944,8599,487,5015,2153,237,5437,6215,9412,571,5267,82,1256,7707,6579,5,6856,2246,410,138,2421,22,27,30,,1314,427,,6847,2136,3739,247,319,10606,5589,841,229,8608,80,
2021-05-22,8758,138,458,520,556,3434,2625,205,2877,247,1722,9446,27,3328,3243,2940,,,5717,10659,5437,8745,8250,3148,6464,845,7018,7974,2,8273,8358,648,407,,892,972,1037,173,1276,414,8269,3908,147,3331,4786,36,10023,2379,45,432,2444,,1668,921,66,88,1890,53,7031,3619,89,642,107,8513,262,94,6154,8653,656,91,2040,2766,1554,7865,8677,487,4694,2535,216,5429,6272,9472,504,4829,82,1114,7708,6583,6,6798,1877,414,138,2446,22,27,31,,1328,427,,6972,2385,3650,231,311,10307,5417,911,313,9530,75,
2021-05-23,8763,144,513,520,607,3363,2736,249,2889,271,1722,9490,34,3348,3617,2946,,,5746,10621,5631,8617,8236,3716,6453,847,7166,7873,2,8181,8494,629,454,,936,990,1084,176,1338,474,8263,4067,147,3582,4961,46,9991,2407,43,479,2398,,1626,921,70,84,2052,83,6858,3707,60,713,202,8486,242,83,6125,8533,658,101,1999,2986,1543,7757,7859,487,4342,2476,215,5060,6328,9467,437,4768,82,1112,7707,6587,6,6739,1465,422,138,2437,22,27,32,,1326,427,,7031,2305,3897,249,308,9785,5297,981,396,10456,74,
2021-05-24,8367,150,586,520,658,3050,2455,273,2858,255,1661,8906,40,3346,3644,2679,,,6238,10759,5825,7932,7987,3347,6441,839,7155,7384,2,8090,8685,600,550,,979,1082,1028,178,1399,546,8256,4265,147,3834,5154,55,9859,2398,37,526,2520,,1482,921,74,83,2209,112,6685,3755,32,874,297,8460,223,79,6198,8413,661,112,1932,3261,1526,7684,7341,487,4069,2686,211,4939,6388,8896,369,4861,82,1109,7906,6559,6,6945,1329,493,138,2608,22,27,65,,1402,427,,7047,2213,3785,241,297,9289,5078,981,480,11715,53,
2021-05-25,7993,164,618,520,709,2622,2662,297,2909,230,1600,8491,46,3265,3598,2490,,,6713,11348,5703,7836,7679,3042,6417,722,7144,7334,256,7914,8848,871,628,,1023,1078,1191,180,1362,507,8279,4374,147,4085,5105,74,9739,2429,40,573,2540,,1326,921,83,81,2310,142,7114,3573,3,937,392,8434,203,69,6330,8292,745,123,1724,3401,1580,7590,7334,487,3861,2481,213,4849,6447,8914,297,4665,82,981,8167,6530,9,7000,901,592,138,2658,24,27,99,,1439,427,,7072,2148,3186,244,289,9817,4802,980,563,12012,32,
2021-05-26,8133,178,715,520,687,2575,2747,302,3013,236,1539,8257,52,3300,3591,2296,,,7180,11980,5581,7964,7358,3117,6429,673,7133,7311,511,7877,8911,914,755,,1121,1256,1211,195,1324,454,8375,4467,147,4085,5281,91,9602,2384,40,573,2780,,1741,921,78,83,2033,171,6365,3904,3,868,487,8407,203,52,6682,8172,829,137,1638,3469,1529,7418,7185,487,3690,2720,200,4900,6507,8992,224,4357,82,679,8170,6502,26,6803,676,659,138,2824,24,27,132,,1372,427,,7233,2068,2894,246,280,10819,4517,1120,646,12104,29,
2021-05-27,8292,171,813,520,618,2533,3068,319,3147,167,1479,8170,58,3266,3429,1969,,,7266,12026,5459,8131,7022,2980,6386,609,7122,7312,766,7844,8916,987,872,,1220,1392,1139,210,1286,435,8461,4695,147,5337,5450,98,9574,2650,39,573,3140,,1530,921,77,82,2155,192,5781,3904,3,821,582,8381,184,52,6843,8052,913,151,1623,3604,1512,7225,7304,487,3538,2546,159,4782,6566,8966,159,4618,82,660,8124,6473,43,6589,546,736,138,4187,22,27,166,,1434,427,,7310,2009,2606,255,271,10894,4224,1260,646,11214,43,
2021-05-28,8384,155,910,520,548,2752,3484,273,3327,158,1418,7970,64,3223,3545,1851,,,8599,12229,5338,8033,6580,2735,5687,490,7110,7365,1021,7824,8903,1104,917,,1318,1443,1145,225,1249,429,8515,4864,147,5099,5679,104,9476,2397,42,573,3593,,1588,921,76,84,2215,213,5363,4046,3,702,676,8355,165,52,6866,7931,933,164,1594,3558,1337,7166,7532,487,3423,2617,134,4612,6626,9024,93,4816,82,709,8099,6445,53,6712,697,784,138,5209,20,62,199,,1421,427,,7457,1961,1686,257,269,10576,3907,1400,646,8944,57,
2021-05-29,8275,140,1008,520,500,3156,3515,237,3453,149,1357,7995,64,3214,3589,1866,,,8706,12643,5216,7960,6449,2565,5239,373,7099,7410,1276,7792,8561,1144,962,,1463,1699,1118,209,1211,426,8520,5093,147,5150,5815,103,9308,2074,44,573,4046,,1682,921,85,80,2302,205,5290,4157,3,776,676,8328,147,50,6877,8140,1004,178,1482,3557,1291,7304,7787,487,3434,1925,98,4321,6685,9139,95,5319,82,926,8014,6417,63,6836,666,781,138,5575,21,97,233,,1402,427,,7494,1920,1684,267,285,10424,3609,1540,646,9600,70,
2021-05-30,8272,125,1000,520,453,3421,3790,191,3552,132,1296,8019,64,3215,3111,1895,,,8750,13115,5094,8054,6320,1991,5195,303,7088,7332,1531,7794,8460,1163,946,,1608,1772,1123,193,1173,395,8507,5292,176,5201,5969,102,9341,1951,41,573,4318,,1819,921,94,80,2375,197,5456,4272,3,679,676,8533,128,61,6891,8348,1075,192,1499,3457,1336,7404,7817,487,3545,1956,71,4841,6745,9238,97,5822,82,984,7886,6388,73,6960,705,778,138,5582,22,133,266,,1435,427,,7566,1881,1562,377,301,10572,3490,1680,646,9440,88,
2021-05-31,8654,134,973,520,405,4090,3794,165,3786,108,1387,8747,64,3305,3091,2048,,,8589,13718,4972,8643,6193,2449,5151,279,7185,7899,1786,7795,8104,1298,881,,1753,1702,1177,176,1135,366,8543,5418,205,5252,5942,101,9465,1971,41,573,4729,,2005,921,103,76,2378,189,5623,4280,3,480,676,8738,109,68,7063,8556,1146,206,1691,3415,1289,7520,7834,487,3593,1682,47,4981,6944,9959,99,5735,82,898,7868,6385,83,6807,1205,840,167,6238,23,168,240,,1314,427,,7858,1830,1730,422,300,10715,3004,1890,646,8479,105,
2021-06-01,9229,134,988,520,429,4890,4154,134,3978,80,1478,8788,64,3378,3086,2072,,,8398,13818,4972,8653,6764,2811,5085,263,7281,8095,1532,7782,7832,1131,817,,2101,1843,978,160,1135,346,8518,5693,234,5303,5769,83,9692,1865,35,573,5022,16424,2458,921,118,79,2374,179,4890,4521,3,379,676,8942,90,79,7298,8765,1135,220,1807,3469,1172,8075,7864,487,3475,2274,24,4787,7143,10075,106,5659,79,963,7751,6382,95,7059,1696,868,196,7404,22,203,214,,1244,381,,8122,1855,1674,399,308,9720,2930,2100,646,8074,108,
2021-06-02,9349,135,917,520,453,5386,4436,127,4146,76,1569,9356,64,3175,3396,2095,,,8211,14115,5429,8648,7769,2804,5047,240,7378,8197,1278,7789,7529,1136,704,,2253,1804,981,131,1135,334,8243,5952,264,5354,5291,65,9781,1793,31,573,5265,16346,2171,984,133,72,2752,169,5037,4593,3,307,676,9147,71,111,8093,8973,1171,190,1798,3551,1125,8989,8142,487,3361,2158,15,4633,7343,10167,114,5598,76,1006,7823,6379,93,7395,2171,891,225,8094,22,238,188,,1331,335,,8272,1997,1962,456,371,8411,2792,1970,646,7812,111,
2021-06-03,8664,139,846,520,525,5959,4437,87,4252,72,1660,9942,64,2635,3305,2196,47,,7914,14220,5885,8561,8512,2961,4641,219,7475,8313,1024,7768,7269,1102,618,,2190,1792,1037,102,1135,305,8260,6181,293,4153,4877,57,9861,1381,29,573,5292,16323,2555,1047,146,58,2801,167,5568,4927,3,213,676,9352,71,143,8903,9182,1203,159,1743,3324,1071,8096,8165,487,3311,2238,9,4359,7542,10088,114,5821,72,928,8041,6376,82,7947,2480,898,248,7138,22,274,162,,1261,289,,8392,2151,2609,463,482,7646,2749,1840,646,9334,160,
2021-06-04,8503,139,775,520,596,6474,4228,86,4363,63,1750,10449,64,2460,3115,2246,47,,7604,14462,6342,8640,10652,3272,4707,249,7571,8464,770,7788,7114,998,497,,2128,2137,982,72,1135,300,8350,6391,322,4442,4421,49,9867,1576,27,573,5268,15382,2335,1110,158,42,2876,166,5115,5084,2,180,676,9556,71,172,9284,9390,1146,129,1755,2819,1137,8386,7784,487,3300,2364,5,4203,7741,10185,114,5547,69,775,8268,6372,78,8514,2540,909,270,6558,23,274,136,,1311,243,,8541,2310,2720,478,613,7187,2781,1709,646,8987,231,
2021-06-05,8507,138,705,520,668,6790,4349,98,4526,54,1841,11047,64,2426,3266,2223,47,,7531,14523,6798,8783,12040,3352,4773,297,7668,8561,516,7821,7273,952,376,,1975,1932,1026,72,1135,299,8573,6624,351,4442,3952,41,9987,1806,36,573,5178,14244,2285,1173,170,29,2909,164,4661,5147,2,21,676,9761,71,191,9329,9512,1089,98,1800,2335,1100,8345,7602,487,3251,2218,3,4231,7940,10504,114,5272,66,580,8465,6369,74,9082,2761,915,292,6472,23,274,111,,1318,196,,8631,2483,3037,493,714,7755,2914,1579,646,7858,249,
2021-06-06,8522,138,685,520,740,7071,4183,99,4691,48,1932,11293,64,2408,3342,2272,47,,7493,14177,7255,9037,13076,3431,4839,343,7764,8652,262,8110,7393,936,316,,1823,2026,993,72,1135,326,8834,6863,351,4442,3551,33,10006,1961,39,573,5078,12428,2311,1236,182,30,2999,163,4753,4775,2,10,676,10320,71,206,9374,9634,1143,68,1812,2056,1037,8372,7709,487,3170,2235,3,3892,8140,10555,114,5056,63,547,8668,6366,70,9650,2778,927,315,6466,24,274,85,,1248,150,,8700,2657,3247,337,774,7548,2971,1449,646,7374,237,
2021-06-07,8637,114,665,520,812,7243,4185,95,4739,43,1976,11895,64,2443,3350,2310,47,,7234,13559,7711,9416,14707,3438,4905,364,7932,8736,8,8813,7672,804,257,,1610,2095,1017,72,1135,348,9050,7069,351,5078,3088,25,10075,2047,53,573,4658,11459,2344,1300,194,31,2863,161,4845,4681,2,103,676,10879,71,223,9610,9757,1198,37,1756,1701,1077,8488,7952,442,3061,2522,4,3717,8330,10697,114,4838,59,526,8525,6394,66,10175,2259,948,308,7850,24,255,84,,1990,104,,8898,2859,3553,265,884,6835,3350,1319,646,6971,352,
2021-06-08,8756,89,645,520,812,7418,3902,92,4751,47,2020,12464,64,2610,3684,2386,47,,6957,12986,7989,9885,15962,3528,4829,456,8099,8741,8,8923,7679,680,291,,1194,2148,1218,72,1135,375,9318,7283,342,5713,2897,25,10218,2257,95,573,4526,9992,2234,1363,194,55,3109,161,5424,4675,2,196,676,11438,71,236,9735,9879,1252,7,1681,2161,1232,8281,8426,397,3037,1950,5,3710,8520,10758,114,4620,59,463,8294,6421,57,10307,1915,995,320,8340,24,237,84,,2777,104,,9036,2932,3791,260,995,6186,3309,1188,646,6725,368,
2021-06-09,9065,69,645,520,935,7618,3675,80,4760,40,2063,12818,67,2676,3677,2427,47,,6878,12268,7809,10271,16962,3549,4783,493,8266,8763,8,8958,7617,611,313,,920,2214,1339,117,1042,403,9750,7491,333,5273,2827,38,10438,2507,160,573,4281,9084,2262,1363,216,79,3333,155,5595,4873,2,289,676,11998,66,222,9129,10001,1261,30,1621,2568,1260,7772,8520,352,2964,1794,5,3539,8710,10766,135,4402,97,427,8270,6448,53,10456,1701,1038,303,8924,36,218,84,,3254,342,,9112,2875,3990,197,1062,5701,3331,1188,646,6458,414,
2021-06-10,10016,67,632,520,1059,7572,3478,86,4814,33,2107,12919,70,2931,4060,2440,47,,7174,12450,7630,10645,17152,3474,5080,530,8433,8699,8,9006,7490,578,355,,860,2294,1411,161,948,427,9836,7680,324,4832,2996,51,10677,2767,231,552,4196,8574,2102,1256,238,92,3521,149,5188,3982,2,661,676,12557,61,209,8634,10123,1265,53,1600,3296,1244,8659,8656,307,2824,1931,5,3609,8901,10804,156,3831,135,400,7994,6476,82,10711,1847,1032,292,10119,47,199,84,,3499,580,,9198,2726,4072,184,1074,4697,3298,1188,646,5306,378,
2021-06-11,10456,72,618,520,1025,7441,3369,85,4767,35,2151,13450,72,3013,4407,2414,58,,7429,12166,7450,10891,15749,3415,5377,526,8600,8664,8,9050,7379,575,358,,896,2101,1504,205,855,428,9812,7873,286,4206,3333,51,10836,3014,322,530,4162,8635,2369,1148,263,124,3678,137,5677,3587,16,1005,676,13116,56,196,8402,10245,1369,76,1599,4125,1207,8623,9223,262,2626,1747,5,3645,9091,10759,314,3821,141,460,7796,6503,111,10413,2121,1051,281,11396,59,181,83,,3759,613,18,9218,2738,4511,153,1089,3622,3223,1188,646,6196,338,
2021-06-12,10496,77,605,520,992,6990,3276,74,4610,36,2194,13502,75,2973,4421,2393,69,,7389,11801,7271,10964,14691,3441,5225,516,8767,8665,8,9129,7159,595,448,,883,2155,1531,249,761,429,9688,8080,247,4181,3733,52,10989,3332,332,508,4064,9318,2774,1041,287,146,3964,125,5681,3177,31,1350,676,13675,52,196,8390,10155,1473,99,1972,4756,1272,8785,8747,218,2397,2105,5,3600,9281,10718,472,3811,148,422,7534,6530,140,10114,2362,1049,271,12092,70,162,83,,3879,647,18,9216,2711,4884,121,1072,2547,3146,1188,957,7189,312,
2021-06-13,10480,81,684,520,958,6562,3267,73,4455,29,2238,13411,77,2980,4504,2308,79,,7367,11743,7091,10984,14022,3482,5073,500,8934,8657,8,9054,7033,604,539,,869,2236,1561,293,668,414,9507,8270,209,4156,4244,52,11196,3492,352,487,4000,9450,3077,958,312,157,4184,113,5406,3319,45,1440,676,13389,47,196,8377,10065,1391,122,2474,5117,1299,8789,8609,173,2201,2101,5,3581,9471,10703,629,3711,154,380,7347,6558,141,9816,3096,1042,260,12162,82,144,83,,4042,681,18,9221,2709,5471,168,1063,2547,3092,1188,1267,7204,370,
