owiddate,Deutschland,Afghanistan,Ägypten,Algerien,Angola,Argentinien,Aserbaidschan,Äthiopien,Australien,Bangladesch,Belarus,Belgien,Benin,Bolivien,Brasilien,Bulgarien,Burkina Faso,Burundi,Chile,China,Costa Rica,Dänemark,Dominikanische Republik,Ecuador,El Salvador,Elfenbeinküste,Finnland,Frankreich,Ghana,Griechenland,Großbritannien,Guatemala,Guinea,Haiti,Honduras,Indien,Indonesien,Irak,Iran,Israel,Italien,Japan,Jemen,Jordanien,Kambodscha,Kamerun,Kanada,Kasachstan,Kenia,Kirgisistan,Kolumbien,Kuba,Libanon,Libyen,Madagaskar,Malawi,Malaysia,Mali,Marokko,Mexiko,Mosambik,Nepal,Nicaragua,Niederlande,Niger,Nigeria,Norwegen,Österreich,Pakistan,Papua-Neuguinea,Paraguay,Peru,Philippinen,Polen,Portugal,Ruanda,Rumänien,Russland,Sambia,Saudi-Arabien,Schweden,Schweiz,Senegal,Serbien,Sierra Leone,Simbabwe,Singapur,Slowakei,Somalia,Spanien,Sri Lanka,Südafrika,Sudan,Südkorea,Südsudan,Syrien,Tadschikistan,Tansania,Thailand,Togo,Tschad,Tschechien,Tunesien,Türkei,Uganda,Ukraine,Ungarn,USA,Usbekistan,Venezuela,Vereinigte Arabische Emirate,Vietnam,NA
2021-08-28,2857,1860,2199,5968,785,8285,6852,118,10763,2517,2002,3133,365,5983,7980,1425,99,,5083,9921,6454,4276,3055,12160,11166,232,6772,6460,184,2514,2787,5098,789,84,7661,5175,4079,1323,6284,10675,4270,10189,8,3498,11986,70,2805,4345,959,2665,5155,13699,2157,2471,46,433,13305,98,9422,4056,1741,2720,691,2208,30,56,12773,1565,4012,108,2803,5400,3448,1377,6931,7069,587,3003,185,9554,6710,2647,205,3154,185,3482,2641,1129,61,5718,10327,3882,240,15875,0,114,6762,124,7893,900,44,2850,3581,7306,284,2333,2547,2671,5435,14646,4251,3503,
2021-08-29,2842,1860,2143,5968,863,8281,7377,115,10869,2390,1963,3112,346,6328,7986,1428,81,,5080,9983,6699,4152,3038,12024,11198,250,6593,6443,184,2519,2674,5097,814,88,7684,5417,3997,1311,6632,10297,4383,10308,8,3864,12136,63,2766,4339,941,2744,5014,14529,2377,2420,46,386,12712,122,11004,4138,1369,3624,664,2140,31,108,12852,1547,4228,108,2803,6178,3581,1391,6240,7928,587,2876,183,10072,6616,2664,197,3028,189,3556,2602,1087,61,5625,10764,4119,173,15840,0,108,7085,114,8033,900,55,2780,8054,7268,284,2329,2547,2688,5923,12936,5063,3474,
2021-08-30,2771,1860,2086,5968,942,8310,7390,131,10798,2400,1945,3005,326,6957,7625,1439,62,,5643,9615,6944,3971,2962,11942,11230,287,6523,6331,184,2541,2478,5065,1522,93,7422,5966,4109,1299,7452,10707,4478,9610,8,3696,11819,56,2775,4382,924,2297,4707,15425,2423,2369,46,385,12592,145,10517,4101,997,4557,636,2072,31,159,12919,1529,5071,108,3072,5900,3580,1360,6040,7544,579,3023,182,9867,6413,2670,189,3174,192,3351,2504,1076,61,5263,11382,3657,173,15499,0,108,7408,104,8534,900,66,2531,8078,6279,284,2583,2547,2690,6412,11226,5109,3435,
2021-08-31,2677,1860,2030,5968,1020,8345,7928,95,10956,2396,1928,2999,307,6459,7799,1434,62,,6280,9388,6902,3635,2916,11389,11165,365,6453,6187,184,2576,2421,4984,1635,95,7161,5862,4147,1351,7355,10999,4580,9818,8,3355,11542,50,2645,3950,739,2173,4491,15922,2294,2318,46,327,11879,168,9689,4111,626,4819,609,2004,31,210,12461,1511,5915,108,3291,6089,3492,1391,5836,7160,570,2639,183,9591,6210,2665,181,3177,196,3222,2502,1064,71,5514,14351,3641,173,14839,5,171,7408,95,8183,900,98,2306,8002,6441,284,3022,2547,2679,7105,9516,5588,3132,
2021-09-01,2597,1643,1974,5968,1098,8438,8214,83,10932,2174,1910,2724,288,5698,7756,1398,87,,6609,8994,6859,3385,2808,10129,10809,427,6383,6058,184,2552,2267,4946,1579,109,6898,6655,4319,1403,6910,11219,4625,9793,8,3244,11206,44,2618,4140,562,1993,3976,17272,2381,2267,46,316,11786,192,9857,3865,254,6121,582,1937,31,283,11338,1493,5780,109,3424,6356,3540,1318,5699,6776,552,3139,208,9113,6008,2653,174,3185,200,2486,2474,1053,81,5311,16639,3616,173,14428,10,233,7126,85,7723,900,129,2085,7939,6494,284,2882,2547,2667,6624,7806,6523,2992,
2021-09-02,2524,1426,1815,5968,1113,8455,8417,127,10900,1938,1892,2327,295,4758,8149,1373,112,,6278,8252,6817,3142,2760,8721,10402,496,6313,5841,184,2511,2180,4842,1574,132,6613,6836,4655,1403,6465,11394,4664,9644,8,2765,10960,38,2510,4573,430,1754,3473,16011,2265,2473,46,270,11629,217,9004,3546,254,5829,555,1869,31,356,10226,1475,5541,110,2512,6703,3560,1272,5560,6061,534,3145,210,8626,5805,2634,162,3130,204,2711,2445,1042,100,5317,18378,3587,173,13315,15,296,6844,75,8048,900,161,1905,7659,6537,339,2816,2547,2625,5740,6096,5924,2945,
2021-09-03,2513,1209,1657,5968,1128,8350,8582,105,10877,1869,1874,2145,303,3837,8145,1367,136,,6040,7423,6774,2811,2700,7165,9832,567,6243,5631,184,2453,2114,4531,1570,126,6328,6285,4743,1402,6019,11441,4677,9299,8,2712,10387,33,2487,4291,316,1552,3646,15043,2028,2502,46,224,11547,242,8150,3232,254,5752,527,1801,31,429,9552,1457,5543,112,1537,6883,3580,1223,5480,5346,515,3156,205,8149,5602,2602,150,2986,208,2889,2408,1031,119,5311,17605,3175,173,12677,20,359,6562,66,7944,900,165,1761,7302,6828,394,2819,2547,2568,4949,4386,5814,2807,
2021-09-04,2463,992,1837,5968,1143,8517,8319,107,10837,1801,1856,2090,311,3601,7953,1355,161,,6028,6894,6732,2721,2676,6265,9635,615,6173,5586,184,2404,2099,4493,1594,128,6042,5424,4465,1401,5574,11377,4662,8953,8,2647,11226,35,2492,4281,347,1548,3302,13604,2051,2531,46,276,11378,268,8221,3098,254,5294,655,1733,31,501,9410,1459,5545,113,1653,6451,3600,1180,5782,4631,500,3025,192,7537,5399,2589,138,2843,208,2827,2421,1020,138,5304,16410,3157,173,12247,25,421,6280,56,9312,900,169,1706,11468,6936,449,2760,2547,2501,4158,4386,6067,2983,
2021-09-05,2427,776,2018,5941,1158,8605,7805,111,10680,1904,1839,2090,319,3256,7819,1347,186,,6024,6421,6690,2574,2666,5948,9438,639,6103,5499,184,2400,2080,4484,1618,129,5757,5429,4483,1401,5128,11234,4619,8608,8,1996,10507,38,2471,4294,327,1411,3471,14150,1725,2560,46,248,11306,270,6580,2950,254,4565,784,1638,31,523,9313,1461,5547,114,1653,5847,3620,1149,5822,3916,488,3063,198,6461,5196,2601,126,3011,208,2864,2440,1009,157,5297,16312,3139,173,12204,30,484,5998,56,9506,900,162,1654,6842,7035,504,2761,2547,2473,4247,4386,5168,3409,
2021-09-06,2364,559,1957,5914,1173,8681,7804,158,10577,1811,1837,1765,327,2352,7790,1168,211,,5730,5838,6647,2157,2624,5088,9241,645,5984,5161,184,2343,2115,4549,967,131,5757,5138,4232,1400,5061,9545,4476,7836,8,2436,9937,41,2141,4258,321,1728,3404,14237,2080,2589,46,254,11088,272,8448,2996,254,4106,912,1543,31,588,8747,1463,5460,115,1911,6391,3426,1103,6005,3916,469,2876,203,5952,5020,2610,114,2880,208,2829,2382,997,175,5196,15796,3376,173,13280,35,547,6676,56,8496,1038,154,1501,6622,7985,559,2708,2547,2145,4337,4386,5033,4012,
2021-09-07,2329,342,1897,5886,1188,8692,7149,167,10351,1844,1836,1398,335,2152,6363,1125,235,,5577,5257,6647,1898,2561,4401,8723,589,5864,4779,184,2282,2015,4550,848,133,5477,5736,4438,4762,5910,7557,4378,9270,8,2246,9541,43,2219,4616,276,1556,3316,14203,1809,2618,76,256,11376,262,7446,3140,254,4082,1040,1448,31,593,8185,1465,5136,116,2166,6801,3805,1035,5893,3567,446,3354,187,5666,4843,2633,102,2854,208,2673,2279,986,211,5062,13834,3229,173,13893,77,547,6214,56,9129,1176,127,1367,6694,7981,614,2684,2547,2137,4540,4386,5603,4987,
2021-09-08,2268,342,1837,5859,1203,8432,6521,254,10243,4262,1835,1462,343,2176,6180,1133,235,,5528,4922,6647,1790,2563,4401,8312,511,5745,4527,184,2256,1920,4609,899,136,5197,5120,4554,8124,6760,5689,4277,9348,8,1998,9238,46,2169,4447,386,1682,3479,15105,1982,2647,107,225,11023,252,6118,3131,254,3156,1169,1353,31,575,7552,1467,4848,146,2389,7686,4049,1013,5766,3218,435,2566,180,5781,4666,2717,90,2787,208,2663,2194,975,247,4666,13299,2848,173,13850,119,547,6033,56,9974,1314,99,1309,6802,8063,669,2819,2547,2095,5337,4386,4931,6278,
2021-09-09,2265,342,1596,5832,1203,8272,5995,326,10343,5045,1833,1389,343,2301,6341,1128,235,,5505,4618,7347,1675,2490,4216,7902,431,5625,4289,184,2245,1841,4712,1024,139,4917,5346,4795,9071,7609,5153,4230,9475,8,2293,8922,48,2182,4267,476,1767,3643,17326,1874,2647,138,248,10793,240,6519,3076,1189,3636,1297,1258,31,558,6667,1469,4665,177,3064,8408,4207,1001,5581,2870,421,2670,173,5906,4490,2819,90,2728,208,2620,2109,963,275,4301,12956,2473,242,13996,148,547,5853,56,9740,1452,71,1253,6906,8052,669,2886,2547,2073,5824,4386,5795,7546,
2021-09-10,2231,342,1741,5804,1203,7979,5665,307,10293,5313,1832,1308,294,2313,6661,1104,235,,5753,4402,8046,1656,2452,4045,7621,351,5506,4063,184,2267,1781,5128,1074,137,4624,5066,4487,10019,8458,4829,4176,9818,8,2314,8825,50,2140,4141,604,1760,3564,20469,2113,3285,169,271,10607,228,6869,4532,2123,2961,1425,1164,31,540,6258,1472,4735,207,3687,9287,4085,970,5470,2521,416,2569,171,6093,4313,3002,112,2723,208,2678,2001,952,302,4178,13568,3377,311,14394,177,547,5673,56,9398,1590,127,1186,7011,7997,669,2938,2547,2069,6311,4386,6754,8978,
2021-09-11,2235,342,1887,5777,1203,7670,5378,301,10193,5581,1830,1213,245,2122,6835,1098,235,,5758,4312,8746,1682,2438,3509,7514,462,5386,3909,184,2314,1688,5329,1096,137,4331,5822,4961,10967,9307,4588,4139,10161,8,2280,7295,52,2106,3958,562,1704,3291,22270,2103,3156,199,218,10384,216,7334,4914,3058,2767,1327,1069,31,522,6171,1507,4512,238,3936,10331,3964,948,4902,2633,420,2540,180,6322,4136,3177,134,2717,208,2917,1869,941,329,4055,13824,3243,380,14838,206,547,5493,56,9055,1728,183,1169,7631,8037,669,2955,2547,2084,6797,5106,6899,10024,
2021-09-12,2236,342,1700,5777,1228,7076,5342,341,10208,5759,1829,1213,196,2043,6897,1094,235,,5758,4157,9445,1682,2431,2927,7406,600,5267,3861,184,2315,1629,5609,1117,138,4038,5830,5012,11021,10157,4305,4113,10504,8,2213,7248,55,2086,3861,621,1817,2977,21023,2443,3026,230,235,10091,204,8092,5270,3993,2553,1229,1091,31,505,6152,1543,4289,269,4313,11296,3842,939,5513,2745,424,2453,190,6407,3960,3206,156,2712,208,2823,1776,929,328,3932,14167,3015,448,14921,234,547,5313,89,9177,1865,238,1142,7676,7937,669,2965,2547,2077,6932,5825,7725,10764,
2021-09-13,2256,342,1753,4967,1253,6634,5344,320,10670,5875,1962,1240,147,1999,6890,1225,264,,6043,4031,10145,1730,2398,2764,7299,583,5059,3741,184,2342,1581,5716,1061,138,3745,6464,5167,11074,11645,4833,4034,11433,30,1787,7272,57,2325,3799,623,1624,3044,20737,1947,2897,261,272,9682,192,5775,5437,4928,2476,1131,1114,31,415,5908,1579,3955,299,3979,11600,4157,944,5266,2857,424,3027,199,6564,3869,3357,179,2778,208,2731,1701,936,328,3745,14208,3048,517,14574,263,547,4173,122,8952,1865,247,1100,7847,7620,669,2970,2547,2341,7066,6544,8168,11364,
2021-09-14,2280,342,1807,4157,1278,6050,5322,336,10713,5793,2095,1180,98,1850,7961,1217,292,,6017,3875,10837,1769,2350,2686,7055,630,4850,3665,184,2393,1521,5826,984,139,3732,5546,4987,7701,12004,5682,3931,9610,52,1976,7436,58,2214,3689,737,1813,3167,21451,1924,2767,261,301,9305,191,6329,5598,5862,2515,1033,1136,31,387,5767,1615,3858,330,3645,11990,3890,909,5386,2984,432,2414,209,6430,3778,3522,201,2867,193,2899,1637,942,300,3101,13029,3163,586,14111,251,614,4735,156,8859,1865,256,1087,7996,7145,669,2944,2547,2271,6509,7264,7769,11370,
2021-09-15,2320,342,1860,3347,1303,5912,5376,286,10681,3406,2228,1068,49,1716,8085,1172,321,,5943,3766,11530,1857,2272,2673,6173,880,4642,3612,184,2455,1466,5402,959,126,3719,5311,4850,4328,12362,5871,3818,9594,74,2144,7595,58,2210,3535,701,1779,3202,21354,2346,2638,261,305,8955,190,6874,6066,5832,3471,935,1159,31,358,5444,1651,3530,295,3310,11549,3771,889,5299,3110,440,2717,209,6195,3687,3664,223,2945,178,2952,1723,949,273,2891,11022,3508,612,14457,238,681,5298,189,8588,1865,265,1062,8167,6754,669,2808,2547,2235,6199,7983,7858,11130,
2021-09-16,2355,342,3123,2538,1328,5797,5358,213,10587,2725,2361,1105,36,1463,7599,1157,349,,5411,3664,11522,1929,2279,2327,5291,1112,4433,3534,184,2505,1391,5422,860,113,3706,5273,4726,3434,12721,4437,3670,9561,96,2111,7720,59,2203,3465,703,1470,3216,21104,2203,2697,261,309,8362,189,6712,6216,4868,3487,836,1181,31,353,5143,1687,3203,260,2976,11494,3687,833,5222,4051,456,2621,209,6132,3597,3734,231,3063,163,3533,1768,955,290,2697,8782,3800,570,14495,238,749,5860,222,8828,1865,296,1020,8436,6426,669,2645,2547,2196,6250,8702,7847,10485,
2021-09-17,2392,342,3037,1728,1353,5860,5275,265,10782,2495,2495,1151,71,1323,7550,1146,378,,4396,3554,11515,1931,2343,1968,4481,1287,4225,3430,184,2544,1312,5293,836,105,3706,5570,5014,2540,13079,4553,3539,9390,118,2105,8325,59,2435,3418,703,1576,2796,19800,2203,2118,261,317,8118,188,6603,4405,3903,3641,738,1204,31,348,5006,1723,3723,225,2641,11024,3633,798,5135,4992,479,2327,225,5880,3506,3744,217,3171,148,3139,1926,962,307,2749,7089,2869,527,14589,238,816,6423,255,9168,1865,271,976,8718,6069,669,2481,2547,2139,6300,9422,7734,9548,
2021-09-18,2396,342,2952,918,1378,5932,5251,271,10958,2264,2628,1215,106,1426,7401,1145,406,,4371,3216,11508,1826,2360,1973,4674,1284,4016,3335,184,2580,1254,5107,812,93,3706,6543,5001,1645,13438,4531,3544,9219,140,2076,10106,59,2419,3489,752,1627,2970,21283,2195,2306,261,328,7979,187,6595,4116,2939,4149,686,1226,31,343,4978,1733,3710,190,2486,10533,3579,762,5058,5473,501,2360,241,5612,3415,3686,203,3280,133,2765,2197,968,324,2801,5975,2975,485,14718,238,883,6456,289,8735,2015,246,973,4186,5889,669,2430,2547,2106,6351,9422,8067,8711,
2021-09-19,2405,342,3199,108,1378,6338,5227,291,11180,2229,2761,1203,141,1715,7358,1140,435,,4368,3017,11501,1746,2376,2024,4868,1216,3808,3306,184,2589,1214,4814,788,81,3706,6743,5357,1645,13166,4407,3540,9048,162,1924,12036,59,2414,3564,707,1517,3043,23618,1968,2495,261,323,7924,186,6586,3976,1974,4204,633,1217,31,337,4966,1742,3697,154,2330,9711,3525,781,3801,6530,522,2428,247,5344,3324,3672,189,3131,118,2773,2356,975,369,2853,5250,3176,443,14725,238,950,6490,289,9079,2165,222,971,4284,5757,669,2400,2547,2086,6401,9422,7360,7810,
2021-09-20,2389,342,3447,108,1382,6475,5223,456,11067,2296,2881,1203,176,1768,7160,1129,435,,4014,2909,11494,1723,2435,1657,4750,1258,3858,3213,184,2587,1185,4670,1008,68,3706,6477,4997,1645,11405,3819,3564,8292,162,1817,13828,58,2567,3605,719,1613,2996,25922,2305,2508,261,291,8196,185,7060,3984,1009,4134,581,1208,31,319,5084,1752,3642,119,2175,9365,3476,757,3719,6119,551,1903,253,4983,3216,3603,175,3068,103,2852,2686,949,413,2635,5170,3055,366,11409,224,1018,6524,289,9162,2315,228,934,4214,5445,669,2315,2547,2046,6452,9422,7145,6994,
2021-09-21,2384,342,3694,108,1387,6570,5175,483,11233,2408,3001,1341,212,2467,6941,1111,435,,3857,2623,11138,1702,2493,1625,3847,1295,3907,3103,314,2537,1141,4502,1868,56,3768,7227,4983,1645,11707,2961,3604,8356,162,1784,15367,57,2665,3585,715,1503,2951,26865,2757,2522,256,281,8232,165,7533,3730,45,4082,528,1199,31,300,5008,1762,3355,84,2019,8922,3438,767,3933,6042,593,2043,259,4757,3108,3549,161,3005,103,2762,2889,923,512,2211,4593,2852,290,9183,209,1018,5950,289,8736,2465,233,909,4126,5248,669,2232,2547,2014,6502,9422,6956,6547,
2021-09-22,2369,342,3941,108,1391,6564,5147,512,11410,2657,3121,1502,247,3151,6813,938,435,,4053,2571,10781,1648,2511,1147,4322,1202,3957,2989,444,2464,1096,4830,2446,55,3830,6895,5546,1645,12009,3205,3670,7910,162,1703,16558,56,2729,3679,731,1436,2994,27717,1983,2535,252,309,8534,146,8015,3588,45,2977,475,1190,31,282,4405,1771,3486,84,1863,8603,3409,873,3791,5965,640,1983,264,4442,3000,3430,147,2883,103,2611,3135,897,610,2085,4989,2717,256,7074,195,1018,5376,289,8978,2614,239,864,4121,5079,669,2316,2547,1971,6567,9466,7159,5711,
2021-09-23,2355,342,2979,108,1396,6406,5179,692,11666,2853,3242,1575,247,3201,7016,943,391,,4634,2567,10425,1595,2505,1370,5140,1133,4007,2902,574,2388,1059,4712,3025,54,3892,6890,5590,1645,12311,3765,3703,7555,162,1642,17501,50,2803,3738,723,1701,3130,28409,2421,2416,247,323,9103,130,8055,3784,45,3114,423,1181,46,294,3909,1781,3633,84,1708,7867,3395,850,3455,5748,693,1823,270,3667,2892,3368,157,2744,103,1972,3482,871,663,1961,5741,2614,222,7625,202,1018,4802,289,8836,2764,223,850,3975,4919,694,2415,2547,1934,6582,9510,6818,5609,
2021-09-24,2341,342,2968,108,1400,6084,5200,680,11514,2890,3362,1629,247,3251,6648,934,346,,5756,2499,10068,1528,2158,1599,4874,1134,4057,2804,704,2335,1040,4627,3109,53,3954,7346,5822,1604,12614,3473,3743,7747,162,1644,17530,43,2829,3766,717,1588,3146,28057,2179,2298,242,344,9232,114,8096,4459,45,3676,370,1172,60,306,3641,1790,2976,84,1552,7383,3373,838,3119,5532,742,1742,301,3464,2784,3257,166,2798,103,2135,3832,846,695,1753,6761,2428,188,7442,175,1018,4228,289,8625,2914,207,840,3787,4772,718,2500,2547,1970,6596,9554,6510,5965,
2021-09-25,2320,342,2957,108,1405,5789,5330,688,11470,2927,3482,1785,247,3203,6651,923,302,,5777,2417,9711,1480,2139,1542,4607,1155,4107,2727,834,2294,982,4604,3165,64,4609,5870,5370,1563,12916,3422,3738,7938,162,1663,16171,37,2852,3742,713,1548,3316,25755,2167,2179,238,363,9336,98,8136,4521,45,3907,370,1162,75,319,3615,1793,3145,84,1542,7037,3351,781,2783,5315,790,1685,332,3304,2675,3246,176,2588,103,2205,4021,820,727,1545,7368,2233,154,7304,149,1018,4183,289,9064,2821,191,833,3579,4705,742,2518,2547,2035,6695,9597,6354,6327,
2021-09-26,2297,342,2946,210,1409,5631,5324,658,11317,3053,3602,1795,247,2926,6711,919,257,,5780,2306,9355,1467,2149,1457,4341,1150,4156,2709,964,2299,966,4596,3220,75,5263,5333,5457,1522,13848,3215,3730,8130,162,1628,14540,31,2900,3658,713,1615,3964,23902,2065,2016,233,360,9536,82,8276,4384,45,4311,584,1142,89,286,3615,1796,3313,84,1836,7142,3329,737,2447,4522,817,1548,373,3140,2567,3241,186,2635,103,2144,4185,794,759,1337,7587,2038,120,7311,123,1018,4137,289,9403,2728,175,834,6431,4674,766,2522,2547,2080,6397,9641,6056,6930,
2021-09-27,2286,342,2935,313,1560,5430,5318,478,11217,3133,3592,1869,247,3196,6763,871,213,,6182,2269,8998,1340,2083,1756,5046,1150,4151,2644,1094,2220,948,4424,3151,80,5918,5911,5910,1449,14781,3452,3624,8982,162,1674,12804,26,2830,3639,677,1604,4215,22486,1961,2029,228,356,9649,66,7935,4174,45,5485,797,1122,103,296,3342,1798,3098,84,2130,7470,3420,681,2453,4375,861,1709,364,3064,2509,3210,196,2596,103,2133,4404,778,746,1361,7447,2011,120,10300,111,1018,4092,289,10439,2635,184,814,9325,4614,791,2556,2547,2228,6100,9685,5647,7440,
2021-09-28,2268,342,2859,415,1710,5403,5344,492,11217,3093,3582,1957,247,2708,6785,828,168,,6747,2397,8375,1258,2011,2119,6132,1256,4145,2558,1094,2164,952,4287,2442,85,6511,5375,6295,1376,14314,3484,3496,8605,162,1593,11017,40,2751,3686,695,1661,4018,21615,2142,2041,228,356,9956,74,7594,4242,45,6136,1011,1102,118,306,3008,1801,3311,84,2424,7635,3449,674,1629,4227,1061,1550,398,2960,2451,3103,205,2557,126,2009,4807,761,679,1435,7661,1976,120,12881,99,1018,4078,289,11039,2542,193,677,9507,4568,815,2608,2547,2426,6226,8527,6055,8112,
2021-09-29,2228,342,2783,518,1861,5170,5404,483,11056,8507,3572,2125,247,2221,6779,974,124,,7163,2283,7751,1174,1963,2542,6470,1362,4139,2457,1094,2113,949,4130,1922,78,7104,5478,6137,1303,13847,4143,3367,9020,162,1560,9451,55,2743,3674,682,1606,3822,20002,2390,2050,228,345,10020,83,7051,4170,45,7176,1225,1082,132,315,2726,1803,3646,142,2717,8211,3353,526,1441,4078,1388,1433,435,2916,2392,3036,215,2564,148,1919,4908,745,720,1340,6952,1893,120,14846,87,1018,4065,289,10935,2450,203,705,9301,4490,839,2548,2452,2632,6493,7325,5332,8905,
2021-09-30,2186,342,2707,621,2011,5249,5491,311,11018,8564,3561,2238,247,2255,6830,922,124,,7594,2112,7128,1086,1936,2677,6353,1494,4133,2390,1094,2136,2803,4011,1402,72,7697,5142,6315,1229,13379,5107,3305,9390,162,1690,8067,59,2682,3632,690,1480,4203,19429,2244,2001,228,343,10001,88,6950,4106,45,7930,1438,1062,176,270,2546,1806,3965,199,3011,8848,3320,605,1448,3254,1708,1485,489,3123,2334,2922,215,2587,306,1844,4997,729,657,1252,5856,1830,120,14705,55,970,4051,289,10935,2357,202,722,9141,4455,839,2470,2357,2843,6720,6123,4956,9026,
2021-10-01,1991,430,2860,723,2162,5385,5641,283,11105,8920,3551,2274,247,2289,6977,862,124,,7848,1813,6504,1039,2181,3005,6478,1655,4127,2347,1094,2142,3133,3871,1287,66,8290,4762,5986,1197,12912,5429,3166,9260,162,1676,6881,62,2410,3646,698,1487,4704,18317,2395,1954,228,332,9809,93,6849,3588,45,7819,1652,1041,220,240,2416,1808,4144,257,3305,9250,3291,651,1455,2605,2017,1621,483,3164,2276,2840,204,2598,464,1829,4855,713,617,1215,4641,2066,120,14893,55,922,4037,289,10935,2264,202,706,9011,4359,839,2371,2262,2986,6308,4921,5061,8998,
2021-10-02,1873,519,3014,826,2312,5546,5566,283,11060,9229,3541,2137,247,2212,6951,858,124,,7891,1561,5881,1045,2191,3005,6604,1634,4121,2286,1094,2153,3536,3851,1201,118,7223,5107,6310,1165,12445,5629,3036,9130,162,1635,5838,66,2356,3601,708,1488,4625,16995,2398,1905,228,293,9566,172,6748,3233,45,7488,2029,1021,263,210,2379,1869,4323,314,3662,9974,3262,693,1462,1718,2230,1792,512,3229,2217,2752,194,2873,622,1815,4782,697,576,1177,3691,2310,120,14898,55,874,4024,289,10935,2166,201,697,9010,4312,839,2334,2167,2967,5811,3719,4559,9287,
2021-10-03,1800,608,3167,826,2462,5612,5517,261,11022,9172,3531,2135,247,2200,6861,837,124,,7895,1379,5257,1005,2169,3005,6729,1680,4116,2271,1094,2151,3736,3878,1115,137,6155,5265,6054,1133,11977,6289,2938,9000,162,1664,5031,70,2284,3556,709,1326,4170,15782,2466,1752,228,292,9274,250,6299,3389,45,7109,2193,998,307,224,2377,1930,4502,372,3716,10664,3233,846,1468,830,2374,1831,465,3312,2159,2755,183,3152,780,1810,4831,681,535,1140,3029,2555,120,14862,55,827,4010,289,10935,2068,201,686,6058,4269,839,2324,2072,2948,5719,2517,4921,9276,
2021-10-04,1703,697,3321,826,2462,5445,5524,267,10360,9111,3793,2130,247,2106,6743,857,124,,7685,1163,4634,964,2075,2928,7109,1734,4042,2245,1094,2221,4020,3923,1031,162,5087,4423,5887,1133,11521,6752,2828,8718,162,1701,4053,73,2221,3519,743,1304,3850,14441,2501,1598,228,290,8821,328,5850,3669,45,6148,2358,975,350,238,2231,1991,4682,429,3770,10927,3194,1910,1133,765,2631,1598,469,3449,2140,2729,172,3111,938,1654,4783,671,539,1039,2875,2637,120,12401,56,779,3782,289,10935,1971,191,679,3263,4178,839,2263,1977,2927,5627,1315,5201,10181,
2021-10-05,1632,786,3540,826,2462,5336,5379,222,10466,9166,4055,2085,247,1895,6549,846,124,,7198,958,4621,984,2058,2411,7120,1679,3968,2228,1094,2321,4363,4032,948,187,4019,4693,5495,1133,11532,7468,2742,8718,162,1724,3090,56,2222,3413,736,1240,4245,13725,1911,1445,228,283,8332,402,5402,4177,45,5773,2522,952,394,252,2125,2052,4771,486,3823,11181,4013,1984,1087,700,2761,1774,428,3589,2121,2709,161,3070,1073,1747,4645,662,543,1714,2804,2727,120,12027,56,731,3569,289,10935,1873,181,793,3104,4014,839,2214,1882,2876,5542,1315,4531,10370,
2021-10-06,1550,874,3759,826,2462,5312,5069,207,10622,3770,4318,2055,247,1664,6591,808,124,,6689,763,4609,1057,2050,2233,6885,2270,3895,2204,1094,2411,4700,4202,862,212,2952,4583,5272,1133,11543,6956,2651,8435,162,1763,2224,40,2317,3298,757,1192,4639,14015,1569,1295,228,283,7723,475,5154,4521,45,4641,2686,929,438,267,1770,2112,4658,495,3877,11049,4285,2060,1041,740,2723,2154,386,3848,2102,2693,151,3189,1208,1716,4517,652,439,1706,2692,2864,120,11450,56,683,3355,289,10881,1775,171,782,3124,3898,839,2203,1882,2828,5276,1315,4421,10500,
2021-10-07,1494,963,3978,826,2462,5084,4671,187,10568,3677,4580,2267,247,1623,6519,784,124,,6344,625,4597,1120,2032,2125,6799,2057,3821,2187,1094,2441,3209,4311,777,238,1884,4260,4888,1133,11554,6099,2548,8223,162,1662,1520,37,2267,2955,950,1205,4535,13360,1889,1145,228,287,7104,549,4907,4624,45,3481,2850,906,438,281,1477,2173,4544,503,3930,10858,4392,2040,994,779,2729,3552,327,4123,2083,2681,140,3257,1208,1646,4318,643,443,1657,2948,2727,120,11070,57,683,3141,289,10818,1677,165,752,3108,3731,839,2197,1882,2764,5089,1315,4567,11438,
2021-10-08,1589,963,3978,826,2462,4504,4273,198,10593,3176,4842,2397,247,1611,6306,787,124,,6060,677,4585,1159,2020,1538,6702,1804,3747,2183,1119,2481,3227,4439,781,264,816,4393,5458,1133,11565,5616,2539,8191,162,1658,1544,35,2283,3018,914,1284,4362,15419,1978,1119,228,279,6815,622,4660,5191,45,2950,3014,882,438,276,1475,2234,4392,511,3984,10517,4379,2021,948,644,2769,3412,381,4285,2064,2702,129,2907,1208,1642,4311,633,446,1691,3234,2699,120,11199,57,683,2927,289,11126,1580,159,766,3176,3616,801,2263,1882,2688,5077,1315,4206,12306,
