value,name
1,Wahlkreis 58 (alle Wahlbezirke)
2,Amt Gransee/Briefwahlbezirk 9040
3,Amt Gransee/Briefwahlbezirk 9041
4,Birkenwerder/Briefwahlbezirk 9007
5,Birkenwerder/Briefwahlbezirk 9008
6,Birkenwerder/Briefwahlbezirk 9009
7,Birkenwerder/Urnenwahlbezirk 1
8,Birkenwerder/Urnenwahlbezirk 2
9,Birkenwerder/Urnenwahlbezirk 3
10,Birkenwerder/Urnenwahlbezirk 4
11,Birkenwerder/Urnenwahlbezirk 5
12,Birkenwerder/Urnenwahlbezirk 6
13,Brieselang/Briefwahlbezirk 9014
14,Brieselang/Briefwahlbezirk 9015
15,Brieselang/Briefwahlbezirk 9016
16,Brieselang/Urnenwahlbezirk 1
17,Brieselang/Urnenwahlbezirk 10
18,Brieselang/Urnenwahlbezirk 11
19,Brieselang/Urnenwahlbezirk 12
20,Brieselang/Urnenwahlbezirk 13
21,Brieselang/Urnenwahlbezirk 2
22,Brieselang/Urnenwahlbezirk 3
23,Brieselang/Urnenwahlbezirk 4
24,Brieselang/Urnenwahlbezirk 5
25,Brieselang/Urnenwahlbezirk 6
26,Brieselang/Urnenwahlbezirk 7
27,Brieselang/Urnenwahlbezirk 8
28,Brieselang/Urnenwahlbezirk 9
29,Dallgow-Döberitz/Briefwahlbezirk 9008
30,Dallgow-Döberitz/Briefwahlbezirk 9042
31,Dallgow-Döberitz/Briefwahlbezirk 9043
32,Dallgow-Döberitz/Urnenwahlbezirk 1
33,Dallgow-Döberitz/Urnenwahlbezirk 2
34,Dallgow-Döberitz/Urnenwahlbezirk 3
35,Dallgow-Döberitz/Urnenwahlbezirk 4
36,Dallgow-Döberitz/Urnenwahlbezirk 5
37,Dallgow-Döberitz/Urnenwahlbezirk 6
38,Dallgow-Döberitz/Urnenwahlbezirk 7
39,Dallgow-Döberitz/Urnenwahlbezirk 8
40,Falkensee/Briefwahlbezirk 9036
41,Falkensee/Briefwahlbezirk 9037
42,Falkensee/Briefwahlbezirk 9038
43,Falkensee/Briefwahlbezirk 9039
44,Falkensee/Briefwahlbezirk 9040
45,Falkensee/Briefwahlbezirk 9041
46,Falkensee/Briefwahlbezirk 9042
47,Falkensee/Briefwahlbezirk 9043
48,Falkensee/Briefwahlbezirk 9044
49,Falkensee/Briefwahlbezirk 9045
