value,name
1,Wahlkreis 60 (alle Wahlbezirke)
2,Amt Beetzsee/Briefwahlbezirk 9058
3,Amt Beetzsee/Briefwahlbezirk 9059
4,Amt Brück/Briefwahlbezirk 9061
5,Amt Brück/Briefwahlbezirk 9062
6,Amt Brück/Briefwahlbezirk 9063
7,Amt Niemegk/Briefwahlbezirk 9065
8,Amt Wusterwitz/Briefwahlbezirk 9067
9,Amt Ziesar/Briefwahlbezirk 9069
10,Bad Belzig/Briefwahlbezirk 9025
11,Bad Belzig/Briefwahlbezirk 9026
12,Bad Belzig/Briefwahlbezirk 9027
13,Bad Belzig/Briefwahlbezirk 9028
14,Bad Belzig/Urnenwahlbezirk 301
15,Bad Belzig/Urnenwahlbezirk 302
16,Bad Belzig/Urnenwahlbezirk 303
17,Bad Belzig/Urnenwahlbezirk 304
18,Bad Belzig/Urnenwahlbezirk 305
19,Bad Belzig/Urnenwahlbezirk 306
20,Bad Belzig/Urnenwahlbezirk 307
21,Bad Belzig/Urnenwahlbezirk 308
22,Bad Belzig/Urnenwahlbezirk 309
23,Bad Belzig/Urnenwahlbezirk 310
24,Bad Belzig/Urnenwahlbezirk 311
25,Bad Belzig/Urnenwahlbezirk 312
26,Bad Belzig/Urnenwahlbezirk 313
27,Bad Belzig/Urnenwahlbezirk 314
28,Bad Belzig/Urnenwahlbezirk 315
29,Bad Belzig/Urnenwahlbezirk 316
30,Bad Belzig/Urnenwahlbezirk 317
31,Bad Belzig/Urnenwahlbezirk 318
32,Bad Belzig/Urnenwahlbezirk 319
33,Bad Belzig/Urnenwahlbezirk 320
34,Beelitz/Briefwahlbezirk 9020
35,Beelitz/Briefwahlbezirk 9021
36,Beelitz/Briefwahlbezirk 9022
37,Beelitz/Urnenwahlbezirk 101
38,Beelitz/Urnenwahlbezirk 102
39,Beelitz/Urnenwahlbezirk 103
40,Beelitz/Urnenwahlbezirk 104
41,Beelitz/Urnenwahlbezirk 105
42,Beelitz/Urnenwahlbezirk 106
43,Beelitz/Urnenwahlbezirk 107
44,Beelitz/Urnenwahlbezirk 108
45,Beelitz/Urnenwahlbezirk 109
46,Beelitz/Urnenwahlbezirk 110
47,Beelitz/Urnenwahlbezirk 111
48,Beelitz/Urnenwahlbezirk 112
49,Beelitz/Urnenwahlbezirk 113
50,Beelitz/Urnenwahlbezirk 114
51,Beelitz/Urnenwahlbezirk 115
52,Beelitz/Urnenwahlbezirk 116
53,Beelitz/Urnenwahlbezirk 117
54,Beelitz/Urnenwahlbezirk 118
55,Groß Kreutz (Havel)/Briefwahlbezirk 9030
56,Groß Kreutz (Havel)/Briefwahlbezirk 9031
57,Groß Kreutz (Havel)/Briefwahlbezirk 9032
