land,country,continent,date,erste,ersterate,zweite,zweiterate,population
Venezuela,Venezuela,Südamerika,2021-11-12,  13858057,48.28,9271857,32.3,28704947
Wallis and Futuna,Wallis and Futuna,Asien,2021-11-12,      5966,53.78,5808,52.35,11094
Jemen,Yemen,Asien,2021-11-12,    331778,1.09,215241,0.71,30490639
Sambia,Zambia,Afrika,2021-11-12,    806611,4.26,626900,3.31,18920657
Afrika,Africa,Kontinent,2021-11-13, 134281561,9.78,90282133,6.57,1373486472
Algerien,Algeria,Afrika,2021-11-13,   6446373,14.45,4930443,11.05,44616626
Argentinien,Argentina,Südamerika,2021-11-13,  35716404,78.32,27201986,59.65,45605823
Asien,Asia,Kontinent,2021-11-13,2731480655,58.38,2109207512,45.08,4678444992
Australien,Australia,Asien,2021-11-13,  19541933,75.78,17835028,69.16,25788217
Österreich,Austria,Europa,2021-11-13,   6126714,67.75,5754554,63.63,9043072
Aserbaidschan,Azerbaijan,Europa,2021-11-13,   5018158,49.09,4473436,43.76,10223344
Bahrain,Bahrain,Asien,2021-11-13,   1183392,67.69,1147983,65.66,1748295
Bangladesch,Bangladesh,Asien,2021-11-13,  51299236,30.85,32538709,19.57,166303494
Barbados,Barbados,Nordamerika,2021-11-13,    151634,52.7,132284,45.98,287708
Belgien,Belgium,Europa,2021-11-13,   8782680,75.5,8639996,74.28,11632334
Bolivien,Bolivia,Südamerika,2021-11-13,   4729877,39.97,3962614,33.49,11832936
Brasilien,Brazil,Südamerika,2021-11-13, 161814220,75.62,124872035,58.35,213993441
Brunei,Brunei,Asien,2021-11-13,    378120,85.64,295458,66.92,441532
Kambodscha,Cambodia,Asien,2021-11-13,  14051925,82.92,13202848,77.91,16946446
Kanada,Canada,Nordamerika,2021-11-13,  30042348,78.92,28653150,75.27,38067913
Chile,Chile,Südamerika,2021-11-13,  16706406,86.96,15736025,81.91,19212362
Kroatien,Croatia,Europa,2021-11-13,   2043475,50.06,1857649,45.51,4081657
Kuba,Cuba,Nordamerika,2021-11-13,  10084965,89.11,8543079,75.49,11317498
Curaçao,Curacao,Nordamerika,2021-11-13,    101959,61.87,93750,56.89,164796
Zypern,Cyprus,Europa,2021-11-13,    610308,68.11,575402,64.22,896005
Tschechien,Czechia,Europa,2021-11-13,   6424726,59.91,6194354,57.76,10724553
Dänemark,Denmark,Europa,2021-11-13,   4514065,77.65,4426711,76.15,5813302
Dom. Rep.,Dominican Republic,Nordamerika,2021-11-13,   6818418,62.25,5465964,49.9,10953714
Ecuador,Ecuador,Südamerika,2021-11-13,  13055729,72.98,10548437,58.97,17888474
Ägypten,Egypt,Afrika,2021-11-13,  21751641,20.86,13853984,13.29,104258327
Estland,Estonia,Europa,2021-11-13,    815579,61.54,774026,58.41,1325188
Äthiopien,Ethiopia,Afrika,2021-11-13,   3672765,3.12,1393504,1.18,117876226
Europa,Europe,Kontinent,2021-11-13, 454980870,60.75,421065316,56.22,748962983
Europa,European Union,Kontinent,2021-11-13, 309921339,69.3,295673837,66.12,447189915
Frankreich,France,Europa,2021-11-13,  51668612,76.47,46394832,68.67,67564251
Georgien,Georgia,Europa,2021-11-13,   1080219,27.14,966143,24.28,3979773
Deutschland,Germany,Europa,2021-11-13,  58284740,69.47,56200662,66.98,83900471
Gibraltar,Gibraltar,Europa,2021-11-13,     40764,100,39814,100,33691
Griechenland,Greece,Europa,2021-11-13,   6797021,65.54,6464346,62.33,10370747
Guatemala,Guatemala,Nordamerika,2021-11-13,   5558781,30.46,3593589,19.69,18249868
Hongkong,Hong Kong,Asien,2021-11-13,   4670068,61.83,4472860,59.22,7552800
Indien,India,Asien,2021-11-13, 751481608,53.93,367698745,26.39,1393409033
Indonesien,Indonesia,Asien,2021-11-13, 129710190,46.93,83418086,30.18,276361788
Iran,Iran,Asien,2021-11-13,  55576533,65.36,42183468,49.61,85028760
Irland,Ireland,Europa,2021-11-13,   3837875,77.02,3769504,75.65,4982904
Israel,Israel,Asien,2021-11-13,   6259833,67.38,5757911,61.97,9291000
Italien,Italy,Europa,2021-11-13,  46863542,77.63,43688574,72.37,60367471
Jamaika,Jamaica,Nordamerika,2021-11-13,    624530,21,472622,15.89,2973462
Jordanien,Jordan,Asien,2021-11-13,   4036388,39.31,3607396,35.13,10269022
Kasachstan,Kazakhstan,Europa,2021-11-13,   8521371,44.86,7800190,41.06,18994958
Kosovo,Kosovo,Europa,2021-11-13,    845017,47.42,749432,42.05,1782115
Kirgisistan,Kyrgyzstan,Asien,2021-11-13,   1038142,15.66,813479,12.27,6628347
Lettland,Latvia,Europa,2021-11-13,   1234226,66.11,1115084,59.73,1866934
Libanon,Lebanon,Asien,2021-11-13,   1834730,27.1,1604097,23.7,6769151
Liechtenstein,Liechtenstein,Europa,2021-11-13,     25525,66.73,24788,64.8,38254
Litauen,Lithuania,Europa,2021-11-13,   1838264,68.34,1749100,65.03,2689862
Malawi,Malawi,Afrika,2021-11-13,   1034021,5.26,573356,2.92,19647681
Malaysia,Malaysia,Asien,2021-11-13,  25751487,78.57,25202157,76.89,32776195
Malta,Malta,Europa,2021-11-13,    433146,83.93,430576,83.43,516100
Montenegro,Montenegro,Europa,2021-11-13,    264937,42.18,248816,39.62,628051
Myanmar,Myanmar,Asien,2021-11-13,  14692607,26.81,9561157,17.45,54806014
Neuseeland,New Zealand,Asien,2021-11-13,   3791834,74.02,3406831,66.51,5122600
Nordamerika,North America,Kontinent,2021-11-13, 375584919,62.96,319163071,53.5,596581283
Nordmazedonien,North Macedonia,Europa,2021-11-13,    867952,41.68,784833,37.68,2082661
Norwegen,Norway,Europa,2021-11-13,   4223479,77.27,3778476,69.13,5465629
Ozeanien,Oceania,Kontinent,2021-11-13,  24976131,57.79,22460062,51.97,43219954
Panama,Panama,Nordamerika,2021-11-13,   2988215,68.2,2394051,54.64,4381583
Peru,Peru,Südamerika,2021-11-13,  21143620,63.38,16655695,49.93,33359415
Russland,Russia,Europa,2021-11-13,  60561971,41.51,50991092,34.95,145912022
Saudi-Arabien,Saudi Arabia,Asien,2021-11-13,  24388956,69.01,21976248,62.18,35340680
Slowakei,Slovakia,Europa,2021-11-13,   2553809,46.77,2329560,42.66,5460726
Slowenien,Slovenia,Europa,2021-11-13,   1208484,58.14,1131054,54.41,2078723
Somalia,Somalia,Afrika,2021-11-13,    589128,3.6,564612,3.45,16359500
Afrika,South Africa,Kontinent,2021-11-13,  16220848,27.02,13375972,22.28,60041996
Südamerika,South America,Kontinent,2021-11-13, 306612502,70.61,236633694,54.49,434260137
Südkorea,South Korea,Asien,2021-11-13,  41994560,81.85,40135285,78.23,51305184
Sri Lanka,Sri Lanka,Asien,2021-11-13,  15857906,73.77,13621704,63.36,21497306
Surinam,Suriname,Südamerika,2021-11-13,    253691,42.87,210102,35.5,591798
Schweiz,Switzerland,Europa,2021-11-13,   5805090,66.61,5640911,64.72,8715494
Thailand,Thailand,Asien,2021-11-13,  45069302,64.43,36281904,51.87,69950844
Trinidad Tobago,Trinidad and Tobago,Nordamerika,2021-11-13,    670447,47.77,626652,44.65,1403374
Tunesien,Tunisia,Afrika,2021-11-13,   5818681,48.75,4762715,39.9,11935764
Türkei,Turkey,Europa,2021-11-13,  55810636,65.63,49594716,58.32,85042736
Ukraine,Ukraine,Europa,2021-11-13,  12187559,28.04,8686625,19.98,43466822
Großbritannien,United Kingdom,Europa,2021-11-13,  50559566,74.13,46010861,67.46,68207114
USA,United States,Nordamerika,2021-11-13, 228870213,68.93,194353519,58.54,332915074
Uruguay,Uruguay,Südamerika,2021-11-13,   2742197,78.68,2646932,75.95,3485152
Vietnam,Vietnam,Asien,2021-11-13,  64322087,65.52,34608484,35.25,98168829
Welt,World,Welt,2021-11-13,4027916638,51.15,3198811788,40.62,7874965730
Simbabwe,Zimbabwe,Afrika,2021-11-13,   3462939,22.95,2692431,17.84,15092171
Afghanistan,Afghanistan,Asien,2021-11-13,    770542,1.93,430744,1.08,39835428
Albanien,Albania,Europa,2021-11-13,   1042227,36.28,916432,31.9,2872934
Andorra,Andorra,Europa,2021-11-13,     54999,71.1,49535,64.04,77354
Angola,Angola,Afrika,2021-11-13,   5802574,17.1,2003907,5.91,33933611
Anguilla,Anguilla,Nordamerika,2021-11-13,      9548,63.13,9156,60.54,15125
Antigua und Barbuda,Antigua and Barbuda,Nordamerika,2021-11-13,     58497,59.25,52689,53.37,98728
Armenien,Armenia,Europa,2021-11-13,    613849,20.68,276948,9.33,2968128
Aruba,Aruba,Nordamerika,2021-11-13,     83183,77.6,77378,72.18,107195
Bahamas,Bahamas,Nordamerika,2021-11-13,    143726,36.21,128242,32.31,396914
Belarus,Belarus,Europa,2021-11-13,   3111709,32.95,2297926,24.34,9442867
Belize,Belize,Nordamerika,2021-11-13,    226060,55.83,187697,46.35,404915
Benin,Benin,Afrika,2021-11-13,    304596,2.45,265501,2.13,12451031
Bermuda,Bermuda,Nordamerika,2021-11-13,     48464,78.05,47365,76.28,62092
Bhutan,Bhutan,Asien,2021-11-13,    588307,75.43,559839,71.78,779900
Bosnien und Herzeg.,Bosnia and Herzegovina,Europa,2021-11-13,    833233,25.53,720631,22.08,3263459
Botswana,Botswana,Afrika,2021-11-13,    770879,32.16,357216,14.9,2397240
Britische Jungferninseln,British Virgin Islands,Nordamerika,2021-11-13,     18137,59.62,16471,54.14,30423
Bulgarien,Bulgaria,Europa,2021-11-13,   1089066,15.79,1087102,15.76,6896655
Burkina Faso,Burkina Faso,Afrika,2021-11-13,    364565,1.7,297231,1.38,21497097
Kamerun,Cameroon,Afrika,2021-11-13,    432625,1.59,175829,0.65,27224262
Kap Verde,Cape Verde,Afrika,2021-11-13,    295571,52.6,231320,41.17,561901
Cayman Islands,Cayman Islands,Nordamerika,2021-11-13,     57357,86.25,55157,82.95,66498
Afrika,Central African Republic,Kontinent,2021-11-13,    362174,7.36,321858,6.54,4919987
Tschad,Chad,Afrika,2021-11-13,    172432,1.02,65263,0.39,16914985
China,China,Asien,2021-11-13,1100842000,76.22,1022207000,70.78,1444216102
Kolumbien,Colombia,Südamerika,2021-11-13,  33019141,64.41,22759122,44.39,51265841
Komoren,Comoros,Afrika,2021-11-13,    273498,30.78,179114,20.16,888456
Kongo,Congo,Afrika,2021-11-13,    423819,7.49,125435,2.22,5657017
Cookinseln,Cook Islands,Asien,2021-11-13,     12600,71.7,11726,66.73,17572
Costa Rica,Costa Rica,Nordamerika,2021-11-13,   3790500,73.76,2922621,56.87,5139053
Elfenbeinküste,Cote d'Ivoire,Afrika,2021-11-13,   2487429,9.19,1054356,3.9,27053629
DR Kongo,Democratic Republic of Congo,Afrika,2021-11-13,    118759,0.13,44789,0.05,92377986
Dschibuti,Djibouti,Afrika,2021-11-13,     66010,6.59,26087,2.6,1002197
Dominica,Dominica,Nordamerika,2021-11-13,     28207,39.08,25748,35.68,72172
El Salvador,El Salvador,Nordamerika,2021-11-13,   4374244,67.11,3966814,60.85,6518500
Äquatorialguinea,Equatorial Guinea,Afrika,2021-11-13,    244586,16.87,193879,13.37,1449891
Eswatini,Eswatini,Afrika,2021-11-13,    259022,22.09,249607,21.29,1172369
Färöer Inseln,Faeroe Islands,Europa,2021-11-13,     40205,81.96,38142,77.76,49053
Falkland Inseln,Falkland Islands,Südamerika,2021-11-13,      2632,74.6,1775,50.31,3528
Fiji,Fiji,Asien,2021-11-13,    630524,69.83,566364,62.73,902899
Finnland,Finland,Europa,2021-11-13,   4255751,76.7,3961937,71.41,5548361
Französisch-Polynesien,French Polynesia,Asien,2021-11-13,    157343,55.69,147185,52.09,282534
Gabun,Gabon,Afrika,2021-11-13,    143136,6.28,105175,4.62,2278829
Gambia,Gambia,Afrika,2021-11-13,    236070,9.49,222118,8.93,2486937
Ghana,Ghana,Afrika,2021-11-13,   2352125,7.41,835989,2.63,31732128
Grönland,Greenland,Nordamerika,2021-11-13,     40125,70.56,37258,65.52,56868
Grenada,Grenada,Nordamerika,2021-11-13,     39254,34.73,33028,29.22,113015
Guernsey,Guernsey,Europa,2021-11-13,     32969,52.01,13618,21.48,63385
Guinea,Guinea,Afrika,2021-11-13,   1588076,11.77,776215,5.75,13497237
Guinea Bissau,Guinea-Bissau,Afrika,2021-11-13,    289658,14.37,17766,0.88,2015490
Guyana,Guyana,Südamerika,2021-11-13,    390110,49.36,258864,32.75,790329
Haiti,Haiti,Nordamerika,2021-11-13,    104920,0.91,48603,0.42,11541683
Honduras,Honduras,Nordamerika,2021-11-13,   3957957,39.33,3622891,36,10062994
Ungarn,Hungary,Europa,2021-11-13,   5992142,62.2,5768941,59.88,9634162
Island,Iceland,Europa,2021-11-13,    283668,82.62,279541,81.41,343360
Irak,Iraq,Asien,2021-11-13,   6062577,14.72,3570258,8.67,41179351
Isle of Man,Isle of Man,Europa,2021-11-13,     68139,79.78,64720,75.78,85410
Japan,Japan,Asien,2021-11-13,  99092741,78.61,94589255,75.04,126050796
Jersey,Jersey,Europa,2021-11-13,     79166,78.33,74817,74.02,101073
Kenia,Kenya,Afrika,2021-11-13,   3825759,6.96,1925573,3.5,54985702
Kiribati,Kiribati,Asien,2021-11-13,     54026,44.51,11253,9.27,121388
Kuwait,Kuwait,Asien,2021-11-13,   1452148,33.55,923307,21.33,4328553
Laos,Laos,Asien,2021-11-13,   3251958,44.07,2776646,37.63,7379358
Lesotho,Lesotho,Afrika,2021-11-13,    347836,16.11,339506,15.72,2159067
Liberia,Liberia,Afrika,2021-11-13,    393975,7.61,371645,7.17,5180208
Libyen,Libya,Afrika,2021-11-13,   1587796,22.82,508805,7.31,6958538
Luxemburg,Luxembourg,Europa,2021-11-13,    103558,16.31,37865,5.96,634814
Macau,Macao,Asien,2021-11-13,    464836,70.6,361897,54.97,658391
Madagaskar,Madagascar,Afrika,2021-11-13,    381633,1.34,184632,0.65,28427333
Malediven,Maldives,Asien,2021-11-13,    395004,72.66,360584,66.33,543620
Mali,Mali,Afrika,2021-11-13,    324713,1.56,271722,1.3,20855724
Mauretanien,Mauritania,Afrika,2021-11-13,   1030659,21.58,663351,13.89,4775110
Mauritius,Mauritius,Afrika,2021-11-13,    906214,71.16,858131,67.39,1273428
Mexiko,Mexico,Nordamerika,2021-11-13,  75260370,57.78,62881897,48.27,130262220
Moldawien,Moldova,Europa,2021-11-13,    561055,13.94,528833,13.14,4024025
Monaco,Monaco,Europa,2021-11-13,     26672,67.49,23308,58.98,39520
Mongolei,Mongolia,Asien,2021-11-13,   2257457,67.81,2144425,64.41,3329282
Montserrat,Montserrat,Nordamerika,2021-11-13,      1531,30.74,1417,28.45,4981
Marokko,Morocco,Afrika,2021-11-13,  24311560,65.1,22253789,59.59,37344787
Mosambik,Mozambique,Afrika,2021-11-13,   4858830,15.11,2600608,8.09,32163045
Namibia,Namibia,Afrika,2021-11-13,    339695,13.13,274466,10.61,2587344
Nauru,Nauru,Asien,2021-11-13,      7612,70.01,7251,66.69,10873
Nepal,Nepal,Asien,2021-11-13,   8736532,29.44,7436714,25.06,29674920
Niederlande,Netherlands,Europa,2021-11-13,  13101194,76.29,12578362,73.24,17173094
Neu-Kaledonien,New Caledonia,Asien,2021-11-13,    177450,61.57,162552,56.4,288217
Nicaragua,Nicaragua,Nordamerika,2021-11-13,   1249238,18.64,563164,8.4,6702379
Niger,Niger,Afrika,2021-11-13,    498894,1.99,397212,1.58,25130810
Nigeria,Nigeria,Afrika,2021-11-13,   5823013,2.75,3194938,1.51,211400704
Niue,Niue,Asien,2021-11-13,      1202,74.47,1150,71.25,1614
Oman,Oman,Asien,2021-11-13,   3089635,59.15,2733021,52.32,5223376
Pakistan,Pakistan,Asien,2021-11-13,  77877215,34.58,47804912,21.23,225199929
Palästina,Palestine,Asien,2021-11-13,   1876152,35.92,1321529,25.3,5222756
Papua-Neuguinea,Papua New Guinea,Asien,2021-11-13,    183856,2.02,106657,1.17,9119005
Paraguay,Paraguay,Südamerika,2021-11-13,   3180418,44.05,2508250,34.74,7219641
Philippinen,Philippines,Asien,2021-11-13,  40517967,36.49,30804594,27.74,111046910
Pitcairn,Pitcairn,Asien,2021-11-13,        47,100,47,100,47
Polen,Poland,Europa,2021-11-13,  20458397,54.13,20134376,53.27,37797000
Portugal,Portugal,Europa,2021-11-13,   9030756,88.82,8887758,87.41,10167923
Katar,Qatar,Asien,2021-11-13,   2360308,80.54,2218292,75.7,2930524
Rumänien,Romania,Europa,2021-11-13,   5478579,28.64,5338990,27.91,19127772
Ruanda,Rwanda,Afrika,2021-11-13,   4774596,35.96,2519852,18.98,13276517
Saint Helena,Saint Helena,Afrika,2021-11-13,      4361,71.55,3531,57.93,6095
St. Kitts und Nevis,Saint Kitts and Nevis,Nordamerika,2021-11-13,     26094,48.73,24513,45.78,53546
Saint Lucia,Saint Lucia,Nordamerika,2021-11-13,     52563,28.5,43620,23.65,184401
St. Vincent Grenadines,Saint Vincent and the Grenadines,Nordamerika,2021-11-13,     28278,25.41,20298,18.24,111269
Samoa,Samoa,Asien,2021-11-13,    133465,66.68,84252,42.1,200144
San Marino,San Marino,Europa,2021-11-13,     25284,74.34,22335,65.67,34010
São Tomé und Príncipe,Sao Tome and Principe,Afrika,2021-11-13,     81125,36.32,28561,12.79,223364
Senegal,Senegal,Afrika,2021-11-13,   1271021,7.39,564998,3.29,17196308
Serbien,Serbia,Europa,2021-11-13,   3194810,46.49,3033202,44.14,6871547
Seychellen,Seychelles,Afrika,2021-11-13,     81375,82.27,76796,77.64,98910
Sierra Leone,Sierra Leone,Afrika,2021-11-13,    603654,7.41,302686,3.72,8141343
Singapur,Singapore,Asien,2021-11-13,   5071148,92.99,5012181,91.91,5453600
St. Martin,Sint Maarten (Dutch part),Nordamerika,2021-11-13,     26640,61.35,24515,56.46,43421
Salomon-Inseln,Solomon Islands,Asien,2021-11-13,    135995,19.32,35567,5.05,703995
Südsudan,South Sudan,Afrika,2021-11-13,     84839,0.75,66406,0.58,11381377
Spanien,Spain,Europa,2021-11-13,  38144625,81.6,37448743,80.11,46745211
Sudan,Sudan,Afrika,2021-11-13,    649062,1.45,581846,1.3,44909351
Schweden,Sweden,Europa,2021-11-13,   7448471,73.31,6947093,68.38,10160159
Syrien,Syria,Asien,2021-11-13,    807249,4.42,503394,2.75,18275704
Taiwan,Taiwan,Asien,2021-11-13,  17808765,74.65,9670834,40.54,23855008
Tadschikistan,Tajikistan,Asien,2021-11-13,   2714911,27.85,2137123,21.92,9749625
Tansania,Tanzania,Afrika,2021-11-13,    350000,0.57,350000,0.57,61498438
Osttimor,Timor,Asien,2021-11-13,    587392,43.71,382227,28.44,1343875
Togo,Togo,Afrika,2021-11-13,    971322,11.46,482248,5.69,8478242
Tokelau,Tokelau,Asien,2021-11-13,       968,70.76,968,70.76,1368
Tonga,Tonga,Asien,2021-11-13,     54529,51.08,37178,34.82,106759
Turkmenistan,Turkmenistan,Asien,2021-11-13,   4374694,71.51,3206282,52.41,6117933
Turks-und Caicosinseln,Turks and Caicos Islands,Nordamerika,2021-11-13,     29210,74.47,27133,69.17,39226
Tuvalu,Tuvalu,Asien,2021-11-13,      6230,52.24,5884,49.34,11925
Uganda,Uganda,Afrika,2021-11-13,   3483212,7.39,415486,0.88,47123533
VAE,United Arab Emirates,Asien,2021-11-13,   9781743,97.9,8812470,88.2,9991083
Usbekistan,Uzbekistan,Asien,2021-11-13,  12938201,38.13,5882086,17.33,33935765
Vanuatu,Vanuatu,Asien,2021-11-13,     80551,25.62,34361,10.93,314464
Venezuela,Venezuela,Südamerika,2021-11-13,  13858057,48.28,9271857,32.3,28704947
Wallis and Futuna,Wallis and Futuna,Asien,2021-11-13,      5966,53.78,5808,52.35,11094
Jemen,Yemen,Asien,2021-11-13,    331778,1.09,215241,0.71,30490639
Sambia,Zambia,Afrika,2021-11-13,    806611,4.26,626900,3.31,18920657
Afghanistan,Afghanistan,Asien,2021-11-14,   3530173,8.86,3188609,8,39835428
Afrika,Africa,Kontinent,2021-11-14, 134757357,9.81,90877802,6.62,1373486472
Albanien,Albania,Europa,2021-11-14,   1047822,36.47,924194,32.17,2872934
Argentinien,Argentina,Südamerika,2021-11-14,  35801814,78.5,27340092,59.95,45605823
Armenien,Armenia,Europa,2021-11-14,    682188,22.98,322305,10.86,2968128
Asien,Asia,Kontinent,2021-11-14,2737552479,58.51,2117969268,45.27,4678444992
Australien,Australia,Asien,2021-11-14,  19563025,75.86,17872077,69.3,25788217
Österreich,Austria,Europa,2021-11-14,   6138414,67.88,5759415,63.69,9043072
Aserbaidschan,Azerbaijan,Europa,2021-11-14,   5022350,49.13,4480614,43.83,10223344
Bahrain,Bahrain,Asien,2021-11-14,   1183775,67.71,1148496,65.69,1748295
Bangladesch,Bangladesh,Asien,2021-11-14,  51510392,30.97,32809098,19.73,166303494
Barbados,Barbados,Nordamerika,2021-11-14,    151799,52.76,132610,46.09,287708
Belarus,Belarus,Europa,2021-11-14,   3259591,34.52,2425501,25.69,9442867
Belgien,Belgium,Europa,2021-11-14,   8782832,75.5,8640098,74.28,11632334
Bolivien,Bolivia,Südamerika,2021-11-14,   4737302,40.03,3965483,33.51,11832936
Brasilien,Brazil,Südamerika,2021-11-14, 161908494,75.66,125123667,58.47,213993441
Brunei,Brunei,Asien,2021-11-14,    381106,86.31,299651,67.87,441532
Kambodscha,Cambodia,Asien,2021-11-14,  14051925,82.92,13203848,77.92,16946446
Kanada,Canada,Nordamerika,2021-11-14,  30050442,78.94,28670105,75.31,38067913
Tschad,Chad,Afrika,2021-11-14,    175171,1.04,67080,0.4,16914985
Chile,Chile,Südamerika,2021-11-14,  16706625,86.96,15736278,81.91,19212362
Kolumbien,Colombia,Südamerika,2021-11-14,  33376996,65.11,22940295,44.75,51265841
Komoren,Comoros,Afrika,2021-11-14,    278152,31.31,198198,22.31,888456
Elfenbeinküste,Cote d'Ivoire,Afrika,2021-11-14,   2669432,9.87,1176366,4.35,27053629
Kroatien,Croatia,Europa,2021-11-14,   2048628,50.19,1859418,45.56,4081657
Kuba,Cuba,Nordamerika,2021-11-14,  10086396,89.12,8679636,76.69,11317498
Tschechien,Czechia,Europa,2021-11-14,   6428605,59.94,6197351,57.79,10724553
Dänemark,Denmark,Europa,2021-11-14,   4516425,77.69,4427429,76.16,5813302
Dom. Rep.,Dominican Republic,Nordamerika,2021-11-14,   6819570,62.26,5467873,49.92,10953714
Ecuador,Ecuador,Südamerika,2021-11-14,  13069423,73.06,10552429,58.99,17888474
El Salvador,El Salvador,Nordamerika,2021-11-14,   4380340,67.2,3978938,61.04,6518500
Estland,Estonia,Europa,2021-11-14,    815855,61.57,774318,58.43,1325188
Europa,Europe,Kontinent,2021-11-14, 456346694,60.93,421735422,56.31,748962983
Europa,European Union,Kontinent,2021-11-14, 310382668,69.41,295918157,66.17,447189915
Finnland,Finland,Europa,2021-11-14,   4257247,76.73,3966500,71.49,5548361
Frankreich,France,Europa,2021-11-14,  51670802,76.48,46399226,68.67,67564251
Gambia,Gambia,Afrika,2021-11-14,    236470,9.51,222526,8.95,2486937
Deutschland,Germany,Europa,2021-11-14,  58295766,69.48,56210004,67,83900471
Gibraltar,Gibraltar,Europa,2021-11-14,     40786,100,39815,100,33691
Griechenland,Greece,Europa,2021-11-14,   6798355,65.55,6464917,62.34,10370747
Guatemala,Guatemala,Nordamerika,2021-11-14,   5568125,30.51,3606182,19.76,18249868
Hongkong,Hong Kong,Asien,2021-11-14,   4673399,61.88,4475523,59.26,7552800
Ungarn,Hungary,Europa,2021-11-14,   5999516,62.27,5774158,59.93,9634162
Indien,India,Asien,2021-11-14, 752662221,54.02,370227215,26.57,1393409033
