Land,Kreis,Ort,Straße,Standort,lon,lat,z
Niedersachsen,Diepholz,Bassum,Marie-Hackfeld-Str. 6,Krankenhaus,8.7281468,52.8439184,1
Niedersachsen,Emden,Emden,Früchteburger Weg 17-19,Veranstaltungshalle,7.20362,53.37813,1
Niedersachsen,Emsland,Lingen (Ems),Lindenstraße 24a,Veranstaltungshalle,7.3137733,52.5139501,1
Niedersachsen,Emsland,Papenburg,Ölmühlenweg 9,Stadthalle,7.38697,53.08725,1
Niedersachsen,Friesland,Schortens OT Roffhausen,Potsdamer Straße 10,ehem. Schule,8.03341,53.52791,1
Niedersachsen,Gifhorn,Gifhorn,Schützenplatz 2,Stadthalle,10.5357543,52.4855124,1
Niedersachsen,Goslar,Goslar OT Oker,Bei der Eiche 5,Sporthalle,10.47833,51.90141,1
Niedersachsen,Göttingen - Stadt,Göttingen,Anna-Vandenhoeck-Ring 13,ehemaliger Großmarkt,9.8821759,51.5201937,1
Niedersachsen,Göttingen - Landkreis,Herzberg am Harz,Heidestraße 10,Sporthalle,10.3382335,51.6525954,1
Niedersachsen,Göttingen - Landkreis,Göttingen,Godehardstraße 11,Sporthalle,9.9239283,51.5382484,1
Niedersachsen,Graftschaft Bentheim,Nordhorn,Paulstr. 4-8,Gewerbehalle,7.06617,52.42825,1
Niedersachsen,Hameln-Pyrmont,Hameln,Reimerdeskamp,Unterkunftsgebäude,9.3496795,52.1211673,1
Niedersachsen,Hannover - Region und Landeshauptstadt,Hannover,Messehalle 25,Messehalle/Messegelände,9.8005711,52.3236325,1
Niedersachsen,Harburg,Winsen (Luhe),Luhdorfer Straße 29,Stadthalle,10.2083805,53.3514839,1
Niedersachsen,Harburg,Buchholz,Richard-Schmidt-Straße 27,Veranstaltungshalle,9.8735537,53.330971,1
Niedersachsen,Heidekreis,Bad Fallingbostel,Soltauer Str. 39,Veranstaltungshalle,9.7055497,52.8747046,1
Niedersachsen,Helmstedt,Helmstedt,Kantstraße 27,Sporthalle,11.0016412,52.2189355,1
Niedersachsen,Hildesheim - Landkreis,Hildesheim,Steuerwalder Str. 158,Sporthalle,9.93815,52.1693,1
Niedersachsen,und Stadt,Alfeld / Leine,Kalandstraße 19,Sporthalle,9.8325019,51.9885827,1
Niedersachsen,Holzminden,Holzminden,Zeppelinstraße 6,Gewerbehalle,9.4689811,51.8400468,1
Niedersachsen,Leer,Hesel,An der Schule 6,Schule,7.58898,53.30652,1
Niedersachsen,Lüneburg,Lüneburg,,Details sind noch nicht bekannt,10.4115179,53.2464214,1
Niedersachsen,Nienburg,Drankenburg,Weserweg 48,ehem. Schule,9.22725,52.6922,1
Niedersachsen,Northeim,Northeim,Medenheimer Str. 4,Stadthalle,9.99612,51.70603,1
Niedersachsen,Oldenburg - Stadt,Oldenburg,Europaplatz 12,Messehalle,8.2278062,53.1466884,1
Niedersachsen,Oldenburg - Land,Wildeshausen,Westring 7,ehem. Verbrauchermarkt,8.4146707,52.8953872,1
Niedersachsen,Osnabrück - Stadt,Osnabrück,Schlosswall 10,Sporthalle,8.040853,52.2708591,1
Niedersachsen,Osnabrück - Land,Wallenhorst,Borsigstraße 2,ehem. Verbrauchermarkt,8.0035115,52.35876,1
Niedersachsen,Osnabrück - Land,Georgsmarienhütte,Leimbrink 1-3,ehem. Verbrauchermarkt,8.05705,52.205,1
Niedersachsen,Osterholz,Osterholz-Scharmbeck,Jacob-Frerichs-Straße 1,Stadthalle,8.7955699,53.21932,1
Niedersachsen,Peine,Peine,Woltorfer Straße 77a,Industriehalle,10.2471599,52.3209,1
Niedersachsen,Rotenburg (Wümme),Zeven,Dr. Otto-Straße 2,ehem. Krankenhaus,9.2835508,53.3025543,1
Niedersachsen,Salzgitter,Salzgitter,Hans-Birnbaum-Straße 30-32,Unterkunftsgebäude,10.3623761,52.1585277,1
Niedersachsen,Schaumburg,Stadthagen,Enzer Straße 19a,Festhalle,9.197494,52.3230901,1
Niedersachsen,Stade,Stade-Ottenbeck,Sophie-Scholl-Weg 24,Industriehalle,9.50157,53.56883,1
Niedersachsen,Uelzen und Lüchow-Dannenberg,Uelzen,Am Schützenplatz 1,Stadthalle,10.55654,52.97416,1
Niedersachsen,Vechta,Lohne,Robert-Bosch-Straße 1,Gewerbehalle,8.169355,52.6592939,1
Niedersachsen,Verden,Verden (Aller),Lindhooper Straße 67a,Containerbau am Kreishaus,9.25081,52.9280961,1
Niedersachsen,Wesermarsch,Brake,Kirchenstraße 17,ehem. Schule,8.4814661,53.3232293,1
Niedersachsen,Wilhelmshaven,Wilhelmshaven,Güterstraße 48a,ehem. Verbrauchermarkt,8.0756089,53.5212334,1
Niedersachsen,Wittmund,Esens-Bensersiel,Grashauser Flage 2,Jugendherberge Esens-Bensersiel,7.60908,53.6546,1
Niedersachsen,Wolfenbüttel,Wolfenbüttel,Schweigerstraße 8,Veranstaltungshalle,10.5696136,52.1668588,1
Niedersachsen,Wolfsburg,Wolfsburg,Heinrich-Heine-Straße,Veranstaltungshalle,10.7786752,52.4197683,1
Nordrhein-Westfalen,Aachen (Städteregion),Aachen,Hubert-Wienen-Straße 8,Aachener Eissporthalle,6.1010627,50.7960701,1
Nordrhein-Westfalen,Bielefeld,Bielefeld,Willy-Brandt-Platz 1,Stadthalle Bielefeld,8.5356139,52.0287593,1
Nordrhein-Westfalen,Bochum,Bochum,Stadionring 20,Ruhr Congress,7.2335543,51.4912426,1
Nordrhein-Westfalen,Bonn,Bonn,Platz der Vereinten Nationen 2,World Conference Center Bonn,7.124258,50.719225,1
Nordrhein-Westfalen,Borken,Velen,Schlatt 23,Interkommunaler Bauhof,6.9580629,51.9353737,1
Nordrhein-Westfalen,Bottrop,Bottrop,Südring 79,Leere Unternehmenshallen von Fressnapf und Golf Area,6.9244511,51.5110581,1
Nordrhein-Westfalen,Coesfeld,Dülmen,An der Lehmkuhle 87,Veranstaltungsräumen des Unternehmens Wiesmann,7.290581,51.8448738,1
Nordrhein-Westfalen,Dortmund,Dortmund,Phoenixplatz 4,Warsteiner Music Hall,7.4885947,51.488368,1
Nordrhein-Westfalen,Duisburg,Duisburg,Plessingstraße 20,Theater am Marientor,6.75673,51.42877,1
Nordrhein-Westfalen,Düren,Düren,Am Ellernbusch 18-20,Ehemaliges Telekom-Gebäude,6.467143,50.7955112,1
Nordrhein-Westfalen,Düsseldorf,Düsseldorf,Arena-Straße 1,Merkur Spiel-Arena,6.7324382,51.261241,1
Nordrhein-Westfalen,Ennepe-Ruhr-Kreis,Ennepetal,Kölner Straße,Ehemaliger Aldi-Markt,7.3407146,51.3110345,1
Nordrhein-Westfalen,Essen,Essen,Messepl. 1,Messegelände Halle 4,6.9979643,51.430151,1
Nordrhein-Westfalen,Euskirchen,Nettersheim,Dr.-Konrad-Adenauer-Straße 1,Ehemalige Eifelhöhen-Klinik,6.5738197,50.4825977,1
Nordrhein-Westfalen,Gelsenkirchen,Gelsenkirchen,Adenauerallee 118,Emscher-Lippe-Halle,7.0732208,51.5533452,1
Nordrhein-Westfalen,Gütersloh,Gütersloh,Marienfelder Straße 351,Ehemaliger Supermarkt der britischen Streitkräfte,8.323965,51.9263284,1
Nordrhein-Westfalen,Hagen,Hagen,Wasserloses Tal 2,Stadthalle Hagen,7.4846507,51.3531091,1
Nordrhein-Westfalen,Hamm,Hamm,Marker Allee 20,Dreifachsporthalle der Friedensschule,7.8287286,51.681154,1
Nordrhein-Westfalen,Heinsberg,Erkelenz,Brüsseler Allee 5,Ungenutzte Flüchtlingsunterkünfte,6.3057064,51.0613274,1
Nordrhein-Westfalen,Herford,Enger,Bustedter Weg 16,Ehemaliges Firmengelände von Wellmann Küchen,8.58952,52.16685,1
Nordrhein-Westfalen,Herne,Herne,Am Revierpark 40,Dreifachsporthalle im Gysenbergpark,7.255624,51.532856,1
Nordrhein-Westfalen,Hochsauerlandkreis,Olsberg,Ruhrstraße 32,Konzerthalle Olsberg,8.4850363,51.3538818,1
Nordrhein-Westfalen,Höxter,Brakel,Am Schützenanger 4,Stadthalle Brakel,9.1930289,51.7159817,1
Nordrhein-Westfalen,Kleve,Kalkar,Griether Str. 110,Hansehalle Grieth auf dem Messegelände Kalkar,6.3269163,51.763654,1
Nordrhein-Westfalen,Krefeld,Krefeld,Sprödentalplatz,Container auf Sprödentalplatz,6.5844442,51.3364148,1
Nordrhein-Westfalen,Köln,Köln,Messeplatz 1,Messegelände,6.9813574,50.9475956,1
Nordrhein-Westfalen,Leverkusen,Leverkusen,Nobelstraße 37,Erholungshaus der Bayer-Kulturabteilung,6.9805459,51.0342153,1
Nordrhein-Westfalen,Lippe,Lemgo,Bunsenstraße 39,Ehemalige Lipperlandhalle,8.9077401,52.0171,1
Nordrhein-Westfalen,Mettmann,Erkrath,Timocom Platz 1,Räume der Firma Timocom,6.9374199,51.2207015,1
Nordrhein-Westfalen,Minden-Lübbecke,Hille,Schulstraße 18,Sporthalle Unterlübbe,8.76811,52.29534,1
Nordrhein-Westfalen,Märkischer Kreis I,Lüdenscheid,Reckenstraße 6,Historische Schützenhalle,7.6441585,51.2198615,1
Nordrhein-Westfalen,Märkischer Kreis II,Iserlohn,Lanferkamp 3,Leerstehender Gewerbekomplex (ehemals Kottmann Technology),7.66256,51.37845,1
Nordrhein-Westfalen,Mönchengladbach,Mönchengladbach,Am Nordpark 260,Leerstehende Flüchtlingsunterkunft im Nordpark,6.3882742,51.1901675,1
Nordrhein-Westfalen,Mülheim an der Ruhr,Mülheim an der Ruhr,Wissollstraße 5,Parkstadt Mülheim,6.8509613,51.4239086,1
Nordrhein-Westfalen,Münster,Münster,Albersloher Weg 32,Halle Münsterland,7.6388121,51.9478392,1
Nordrhein-Westfalen,Oberbergischer Kreis,Gummersbach,Kaiserstraße 35,Einkaufszentrum Bergischer Hof,7.5641709,51.0273447,1
Nordrhein-Westfalen,Oberhausen,Oberhausen,Lothringer Str. 75,Willy-Jürissen-Halle,6.8523168,51.4660602,1
Nordrhein-Westfalen,Olpe,Attendorn,Heggener Weg 34,Gewerbehalle,7.9191725,51.1323972,1
Nordrhein-Westfalen,Paderborn,Salzkotten,Upsprunger Str. 1,Stadthalle Salzkotten (Sälzerhalle),8.6009287,51.6697924,1
Nordrhein-Westfalen,Recklinghausen,Recklinghausen,Konrad-Adenauer-Platz,Leichtbauhalle auf Konrad-Adenauer-Platz,7.2026215,51.6110841,1
Nordrhein-Westfalen,Remscheid,Remscheid,Wallburgstraße 23,Sporthalle West,7.15187,51.16544,1
Nordrhein-Westfalen,Rhein-Erft-Kreis,Hürth,Theresienhöhe 1,Ehemaliger Real-Supermarkt,6.8763886,50.8780644,1
Nordrhein-Westfalen,Rhein-Kreis Neuss,Neuss,Hammfelddamm 2,Turnhalle des Berufskollegs für Technik und Informatik,6.7094535,51.1918237,1
Nordrhein-Westfalen,Rhein-Sieg-Kreis,Sankt Augustin,Arnold-Janssen-Straße 29,Asklepios Kinderklinik,7.18153,50.77522,1
Nordrhein-Westfalen,Rheinisch-Bergischer Kreis,Bergisch Gladbach,Hauptstraße 131,RheinBerg Galerie,7.1243536,50.9903796,1
Nordrhein-Westfalen,Siegen-Wittgenstein,Siegen,Eiserfelder Str. 236,Ehemaliger Baustoffhandel Bauking,7.9958902,50.8501748,1
Nordrhein-Westfalen,Soest,Soest,Senator-Schwartz-Ring 26,Halle der Firma Eaton - CEAG Notlichtsysteme,8.0839195,51.5591766,1
Nordrhein-Westfalen,Solingen,Solingen,Hauptstraße 75-77,Ehemaliger Kaufhof,7.085027,51.1728003,1
Nordrhein-Westfalen,Steinfurt,Greven,Airportallee 1,Flughafen Münster/Osnabrück,7.692915,52.1307253,1
Nordrhein-Westfalen,Unna,Unna,Platanenallee 20,Kreissporthalle II,7.6872739,51.5457547,1
Nordrhein-Westfalen,Viersen,Viersen,Heesstr. 2-10,Leerstehendes St.-Cornelius-Krankenhaus,6.34036,51.24928,1
Nordrhein-Westfalen,Warendorf,Ennigerloh,Westring 10,Gelände der Abfallwirtschaftsgesellschaft (AWG),8.01998,51.85157,1
Nordrhein-Westfalen,Wesel,Wesel,An de Tent 1,Niederrheinhalle,6.6290793,51.6524437,1
Nordrhein-Westfalen,Wuppertal,Wuppertal,Rainer-Gruenter-Straße,Uni-Campus Freudenberg,7.1621875,51.2391352,1
Rheinland-Pfalz,Alzey-Worms,Alzey,,Fahrzeughalle des DRK-Kreisverbandes,8.1171135,49.7462012,1
Rheinland-Pfalz,Bad Dürkheim,Bad Dürkheim,,Salierhalle,8.1654232,49.4598369,1
Rheinland-Pfalz,Bad Kreuznach,Bad Sobernheim,,leer stehender Real-Markt an der Westtangente,7.6515499,49.7857614,1
Rheinland-Pfalz,Bitburg-Prüm,Bitburg,,High School auf dem US-Housing-Gelände,6.5298603,49.9664145,1
Rheinland-Pfalz,Frankenthal,Frankenthal,,Sporthalle der Andreas-Albert-Schule,8.3560768,49.5377072,1
Rheinland-Pfalz,Ahrweiler,Grafschaft-Gelsdorf,,Mehrzweckhalle,7.0367585,50.5858409,1
Rheinland-Pfalz,Westerwaldkreis,Hachenburg,,leerstehende Realschule,7.8209622,50.6594651,1
Rheinland-Pfalz,Vulkaneifel,Hillesheim,,Markt- und Messehalle,8.254877,49.7753677,1
Rheinland-Pfalz,Birkenfeld,Idar-Oberstein (Nahbollenbach),,Messe Idar-Oberstein,7.36896,49.7120794,1
Rheinland-Pfalz,Mainz-Bingen,Ingelheim,,Aufnahmeeinrichtung für Asylbegehrende,8.0560682,49.9764195,1
Rheinland-Pfalz,Kaiserslautern Stadt und Kreis,Kaiserslautern,Opelkreisel 1,Werksgelände Opel,7.6875445,49.4396047,1
Rheinland-Pfalz,Donnersbergkreis,Kirchheimbolanden,,Stadthalle,8.0116405,49.6629007,1
Rheinland-Pfalz,Koblenz,Koblenz – Oberwerth,,Fechthalle an der Sporthalle,7.5904761,50.339784,1
Rheinland-Pfalz,Kusel,Kusel,,Gelände der ehemaligen Bundeswehr-Kaserne,7.4064528,49.5383747,1
Rheinland-Pfalz,Rhein-Lahn-Kreis,Lahnstein,,ehemaliges Lidl-Gebäude,7.6093633,50.3078274,1
Rheinland-Pfalz,Cochem-Zell,Landkern,,Eifelgoldhalle,7.1531828,50.1939998,1
Rheinland-Pfalz,Ludwigshafen am Rhein,Ludwigshafen am Rhein,,Einkaufszentrum Walzmühle,8.44518,49.47741,1
Rheinland-Pfalz,Mainz,Mainz – Gonsenheim,,frühere Fachhochschule im Stadtteil Gonsenheim,8.2039952,50.0016764,1
Rheinland-Pfalz,Neustadt an der Weinstraße,Neustadt an der Weinstraße,,Telekom-Hochhaus,8.1486886,49.3501864,1
Rheinland-Pfalz,Neuwied,Oberhonnefeld,,Gewerbehalle,7.516731,50.5536604,1
Rheinland-Pfalz,Pirmasens und Südwestpfalz,Pirmasens,,Messehalle,7.6002161,49.201555,1
Rheinland-Pfalz,Mayen-Koblenz,Polch,,Maifeldhalle,7.3132187,50.3015713,1
Rheinland-Pfalz,Rhein-Pfalz-Kreis,Schifferstadt,,Kreissporthalle im Neustückweg,8.3767048,49.3828647,1
Rheinland-Pfalz,Rhein-Hunsrück-Kreis,Simmern,,ehemaliges Sconto-Gelände,7.516667,49.983333,1
Rheinland-Pfalz,Speyer,Speyer,,Stadthalle,8.4412172,49.3172765,1
Rheinland-Pfalz,Trier und Trier-Saarburg,Trier,,Trierer Messepark,6.6371433,49.749992,1
Rheinland-Pfalz,Altenkirchen,Wissen,,Gebäude der Westerwaldbank,7.7396765,50.7755474,1
Rheinland-Pfalz,Bernkastel-Wittlich,Wittlich,,ehemaliges Hela-Gelände,6.889722,49.986944,1
Rheinland-Pfalz,Worms,Worms,,Nikolaus-Dörr-Halle,8.3507182,49.6341372,1
Rheinland-Pfalz,Germersheim / Südliche Weinstraße / Landau,Wörth am Rhein,,Lagerhalle in Hafengebiet,8.257338,49.0514423,1
Rheinland-Pfalz,Zweibrücken,Zweibrücken,,Cityoutlet,7.3634022,49.2450528,1
Schleswig-Holstein,Kreis Herzogtum-Lauenburg,(Alt-) Mölln,,Details sind noch nicht bekannt,10.6712572,53.6224935,1
Schleswig-Holstein,Kreis Stormarn,Bad Oldesloe,,Details sind noch nicht bekannt,10.3822557,53.8076269,1
Schleswig-Holstein,Kreis Ostholstein,Bad Schwartau,,Details sind noch nicht bekannt,10.6854143,53.9163386,1
Schleswig-Holstein,Kreis Dithmarschen,Brunsbüttel,,Details sind noch nicht bekannt,9.1338853,53.8988902,1
Schleswig-Holstein,Kreis Rendsburg-Eckernförde,Büdelsdorf,,Details sind noch nicht bekannt,9.6800016,54.3178434,1
Schleswig-Holstein,Kreis Pinneberg,Elmshorn,,Details sind noch nicht bekannt,9.6632521,53.7513549,1
Schleswig-Holstein,Kreis Ostholstein,Eutin,,Details sind noch nicht bekannt,10.6095048,54.1330282,1
Schleswig-Holstein,Flensburg,Flensburg (Stadtgebiet),,Details sind noch nicht bekannt,9.4469964,54.7937431,1
Schleswig-Holstein,Kreis Herzogtum-Lauenburg,Geesthacht,,Details sind noch nicht bekannt,10.3611665,53.4379562,1
Schleswig-Holstein,Kreis Rendsburg-Eckernförde,Gettorf,,Details sind noch nicht bekannt,9.9765262,54.4145511,1
Schleswig-Holstein,Kreis Stormarn,Großhansdorf,,Details sind noch nicht bekannt,10.2730016,53.651326,1
Schleswig-Holstein,Kreis Dithmarschen,Heide,,Details sind noch nicht bekannt,9.1019015,54.1951764,1
Schleswig-Holstein,Neumünster,Neumünster,Justus-von-Liebig-Straße 43923,Holstenhallen,9.975001,54.0944308,1
Schleswig-Holstein,Kreis Nordfriesland,Husum,,Details sind noch nicht bekannt,9.0600628,54.4837642,1
Schleswig-Holstein,Kreis Steinburg,Itzehoe,,Details sind noch nicht bekannt,9.5051475,53.9317752,1
Schleswig-Holstein,Kreis Segeberg,Kaltenkirchen,,Details sind noch nicht bekannt,9.958595,53.8306132,1
Schleswig-Holstein,Kiel,Kiel,Mühlendamm 1,Citti-Park (UKSH),10.0995714,54.3136397,1
Schleswig-Holstein,Kreis Schleswig-Flensburg,Kropp,,Details sind noch nicht bekannt,9.5090761,54.411313,1
Schleswig-Holstein,Kreis Ostholstein,Lensahn,,Details sind noch nicht bekannt,10.8825019,54.2162514,1
Schleswig-Holstein,Lübeck,Lübeck,Willy-Brandt-Allee 10,Musik- und Kongresshalle,10.678102,53.869349,1
Schleswig-Holstein,Kreis Nordfriesland,Niebüll,,Details sind noch nicht bekannt,8.8308427,54.7874263,1
Schleswig-Holstein,Kreis Schleswig-Flensburg,Norderbrarup,,Details sind noch nicht bekannt,9.7685886,54.6557286,1
Schleswig-Holstein,Kreis Segeberg,Norderstedt,,Details sind noch nicht bekannt,10.0008798,53.6993066,1
Schleswig-Holstein,Kreis Plön,Plön,,Details sind noch nicht bekannt,10.4259498,54.1613302,1
Schleswig-Holstein,Kreis Pinneberg,Prisdorf,,Details sind noch nicht bekannt,9.763663,53.677953,1
Schleswig-Holstein,Kreis Stormarn,Reinbek,,Details sind noch nicht bekannt,10.2443392,53.5170003,1
Schleswig-Holstein,Kreis Plön,Schönberg in Holstein,,Details sind noch nicht bekannt,10.3749347,54.3914715,1
Schleswig-Holstein,Kiel,Kiel,,Schwedenkai,10.1227651,54.3232927,1
Schleswig-Holstein,Kreis Segeberg,Wahlstedt,,Details sind noch nicht bekannt,10.2099094,53.9528496,1
Saarland,Landkreis Neunkirchen,Neunkirchen-Sinnerthal,,ehemaliger Praktiker/Max-Bahr-Baumarkt,7.1444616,49.3517859,1
Saarland,Regionalverband Saarbrücken,Saarbrücken,,Saarbrücker Messegelände,6.9969327,49.2401572,1
Saarland,Landkreis Saarlouis,Saarlouis,,ehemaliger Gebäudekomplex der Firma Braun CarTec,6.7522865,49.3134606,1
Sachsen,Chemnitz,Chemnitz,Wilhelm-Raabe-Str. 6,Netto Chemnitz,12.9184592,50.8210678,1
Sachsen,Dresden,Dresden,Messering 6,Messe Dresden,13.7204083,51.0682387,1
Sachsen,Leipzig,Leipzig,Messe-Allee 1,Messe Leipzig,12.3988051,51.3954727,1
Sachsen,Landkreis Leipzig,Borna,Oststraße 3a,ehem. Aldi Markt Borna,12.5067219,51.1240354,1
Sachsen,Landkreis Nordsachsen,Belgern-Schildau,Mühlberger Str. 37,Stadthalle Belgern,13.1338808,51.4759362,1
Sachsen,Landkreis Zwickau,Zwickau,Bergmannsstraße 1,Stadthalle Zwickau,12.4964177,50.7040704,1
Sachsen,Sächsische Schweiz - Osterzgebirge,Pirna,Radeberger Str. 1h,Aldi Pirna Jessen,13.9308178,50.9814802,1
Sachsen,Landkreis Mittelsachsen,Mittweida,Schillerstraße 1,Mittweida über Simmel-Markt (ehem. EKZ),12.9733328,50.9852696,1
Sachsen,Vogtlandkreis,Treuen OT Eich,Rebesgrüner Str. 9,Spektrum Treuen/Eich (ehem. Baumarkt),12.35027,50.54091,1
Sachsen,Landkreis Meißen,Riesa,Am Sportzentrum 5,Sachsen-Arena Riesa,13.2958838,51.2978197,1
Sachsen,Landkreis Görlitz,Löbau,Görlitzer Str. 2,Messehalle Löbau,14.6763391,51.1003993,1
Sachsen,Erzgebirgskreis,Annaberg-Buchholz,Ernst-Roch-Straße 4,Festhalle Annaberg-Buchholz,13.01302,50.57671,1
Sachsen,Landkreis Bautzen,Kamenz,Macherstraße 146,Sporthalle am Flughafen,14.1143767,51.2899953,1
Sachsen-Anhalt,Kreisfreie Stadt Dessau-Roßlau,Dessau-Roßlau,,Anhalt-Arena,12.2303935,51.8428278,1
Sachsen-Anhalt,Landkreis Stendal,Stendal,,ehemalige Kita,11.8517729,52.6041444,1
Sachsen-Anhalt,Landkreis Harz,Quedlinburg,,ehemaliger Supermarkt in der Nähe des Bahnhofs,11.141448,51.7920562,1
Sachsen-Anhalt,Landkreis Mansfeld-Südharz,Sangerhausen,Dr.-Wilhelm-Külz-Straße,Mammuthalle,11.2989722,51.4780992,1
Sachsen-Anhalt,Landkreis Wittenberg,Wittenberg,,Sporthalle der Berufsbildenden Schule,12.6279659,51.8739831,1
Sachsen-Anhalt,Salzlandkreis,Staßfurt,,ehemalige Kinderklinik,11.5790389,51.8608995,1
Sachsen-Anhalt,Kreisfreie Stadt Magdeburg,Magdeburg,,Messhalle,11.6276237,52.1205333,1
Sachsen-Anhalt,Saalekreis,Leuna,,CCE Kulturhaus,12.0242284,51.3232659,1
Sachsen-Anhalt,Landkreis Börde,Haldensleben,,Kindertagesstätte Regenbogen,11.4181493,52.284424,1
Thüringen,Erfurt,Erfurt,,Details sind noch nicht bekannt,11.02988,50.9847679,1
Thüringen,Jena,Jena,,Details sind noch nicht bekannt,11.5892372,50.927054,1
Thüringen,Gera,Gera,,Details sind noch nicht bekannt,12.0807203,50.8850706,1
