land,country,name,id,nuts,2020-04-05,2020-04-12,2020-04-19,2020-04-26,2020-05-03,2020-05-10,2020-05-17,2020-05-24,2020-05-31,2020-06-07,2020-06-14,2020-06-21,2020-06-28,2020-07-05,2020-07-12,2020-07-19,2020-07-26,2020-08-02,2020-08-09,2020-08-16,2020-08-23,2020-08-30,2020-09-06,2020-09-13,2020-09-20,2020-09-27,2020-10-04,2020-10-11,2020-10-18,2020-10-25,2020-11-01,2020-11-08,2020-11-15,2020-11-22,2020-11-29,2020-12-06,2020-12-13,2020-12-20,2020-12-27,2021-01-04,2021-01-10,2021-01-17,2021-01-24
Spanien,Spain,Illes Balears,ES,ES53,60,56,37,18,10,6,5,6,13,9,1,4,4,4,5,7,11,35,93,164,261,307,270,248,256,205,145,147,147,181,219,253,258,217,206,231,289,410,518,557,610,682,701
Spanien,Spain,Andalucía,ES,ES61,63,62,31,16,11,4,2,3,3,3,2,1,3,5,5,9,14,21,36,60,88,117,142,153,179,209,194,215,329,454,589,661,649,533,390,284,173,151,147,151,308,663,971
Spanien,Spain,Cataluña,ES,ES51,221,293,219,140,83,82,63,10,41,44,12,20,20,29,52,92,144,174,168,159,182,205,214,168,181,208,214,299,406,666,767,728,613,379,272,221,221,279,335,359,712,1035,961
Spanien,Spain,Galicia,ES,ES11,164,159,92,25,4,12,5,2,3,3,1,1,2,6,9,7,7,12,24,54,92,124,135,126,120,113,108,134,174,237,299,317,310,286,238,180,169,182,188,207,299,485,703
Spanien,Spain,Principado de Asturias,ES,ES12,85,99,52,13,8,4,4,2,5,5,1,0,0,0,1,1,3,11,24,32,38,46,60,72,96,121,128,175,259,341,396,487,629,586,411,305,223,157,120,123,186,317,493
Schweden,Sweden,Södermanlands län,SE,SE122,keine Daten,keine Daten,122,134,152,108,54,56,45,28,51,95,113,106,65,36,21,5,9,11,6,4,4,8,15,23,24,35,63,106,168,319,478,520,455,390,438,517,526,520,544,442,322
Schweden,Sweden,Östergötlands län,SE,SE123,keine Daten,keine Daten,88,87,69,54,54,64,61,74,113,132,136,100,44,25,18,22,30,32,31,21,19,26,24,33,52,78,122,208,325,440,401,274,256,308,386,476,468,606,722,625,525
Schweden,Sweden,Uppsala län,SE,SE121,keine Daten,keine Daten,86,105,118,112,102,103,117,143,141,150,213,152,41,33,26,20,26,28,29,22,18,28,35,47,95,192,221,202,318,507,639,722,753,738,765,855,781,668,632,481,356
Schweden,Sweden,Jönköpings län,SE,SE211,keine Daten,keine Daten,70,96,101,84,82,95,108,120,237,387,446,309,124,88,52,34,41,39,30,24,33,53,61,58,59,91,141,199,314,510,661,703,650,587,635,739,722,717,778,666,561
Schweden,Sweden,Kronobergs län,SE,SE212,keine Daten,keine Daten,62,81,104,119,125,123,107,91,75,52,31,19,14,26,29,27,67,79,51,43,32,49,71,92,94,77,101,216,384,585,716,638,590,584,630,832,855,887,1005,841,657
Schweden,Sweden,Örebro län,SE,SE124,keine Daten,keine Daten,143,174,172,145,110,106,112,98,99,84,60,68,37,7,15,25,35,33,20,21,34,43,50,52,75,155,225,362,521,669,803,815,697,545,513,543,555,570,566,450,372
Schweden,Sweden,Västmanlands län,SE,SE125,keine Daten,keine Daten,123,116,99,75,72,86,106,133,178,187,166,141,89,45,23,28,30,28,24,16,23,34,33,102,119,87,96,144,233,443,747,916,931,920,948,898,816,756,667,514,407
Schweden,Sweden,Värmlands län,SE,SE311,keine Daten,keine Daten,16,22,46,49,34,48,76,86,81,66,63,49,17,10,8,15,31,33,23,14,12,14,15,17,26,32,45,74,119,205,280,309,326,378,421,439,406,394,378,277,207
Schweden,Sweden,Dalarnas län,SE,SE312,keine Daten,keine Daten,92,111,137,95,58,59,57,66,60,48,89,118,78,42,24,22,29,28,30,38,35,49,81,77,65,72,102,145,217,355,465,491,509,540,628,750,747,685,580,460,389
Schweden,Sweden,Gävleborgs län,SE,SE313,keine Daten,keine Daten,76,76,85,104,116,112,109,135,182,182,221,229,179,96,22,23,25,30,26,22,16,24,23,35,52,58,56,71,115,236,439,632,781,913,1033,1415,1394,1020,861,574,388
Schweden,Sweden,Västernorrlands län,SE,SE321,keine Daten,keine Daten,24,42,58,55,70,101,123,123,114,119,140,125,95,74,48,37,29,23,18,9,5,11,13,16,23,31,33,36,74,218,441,690,828,896,987,1037,861,710,679,559,471
Schweden,Sweden,Jämtlands län,SE,SE322,keine Daten,keine Daten,90,102,132,133,133,146,140,127,137,127,91,62,41,39,32,28,23,17,12,12,25,23,21,53,73,161,187,97,82,162,317,556,613,498,527,586,572,576,622,511,391
Schweden,Sweden,Västerbottens län,SE,SE331,keine Daten,keine Daten,38,40,34,25,32,37,29,27,29,35,48,40,19,7,4,10,14,20,17,7,6,11,23,51,56,41,40,51,119,323,492,540,617,630,664,731,623,555,483,331,287
Schweden,Sweden,Norrbottens län,SE,SE332,keine Daten,keine Daten,38,34,32,28,24,24,38,64,117,191,238,166,67,51,39,23,18,16,8,6,5,5,10,28,45,60,80,93,146,336,452,557,694,629,504,469,440,360,417,496,462
Schweden,Sweden,Kalmar län,SE,SE213,keine Daten,keine Daten,19,28,38,34,26,27,40,49,54,58,61,59,36,22,16,10,14,21,27,21,9,7,7,10,10,14,32,65,110,228,334,358,472,521,535,645,663,743,835,678,504
Schweden,Sweden,Gotlands län,SE,SE214,keine Daten,keine Daten,10,32,66,49,14,10,29,35,51,78,81,62,41,73,88,86,93,73,37,12,7,8,14,12,34,61,52,73,186,478,717,658,731,913,874,733,540,435,442,356,230
Schweden,Sweden,Blekinge län,SE,SE221,keine Daten,keine Daten,4,13,21,13,16,41,72,98,103,69,41,28,16,11,9,16,41,51,29,15,9,6,11,58,93,85,57,76,128,173,249,323,379,486,640,745,833,1008,1068,879,613
Schweden,Sweden,Skåne län,SE,SE224,keine Daten,keine Daten,13,17,27,28,27,34,36,35,40,52,54,32,17,25,25,22,30,37,43,39,27,32,36,43,52,60,95,171,267,425,545,620,747,972,1203,1435,1450,1351,1393,1133,816
Schweden,Sweden,Hallands län,SE,SE231,keine Daten,keine Daten,28,45,52,44,47,53,70,83,85,80,137,119,35,33,27,37,60,59,55,53,40,43,53,74,79,88,100,137,216,364,440,410,536,578,555,731,936,1140,1132,912,783
Schweden,Sweden,Västra Götalands län,SE,SE232,keine Daten,keine Daten,48,59,83,86,86,93,102,182,287,274,253,185,87,-10,-23,63,76,66,46,32,29,34,35,49,54,57,82,142,250,404,491,510,523,524,688,900,906,850,835,719,331
Schweden,Sweden,Stockholms län,SE,SE110,keine Daten,keine Daten,110,112,113,94,78,68,71,152,168,143,182,135,69,-15,-32,27,32,34,29,21,17,22,37,67,93,119,151,212,359,574,755,826,890,910,925,934,772,599,497,373,300
Afghanistan,Afghanistan,Afghanistan,AF,AF,1,1,2,2,4,7,10,16,22,25,25,22,16,11,9,6,5,3,2,2,2,1,1,1,2,1,1,1,2,3,4,4,5,7,6,7,9,6,7,7,4,3,3
Albanien,Albania,Albanien,AL,AL,10,8,7,10,8,5,5,5,7,9,13,24,31,34,37,42,46,50,58,65,70,70,64,69,74,67,66,75,97,131,145,176,232,299,342,357,381,350,281,225,245,288,303
Algerien,Algeria,Algerien,DZ,DZ,3,3,3,3,4,5,6,6,5,4,3,4,5,10,14,16,19,19,18,16,14,13,11,9,8,6,5,5,5,7,9,13,21,29,33,31,23,16,15,12,8,8,8
Andorra,Andorra,Andorra,AD,AD,509,399,278,134,46,20,17,11,4,117,117,4,3,0,0,33,55,59,77,84,117,177,223,289,458,646,717,1129,1663,1762,1901,1766,1374,1146,1103,1042,822,692,327,807,1437,1170,1138
Angola,Angola,Angola,AO,AO,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,3,4,4,5,6,8,10,10,8,7,5,3,3,3,3,3,3,4,4
Anguilla,Anguilla,Anguilla,AI,AI,20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,33,40,7,20,33,13,0,7
Argentinien,Argentina,Argentinien,AR,AR,3,3,3,3,4,4,7,14,20,24,33,44,58,72,88,104,144,164,175,205,210,248,299,321,334,365,388,405,423,435,407,335,303,284,240,205,176,186,204,207,311,369,318
Armenien,Armenia,Armenien,AM,AM,22,19,17,26,39,53,78,126,158,210,256,245,272,282,237,204,177,139,102,86,80,70,67,71,89,119,171,238,412,755,970,967,825,649,582,528,458,396,313,208,146,150,128
Aruba,Aruba,Aruba,AW,AW,60,39,31,7,3,1,1,0,0,0,0,0,0,4,4,7,13,8,416,918,941,838,825,983,1032,747,495,328,228,212,185,169,134,123,165,219,198,198,257,363,698,816,631
Australien,Australia,Australien,AU,AU,16,9,3,2,1,1,1,1,1,1,0,1,1,4,8,13,18,24,26,21,15,9,6,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Österreich,Austria,Österreich,AT,AT,94,58,31,14,9,7,7,7,6,5,4,5,7,11,14,15,19,20,17,23,36,43,45,69,106,114,114,141,191,300,514,790,1043,1057,843,619,472,398,354,320,320,300,246
Aserbaidschan,Azerbaijan,Aserbaidschan,AZ,AZ,5,9,8,5,5,9,13,16,22,34,44,51,64,75,75,71,59,49,35,18,17,21,20,20,18,17,15,19,42,79,113,152,190,273,419,528,569,546,391,179,92,70,41
Bahamas,Bahamas,Bahamas,BS,BS,6,8,8,8,6,3,3,2,2,1,0,0,0,0,2,12,59,126,141,170,220,217,199,194,210,219,264,328,329,339,257,137,120,119,79,42,45,47,41,40,43,36,33
Bahrain,Bahrain,Bahrain,BH,BH,22,37,69,89,89,135,210,247,261,331,420,411,421,447,425,415,364,301,287,288,295,302,337,471,572,540,480,383,308,292,236,188,163,132,122,131,138,138,152,188,225,243,229
Bangladesch,Bangladesh,Bangladesch,BD,BD,0,0,1,3,4,6,8,12,15,20,25,28,31,30,28,26,24,22,21,22,22,21,19,16,14,13,12,12,12,12,13,13,14,16,18,18,17,14,11,9,8,7,6
Barbados,Barbados,Barbados,BB,BB,14,13,7,3,2,2,2,3,1,0,1,2,0,0,2,2,2,9,11,7,7,8,6,3,3,3,3,6,8,7,5,5,5,6,9,10,7,12,23,99,182,170,180
Belarus,Belarus,Belarus,BY,BY,5,26,55,83,115,132,137,140,137,132,121,105,79,53,37,27,23,21,18,15,17,23,25,26,30,36,49,63,78,98,124,142,156,188,220,245,268,279,299,280,269,290,250
Belgien,Belgium,Belgien,BE,BE,156,182,167,119,77,54,45,31,23,17,13,12,11,11,12,18,34,55,71,71,63,57,59,86,142,187,263,504,969,1550,1788,1340,768,491,337,275,280,301,264,209,228,249,253
Belize,Belize,Belize,BZ,BZ,1,3,3,1,0,0,0,0,0,0,1,1,1,2,3,3,3,4,27,99,134,136,145,122,92,94,143,144,155,181,163,259,352,253,222,650,893,598,318,190,187,153,117
Benin,Benin,Benin,BJ,BJ,0,0,0,0,0,2,2,-1,-1,1,2,4,6,4,2,3,3,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,3
Bermuda,Bermuda,Bermuda,BM,BM,50,56,79,84,47,14,13,24,27,13,6,8,3,0,6,11,6,5,6,10,14,11,13,13,8,6,2,5,6,11,22,29,37,29,47,98,289,384,241,153,120,98,48
Bhutan,Bhutan,Bhutan,BT,BT,0,0,0,0,0,0,2,2,3,4,3,1,1,2,1,1,1,2,2,5,6,11,10,3,4,4,5,5,4,4,3,2,3,3,3,6,5,5,24,32,25,16,5
Bolivien,Bolivia,Bolivien,BO,BO,1,2,3,5,9,14,21,32,50,63,73,92,112,128,143,174,182,176,176,173,164,134,100,93,85,61,53,40,25,20,18,14,12,12,12,14,22,41,66,105,163,210,248
Bosnien und Herzegowina,Bosnia and Herzegovina,Bosnien und Herzegowina,BA,BA,16,21,18,16,18,18,13,9,7,8,15,23,37,60,81,93,97,111,130,104,109,130,99,112,131,105,78,114,187,312,530,656,591,536,502,442,419,336,261,217,185,166,134
Botswana,Botswana,Botswana,BW,BW,keine Daten,1,1,0,0,0,0,1,1,0,1,2,3,8,12,11,12,12,9,17,17,18,30,26,24,28,26,68,88,60,60,81,67,75,75,82,123,63,49,74,86,111,153
Brasilien,Brazil,Brasilien,BR,BR,5,8,13,19,29,47,66,94,129,155,166,185,224,244,245,233,261,299,290,285,268,246,250,220,192,189,174,171,151,141,146,127,149,192,212,250,276,311,274,221,305,366,348
Britische Jungferninseln,British Virgin Islands,Britische Jungferninseln,VG,VG,10,3,3,10,7,3,7,3,0,0,0,0,0,0,0,0,0,3,3,0,40,93,139,96,26,17,0,0,0,3,3,0,0,0,3,3,23,43,43,36,13,79,132
Brunei,Brunei,Brunei,BN,BN,11,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,5,0,0
Bulgarien,Bulgaria,Bulgarien,BG,BG,5,5,5,9,10,9,9,7,4,4,11,17,20,26,37,43,45,46,42,34,27,26,25,25,26,31,39,62,113,193,351,532,631,667,632,566,528,425,261,169,154,125,90
Burkina Faso,Burkina Faso,Burkina Faso,BF,BF,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,2,1,2,1,1,1,1,1,1,1,1,2,6,9,11,9,9,10,9
Burundi,Burundi,Burundi,BI,BI,keine Daten,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,3,4
Kap Verde,Cabo Verde,Kap Verde,CV,CV,1,1,10,17,19,25,29,24,19,31,57,60,73,101,98,106,110,91,99,114,117,121,148,173,167,172,198,234,250,238,197,175,175,163,127,142,149,93,66,61,128,193,190
Kambodscha,Cambodia,Kambodscha,KH,KH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kamerun,Cameroon,Kamerun,CM,CM,2,3,1,3,4,4,5,9,10,11,15,14,10,8,10,9,6,4,5,5,3,3,3,4,3,2,2,2,2,1,1,3,3,4,5,5,5,4,3,4,2,4,10
Kanada,Canada,Kanada,CA,CA,37,48,51,60,65,58,46,42,37,29,21,15,12,11,11,13,17,17,15,14,14,16,19,23,31,44,60,66,85,101,103,127,157,176,197,224,240,265,242,229,308,300,225
Cayman Islands,Cayman Islands,Cayman Islands,KY,KY,55,68,33,26,20,17,30,73,72,53,70,47,14,9,8,3,3,0,0,0,3,3,0,5,6,3,6,17,30,27,11,17,21,17,30,41,37,43,30,47,67,50,32
Zentralafrikanische Republik,Central African Republic,Zentralafrikanische Republik,CF,CF,0,0,0,0,1,3,5,9,14,21,25,24,25,24,18,11,6,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0
Tschad,Chad,Tschad,TD,TD,0,0,0,0,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,4
Chile,Chile,Chile,CL,CL,20,27,29,32,50,81,126,210,292,340,390,566,511,278,225,185,161,151,143,137,129,126,130,130,124,121,125,123,113,108,105,102,102,100,100,103,112,142,158,161,229,291,300
China,China,China,CN,CN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kolumbien,Colombia,Kolumbien,CO,CO,2,4,5,5,8,11,16,20,27,35,42,58,80,95,115,158,194,237,272,296,302,274,246,213,194,190,177,193,205,206,243,252,227,205,215,241,231,289,350,310,389,486,444
Komoren,Comoros,Komoren,KM,KM,keine Daten,keine Daten,keine Daten,keine Daten,keine Daten,1,1,9,11,6,8,12,11,7,5,3,3,6,7,2,2,2,4,4,2,3,2,2,2,3,5,5,4,4,4,2,2,6,12,23,49,84,127
Kongo,Congo,Kongo,CG,CG,1,1,2,2,1,2,3,4,4,4,3,6,8,10,16,19,17,14,11,8,3,3,14,17,6,1,2,2,1,2,2,2,2,5,7,3,8,8,7,16,12,11,10
Costa Rica,Costa Rica,Costa Rica,CR,CR,6,6,4,2,2,2,2,3,4,8,13,18,28,55,88,120,150,154,158,186,207,221,257,309,330,326,304,302,321,307,284,261,260,256,272,280,316,318,247,246,281,267,210
Elfenbeinküste,Côte d’Ivoire,Elfenbeinküste,CI,CI,1,2,2,2,2,2,3,3,3,5,9,14,15,12,14,13,11,8,4,3,3,3,4,4,3,2,2,2,2,1,1,1,1,1,1,1,1,2,2,3,6,10,12
Kroatien,Croatia,Kroatien,HR,HR,23,22,17,11,6,4,3,1,0,0,0,2,11,20,25,30,28,22,18,32,63,87,93,84,73,65,67,104,194,391,636,757,802,895,1040,1144,1209,1113,720,423,367,299,217
Kuba,Cuba,Kuba,CU,CU,3,5,6,6,5,4,2,2,2,2,2,1,1,1,1,1,1,2,4,6,6,6,6,6,7,7,6,5,4,5,6,6,6,5,6,8,11,13,18,22,32,50,60
Curaçao,Curaçao,Curaçao,CW,CW,7,3,2,1,1,0,0,1,2,2,2,1,1,1,1,2,2,1,1,3,7,14,30,61,107,124,112,136,178,168,148,146,215,397,624,845,768,511,321,209,191,124,51
Zypern,Cyprus,Zypern,CY,CY,40,48,37,21,12,9,5,4,3,3,4,3,1,2,3,4,4,13,21,21,20,18,10,4,10,19,26,33,94,178,219,279,299,303,366,435,539,598,520,718,878,570,304
Tschechien,Czechia,Tschechien,CZ,CZ,32,30,21,13,9,7,7,8,7,6,7,8,15,19,15,13,20,27,28,30,34,41,59,111,198,267,312,493,859,1324,1575,1472,1112,727,560,512,576,758,876,1119,1513,1363,982
DR Kongo,Democratic Republic of the Congo,DR Kongo,CD,CD,0,0,0,0,0,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,2,3,3,3,3,3
Dänemark,Denmark,Dänemark,DK,DK,51,65,52,41,37,32,24,16,13,10,9,8,8,8,5,6,8,11,17,31,29,19,24,43,74,128,135,100,98,137,205,254,256,265,297,346,524,755,751,590,506,365,217
Dschibuti,Djibouti,Dschibuti,DJ,DJ,6,20,80,82,27,19,29,107,198,196,112,38,18,21,33,22,8,15,30,21,4,2,1,1,2,1,2,1,4,11,11,7,9,6,3,3,5,8,9,6,6,6,5
Dominica,Dominica,Dominica,DM,DM,18,7,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,1,3,1,6,6,0,10,11,3,8,13,6,36,49,24,11,4,10,6,6,24,24,6
Dominikanische Republik,Dominican Republic,Dominikanische Republik,DO,DO,14,19,27,29,30,39,40,38,46,48,52,65,78,99,121,142,169,179,155,130,105,73,75,87,83,71,57,65,63,56,55,52,59,76,90,93,103,116,117,113,146,199,202
Ecuador,Ecuador,Ecuador,EC,EC,16,32,33,86,114,39,21,41,34,36,43,43,48,64,72,68,73,71,78,85,75,69,11,28,94,92,83,70,69,83,90,75,63,61,67,70,57,47,43,47,67,97,114
Ägypten,Egypt,Ägypten,EG,EG,1,1,2,2,3,5,6,8,12,16,19,21,20,20,16,12,10,7,3,2,2,2,3,2,2,2,2,2,2,2,2,3,3,4,5,5,6,7,11,16,17,14,12
El Salvador,El Salvador,El Salvador,SV,SV,1,1,2,3,5,10,12,15,18,17,19,25,34,49,58,63,76,86,89,84,65,43,26,20,19,25,29,24,34,37,36,39,36,37,32,43,54,53,42,51,66,67,71
Äquatorialguinea,Equatorial Guinea,Äquatorialguinea,GQ,GQ,1,0,4,17,17,13,20,43,51,19,0,26,50,100,76,0,0,125,125,0,7,9,3,4,2,2,3,2,2,1,1,1,1,3,3,3,3,5,4,3,3,6,11
Eritrea,Eritrea,Eritrea,ER,ER,1,1,0,0,0,0,0,0,0,0,2,3,3,2,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,2,2,2,4,5,9,16,15,14,11
Estland,Estonia,Estland,EE,EE,58,48,33,25,13,7,6,6,7,9,8,3,1,1,2,2,2,4,9,8,9,14,18,23,31,40,52,50,36,41,68,129,200,272,333,397,453,514,585,583,604,590,522
Eswatini,Eswatini,Eswatini,SZ,SZ,0,0,1,4,8,10,8,7,7,7,18,26,25,30,49,69,74,85,89,92,85,62,54,44,36,31,26,21,18,16,12,13,15,19,27,24,31,80,165,217,261,259,106
Äthiopien,Ethiopia,Äthiopien,ET,ET,0,0,0,0,0,0,0,0,1,1,2,2,2,1,2,3,6,7,8,10,16,18,16,11,9,8,9,10,9,8,6,6,5,5,6,7,6,6,6,5,5,5,4
Falkland Inseln,Falkland Islands,Falkland Inseln,FK,FK,keine Daten,144,258,230,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,86,57,29,57,172,258,172,29,86,230
Färöer Inseln,Faroes,Färöer Inseln,FO,FO,135,51,8,6,4,0,0,0,0,0,0,0,0,0,2,8,6,70,205,301,190,80,59,25,43,76,82,35,23,27,20,14,6,6,8,20,53,74,111,151,131,59,12
Fiji,Fiji,Fiji,FJ,FJ,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0
Finnland,Finland,Finnland,FI,FI,24,32,34,29,27,25,20,11,9,7,4,3,2,2,2,1,2,2,3,5,6,6,7,9,12,20,28,42,52,52,52,53,55,70,96,109,112,100,78,68,63,62,72
Frankreich,France,Frankreich,FR,FR,81,82,63,44,28,22,17,9,14,14,8,10,9,10,12,12,15,20,26,46,67,89,122,154,192,235,247,293,415,602,771,968,847,527,353,227,236,270,277,272,329,381,403
Französisch-Polynesien,French Polynesia,Französisch-Polynesien,PF,PF,8,6,5,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,46,62,81,163,168,222,157,230,484,653,1105,1234,1494,1582,1062,851,758,588,383,286,265,246,252,140
Gabun,Gabon,Gabun,GA,GA,1,2,4,5,10,22,44,57,60,52,36,60,78,54,33,31,47,55,42,31,21,13,10,6,4,4,5,5,4,4,4,5,4,5,6,6,7,7,7,8,10,13,30
Georgien,Georgia,Georgien,GE,GE,3,4,6,6,5,4,3,2,2,2,2,3,1,1,2,2,4,4,3,4,4,4,6,23,52,79,111,156,235,464,629,761,1009,1204,1322,1411,1391,1115,779,509,442,455,352
Deutschland,Germany,Deutschland,DE,DE,85,79,56,39,26,17,14,11,9,7,6,7,9,7,6,6,8,10,13,16,21,22,21,22,26,30,34,48,79,136,215,282,309,310,304,307,341,394,379,319,324,319,266
Ghana,Ghana,Ghana,GH,GH,1,1,3,3,4,9,11,8,8,10,13,15,17,19,23,24,27,30,26,18,8,5,4,4,4,3,3,2,2,2,3,5,6,5,5,5,5,4,5,5,6,8,19
Gibraltar,Gibraltar,Gibraltar,GI,GI,261,190,89,36,33,15,9,15,65,71,21,3,3,6,9,6,15,24,36,80,95,208,255,134,104,145,243,315,413,540,392,374,591,490,332,282,181,567,1873,3449,4345,3752,2363
Griechenland,Greece,Griechenland,EL,EL,10,9,5,4,4,2,2,2,1,1,2,3,2,2,4,5,4,6,13,22,28,29,27,29,34,39,44,46,52,79,145,242,310,326,280,222,189,145,106,84,82,79,68
Grönland,Greenland,Grönland,GL,GL,16,2,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4,4,2,2,0,0,2,2,0,2,2,12,14,2,5,5
Grenada,Grenada,Grenada,GD,GD,10,4,2,4,6,3,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,4,1,4,4,8,8,0,25,59,42,24,17,4,12
Guam,Guam,Guam,GU,GU,49,46,15,5,8,5,3,9,12,8,6,25,40,47,35,11,20,29,43,113,238,467,473,322,295,274,345,429,578,674,603,603,846,780,413,270,171,123,97,69,91,94,78
Guatemala,Guatemala,Guatemala,GT,GT,0,1,1,2,2,3,7,13,18,20,27,34,40,56,69,86,88,70,64,63,65,63,53,45,43,46,48,43,41,39,38,36,38,41,40,39,41,45,34,28,43,59,63
Guernsey,Guernsey,Guernsey,GG,GG,213,268,132,45,20,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,3,3,2,11,19,22,19,6,6,8,5,8,12,11,12,14,25
Guinea,Guinea,Guinea,GN,GN,1,2,3,6,8,8,8,9,8,7,6,6,6,5,6,7,7,6,7,9,8,7,6,5,5,4,3,3,6,5,5,6,3,3,3,3,3,2,2,2,2,3,3
Guinea Bissau,Guinea-Bissau,Guinea Bissau,GW,GW,1,2,2,1,12,34,35,23,17,10,7,9,8,11,12,8,6,3,5,7,5,4,5,4,3,2,3,3,1,1,1,1,0,0,0,1,1,0,0,0,2,3,3
Guyana,Guyana,Guyana,GY,GY,3,5,5,4,2,4,4,4,5,2,1,4,9,11,9,8,9,18,25,30,49,67,65,79,102,117,105,89,81,70,60,62,78,79,70,68,69,64,47,24,59,70,72
Haiti,Haiti,Haiti,HT,HT,0,0,0,0,0,1,3,7,15,21,19,16,13,10,8,6,5,4,3,4,4,3,2,2,2,2,2,1,1,1,1,1,1,1,1,1,3,4,4,3,2,7,9
Honduras,Honduras,Honduras,HN,HN,3,3,2,3,6,13,16,20,26,24,37,65,93,113,101,100,113,95,83,74,71,98,104,77,69,74,81,91,89,92,99,74,49,40,48,67,65,61,58,64,79,108,142
Ungarn,Hungary,Ungarn,HU,HU,6,10,13,12,11,7,5,5,3,2,2,1,1,1,1,2,2,2,3,4,5,11,33,65,107,127,129,142,167,235,358,545,662,646,713,780,683,522,336,243,276,244,172
Island,Iceland,Island,IS,IS,257,191,80,25,8,3,1,1,1,1,1,2,3,4,3,3,4,19,31,29,30,26,22,17,57,128,161,253,318,258,234,176,84,56,54,57,49,45,47,31,48,61,26
Indien,India,Indien,IN,IN,0,1,1,1,2,3,4,5,7,9,10,12,16,20,24,30,40,50,56,61,65,71,80,89,93,89,82,76,67,57,49,47,45,42,43,39,33,27,23,21,19,17,15
Indonesien,Indonesia,Indonesien,ID,ID,1,1,2,2,2,2,2,3,3,3,4,5,6,7,8,8,8,9,10,10,10,12,15,17,18,21,22,21,21,21,19,18,20,22,25,29,31,33,35,34,42,55,59
Iran,Iran,Iran,IR,IR,44,40,29,22,18,20,27,33,37,43,43,39,42,42,41,40,40,42,42,40,38,36,33,34,42,53,59,64,70,82,107,135,169,205,222,222,190,133,110,109,102,104,103
Irak,Iraq,Irak,IQ,IQ,2,2,1,1,2,2,3,4,8,20,34,46,63,74,80,80,81,91,100,119,135,135,139,147,146,147,149,131,118,123,121,116,109,91,78,72,60,50,42,35,17,25,38
Irland,Ireland,Irland,IE,IE,86,144,207,196,128,76,53,34,18,11,6,4,3,3,4,5,5,8,17,22,26,31,35,45,66,82,104,154,243,298,246,169,120,103,88,77,80,108,203,456,1254,1444,814
Isle of Man,Isle of Man,Isle of Man,IM,IM,147,219,201,94,27,26,16,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,4,7,7,2,6,11,12,13,7,2,5,4,1,8,26,56,42
Israel,Israel,Israel,IL,IL,85,80,58,49,31,12,5,3,5,14,24,33,54,106,172,235,269,263,243,227,233,247,318,492,668,860,921,702,412,212,130,109,104,114,137,183,253,360,533,761,1052,1265,1225
Italien,Italy,Italien,IT,IT,116,97,83,68,53,35,24,18,13,9,7,6,6,5,5,5,5,6,7,10,15,24,30,32,34,37,45,75,147,283,489,678,777,785,674,530,428,372,338,335,379,374,315
