date,Deutschland ,Afghanistan  ,Ägypten  ,Algerien  ,Angola  ,Argentinien  ,Aserbaidschan  ,Äthiopien  ,Australien  ,Bangladesch  ,Belarus  ,Belgien  ,Benin  ,Bolivien  ,Brasilien  ,Bulgarien  ,Burkina Faso  ,Burundi  ,Chile  ,China  ,Costa Rica  ,Dänemark  ,Dominikanische Republik  ,Ecuador  ,El Salvador  ,Elfenbeinküste  ,Finnland  ,Frankreich  ,Ghana  ,Griechenland  ,Großbritannien  ,Guatemala  ,Guinea  ,Haiti  ,Honduras  ,Indien  ,Indonesien  ,Irak  ,Iran  ,Israel  ,Italien  ,Japan  ,Jemen  ,Jordanien  ,Kambodscha  ,Kamerun  ,Kanada  ,Kasachstan  ,Kenia  ,Kirgisistan  ,Kolumbien  ,Kuba  ,Libanon  ,Libyen  ,Madagaskar  ,Malawi  ,Malaysia  ,Mali  ,Marokko  ,Mexiko  ,Mosambik  ,Nepal  ,Nicaragua  ,Niederlande  ,Niger  ,Nigeria  ,Norwegen  ,Österreich  ,Pakistan  ,Papua-Neuguinea  ,Paraguay  ,Peru  ,Philippinen  ,Polen  ,Portugal  ,Ruanda  ,Rumänien  ,Russland  ,Sambia  ,Saudi-Arabien  ,Schweden  ,Schweiz  ,Senegal  ,Serbien  ,Sierra Leone  ,Simbabwe  ,Singapur  ,Slowakei  ,Somalia  ,Spanien  ,Sri Lanka  ,Südafrika  ,Sudan  ,Südkorea  ,Südsudan  ,Syrien  ,Tadschikistan  ,Tansania  ,Thailand  ,Togo  ,Tschad  ,Tschechien  ,Tunesien  ,Türkei  ,Uganda  ,Ukraine  ,Ungarn  ,USA  ,Usbekistan  ,Venezuela  ,Vereinigte Arabische Emirate  ,Vietnam  
2021-11-30,12.81,,,,,4.36,8.62,,1.74,,,15.15,,3.1,7.73,,,,44.81,,,14.56,12.23,2.35,,,,11.7,,13.22,27.28,,,,,,,,,44.02,11.24,,,,13.41,,3.32,,,,,,,,,,7.57,,,,,,,,,,11.13,22.14,,,,2.99,0.28,7.5,12.1,,,3.03,,,,6.44,,,,,26.54,,,10.93,,,,6.33,,,,,4.78,,,8.25,3.56,16.07,,,26.56,13.9,,,30.16,
2021-12-01,13.92,,,,,4.67,8.91,,1.82,,,16.11,,3.12,7.88,,,,45.46,,,15.14,12.27,2.52,,,,12.4,,13.86,27.88,,,,,,,,,44.07,11.93,,,,13.52,,3.43,,,,,,,,,,7.98,,,,,,,,,,12.15,23.22,,,,3.29,,8.26,12.71,,,3.1,,,,7.13,,22.01,,,26.81,,,11.32,,,,6.65,,,,,4.92,,,8.85,3.62,16.14,,,27.08,14.27,,,,
2021-12-02,15.02,,,,,4.99,9.18,,1.92,,,17.14,,3.17,8.05,,,,46.07,4.55,,15.72,12.31,2.71,,,,13.19,,14.52,28.5,,,,,,,,,44.12,12.65,,,,13.71,,3.53,,,,,,,,,,8.4,,,,,,,,,,13.25,24.34,,,1.43,3.62,,8.69,13.33,,,3.16,,1.01,,7.79,,22.41,,,27.06,,,,,,,7,,,,,,,,9.54,3.67,16.2,,,,14.65,,,,
2021-12-03,16.1,,,,,5.22,9.44,,2.02,,,18.08,,3.23,8.26,,,,46.67,,,16.21,12.36,2.87,,,,14.08,,15.18,29.07,,,,,,,,,44.15,13.42,,,,13.92,,5.57,,,,,,,,,,8.76,,,,,,,2.01,,,13.73,25.63,,,,3.93,,9.24,13.98,,,3.2,,1.04,,8.46,,,,,27.48,,,,,,,7.56,,,,,5,,,10.24,3.73,16.27,,,,15.08,,,,
2021-12-04,16.96,,,,,5.38,9.7,,2.06,,,18.49,,3.25,8.4,,,,46.79,,,16.52,12.38,2.94,10.61,,5.02,14.58,,15.85,29.75,,,,,,,,1.12,44.16,14.12,,,,14.13,,5.72,,,,,,,,,,8.96,,,,,,,,,,13.77,26.37,,,,4.27,0.35,9.62,14.53,,,3.3,,1.08,,8.78,,,,,27.87,9.56,,,,,,,,,,,,,,10.49,3.81,16.3,,,27.67,15.29,,,,
2021-12-05,17.25,,,,,,,,2.08,,,18.53,,3.26,8.42,,,,46.8,,0.69,16.76,12.39,2.98,11.05,,,14.72,,16.36,30.17,,,,,,,,,44.21,14.55,,,,14.27,,5.81,,,,,,,,,,9.12,,,,,,,,,,13.79,26.7,,,,4.49,0.46,9.71,15.14,,,,,1.12,,8.87,,22.62,,,28.14,,,11.76,,,,7.75,,,,,5.29,,,10.67,3.93,16.33,,,28.71,15.4,,,30.33,
2021-12-06,18.01,,,,,5.46,9.89,,2.17,,,19.22,,3.3,8.63,,,,47.44,,,17.37,12.43,3.12,11.21,,,15.46,,17.21,30.66,,,,,,,,,44.26,15.3,,,,14.63,,5.99,,,,,,,,,,9.39,,,,,,,,,,14.27,27.42,,,,4.72,,,15.86,,,3.38,,1.16,,9.48,,22.94,,,28.44,,,,,,,8.32,,,,,,,,11.29,4.08,16.4,,,28.96,15.72,,,30.95,
2021-12-07,19.13,,,,,5.65,10.15,,2.26,,,20.15,,3.35,8.86,,,,48.13,,,18.04,12.48,3.3,11.4,,,16.42,,17.94,31.23,,,,,,,,,44.3,16.1,,,,15.07,,6.28,,,,,,,,,,9.75,,,,,,,,,,14.96,28.42,,,,4.94,0.51,10.43,16.58,,,3.39,,1.21,,10.26,,23.08,,,28.8,,,12.45,,,,8.89,,,,,,,,12.02,4.27,16.46,,,29.32,16.05,,,31.25,
2021-12-08,20.47,,,,,,10.41,,2.37,,,21.1,,3.41,9.03,,,,48.14,,,18.85,,3.44,,,,17.3,,18.76,31.84,,,,,,,,,44.34,16.51,,,,15.5,,6.56,,,,,,,,,,10.11,,,,,,,,,,16.2,28.88,,,,5.09,,,17.19,,,3.63,,1.26,,10.96,,23.22,,,29.08,,,12.62,,,,9.49,,,,,,,,12.78,4.47,16.52,,,29.73,16.39,,,31.52,
2021-12-09,21.75,,,,,5.96,10.66,,2.49,,,22.21,,3.48,9.28,,,,48.65,6.67,,19.68,12.52,3.59,,,,18.29,,19.57,32.53,,,,,,,,,44.39,17.32,,,,15.88,,6.83,,,,,,,,,,10.52,,,,,,,,,,17.58,29.86,,,1.62,5.31,,11.44,17.87,,,3.66,,1.31,,11.8,,,,,29.34,,,,,,,10.37,,,,,,,,13.54,4.6,16.59,,,,16.73,,,31.77,
2021-12-10,23.03,,,,,6.43,10.89,,2.6,,,23.17,,3.55,9.49,,,,49.13,,,20.54,12.59,3.73,,,,19.38,,20.38,33.15,,,,,,,,,44.41,18.18,,,,16.16,,7.31,,,,,,,,,,10.88,,,,,,,3.79,,,18.15,31.06,,,,5.55,,12.47,18.51,,,3.67,,1.33,,12.62,,,,,29.78,,,,5.03,,,11.88,,,,,5.35,,,14.25,4.76,16.66,,,,17.1,,,32,
2021-12-11,24.08,,,,,6.6,11.13,,2.66,,,23.67,,,9.56,,,,49.25,,,21.13,,3.8,11.62,,7.02,20.03,,21.18,33.96,,,,,,,,,44.42,18.94,,,,16.41,,7.54,,,,,,,,,,11.09,,,,,,,,,,18.22,31.7,,,,5.78,,12.85,19.11,,,3.81,,1.37,,13.08,,23.34,,,30.17,12.13,,12.89,5.51,,,12.42,,,,,,,,14.5,4.88,16.69,,,30.17,17.29,,,32.27,
2021-12-12,24.42,,,,,6.71,,,2.7,,,23.71,,3.57,9.6,,,,49.26,,0.76,21.7,12.61,3.85,12.25,,,20.24,,21.78,34.54,,,,,,,,,44.48,19.42,,,,16.56,,7.68,,,,,,,,,,11.29,,,,,,,,,,18.26,31.99,,,,5.95,0.58,12.94,19.74,,,3.87,,,,13.24,,,,,30.44,,,18.82,5.89,,,12.44,,,,,5.84,,,14.65,4.96,16.72,,,31.19,17.39,,,32.49,
2021-12-13,25.26,,,,,6.99,11.31,,2.99,,,24.58,,3.64,9.8,0.19,,,49.86,,,23.14,12.64,3.97,,,,21.11,,22.47,35.3,,,,,,,,,44.53,20.2,,,,16.88,,7.96,,,,,,,,,,11.67,,,,,,,,,,18.77,32.62,,,,6.14,0.73,13.29,20.43,,,3.88,,1.42,,13.98,,23.6,,,30.75,,,19.7,6.08,,,13.98,,,,,,,,15.21,5.09,16.81,,,31.29,17.68,,,32.59,
2021-12-14,26.43,,,,,7.28,11.56,,3.37,,,25.65,,3.72,10.01,2.68,,,50.43,,,25.02,12.67,4.09,,,,22.25,,23.3,36.26,,,,,,,,,44.58,21.01,,,,17.13,,8.52,,,,,,,,,,12.14,,,,,,,,,,19.65,33.42,,,,6.33,0.77,13.74,21.18,,,3.97,,1.48,,14.82,,,,,31.22,,,20.87,6.7,,,15.55,,,,,5.93,,,15.9,5.19,16.89,,,31.43,17.99,,,,
2021-12-15,28.12,,,,,7.68,11.79,,3.82,,,26.68,,3.8,10.17,2.82,,,50.94,,,27.33,12.7,4.47,12.58,,,23.29,,24.13,37.35,,,,,,,,,44.64,21.87,,,,,,9.04,,,,,,,,,,12.65,,,,,,,,,,21.11,34.36,,,,6.5,0.84,14.24,21.69,,,,,1.51,,15.66,,,,,31.59,,,21.59,7.67,,,17.37,,,,,,,,16.59,5.35,16.95,,,31.6,18.3,,,,
2021-12-16,29.52,,,,,8.03,12.01,,4.33,,,27.83,,3.88,10.41,2.96,,,51.4,,,29.88,12.73,4.63,,,,24.42,,24.95,38.62,,,,,,,,,44.71,22.72,,,,17.34,,9.66,,,,,,,,,,13.15,,,,,,,,,,22.71,35.34,,,1.96,6.66,,14.7,22.13,,,3.99,,1.55,,16.55,,,,,31.98,,,,8.7,,,19.17,,,,,,,,17.28,5.44,17.3,,,,18.62,,,,
2021-12-17,30.8,,,,,8.37,12.21,,4.88,,,28.95,,3.95,10.6,3.09,,,51.82,,,32.4,12.76,4.78,,,,25.63,,25.74,39.87,,,,,,,,,44.75,23.58,,,,17.77,,10.37,,,,,,,,,,13.63,,,,,,,6.82,,,23.4,36.34,,,,6.81,,15.18,22.64,,,4.08,,1.56,,17.4,,,,,32.46,,,,9.58,,,21.49,,,,,6.16,,,17.97,5.57,18.1,,,,18.98,,,,
2021-12-18,31.75,,,,,8.56,12.42,,5.15,,,29.55,,3.97,10.66,3.14,,,51.91,,,33.83,12.77,4.85,,,9.67,26.32,,26.53,41.24,,,,,,,,1.51,44.76,24.35,,,,17.95,,10.95,,,,5.22,,,,,,13.85,,,,,,,,,,23.53,36.9,,,,6.96,0.91,15.48,23.33,,,4.09,,1.59,,17.91,,,,,32.92,15.47,,22.48,10.91,,,22.53,,,,,,,,18.21,5.76,18.62,,,31.82,19.17,,,,
2021-12-19,32.12,,,,,8.7,,,5.31,,,29.67,,3.99,10.68,3.16,,,51.92,,,35.06,12.78,4.89,13.36,,,26.58,,27.21,42.49,,,,,,,,,44.83,24.85,,,,18.09,,11.4,,,,,,,,,,14.08,,,,,,,,,,23.58,37.21,,,,7.09,1,15.56,23.34,,,,,1.62,,18.16,,,,,33.28,,,23.69,11.31,,,22.59,,,,,,,,18.38,5.88,19.09,,,32.22,19.28,,,,
2021-12-20,33.09,,,,,,12.56,,5.86,,,30.87,,4.06,10.9,3.28,,,52.39,,1.21,37.36,,5.04,13.77,,,27.46,,27.98,43.8,0.35,,,,,,,,44.88,25.64,0.2,,,18.46,,12.05,,,,,7.88,,,,,14.52,,,,,,,,,,24.51,37.83,,,,7.47,,15.88,23.35,,,4.1,,1.78,,18.98,,,,,33.81,,,24.34,11.65,,,24.25,,,,,,,,18.99,,20.02,,,32.32,19.62,,,,
2021-12-21,34.26,,,,,9.05,12.78,,6.47,,,32.37,,4.13,11.11,3.42,,,52.85,,,39.25,12.81,5.18,14.03,,,28.47,,28.79,45.22,,,,2.11,,,,,44.95,26.45,0.23,,,18.8,,13.03,,,,5.27,8.19,3.91,,,,15.02,,,,,,,,,,25.61,38.45,,,,8.2,,16.16,24.03,,,4.45,,2.17,,19.93,,23.81,,,34.36,,,25.25,12.37,,,25.61,,,,,,,,19.64,,20.94,,,32.43,19.98,,,,
2021-12-22,35.42,,,,,9.39,12.99,,7.12,,,33.74,,4.19,11.34,3.54,,,53.23,,,40.86,12.88,5.36,,,,29.33,,29.58,46.45,0.38,,,,,,,,45.02,27.25,0.27,,,19.08,,14.05,,,,,8.65,3.92,,,,15.54,,,,,,,,,,26.5,39.02,,,2.41,8.84,,16.47,24.78,,,4.54,,2.69,,20.85,,,,,34.96,,,,13.21,,,26.82,,,,,6.79,,,20.18,6.05,21.82,,,,20.32,,,32.74,
2021-12-23,36.19,,,,,9.72,13.2,,,,,34.86,,4.24,,3.63,,,53.53,,,42.17,12.89,5.53,,,14.06,29.99,,30.33,47.34,,,,,,,,,45.1,27.96,,,,19.34,,,,,,5.67,9.33,3.98,,,,16.07,,,,,,,,,,,39.34,,,,9.27,,16.62,25.5,,,4.67,,3.27,,21.66,,,,,35.62,,,,13.99,,,27.99,,,,,,,,20.43,6.3,22.59,,,,20.58,,,34.3,
2021-12-24,36.26,,,,,,13.38,,,,,,,,,,,,,,,42.33,,5.55,,,,30.15,,,47.59,,,,,,,,,45.16,28.31,,,,19.63,,15.14,,,,,10.28,,,,,16.49,,,,,,,11.48,,,,39.38,,,,9.4,,,,,,4.68,,3.63,,21.85,,,,,36.04,,,,14.61,,,29.56,,,,,,,,,,23.34,,,,,,,,
2021-12-25,36.3,,,,,9.98,,,7.7,,,34.97,,4.28,,3.64,,,53.61,,,42.64,,5.58,,,17.37,30.16,,,47.61,0.41,,,,,,,,45.18,28.36,,,,19.86,,16.24,,,,5.82,11.71,4,,,,16.57,,,,,,,,,,,39.4,,,,9.47,1.04,,,,,,,4.04,,21.86,,24.56,,,36.05,17.27,,26.22,15.35,,,29.67,,,,,,,,20.44,6.44,23.72,,,,20.64,,,,
2021-12-26,36.37,,,,,10,13.58,,8.12,,,34.98,,4.29,11.54,3.65,,,53.62,,3.91,43.12,12.9,5.6,,,17.4,30.24,,30.88,47.64,0.42,,,,,,,,45.27,28.63,0.31,,,20.02,,16.27,,,,5.85,12.45,4.01,,,,16.76,,,,,,,,,,26.63,39.5,,,,9.85,1.24,,,,,4.72,,4.71,,21.89,,,,,36.83,,,27.21,15.66,,,29.72,,,,,7.85,,,20.45,6.75,24.05,,,32.55,20.72,,,,
2021-12-27,36.94,,,,,10.07,13.74,,8.21,,,35.59,,4.35,11.78,3.68,,,54.3,,,44.69,12.93,5.8,,,17.44,30.92,,31.27,48.04,0.44,,,,,,,,45.36,29.46,0.37,,,20.36,,16.48,,,,,12.8,4.11,,,,17.14,,,,,,,,,,26.96,39.87,,,,10.45,1.34,16.64,25.76,,,4.74,,5.32,,22.58,,24.88,,,37.59,,,27.88,15.78,,,31.21,,,,,,,,20.91,6.82,24.77,,,32.73,20.97,,,,
2021-12-28,37.63,,,,,,13.97,,8.32,,,36.35,,4.44,12.04,3.71,,,55.24,,,46.17,13.02,6.02,,,,31.76,,31.96,48.52,0.45,,,2.93,,,,,45.46,30.37,,,,20.6,,17.15,,,,6.01,,,,,,17.59,,,,,,,,,,27.54,40.22,,,3.81,11.08,,,26.5,,,4.76,,5.95,,23.34,,,,,38.44,,,28.69,16.52,,,32.42,,,,,,,,21.45,6.89,25.45,,,32.82,21.26,,,,
2021-12-29,38.31,,,,,11.01,14.21,,8.75,,,37.12,,4.5,12.25,3.85,,,56.25,,,47.45,13.13,6.19,14.27,,18.3,32.5,,32.7,49.15,0.47,,,,,,,,45.55,31.28,,,,20.82,,18.36,,,,6.32,14.23,4.29,,,,18.14,,,,,,,,,,28.23,40.57,,,,11.6,1.45,17.36,27.35,,,,,6.59,,24.12,,,,,39.24,,,,17.17,,,33.47,,,,,8.9,,,21.98,7,26.08,,,32.91,21.54,,,,
2021-12-30,38.83,,,,,12.1,14.46,,,,,37.57,,4.59,12.39,3.95,,,57.22,,,48.21,13.2,6.29,,,19.22,33.13,,33.4,49.74,,,,,,,,,45.68,32.11,,,,21.02,,19.18,,,,6.45,17.86,,,,,18.76,,,,,,,,,,28.53,40.81,,,,11.98,,18.12,28.23,,,5.03,,7.28,,24.81,,,,,40.04,,,,17.94,,,34.54,,,,,,,,22.39,7.09,26.67,,,,21.8,,,,
2021-12-31,38.95,,,,,12.22,,,,,,,,4.63,,,,,,,,48.29,13.22,,,,20.41,33.3,,,49.98,0.48,,,,,,,,45.76,32.52,,,,21.17,,19.96,,0.01,,,19.21,4.36,,,,19.3,,,,,,,18.51,,,,40.87,,,,12.08,,18.16,,,,,,7.63,,25,,25.08,,,,,,,18.64,,,35.98,,,,,9.66,,,,7.17,27.19,,,,21.9,,,,
2022-01-01,38.98,,,,,12.26,,,9.23,,,,,4.67,12.42,3.99,,,,,,48.41,13.23,6.31,,,,33.32,,33.89,50.01,,,,,,,,,45.79,32.63,,,,21.22,,20.2,,,,6.49,19.33,4.37,,,,19.43,,,,,,,,,,,40.89,,,,12.12,,18.17,,,,,,7.97,,25.02,,,,,40.48,19.34,,29.4,18.85,,,36.04,,,,,10.01,,,22.47,7.25,27.5,,,32.97,21.91,,,,
2022-01-02,39.12,,,,,,14.67,,9.81,,,37.61,,4.68,12.43,4.03,,,57.48,,5.96,48.98,13.24,6.33,,,,33.4,,34.34,50.17,0.49,,,,,,,,45.93,33.08,,,,21.25,,20.25,,0.02,,6.52,19.36,4.4,,,,19.71,,,,,,,,,,28.54,40.99,,,,12.35,,18.19,28.73,,,5.06,,8.51,,25.08,,,,,41.24,,,30.53,18.94,,,36.08,,,,,10.03,,,22.6,,27.8,,,32.99,21.99,,,34.6,
2022-01-03,39.57,,,,,12.46,,,9.95,,,38.66,,4.8,12.63,4.11,,,58.24,,,49.96,13.35,6.59,15.04,,21.9,34.14,,34.92,50.38,0.5,,,,,,,,46.1,33.94,,,,21.55,,20.47,,0.03,,6.69,19.39,4.5,,,,20.33,,,,,,,,,,29.13,41.24,,,,12.79,1.61,18.5,29.53,,,,,9.06,,25.8,,,,,41.95,,,31.23,18.97,,,37.03,,,,,10.04,,,23.15,7.31,,,,33.06,22.19,,,36.71,
2022-01-04,40.22,,,,,,14.68,,10.63,,,39.89,,4.91,12.92,4.36,,,58.94,,,50.88,13.51,6.94,,,21.91,35.09,,35.59,50.71,0.52,,,,,,,,46.75,34.89,,,,21.93,,21.84,,0.04,,6.87,19.52,4.59,,,,21.06,,,,,,,,,,30.3,41.55,,,,13.29,1.99,19.04,30.35,,,,,9.64,,26.67,,,,,,,,,19.14,,,37.75,,,,,,,,23.86,7.48,28.53,,,33.13,22.42,,,36.89,
2022-01-05,40.98,,,,,13.83,14.89,,11.5,,,41.23,,5.04,,4.7,,,59.52,8.35,,51.7,13.66,7.31,,,22.14,35.94,,36.28,51.07,0.56,,,,,,,,47.5,35.82,,,,22.26,,22.76,,0.06,,7.05,20.21,4.69,,,,21.8,,,,,,,,,,32.01,41.92,,,,13.9,2.22,19.63,31.13,,,5.07,,10.2,,27.51,,,,,,,,31.91,19.3,,,38.4,,,,,,,,24.62,7.54,29.9,,,33.2,22.66,,,37.1,
2022-01-06,41.62,,,,,,15.13,,12.4,,,42.58,,5.19,,5.08,,,60.01,,,52.45,13.8,7.67,,,,36.89,,36.48,51.41,0.77,,,3.75,,,,,48.34,36.27,,,,22.56,,23.75,,0.07,,,21.34,4.7,,,,22.56,,,,,,,,,,33.66,42.06,,,5.76,14.54,,19.7,31.99,,,,,10.81,,28.38,,,,,,,,,19.53,,,39.14,,,,,10.07,,,25.43,7.61,30.61,,,,22.9,,,37.37,
2022-01-07,42.32,,,,,15.22,15.38,,13.28,,,43.89,,5.3,,5.45,,,60.49,,,53.24,13.93,8.06,,,24.65,37.95,,36.96,51.74,1.09,,,,,,,,48.76,37.19,,,,22.74,,24.76,,,,7.24,22.78,4.89,,,,23.21,,,,,,,27.65,,,34.44,42.53,,,,15.18,,20.12,32.34,,,,,11.1,,29.26,,,,,,,,,19.67,,,40.31,,,,,10.7,,,26.3,7.66,31.4,,,,23.18,,,37.61,
2022-01-08,42.78,,,,,16.31,15.62,,13.83,,1.21,44.59,,5.42,13.18,5.56,,,60.55,,,53.66,13.98,8.22,,,,38.58,,37.62,52.08,1.31,,,,,,,,49.11,38.02,,,,22.96,,25.47,,,,7.55,24.33,5.06,,,,23.59,,,,,,,,,,34.72,42.84,,,,15.87,2.53,20.43,32.77,,,5.13,,11.44,,29.73,,25.52,,,,21.91,,32.45,19.89,,,40.99,,,,,11.13,,,26.58,7.7,31.79,,,33.4,23.34,,,,
2022-01-09,42.94,,,,,16.62,,,14.16,,,44.79,,5.45,13.87,5.64,,,60.56,,7.4,54.04,14,8.35,,,26.18,38.77,,37.94,52.29,1.55,,,,,,,,49.96,38.55,0.42,,,23.08,,25.96,,0.09,,7.63,25.75,5.13,,,,23.92,,,,,,,,,,34.78,42.96,,,,16.29,3,20.49,33.1,,,5.14,,11.95,,29.96,,,,,,,,33.72,20.09,,,41.02,,,,,11.46,,,26.74,7.76,32.09,,,34.11,23.42,,,37.97,
2022-01-10,43.45,,,,,17.22,15.84,,15,,,45.84,,5.6,14.17,5.87,,,61.08,,,54.64,14.04,8.76,,,,39.46,,38.4,52.51,1.86,,,,,,,,50.78,39.44,0.69,,,23.74,,26.88,,0.11,,7.7,26.64,5.28,,,,24.59,,,,,,,,,,35.55,43.28,,,,16.81,3.22,20.82,33.32,,,5.15,,12.44,,30.67,,,,,42.63,,,34.41,20.16,,,41.88,,,,,11.59,,,27.38,7.8,32.73,,,34.17,23.63,,,38.32,
2022-01-11,44.19,,,,,17.91,16.08,,15.94,,,47.05,,5.75,14.47,6.22,,,61.51,,,55.13,14.2,9.17,,,28.31,40.28,,39,52.71,2.22,,,,,,,,51.52,40.41,0.75,,,24.49,,27.88,,0.12,,7.86,28.03,5.36,,,,25.36,,,,,,,,,,36.72,43.67,,,,17.32,3.47,21.23,34.23,,,5.37,,12.89,,31.46,,,,,48.12,,,35.19,,,,42.55,,,,,11.85,,,28.09,7.84,33.27,,,34.25,23.84,,,38.41,
2022-01-12,45,,,,,18.61,16.33,,16.92,,,48.08,,5.9,14.75,6.56,,,61.89,,,55.67,14.37,9.6,,,,40.95,,39.58,52.9,2.59,,,,,,,4.44,52.12,41.37,0.82,,,,,28.82,,,,8.09,29.56,5.47,,,,26.13,,,,,,,,,,38.41,44.1,,,,17.78,3.7,21.7,35.06,,,5.41,,13.41,,32.17,,,,,48.74,,,35.97,20.35,,,43.1,,,,,12.33,,,28.79,7.88,33.74,,,34.32,24.05,,,38.64,
2022-01-13,45.77,,,,,19.31,,,17.91,,,49.21,,6.07,15.01,6.89,,,62.21,,,56.29,14.54,10.01,,,,41.67,,40.13,53.06,2.96,,,,0.24,,,13.81,52.62,42.33,,,,25.23,,29.79,,,,8.32,31.35,5.53,,,,26.94,,,,,,,,,,40.11,44.54,,,8.26,18.26,,22.14,35.88,,,5.46,,13.94,,32.93,,25.56,,,49.38,,,,,,,43.77,,,,,12.8,,,29.49,7.91,34.18,,,,24.26,,,38.97,
2022-01-14,46.48,,,,,20.01,16.56,,18.86,,,50.24,,6.19,15.28,7.17,,,62.52,,,56.92,14.69,10.42,,,30.53,42.52,,40.68,53.23,3.32,,,,0.25,,,14.08,52.8,43.3,,,,26.72,,30.69,,,,8.55,33.24,,,,,27.66,,,,,,,38.64,,,40.89,45.07,,,,18.71,,,36.64,,,5.47,,14.24,,33.7,,,,,,,,,21.04,,,44.9,,,,,13.32,,,30.27,7.94,34.69,,,,24.5,,,,
2022-01-15,46.87,,,,,20.38,17,,19.38,0.11,2.16,50.71,,6.24,15.36,7.25,,,62.56,,,57.26,14.75,10.61,,,,43.02,,41.28,53.38,3.5,,,,0.3,,,14.35,52.9,44.24,0.89,,,27.4,,31.34,,,,,35.04,5.6,,,,28.17,,,,,,,,,,41.19,45.32,,,,19.18,3.97,22.65,37.27,,,5.49,,14.6,,34.07,,25.81,,,,24.18,,36.78,21.59,,,45.5,,,,,13.89,,,30.48,7.98,34.94,,,34.48,24.63,,,,
2022-01-16,47,,,,,,,,19.68,0.36,,50.82,,6.26,16.32,7.29,,,62.57,,8.96,57.62,14.77,10.75,,,,43.15,,41.55,53.47,3.69,,,,,,,14.73,53.2,44.8,1.07,,,27.97,,31.8,,,,8.75,36.22,5.68,,,,28.61,,,,,,,,,,41.31,45.43,,,,19.45,4.43,23.07,37.86,,,5.5,,15.04,,34.18,,,,,,,,38.07,21.84,,,45.53,,,,,14.33,,,30.59,8.06,35.1,,,35.47,24.69,,,39.1,
2022-01-17,47.43,,,,,20.66,17.19,,20.62,0.45,,51.53,,6.44,17.63,7.43,,,62.91,,,58.19,14.94,11.13,,,34,43.62,,41.97,53.58,4.01,,,,0.31,,,15.12,53.46,45.61,1.18,,,28.76,,32.79,,0.14,,8.85,36.78,5.74,,,,29.34,,,,,,,,,,41.95,45.7,,,,19.78,4.62,23.39,38.56,,,5.53,,15.51,,34.72,,25.94,,,50.2,,,38.7,22.07,0.68,,46.29,,,,,14.51,,,31.02,8.11,35.45,,,35.54,24.82,,,39.88,
2022-01-18,48.02,,,,,21.31,17.41,,21.53,0.48,,52.26,,6.55,17.85,7.64,,,63.18,,,58.65,,11.51,,,35.54,44.15,,42.46,53.69,4.33,,,,0.34,,,15.46,53.68,46.47,1.29,,,29.62,,33.44,,,,9.27,37.87,5.85,,,,29.73,,,,,,,,,,42.85,46,,,,20.08,4.83,,39.5,,,,,15.93,30.86,35.31,,26.05,,,52.59,,,39.36,22.12,0.7,,46.8,,,,,14.81,,,31.48,8.19,35.74,,,35.61,24.96,,,39.96,
2022-01-19,48.62,,,,,22,17.63,,22.48,0.53,,52.82,,6.65,18.31,7.85,,,63.46,,,59.04,15.13,11.85,15.33,,36.6,44.57,,42.92,53.79,4.6,,,,0.42,,,15.85,53.81,47.29,1.41,,,30.42,,34.26,,0.17,,,38.95,5.87,,,,30.54,,,,,,,,,,44.15,46.34,,,,20.37,5.05,23.75,40.3,,,,,,31.47,35.81,,,,,53.03,,,40.01,22.34,0.73,,47.22,,,,,15.29,,,31.89,,35.96,,,35.68,25.1,,,40.12,
2022-01-20,49.25,,,,,23.3,17.84,,23.51,,,53.42,,,18.61,8.05,,,63.94,,,59.38,15.55,12.16,,,,45,,43.34,53.89,4.87,,,5.03,0.46,,,,53.92,48.12,,,,31.15,,35.03,,0.19,,9.46,40.16,5.97,,,,31.27,,,,,,,,,,45.39,46.66,,,10.06,20.61,,24.53,41.07,,,5.75,,16.42,32.4,36.31,,,,,53.48,,,,22.47,0.76,,47.77,,,,,,,,32.33,8.26,36.19,,,,25.23,,,,
2022-01-21,49.76,,,,,23.88,17.91,,24.49,0.58,,53.98,,,18.86,8.2,,,64.33,,,59.74,15.59,12.51,,,,45.54,,43.79,53.99,5.15,,,,0.51,,,16.27,53.98,48.93,,,,31.82,,35.74,,0.2,,,41.2,6.02,,,,31.8,,,,,,,45.14,,,45.9,47.03,,,,20.82,,24.95,41.78,,,6.05,,,,36.85,,,,,54.07,,,,22.61,0.79,,48.68,,,,,,,,32.84,8.39,36.44,,,,25.38,,,40.63,
2022-01-22,49.99,,,,,24.22,18.12,,25.05,,,54.24,,,19.24,8.23,,,64.36,,,59.92,15.65,12.72,,,,45.86,,44.29,54.1,5.29,,,,0.54,,,16.78,54,49.7,1.54,,,32.33,,36.18,,,,9.83,42.15,6.03,,,,32.28,,,,,,,,,,45.96,47.21,,,,,5.29,25.22,42.58,,,,,16.97,,37.11,,26.1,,,54.6,25.91,,40.88,22.72,,,49.19,,,,,,,,32.93,8.42,36.55,,,35.89,25.47,,,41.21,
